Time, Altitude, Velocity, Temperature (F), Voltage
117.25, -39, 0, 99.88, 6.60
117.30, -39, 1, 99.88, 6.60
117.35, -39, 2, 99.88, 6.60
117.40, -40, 2, 99.86, 6.60
117.45, -38, 2, 99.86, 6.60
117.50, -39, -0, 99.84, 6.60
117.55, -38, -0, 99.86, 6.60
117.60, -39, -0, 99.86, 6.60
117.65, -40, -0, 99.86, 6.60
117.70, -38, -0, 99.84, 6.60
117.75, -38, -0, 99.84, 6.60
117.80, -37, -0, 99.84, 6.60
117.85, -39, -0, 99.84, 6.60
117.90, -38, -0, 99.84, 6.60
117.95, -38, -0, 99.84, 6.60
