Time, Altitude, Velocity, Temperature (F), Voltage
82.60, 1255, -46, 100.36, 6.60
82.65, 1256, -46, 100.38, 6.60
82.70, 1250, -47, 100.36, 6.60
82.75, 1249, -48, 100.35, 6.60
82.80, 1246, -48, 100.36, 6.60
82.85, 1243, -48, 100.36, 6.60
82.90, 1240, -49, 100.36, 6.60
82.95, 1240, -49, 100.36, 6.60
83.00, 1237, -49, 100.36, 6.60
83.05, 1236, -49, 100.36, 6.60
83.10, 1233, -49, 100.36, 6.60
83.15, 1234, -49, 100.36, 6.60
83.20, 1229, -49, 100.35, 6.60
83.25, 1226, -48, 100.35, 6.60
83.30, 1222, -48, 100.35, 6.60
83.35, 1220, -48, 100.33, 6.60
83.40, 1217, -48, 100.33, 6.60
83.45, 1213, -48, 100.33, 6.60
83.50, 1212, -48, 100.33, 6.60
83.55, 1208, -48, 100.33, 6.60
83.60, 1203, -48, 100.35, 6.60
83.65, 1200, -49, 100.35, 6.60
83.70, 1197, -49, 100.33, 6.60
83.75, 1193, -49, 100.33, 6.60
83.80, 1191, -49, 100.33, 6.60
83.85, 1189, -49, 100.33, 6.60
83.90, 1186, -49, 100.33, 6.60
83.95, 1183, -49, 100.33, 6.60
84.00, 1179, -49, 100.33, 6.60
84.05, 1176, -49, 100.31, 6.60
84.10, 1175, -50, 100.33, 6.60
84.15, 1173, -50, 100.33, 6.60
84.20, 1178, -50, 100.33, 6.60
84.25, 1174, -50, 100.33, 6.60
84.30, 1174, -50, 100.31, 6.60
84.35, 1173, -50, 100.33, 6.60
84.40, 1169, -50, 100.31, 6.60
84.45, 1167, -50, 100.33, 6.60
84.50, 1166, -50, 100.31, 6.60
84.55, 1162, -50, 100.31, 6.60
84.60, 1160, -49, 100.33, 6.60
84.65, 1154, -48, 100.31, 6.60
84.70, 1151, -48, 100.29, 6.60
84.75, 1149, -47, 100.29, 6.60
84.80, 1147, -47, 100.31, 6.60
84.85, 1146, -47, 100.31, 6.60
84.90, 1144, -48, 100.29, 6.60
84.95, 1142, -48, 100.29, 6.60
85.00, 1140, -49, 100.29, 6.60
85.05, 1136, -50, 100.31, 6.60
85.10, 1135, -51, 100.31, 6.60
85.15, 1133, -52, 100.29, 6.60
85.20, 1129, -53, 100.29, 6.60
85.25, 1125, -54, 100.29, 6.60
85.30, 1121, -55, 100.33, 6.60
85.35, 1121, -55, 100.29, 6.60
85.40, 1117, -56, 100.29, 6.60
85.45, 1112, -56, 100.29, 6.60
85.50, 1111, -57, 100.29, 6.60
85.55, 1107, -57, 100.29, 6.60
85.60, 1105, -57, 100.29, 6.60
85.65, 1105, -57, 100.29, 6.60
85.70, 1103, -57, 100.29, 6.60
85.75, 1100, -57, 100.29, 6.60
85.80, 1098, -57, 100.29, 6.60
85.85, 1097, -58, 100.29, 6.60
85.90, 1085, -58, 100.29, 6.60
85.95, 1083, -58, 100.29, 6.60
86.00, 1079, -59, 100.29, 6.60
86.05, 1076, -59, 100.29, 6.60
86.10, 1073, -59, 100.31, 6.60
86.15, 1071, -59, 100.29, 6.60
86.20, 1067, -58, 100.29, 6.60
86.25, 1068, -58, 100.29, 6.60
86.30, 1064, -57, 100.29, 6.60
86.35, 1063, -56, 100.29, 6.60
86.40, 1058, -56, 100.29, 6.60
86.45, 1053, -55, 100.29, 6.60
86.50, 1049, -55, 100.29, 6.60
86.55, 1046, -54, 100.29, 6.60
86.60, 1044, -54, 100.29, 6.60
86.65, 1041, -54, 100.29, 6.60
86.70, 1038, -54, 100.29, 6.60
86.75, 1038, -54, 100.29, 6.60
86.80, 1033, -53, 100.29, 6.60
86.85, 1030, -53, 100.29, 6.60
86.90, 1028, -52, 100.27, 6.60
86.95, 1025, -51, 100.29, 6.60
87.00, 1024, -50, 100.27, 6.60
87.05, 1019, -49, 100.27, 6.60
87.10, 1015, -48, 100.29, 6.60
87.15, 1016, -48, 100.27, 6.60
87.20, 1014, -49, 100.27, 6.60
87.25, 1010, -49, 100.27, 6.60
87.30, 1010, -49, 100.27, 6.60
87.35, 1008, -49, 100.27, 6.60
87.40, 1005, -48, 100.27, 6.60
87.45, 1004, -47, 100.27, 6.60
87.50, 1001, -46, 100.27, 6.60
87.55, 1002, -46, 100.27, 6.60
87.60, 1001, -46, 100.27, 6.60
87.65, 997, -45, 100.27, 6.60
87.70, 995, -45, 100.27, 6.60
87.75, 993, -45, 100.27, 6.60
87.80, 990, -45, 100.26, 6.60
87.85, 987, -45, 100.26, 6.60
87.90, 986, -45, 100.26, 6.60
87.95, 980, -44, 100.27, 6.60
88.00, 980, -43, 100.27, 6.60
88.05, 981, -43, 100.26, 6.60
88.10, 978, -42, 100.26, 6.60
88.15, 975, -42, 100.27, 6.60
88.20, 970, -43, 100.26, 6.60
88.25, 966, -44, 100.27, 6.60
88.30, 965, -45, 100.27, 6.60
88.35, 963, -46, 100.27, 6.60
88.40, 962, -47, 100.27, 6.60
88.45, 960, -47, 100.26, 6.60
88.50, 958, -48, 100.27, 6.60
88.55, 954, -48, 100.27, 6.60
88.60, 954, -48, 100.27, 6.60
88.65, 950, -48, 100.27, 6.60
88.70, 947, -48, 100.27, 6.60
88.75, 946, -47, 100.26, 6.60
88.80, 942, -46, 100.27, 6.60
88.85, 940, -45, 100.27, 6.60
88.90, 936, -44, 100.27, 6.60
88.95, 938, -43, 100.27, 6.60
89.00, 940, -42, 100.26, 6.60
89.05, 936, -41, 100.26, 6.60
89.10, 931, -39, 100.24, 6.60
89.15, 931, -38, 100.24, 6.60
89.20, 928, -36, 100.24, 6.60
89.25, 921, -34, 100.27, 6.60
89.30, 917, -32, 100.26, 6.60
89.35, 913, -31, 100.24, 6.60
89.40, 913, -30, 100.24, 6.60
89.45, 909, -30, 100.24, 6.60
89.50, 907, -29, 100.24, 6.60
89.55, 905, -29, 100.24, 6.60
89.60, 904, -29, 100.24, 6.60
89.65, 902, -29, 100.24, 6.60
89.70, 900, -29, 100.26, 6.60
89.75, 899, -30, 100.24, 6.60
89.80, 901, -32, 100.24, 6.60
89.85, 902, -35, 100.24, 6.60
89.90, 899, -39, 100.24, 6.60
89.95, 898, -42, 100.24, 6.60
90.00, 899, -46, 100.24, 6.60
90.05, 899, -48, 100.24, 6.60
90.10, 902, -49, 100.24, 6.60
90.15, 901, -50, 100.24, 6.60
90.20, 903, -50, 100.24, 6.60
90.25, 902, -49, 100.24, 6.60
90.30, 903, -48, 100.24, 6.60
90.35, 905, -47, 100.24, 6.60
90.40, 902, -47, 100.24, 6.60
90.45, 903, -46, 100.24, 6.60
90.50, 900, -46, 100.22, 6.60
90.55, 892, -45, 100.24, 6.60
90.60, 895, -45, 100.24, 6.60
90.65, 894, -45, 100.24, 6.60
90.70, 886, -45, 100.24, 6.60
90.75, 886, -45, 100.22, 6.60
90.80, 875, -46, 100.24, 6.60
90.85, 860, -46, 100.24, 6.60
90.90, 853, -47, 100.22, 6.60
90.95, 847, -48, 100.24, 6.60
91.00, 840, -49, 100.24, 6.60
91.05, 836, -50, 100.24, 6.60
91.10, 830, -51, 100.24, 6.60
91.15, 828, -52, 100.24, 6.60
91.20, 826, -53, 100.24, 6.60
91.25, 823, -53, 100.24, 6.60
91.30, 821, -54, 100.22, 6.60
91.35, 821, -56, 100.24, 6.60
91.40, 821, -56, 100.24, 6.60
91.45, 818, -56, 100.24, 6.60
91.50, 818, -56, 100.20, 6.60
91.55, 816, -56, 100.22, 6.60
91.60, 814, -56, 100.24, 6.60
91.65, 814, -55, 100.22, 6.60
91.70, 813, -54, 100.22, 6.60
91.75, 810, -53, 100.20, 6.60
91.80, 810, -50, 100.20, 6.60
91.85, 808, -47, 100.22, 6.60
91.90, 807, -44, 100.20, 6.60
91.95, 805, -42, 100.22, 6.60
92.00, 802, -40, 100.22, 6.60
92.05, 802, -39, 100.24, 6.60
92.10, 801, -38, 100.22, 6.60
92.15, 800, -38, 100.22, 6.60
92.20, 798, -38, 100.22, 6.60
92.25, 799, -38, 100.20, 6.60
92.30, 794, -39, 100.22, 6.60
92.35, 793, -39, 100.20, 6.60
92.40, 789, -40, 100.22, 6.60
92.45, 790, -40, 100.22, 6.60
92.50, 789, -39, 100.22, 6.60
92.55, 785, -39, 100.22, 6.60
92.60, 783, -38, 100.20, 6.60
92.65, 779, -38, 100.20, 6.60
92.70, 778, -38, 100.20, 6.60
92.75, 774, -38, 100.20, 6.60
92.80, 772, -38, 100.20, 6.60
92.85, 769, -38, 100.20, 6.60
92.90, 766, -38, 100.20, 6.60
92.95, 764, -38, 100.20, 6.60
93.00, 759, -38, 100.20, 6.60
93.05, 758, -38, 100.20, 6.60
93.10, 756, -38, 100.20, 6.60
93.15, 751, -39, 100.20, 6.60
93.20, 750, -39, 100.20, 6.60
93.25, 746, -40, 100.20, 6.60
93.30, 744, -40, 100.20, 6.60
93.35, 742, -40, 100.20, 6.60
93.40, 740, -40, 100.20, 6.60
93.45, 741, -40, 100.20, 6.60
93.50, 739, -40, 100.20, 6.60
93.55, 739, -40, 100.20, 6.60
93.60, 742, -39, 100.20, 6.60
93.65, 741, -39, 100.20, 6.60
93.70, 736, -39, 100.20, 6.60
93.75, 736, -38, 100.20, 6.60
93.80, 737, -38, 100.18, 6.60
93.85, 731, -37, 100.20, 6.60
93.90, 728, -37, 100.18, 6.60
93.95, 730, -36, 100.20, 6.60
94.00, 729, -36, 100.18, 6.60
94.05, 726, -35, 100.18, 6.60
94.10, 726, -35, 100.18, 6.60
94.15, 721, -34, 100.20, 6.60
94.20, 720, -34, 100.18, 6.60
94.25, 715, -34, 100.18, 6.60
94.30, 714, -34, 100.18, 6.60
94.35, 713, -34, 100.18, 6.60
94.40, 712, -34, 100.18, 6.60
94.45, 710, -34, 100.18, 6.60
94.50, 708, -35, 100.18, 6.60
94.55, 705, -36, 100.18, 6.60
94.60, 703, -37, 100.17, 6.60
94.65, 703, -38, 100.18, 6.60
94.70, 701, -38, 100.18, 6.60
94.75, 696, -39, 100.18, 6.60
94.80, 696, -40, 100.18, 6.60
94.85, 694, -40, 100.18, 6.60
94.90, 693, -40, 100.18, 6.60
94.95, 690, -41, 100.18, 6.60
95.00, 689, -42, 100.18, 6.60
95.05, 689, -43, 100.18, 6.60
95.10, 686, -44, 100.18, 6.60
95.15, 683, -44, 100.17, 6.60
95.20, 680, -45, 100.18, 6.60
95.25, 678, -46, 100.18, 6.60
95.30, 676, -47, 100.18, 6.60
95.35, 675, -47, 100.18, 6.60
95.40, 674, -48, 100.18, 6.60
95.45, 673, -48, 100.18, 6.60
95.50, 669, -48, 100.18, 6.60
95.55, 669, -48, 100.18, 6.60
95.60, 667, -48, 100.18, 6.60
95.65, 663, -48, 100.18, 6.60
95.70, 660, -48, 100.18, 6.60
95.75, 655, -48, 100.18, 6.60
95.80, 655, -48, 100.18, 6.60
95.85, 652, -48, 100.18, 6.60
95.90, 650, -48, 100.17, 6.60
95.95, 645, -48, 100.18, 6.60
96.00, 643, -49, 100.18, 6.60
96.05, 640, -51, 100.18, 6.60
96.10, 637, -52, 100.18, 6.60
96.15, 632, -53, 100.18, 6.60
96.20, 626, -53, 100.18, 6.60
96.25, 622, -53, 100.17, 6.60
96.30, 619, -53, 100.18, 6.60
96.35, 617, -53, 100.18, 6.60
96.40, 619, -53, 100.15, 6.60
96.45, 617, -53, 100.17, 6.60
96.50, 610, -52, 100.17, 6.60
96.55, 610, -51, 100.17, 6.60
96.60, 610, -50, 100.15, 6.60
96.65, 604, -50, 100.17, 6.60
96.70, 603, -49, 100.17, 6.60
96.75, 602, -49, 100.18, 6.60
96.80, 601, -49, 100.17, 6.60
96.85, 601, -48, 100.18, 6.60
96.90, 598, -48, 100.17, 6.60
96.95, 594, -48, 100.18, 6.60
97.00, 590, -47, 100.15, 6.60
97.05, 584, -46, 100.18, 6.60
97.10, 578, -45, 100.17, 6.60
97.15, 576, -44, 100.15, 6.60
97.20, 576, -43, 100.17, 6.60
97.25, 573, -43, 100.15, 6.60
97.30, 570, -43, 100.17, 6.60
97.35, 569, -43, 100.18, 6.60
97.40, 568, -43, 100.17, 6.60
97.45, 568, -43, 100.17, 6.60
97.50, 570, -44, 100.17, 6.60
97.55, 569, -44, 100.17, 6.60
97.60, 568, -44, 100.18, 6.60
97.65, 564, -45, 100.15, 6.60
97.70, 561, -45, 100.15, 6.60
97.75, 558, -46, 100.17, 6.60
97.80, 557, -46, 100.15, 6.60
97.85, 557, -47, 100.15, 6.60
97.90, 552, -46, 100.17, 6.60
97.95, 550, -45, 100.15, 6.60
98.00, 549, -44, 100.15, 6.60
98.05, 547, -42, 100.15, 6.60
98.10, 546, -41, 100.15, 6.60
98.15, 543, -40, 100.13, 6.60
98.20, 539, -39, 100.15, 6.60
98.25, 538, -38, 100.15, 6.60
98.30, 535, -38, 100.15, 6.60
98.35, 533, -39, 100.15, 6.60
98.40, 532, -40, 100.15, 6.60
98.45, 526, -42, 100.15, 6.60
98.50, 523, -44, 100.15, 6.60
98.55, 522, -45, 100.15, 6.60
98.60, 519, -46, 100.15, 6.60
98.65, 515, -45, 100.15, 6.60
98.70, 515, -44, 100.11, 6.60
98.75, 511, -43, 100.15, 6.60
98.80, 508, -43, 100.15, 6.60
98.85, 504, -43, 100.13, 6.60
98.90, 504, -43, 100.15, 6.60
98.95, 504, -43, 100.15, 6.60
99.00, 502, -44, 100.15, 6.60
99.05, 502, -43, 100.15, 6.60
99.10, 498, -43, 100.15, 6.60
99.15, 499, -42, 100.11, 6.60
99.20, 499, -43, 100.13, 6.60
99.25, 497, -44, 100.13, 6.60
99.30, 496, -45, 100.11, 6.60
99.35, 494, -45, 100.13, 6.60
99.40, 488, -46, 100.13, 6.60
99.45, 483, -46, 100.11, 6.60
99.50, 477, -45, 100.13, 6.60
99.55, 475, -45, 100.13, 6.60
99.60, 475, -45, 100.13, 6.60
99.65, 474, -45, 100.11, 6.60
99.70, 476, -44, 100.11, 6.60
99.75, 477, -43, 100.13, 6.60
99.80, 475, -42, 100.11, 6.60
99.85, 466, -42, 100.13, 6.60
99.90, 466, -41, 100.13, 6.60
99.95, 462, -40, 100.11, 6.60
100.00, 461, -39, 100.11, 6.60
100.05, 461, -38, 100.11, 6.60
100.10, 464, -38, 100.11, 6.60
100.15, 461, -38, 100.11, 6.60
100.20, 453, -39, 100.13, 6.60
100.25, 446, -40, 100.11, 6.60
100.30, 442, -40, 100.11, 6.60
100.35, 439, -40, 100.11, 6.60
100.40, 439, -39, 100.11, 6.60
100.45, 437, -38, 100.11, 6.60
100.50, 431, -36, 100.11, 6.60
100.55, 431, -35, 100.11, 6.60
100.60, 429, -35, 100.11, 6.60
100.65, 427, -36, 100.11, 6.60
100.70, 427, -37, 100.11, 6.60
100.75, 426, -37, 100.11, 6.60
100.80, 423, -37, 100.11, 6.60
100.85, 424, -37, 100.09, 6.60
100.90, 424, -37, 100.09, 6.60
100.95, 428, -37, 100.11, 6.60
101.00, 430, -38, 100.11, 6.60
101.05, 426, -39, 100.11, 6.60
101.10, 425, -40, 100.09, 6.60
101.15, 420, -40, 100.11, 6.60
101.20, 421, -39, 100.09, 6.60
101.25, 415, -38, 100.11, 6.60
101.30, 412, -37, 100.11, 6.60
101.35, 412, -36, 100.11, 6.60
101.40, 409, -36, 100.09, 6.60
101.45, 410, -36, 100.09, 6.60
101.50, 409, -36, 100.09, 6.60
101.55, 406, -36, 100.09, 6.60
101.60, 406, -37, 100.11, 6.60
101.65, 405, -37, 100.09, 6.60
101.70, 401, -37, 100.09, 6.60
101.75, 400, -38, 100.09, 6.60
101.80, 397, -38, 100.09, 6.60
101.85, 395, -39, 100.09, 6.60
101.90, 392, -40, 100.09, 6.60
101.95, 390, -42, 100.09, 6.60
102.00, 384, -43, 100.09, 6.60
102.05, 379, -43, 100.09, 6.60
102.10, 377, -43, 100.09, 6.60
102.15, 376, -42, 100.09, 6.60
102.20, 373, -41, 100.09, 6.60
102.25, 374, -41, 100.06, 6.60
102.30, 369, -40, 100.09, 6.60
102.35, 367, -40, 100.09, 6.60
102.40, 365, -40, 100.08, 6.60
102.45, 361, -41, 100.09, 6.60
102.50, 360, -41, 100.08, 6.60
102.55, 358, -42, 100.09, 6.60
102.60, 356, -42, 100.08, 6.60
102.65, 354, -43, 100.09, 6.60
102.70, 351, -43, 100.09, 6.60
102.75, 351, -44, 100.08, 6.60
102.80, 348, -44, 100.08, 6.60
102.85, 347, -44, 100.06, 6.60
102.90, 345, -44, 100.09, 6.60
102.95, 343, -43, 100.08, 6.60
103.00, 342, -43, 100.08, 6.60
103.05, 340, -42, 100.08, 6.60
103.10, 340, -42, 100.06, 6.60
103.15, 340, -42, 100.06, 6.60
103.20, 336, -42, 100.06, 6.60
103.25, 335, -41, 100.06, 6.60
103.30, 335, -41, 100.06, 6.60
103.35, 330, -40, 100.08, 6.60
103.40, 329, -40, 100.06, 6.60
103.45, 330, -39, 100.08, 6.60
103.50, 327, -39, 100.06, 6.60
103.55, 322, -39, 100.08, 6.60
103.60, 320, -39, 100.06, 6.60
103.65, 318, -38, 100.06, 6.60
103.70, 315, -38, 100.06, 6.60
103.75, 311, -37, 100.06, 6.60
103.80, 309, -37, 100.06, 6.60
103.85, 306, -37, 100.06, 6.60
103.90, 303, -37, 100.06, 6.60
103.95, 302, -37, 100.06, 6.60
104.00, 298, -38, 100.06, 6.60
104.05, 295, -38, 100.06, 6.60
104.10, 293, -38, 100.06, 6.60
104.15, 294, -39, 100.06, 6.60
104.20, 291, -39, 100.06, 6.60
104.25, 290, -39, 100.06, 6.60
104.30, 289, -39, 100.06, 6.60
104.35, 288, -39, 100.06, 6.60
104.40, 285, -39, 100.04, 6.60
104.45, 285, -40, 100.04, 6.60
104.50, 280, -39, 100.06, 6.60
104.55, 279, -39, 100.04, 6.60
104.60, 281, -39, 100.02, 6.60
104.65, 279, -39, 100.04, 6.60
104.70, 276, -39, 100.04, 6.60
104.75, 278, -38, 100.04, 6.60
104.80, 276, -38, 100.02, 6.60
104.85, 271, -38, 100.04, 6.60
104.90, 271, -38, 100.04, 6.60
104.95, 268, -37, 100.04, 6.60
105.00, 265, -37, 100.06, 6.60
105.05, 265, -37, 100.04, 6.60
105.10, 263, -37, 100.04, 6.60
105.15, 262, -37, 100.06, 6.60
105.20, 260, -37, 100.04, 6.60
105.25, 256, -38, 100.04, 6.60
105.30, 252, -38, 100.06, 6.60
105.35, 255, -38, 100.04, 6.60
105.40, 252, -38, 100.06, 6.60
105.45, 249, -38, 100.04, 6.60
105.50, 245, -38, 100.06, 6.60
105.55, 244, -39, 100.06, 6.60
105.60, 243, -40, 100.06, 6.60
105.65, 239, -41, 100.04, 6.60
105.70, 236, -41, 100.04, 6.60
105.75, 235, -42, 100.06, 6.60
105.80, 231, -42, 100.06, 6.60
105.85, 230, -42, 100.04, 6.60
105.90, 228, -42, 100.04, 6.60
105.95, 226, -42, 100.04, 6.60
106.00, 227, -42, 100.02, 6.60
106.05, 221, -42, 100.06, 6.60
106.10, 222, -42, 100.06, 6.60
106.15, 220, -42, 100.04, 6.60
106.20, 216, -42, 100.06, 6.60
106.25, 214, -42, 100.04, 6.60
106.30, 213, -42, 100.04, 6.60
106.35, 213, -42, 100.04, 6.60
106.40, 209, -42, 100.06, 6.60
106.45, 210, -42, 100.02, 6.60
106.50, 207, -41, 100.04, 6.60
106.55, 201, -41, 100.02, 6.60
106.60, 199, -41, 100.04, 6.60
106.65, 196, -40, 100.02, 6.60
106.70, 195, -40, 100.02, 6.60
106.75, 192, -40, 100.02, 6.60
106.80, 190, -39, 100.06, 6.60
106.85, 187, -39, 100.02, 6.60
106.90, 186, -39, 100.04, 6.60
106.95, 185, -39, 100.02, 6.60
107.00, 184, -40, 100.02, 6.60
107.05, 181, -40, 100.04, 6.60
107.10, 178, -40, 100.02, 6.60
107.15, 178, -40, 100.02, 6.60
107.20, 176, -40, 100.02, 6.60
107.25, 172, -40, 100.02, 6.60
107.30, 171, -40, 100.02, 6.60
107.35, 170, -41, 100.02, 6.60
107.40, 167, -41, 100.02, 6.60
107.45, 166, -41, 100.02, 6.60
107.50, 163, -40, 100.04, 6.60
107.55, 162, -40, 100.02, 6.60
107.60, 161, -41, 100.02, 6.60
107.65, 159, -41, 100.02, 6.60
107.70, 157, -42, 100.02, 6.60
107.75, 156, -43, 100.02, 6.60
107.80, 153, -44, 100.02, 6.60
107.85, 152, -45, 100.02, 6.60
107.90, 150, -45, 100.02, 6.60
107.95, 147, -46, 100.02, 6.60
108.00, 146, -47, 100.02, 6.60
108.05, 143, -48, 100.02, 6.60
108.10, 142, -48, 100.02, 6.60
108.15, 141, -49, 100.02, 6.60
108.20, 136, -49, 100.02, 6.60
108.25, 134, -48, 100.02, 6.60
108.30, 132, -48, 100.02, 6.60
108.35, 130, -48, 100.02, 6.60
108.40, 129, -48, 100.02, 6.60
108.45, 129, -47, 100.02, 6.60
108.50, 124, -47, 100.02, 6.60
108.55, 120, -47, 100.02, 6.60
108.60, 117, -46, 100.02, 6.60
108.65, 112, -46, 100.02, 6.60
108.70, 108, -46, 100.02, 6.60
108.75, 105, -45, 100.02, 6.60
108.80, 101, -44, 100.02, 6.60
108.85, 97, -44, 100.02, 6.60
108.90, 95, -43, 100.02, 6.60
108.95, 90, -42, 100.02, 6.60
109.00, 88, -41, 100.00, 6.60
109.05, 85, -39, 100.00, 6.60
109.10, 81, -38, 100.02, 6.60
109.15, 79, -38, 100.02, 6.60
109.20, 79, -37, 100.00, 6.60
109.25, 77, -36, 100.02, 6.60
109.30, 76, -36, 100.00, 6.60
109.35, 74, -36, 100.00, 6.60
109.40, 73, -36, 100.00, 6.60
109.45, 72, -36, 100.02, 6.60
109.50, 71, -37, 100.00, 6.60
109.55, 70, -38, 100.00, 6.60
109.60, 69, -39, 100.00, 6.60
109.65, 68, -40, 100.00, 6.60
109.70, 68, -41, 100.00, 6.60
109.75, 67, -42, 100.00, 6.60
109.80, 67, -44, 100.02, 6.60
109.85, 66, -45, 100.00, 6.60
109.90, 65, -45, 100.00, 6.60
109.95, 67, -45, 100.00, 6.60
110.00, 68, -44, 100.00, 6.60
110.05, 66, -43, 100.00, 6.60
110.10, 67, -42, 100.00, 6.60
110.15, 66, -42, 100.00, 6.60
110.20, 64, -42, 100.00, 6.60
110.25, 64, -42, 100.00, 6.60
110.30, 61, -42, 100.00, 6.60
110.35, 59, -42, 100.00, 6.60
110.40, 57, -43, 100.00, 6.60
110.45, 53, -43, 100.00, 6.60
110.50, 49, -43, 99.99, 6.60
110.55, 41, -44, 100.00, 6.60
110.60, 35, -44, 100.00, 6.60
110.65, 29, -44, 100.00, 6.60
110.70, 23, -44, 100.00, 6.60
110.75, 16, -45, 100.00, 6.60
110.80, 7, -45, 100.00, 6.60
110.85, 4, -46, 100.00, 6.60
110.90, 2, -46, 99.99, 6.60
110.95, -1, -47, 100.00, 6.60
111.00, 1, -48, 100.00, 6.60
111.05, 1, -48, 99.99, 6.60
111.10, -2, -48, 100.00, 6.60
111.15, -2, -49, 99.99, 6.60
111.20, -4, -49, 99.99, 6.60
111.25, -5, -49, 99.99, 6.60
111.30, -7, -48, 99.99, 6.60
111.35, -12, -46, 100.00, 6.60
111.40, -13, -44, 99.97, 6.60
111.45, -14, -42, 99.97, 6.60
111.50, -15, -41, 100.00, 6.60
111.55, -16, -41, 99.97, 6.60
111.60, -18, -41, 99.99, 6.60
111.65, -19, -42, 99.99, 6.60
111.70, -19, -41, 99.99, 6.60
111.75, -20, -38, 100.00, 6.60
111.80, -22, -35, 99.97, 6.60
111.85, -25, -31, 99.99, 6.60
111.90, -26, -27, 99.97, 6.60
111.95, -27, -26, 99.97, 6.60
112.00, -25, -23, 99.97, 6.60
112.05, -27, -22, 99.99, 6.60
112.10, -30, -20, 99.97, 6.60
112.15, -32, -18, 99.97, 6.60
112.20, -36, -17, 99.99, 6.60
112.25, -34, -17, 99.97, 6.60
112.30, -32, -16, 99.97, 6.60
112.35, -30, -14, 99.97, 6.60
112.40, -27, -13, 99.97, 6.60
112.45, -26, -13, 99.97, 6.60
112.50, -34, -12, 99.97, 6.60
112.55, -45, -11, 99.97, 6.60
112.60, -55, -11, 99.97, 6.60
112.65, -62, -11, 99.97, 6.60
112.70, -69, -10, 99.95, 6.60
112.75, 53, -9, 99.97, 6.60
112.80, -39, -9, 99.95, 6.60
112.85, -32, -8, 99.95, 6.60
112.90, -80, -7, 99.97, 6.60
112.95, -38, -7, 99.95, 6.60
113.00, -38, -6, 99.97, 6.60
113.05, -38, -5, 99.97, 6.60
113.10, -37, -4, 99.95, 6.60
113.15, -39, -4, 99.97, 6.60
113.20, -38, -3, 99.97, 6.60
113.25, -39, -3, 99.95, 6.60
113.30, -39, -3, 99.95, 6.60
113.35, -39, -4, 99.97, 6.60
113.40, -37, -4, 99.93, 6.60
113.45, -38, -3, 99.95, 6.60
113.50, -39, -0, 99.97, 6.60
113.55, -38, 4, 99.93, 6.60
113.60, -40, 8, 99.97, 6.60
113.65, -40, 10, 99.97, 6.60
113.70, -38, 11, 99.93, 6.60
113.75, -39, 10, 99.93, 6.60
113.80, -39, 8, 99.93, 6.60
113.85, -40, 6, 99.95, 6.60
113.90, -38, 6, 99.93, 6.60
113.95, -39, 3, 99.93, 6.60
114.00, -38, 2, 99.93, 6.60
114.05, -39, 1, 99.93, 6.60
114.10, -38, -0, 99.93, 6.60
114.15, -39, -0, 99.93, 6.60
114.20, -38, -0, 99.95, 6.60
114.25, -38, -0, 99.93, 6.60
114.30, -38, -0, 99.93, 6.60
114.35, -39, -0, 99.93, 6.60
114.40, -38, -0, 99.93, 6.60
114.45, -38, -0, 99.93, 6.60
114.50, -38, 0, 99.93, 6.60
114.55, -38, 0, 99.93, 6.60
114.60, -37, 0, 99.93, 6.60
114.65, -38, 0, 99.93, 6.60
114.70, -37, 0, 99.93, 6.60
114.75, -40, 0, 99.93, 6.60
114.80, -38, 0, 99.91, 6.60
114.85, -38, 0, 99.91, 6.60
114.90, -39, 0, 99.93, 6.60
114.95, -38, 0, 99.93, 6.60
115.00, -38, 0, 99.93, 6.60
115.05, -38, 0, 99.91, 6.60
115.10, -38, 0, 99.91, 6.60
115.15, -39, 0, 99.91, 6.60
115.20, -39, -0, 99.91, 6.60
115.25, -39, -0, 99.91, 6.60
115.30, -39, -0, 99.91, 6.60
115.35, -38, -0, 99.91, 6.60
115.40, -40, -0, 99.91, 6.60
115.45, -38, -0, 99.91, 6.60
115.50, -38, -0, 99.91, 6.60
115.55, -38, -0, 99.91, 6.60
115.60, -40, -0, 99.93, 6.60
115.65, -38, -0, 99.91, 6.60
115.70, -38, -0, 99.90, 6.60
115.75, -39, -0, 99.91, 6.60
115.80, -38, -0, 99.91, 6.60
115.85, -38, -0, 99.91, 6.60
115.90, -40, 0, 99.91, 6.60
115.95, -38, -0, 99.91, 6.60
116.00, -38, -0, 99.88, 6.60
116.05, -38, -0, 99.88, 6.60
116.10, -39, -0, 99.90, 6.60
116.15, -38, -0, 99.90, 6.60
116.20, -38, -0, 99.88, 6.60
116.25, -40, -0, 99.90, 6.60
116.30, -38, -0, 99.88, 6.60
116.35, -39, -0, 99.88, 6.60
116.40, -38, -0, 99.88, 6.60
116.45, -38, -0, 99.88, 6.60
116.50, -39, -0, 99.88, 6.60
116.55, -38, -0, 99.88, 6.60
116.60, -39, -0, 99.88, 6.60
116.65, -39, -0, 99.88, 6.60
116.70, -39, -0, 99.88, 6.60
116.75, -39, 0, 99.88, 6.60
116.80, -38, 0, 99.88, 6.60
116.85, -38, -0, 99.88, 6.60
116.90, -39, -0, 99.88, 6.60
116.95, -38, -1, 99.88, 6.60
117.00, -38, -2, 99.88, 6.60
117.05, -40, -2, 99.88, 6.60
117.10, -40, -2, 99.88, 6.60
117.15, -38, -2, 99.86, 6.60
117.20, -40, -0, 99.88, 6.60
