Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.010,S,0.010,0.010,0,0.4862641,0,168.8858,75,0,0,71.98251,94.64114,5.664656,40.7048521221597,39.7357098933529,8.82940233301117,11.8309688051973,0.3973571,0.08829401,83,83,0.001986786,0.00044147
0.02,S,0.02,0.01024737,0,0.4897098,0,330.0193,74.99609,0.005531093,0,71.96503,94.64114,5.669027,109.714824151472,108.349608428318,17.254129709107,12.0878858385732,1.480853,0.2608353,83,83,0.01137784,0.002187117
0.03,S,0.03,0.01046989,0,0.4926246,0,459.3311,74.98434,0.005808291,0,71.94754,94.64114,5.673399,165.197912439349,163.442506527071,24.0186871928311,12.6273382514076,3.115278,0.5010222,83,83,0.03435849,0.005996404
0.04,S,0.04,0.01093714,0,0.4982237,0,540.91,74.96509,0.006410311,0,71.93005,94.64114,5.677771,200.252718401144,198.244107232599,28.291786345113,13.5179747025447,5.097719,0.7839401,83,83,0.07542348,0.01242121
0.05,S,0.05,0.01170857,0,0.5061167,0,622.489,74.94118,0.007462848,0,71.91257,94.64114,5.682143,235.344372423387,233.079876005573,32.5690809293835,14.8389054701254,7.428518,1.109631,83,83,0.1380547,0.02188907
0.05999999,S,0.05999999,0.01285269,0,0.5153232,0,704.0681,74.9133,0.009156154,0,71.89508,94.64114,5.686514,270.475669900489,267.953521863678,36.8510261589761,16.6368926626154,10.10805,1.478141,83,83,0.2257375,0.03482793
0.06999999,S,0.06999999,0.01441002,0,0.5242987,0,785.6471,74.88146,0.01170986,0,71.87759,94.64114,5.690886,305.651602252475,302.870505033791,41.1382928678539,18.9269412752596,13.13675,1.889524,83,83,0.3419615,0.05166625
0.07999999,S,0.07999999,0.01639355,0,0.5316716,0,829.9893,74.84566,0.01536849,0,71.86011,94.64114,5.695258,324.87141696931,321.948535200528,43.4807801894297,21.5689481563458,16.35624,2.324332,83,83,0.4894264,0.07273553
0.08999999,S,0.08999999,0.01868192,0,0.5365389,0,849.5071,74.80644,0.02014114,0,71.84262,94.64114,5.699629,333.450367196643,330.464143550156,44.5263653495117,24.4328165047992,19.66088,2.769596,83,83,0.669512,0.09820517
0.09999999,S,0.09999999,0.02116247,0,0.5390689,0,869.0249,74.76604,0.02596652,0,71.82513,94.64114,5.704001,342.043813110479,338.994110120041,45.573713817043,27.4805711166845,23.05082,3.225333,83,83,0.8830705,0.1281798
0.11,S,0.11,0.0238023,0,0.5398225,0,888.5427,74.72469,0.03289439,0,71.80765,94.64114,5.708373,350.650964608456,347.537652799284,46.6227290879159,30.6862981932,26.5262,3.69156,83,83,1.130956,0.1627643
0.12,S,0.12,0.02657897,0,0.5392833,0,908.0607,74.68238,0.04097527,0,71.79016,94.64114,5.712745,359.272213411067,356.095162313381,47.6734591391669,34.0320901974229,30.08715,4.168294,83,83,1.414022,0.2020636
0.13,S,0.13,0.02947695,0,0.5378253,0,908.9344,74.63913,0.05026093,0,71.77267,94.64114,5.717116,359.871493907924,356.69001125105,47.746497266778,37.4293616669966,33.65405,4.645759,83,83,1.732728,0.2461338
0.14,S,0.14,0.03241954,0,0.5357749,0,905.1472,74.59529,0.06056404,0,71.75519,94.64114,5.721488,358.46386965688,355.292795950778,47.5749408287965,40.8477046478436,37.20698,5.121509,83,83,2.087033,0.2949702
0.15,S,0.15,0.03538039,0,0.5333658,0,901.36,74.55161,0.07180637,0,71.73769,94.64114,5.72586,357.053397917579,353.892753566083,47.4030372223646,44.2787924884346,40.74591,5.59554,83,83,2.476798,0.3485554
0.16,S,0.16,0.03835228,0,0.5307479,0,897.5729,74.50812,0.08396085,0,71.72021,94.64114,5.730231,355.639948539585,352.489754897824,47.2307705771431,47.7166808480669,44.27081,6.067848,83,83,2.901881,0.4068723
0.17,S,0.17,0.04133008,0,0.5280201,0,893.7858,74.46481,0.09700231,0,71.70272,94.64114,5.734603,354.223471546359,351.083750326971,47.0581347983882,51.1570217917052,47.78165,6.53843,83,83,3.362144,0.4699037
0.18,S,0.18,0.04431002,0,0.5252481,0,889.9987,74.42169,0.1109072,0,71.68523,94.64114,5.738975,352.804085179332,349.674857154274,46.8851446981152,54.5965651002111,51.2784,7.007282,83,83,3.857444,0.5376323
0.19,S,0.19,0.04728928,0,0.5224754,0,886.2117,74.37875,0.1256534,0,71.66775,94.64114,5.743347,351.381705180249,348.262991839049,46.711789204587,58.0328344890782,54.76103,7.4744,83,83,4.387641,0.6100407
0.2,S,0.2,0.05026572,11.67014,0.5197309,0,882.4247,74.336,0.1412201,0,71.65026,94.64114,5.747718,349.95647744109,346.8483,46.53808,61.4639097571734,58.22951,7.939781,83,82.23542,4.969936,0.6871116
0.21,S,0.21,0.05323768,11.07973,0.867125,1.533093,878.6378,74.29343,0.2642922,0.5207779,71.63277,94.64114,5.75209,348.482618852375,345.4124,46.15636,64.8874727504926,61.68364,8.401345,82.99986,82.24401,5.586772,0.7688172
0.22,S,0.22,0.05620316,10.55035,0.8301024,1.459653,874.851,74.25104,0.2819726,0.5493946,71.61529,94.64114,5.756462,347.051293387315,343.9932,45.97041,68.3031318932759,65.12357,8.86105,82.99942,82.25163,6.238008,0.8551292
0.23,S,0.23,0.0591618,10.07301,0.7981871,1.393314,871.0642,74.20883,0.3004212,0.5780327,71.5978,94.64114,5.760833,345.617194436042,342.571,45.78597,71.7099322425896,68.54929,9.31891,82.99867,82.2584,6.923501,0.946029
0.24,S,0.24,0.06211279,9.640393,0.7704368,1.333119,867.2776,74.16681,0.3196176,0.6066879,71.58031,94.64114,5.765205,344.180237547731,341.1457,45.60315,75.1070578908043,71.96075,9.774941,82.99762,82.26445,7.643108,1.041498
0.25,S,0.25,0.06505542,9.246449,0.7461183,1.278265,863.4909,74.12497,0.3395425,0.6353559,71.56283,94.64114,5.769577,342.740420207794,339.7173,45.42193,78.493849292799,75.35792,10.22916,82.99622,82.26986,8.396688,1.141519
0.26,S,0.26,0.06798913,8.886182,0.7256438,1.227916,859.7042,74.08331,0.3606692,0.663942,71.54534,94.64114,5.773949,341.297570865162,338.2856,45.24251,81.869767208363,78.74078,10.68159,82.99447,82.27469,9.184095,1.246073
0.27,S,0.27,0.07091343,8.555398,0.7079529,1.181618,855.9177,74.04184,0.3827851,0.6924839,71.52785,94.64114,5.77832,339.851691083581,336.8506,45.0649,85.2343353426555,82.10929,11.13224,82.99236,82.27901,10.00519,1.355142
0.28,S,0.28,0.07382792,8.250561,0.6921979,1.138965,852.1311,74.00056,0.40565,0.7210144,71.51037,94.64114,5.782692,338.403085131449,335.4126,44.88915,88.5871588531583,85.46342,11.58113,82.98988,82.28287,10.85982,1.468709
0.29,S,0.29,0.07673228,7.968659,0.6780874,1.099539,848.3447,73.95946,0.429247,0.7495233,71.49288,94.64114,5.787064,336.95166617465,333.9715,44.71535,91.9278897663113,88.80313,12.02828,82.98699,82.2863,11.74785,1.586756
0.3,S,0.3,0.07962617,7.707143,0.6653842,1.062982,844.5582,73.91854,0.4535599,0.7780017,71.4754,94.64114,5.791435,335.497446570578,332.5273,44.54359,95.2562471047123,92.1284,12.47372,82.9837,82.28933,12.66914,1.709265
0.31,S,0.31,0.08250938,7.463798,0.653893,1.028988,840.7718,73.87781,0.4785731,0.8064396,71.45791,94.64114,5.795807,334.040429459867,331.08,44.37389,98.5719737622945,95.4392,12.91746,82.98,82.292,13.62353,1.836221
0.32,S,0.32,0.08538167,7.23671,0.6434509,0.9972869,836.9855,73.83726,0.5042708,0.8348253,71.44042,94.64114,5.800179,332.580723810074,329.6297,44.20632,101.874845203812,98.7355,13.35952,82.97586,82.29433,14.61088,1.967606
0.33,S,0.33,0.08824286,7.024228,0.6339219,0.9676464,833.1992,73.79689,0.5306368,0.8631461,71.42294,94.64114,5.804551,331.118245770103,328.1763,44.04099,105.164695615522,102.0173,13.79993,82.97128,82.29633,15.63106,2.103403
0.3399999,S,0.3399999,0.09109279,6.82491,0.6251922,0.9398627,829.413,73.75671,0.5576565,0.8913885,71.40545,94.64114,5.808922,329.652997404859,326.7198,43.87791,108.441281456664,105.2845,14.23871,82.96623,82.29803,16.6839,2.243597
0.3499999,S,0.3499999,0.09393126,6.637478,0.6171651,0.9137574,825.6268,73.71671,0.5853147,0.9195404,71.38796,94.64114,5.813294,328.185091957637,325.2603,43.71718,111.704473981999,108.5371,14.67588,82.96071,82.29944,17.76927,2.38817
0.3599999,S,0.3599999,0.09675816,6.460824,0.6097586,0.8891734,821.8406,73.6769,0.6135961,0.9475876,71.37048,94.64114,5.817666,326.714338802389,323.7976,43.55885,114.954163215752,111.7751,15.11147,82.9547,82.30056,18.88702,2.537106
0.3699999,S,0.3699999,0.09957339,6.293229,0.602902,0.8659704,821.1627,73.63727,0.6424867,0.9757375,71.35299,94.64114,5.822037,326.598912310406,323.6797,43.5695,118.203671570031,115.0119,15.54716,82.94818,82.3015,20.03714,2.690399
0.3799999,S,0.3799999,0.1023885,6.133862,0.5965078,0.8439291,820.8301,73.59776,0.6720938,1.003886,71.3355,94.64114,5.826409,326.63353425046,323.7103,43.60169,121.454431565138,118.249,15.98318,82.94115,82.30225,21.21963,2.848051
0.3899999,S,0.3899999,0.1052047,5.982038,0.5905268,0.8229449,820.4977,73.55826,0.7024277,1.032009,71.31802,94.64114,5.830781,326.667884265534,323.7402,43.63702,124.706376665086,121.4864,16.41955,82.9336,82.3028,22.4345,3.010065
0.3999999,S,0.3999999,0.108022,5.837142,0.5849181,0.802932,820.1653,73.51878,0.7334843,1.060088,71.30053,94.64114,5.835152,326.701877534149,323.7693,43.67559,127.959451816538,124.7241,16.85631,82.9255,82.30318,23.68174,3.176444
0.4099999,S,0.4099999,0.1108403,5.698625,0.579646,0.7838116,819.8329,73.47931,0.7652592,1.088104,71.28304,94.64114,5.839524,326.735532495413,323.7976,43.71753,131.21360561329,127.9621,17.29349,82.91685,82.30337,24.96136,3.347193
0.4199999,S,0.4199999,0.1136596,5.565996,0.5746796,0.7655159,819.5005,73.43987,0.7977496,1.11604,71.26556,94.64114,5.843896,326.768956139031,323.8252,43.76289,134.468694628282,131.2003,17.73112,82.90762,82.30337,26.27336,3.522316
0.4299999,S,0.4299999,0.1164797,5.438793,0.569991,0.7479814,819.1683,73.40044,0.8309506,1.143878,71.24807,94.64114,5.848268,326.801964994311,323.8519,43.81177,137.72477767439,134.4388,18.16924,82.89782,82.30318,27.61775,3.701818
0.4399998,S,0.4399998,0.1193007,5.316599,0.5655557,0.7311495,818.8361,73.36102,0.8648595,1.171597,71.23058,94.64114,5.852639,326.834871252492,323.878,43.86427,140.981816476418,137.6776,18.60788,82.88743,82.3028,28.99452,3.885703
0.4499998,S,0.4499998,0.1221226,5.199047,0.5613515,0.7149668,818.5038,73.32162,0.8994724,1.199174,71.21309,94.64114,5.857011,326.867290921914,323.9031,43.92047,144.239682880098,140.9166,19.04708,82.87642,82.30224,30.40369,4.073978
0.4599998,S,0.4599998,0.1249452,5.085783,0.5573595,0.6993867,818.1717,73.28224,0.9347854,1.22659,71.1956,94.64114,5.861382,326.899537897013,323.9275,43.98048,147.498446444186,144.1559,19.48688,82.8648,82.30147,31.84525,4.266648
0.4699998,S,0.4699998,0.1277687,4.976507,0.5535616,0.6843635,817.8396,73.24287,0.9707952,1.253817,71.17812,94.64114,5.865754,326.931429465507,323.951,44.0444,150.757984229248,147.3954,19.92732,82.85255,82.3005,33.3192,4.463719
0.4799998,S,0.4799998,0.1305928,4.870928,0.5499429,0.6698589,817.5075,73.20352,1.007499,1.280838,71.16063,94.64114,5.870126,326.963070963676,323.9737,44.11226,154.018273149549,150.6351,20.36844,82.83965,82.29934,34.82555,4.665198
0.4899998,S,0.4899998,0.1334177,4.76877,0.5464892,0.6558353,817.1755,73.16418,1.044892,1.307626,71.14314,94.64114,5.874498,326.9943818822,323.9955,44.18418,157.279390689974,153.8751,20.81028,82.8261,82.29797,36.3643,4.871091
0.4999998,S,0.4999998,0.1362433,4.669794,0.5431876,0.6422571,816.8436,73.12486,1.082972,1.334153,71.12566,94.64114,5.87887,327.025476075355,324.0165,44.26025,160.541221211669,157.1153,21.25288,82.81187,82.29639,37.93546,5.081407
0.5099998,S,0.5099998,0.1390695,4.57378,0.5400268,0.6290935,816.5117,73.08556,1.121734,1.360394,71.10817,94.64114,5.883241,327.056270827338,324.0366,44.34057,163.803749891538,160.3557,21.69629,82.79698,82.29462,39.53901,5.296153
0.5199998,S,0.5199998,0.1418965,4.480512,0.5369967,0.6163159,816.1798,73.04628,1.161178,1.386321,71.09068,94.64114,5.887613,327.086775978755,324.0558,44.42519,167.066960479669,163.5963,22.14054,82.78139,82.29262,41.17498,5.515337
0.5299998,S,0.5299998,0.144724,4.389811,0.5340878,0.6038964,815.848,73.00701,1.201297,1.411904,71.0732,94.64114,5.891984,327.116909327421,324.074,44.51421,170.330743824351,166.837,22.58568,82.76511,82.29041,42.84335,5.738968
0.5399998,S,0.5399998,0.1475521,4.301483,0.531292,0.5918118,815.5162,72.96776,1.242089,1.437117,71.05571,94.64114,5.896356,327.1468807143,324.0914,44.60769,173.595187596778,170.0779,23.03176,82.74811,82.28798,44.54412,5.967055
0.5499998,S,0.5499998,0.1503808,4.215368,0.5286011,0.5800367,815.1845,72.92852,1.28355,1.461926,71.03822,94.64114,5.900728,327.176513518342,324.1078,44.70576,176.860282057136,173.319,23.47882,82.73039,82.28534,46.27731,6.199608
0.5599998,S,0.5599998,0.1532102,4.131315,0.5260082,0.5685505,814.8529,72.8893,1.325678,1.4863,71.02074,94.64114,5.9051,327.205916343916,324.1233,44.80846,180.125919085521,176.5602,23.9269,82.71194,82.28246,48.04292,6.436637
0.5699998,S,0.5699998,0.15604,4.04917,0.5235072,0.5573334,814.5212,72.8501,1.368471,1.510209,71.00325,94.64114,5.909472,327.23500541155,324.1378,44.91587,183.392192526021,179.8016,24.37606,82.69275,82.27937,49.84093,6.678152
0.5799997,S,0.5799997,0.1588704,3.968817,0.521092,0.5463655,814.1896,72.81091,1.411925,1.533616,70.98576,94.64114,5.913843,327.263799068486,324.1513,45.02809,186.658996965045,183.0431,24.82634,82.67281,82.27604,51.67136,6.924164
0.5899997,S,0.5899997,0.1617014,3.890118,0.5187575,0.5356313,813.8581,72.77174,1.456035,1.556489,70.96828,94.64114,5.918215,327.292306354675,324.1638,45.14515,189.926328122046,186.2847,25.27779,82.65211,82.27248,53.53421,7.174685
0.5999997,S,0.5999997,0.1645329,3.812957,0.5164985,0.525113,813.5266,72.73259,1.500801,1.578792,70.95079,94.64114,5.922586,327.320649440747,324.1754,45.26718,193.194279865637,189.5265,25.73046,82.63065,82.26869,55.42947,7.429726
0.6099997,S,0.6099997,0.1673649,3.73723,0.5143108,0.5147955,813.1952,72.69345,1.54622,1.600488,70.9333,94.64114,5.926958,327.348639924369,324.1859,45.39421,196.462751741148,192.7684,26.1844,82.6084,82.26466,57.35716,7.6893
0.6199997,S,0.6199997,0.1701975,3.66284,0.5121901,0.504665,812.8638,72.65433,1.592289,1.62154,70.91582,94.64114,5.93133,327.376396545254,324.1954,45.52634,199.731740552653,196.0104,26.63966,82.58537,82.26038,59.31726,7.95342
0.6299997,S,0.6299997,0.1730305,3.589695,0.5101328,0.4947088,812.5324,72.61522,1.639005,1.64191,70.89833,94.64114,5.935701,327.403926845153,324.2039,45.66358,203.001148872384,199.2524,27.0963,82.56155,82.25586,61.30979,8.2221
0.6399997,S,0.6399997,0.175864,3.517696,0.5081357,0.484915,812.2011,72.57613,1.686365,1.661565,70.88084,94.64114,5.940073,327.431153600526,324.2113,45.80604,206.271071359168,202.4945,27.55436,82.53694,82.25109,63.33473,8.495354
0.6499997,S,0.6499997,0.178698,3.446763,0.5061952,0.4752703,811.8699,72.53705,1.734368,1.680456,70.86336,94.64114,5.944445,327.458191055863,324.2177,45.95378,209.541509830202,205.7367,28.0139,82.51152,82.24607,65.3921,8.773195
0.6599997,S,0.6599997,0.1815325,3.376826,0.5043045,0.4657646,811.5386,72.49799,1.782997,1.698549,70.84587,94.64114,5.948817,327.484856784966,324.2229,46.10686,212.812365118931,208.9789,28.47497,82.48529,82.2408,67.48189,9.055639
0.6699997,S,0.6699997,0.1843674,3.307799,0.5024691,0.4563884,811.2075,72.45895,1.832279,1.715803,70.82838,94.64114,5.953188,327.51135771633,324.2271,46.26529,216.083736342109,212.2212,28.93762,82.45824,82.23527,69.6041,9.342702
0.6799996,S,0.6799996,0.1872028,3.239627,0.5006824,0.4471304,810.8763,72.41992,1.882198,1.732169,70.8109,94.64114,5.95756,327.537522062206,324.2301,46.4292,219.355527718743,215.4635,29.40191,82.43037,82.22948,71.75874,9.634399
0.6899996,S,0.6899996,0.1900386,3.172249,0.498942,0.4379832,810.5452,72.38091,1.932752,1.747611,70.79341,94.64114,5.961932,327.563455657093,324.232,46.59858,222.627742037063,218.7058,29.8679,82.40169,82.22342,73.94579,9.930748
0.6999996,S,0.6999996,0.1928748,3.1056,0.4972462,0.4289391,810.2142,72.34192,1.983938,1.762088,70.77592,94.64114,5.966303,327.58917130487,324.2328,46.77346,225.900380670623,221.9481,30.33564,82.37218,82.21709,76.16528,10.23177
0.7099996,S,0.7099996,0.1957115,3.039623,0.4955929,0.4199896,809.8832,72.30294,2.035758,1.775556,70.75844,94.64114,5.970675,327.614687888895,324.2325,46.95391,229.173445710378,225.1904,30.80518,82.34183,82.2105,78.41718,10.53747
0.7199996,S,0.7199996,0.1985486,2.974266,0.4939802,0.4111267,809.5523,72.26398,2.088208,1.787965,70.74095,94.64114,5.975047,327.639825375381,324.2309,47.13999,232.446941349041,228.4327,31.27658,82.31065,82.20365,80.70151,10.84788
0.7299996,S,0.7299996,0.2013862,2.909482,0.4924065,0.402344,809.2214,72.22504,2.141288,1.799273,70.72346,94.64114,5.979419,327.66479425382,324.2282,47.33172,235.720871371735,231.675,31.7499,82.27864,82.19651,83.01826,11.16301
0.7399996,S,0.7399996,0.2042242,2.845228,0.4908704,0.3936351,808.8906,72.18611,2.194997,1.809437,70.70598,94.64114,5.98379,327.689408072693,324.2242,47.52911,238.995238449063,234.9173,32.22519,82.24579,82.1891,85.36743,11.48289
0.7499996,S,0.7499996,0.2070626,2.78146,0.4893705,0.3849943,808.5598,72.1472,2.249336,1.818409,70.68848,94.64114,5.988162,327.713880880334,324.2191,47.7322,242.269950036721,238.1595,32.70251,82.2121,82.18141,87.74902,11.80752
0.7599996,S,0.7599996,0.2099014,2.718144,0.4879055,0.3764158,808.229,72.10831,2.304304,1.826144,70.671,94.64114,5.992534,327.738133208424,324.2128,47.94105,245.545010016756,241.4016,33.18192,82.17758,82.17344,90.16304,12.13695
0.7699996,S,0.7699996,0.2127405,2.655243,0.4864745,0.3678952,807.8983,72.06943,2.359898,1.832598,70.65351,94.64114,5.996905,327.762072863437,324.2052,48.15563,248.820424616777,244.6436,33.66348,82.14223,82.16518,92.60947,12.47117
0.7799996,S,0.7799996,0.2155801,2.592717,0.4850761,0.3594278,807.5676,72.03056,2.416121,1.837729,70.63602,94.64114,6.001277,327.785813114115,324.1964,48.37596,252.096295841406,247.8856,34.14724,82.10605,82.15664,95.08833,12.81023
0.7899995,S,0.7899995,0.2184201,2.530543,0.4837094,0.3510079,807.237,71.99171,2.472975,1.841482,70.61854,94.64114,6.005649,327.809271247741,324.1863,48.60207,255.372530678982,251.1275,34.63326,82.06903,82.14781,97.59961,13.15413
0.7999995,S,0.7999995,0.2212605,2.468694,0.4823737,0.3426326,806.9064,71.95288,2.530456,1.843815,70.60105,94.64114,6.010021,327.832553820155,324.175,48.83393,258.64903768553,254.3692,35.1216,82.0312,82.13869,100.1433,13.5029
0.8099995,S,0.8099995,0.2241012,2.407134,0.4810681,0.3342986,806.5759,71.91407,2.588568,1.844687,70.58356,94.64114,6.014392,327.855577312013,324.1624,49.07156,261.925920222028,257.6108,35.61232,81.99253,82.12926,102.7194,13.85657
0.8199995,S,0.8199995,0.2269423,2.345849,0.4797917,0.3260009,806.2455,71.87527,2.647311,1.844045,70.56608,94.64114,6.018764,327.878358985387,324.1485,49.31499,265.203183527814,260.8523,36.10547,81.95305,82.11956,105.3279,14.21516
0.8299995,S,0.8299995,0.2297837,2.284812,0.478544,0.3177376,805.915,71.83649,2.706687,1.841847,70.54859,94.64114,6.023136,327.90090139265,324.1333,49.56415,268.480736049971,264.0936,36.60111,81.91276,82.10956,107.9689,14.57869
0.8399995,S,0.8399995,0.2326255,2.22401,0.4773243,0.3095055,805.5847,71.79773,2.766697,1.838049,70.53111,94.64114,6.027507,327.923319702783,324.1169,49.81906,271.758683137536,267.3348,37.0993,81.87167,82.09926,110.6422,14.9472
0.8499995,S,0.8499995,0.2354678,2.163421,0.4761321,0.3013026,805.2543,71.75898,2.827344,1.832606,70.51362,94.64114,6.031879,327.945320358627,324.099,50.07965,275.036932901772,270.5758,37.6001,81.82978,82.08865,113.348,15.32069
0.8599995,S,0.8599995,0.2383103,2.103034,0.4749668,0.2931261,804.924,71.72025,2.888628,1.825474,70.49613,94.64114,6.036251,327.967219813706,324.0799,50.34596,278.31549062588,273.8166,38.10356,81.7871,82.07775,116.0861,15.69921
0.8699995,S,0.8699995,0.2411532,2.042839,0.473828,0.2849745,804.5938,71.68153,2.950553,1.81661,70.47865,94.64114,6.040623,327.988820737491,324.0594,50.6179,281.594363821552,277.0572,38.60974,81.74366,82.06655,118.8567,16.08278
0.8799995,S,0.8799995,0.2439965,1.982818,0.4727153,0.2768466,804.2635,71.64282,3.013123,1.805979,70.46116,94.64114,6.044994,328.010228484931,324.0376,50.89542,284.873558121625,280.2976,39.11869,81.69945,82.05505,121.6597,16.47142
0.8899994,S,0.8899994,0.2468401,1.922961,0.4716282,0.2687401,803.9334,71.60414,3.076338,1.793531,70.44367,94.64114,6.049366,328.031354059395,324.0144,51.17849,288.153081371192,283.5378,39.63047,81.65447,82.04324,124.4951,16.86516
0.8999994,S,0.8999994,0.2496841,1.863271,0.4705665,0.2606536,803.6033,71.56548,3.140202,1.779224,70.42619,94.64114,6.053738,328.052306234442,323.9899,51.46708,291.432843168893,286.7777,40.14514,81.60876,82.03113,127.3628,17.26404
0.9099994,S,0.9099994,0.2525283,1.803735,0.4695671,0.2525864,803.2733,71.52682,3.204974,1.763023,70.4087,94.64114,6.058109,328.072883473711,323.9639,51.76107,294.712848944246,290.0173,40.66275,81.56232,82.0187,130.263,17.66808
0.9199994,S,0.9199994,0.2553729,1.744348,0.4685969,0.2445378,802.9432,71.48819,3.270446,1.74489,70.39121,94.64114,6.062481,328.093196280026,323.9365,52.06044,297.993204057457,293.2567,41.18335,81.51518,82.00597,133.1956,18.07731
0.9299994,S,0.9299994,0.2582178,1.685113,0.4676512,0.2365076,802.6132,71.44957,3.33659,1.724789,70.37373,94.64114,6.066853,328.113245415817,323.9077,52.3651,301.273818562864,296.4958,41.707,81.46733,81.99294,136.1605,18.49176
0.9399994,S,0.9399994,0.261063,1.626031,0.4667298,0.2284961,802.2833,71.41096,3.403415,1.702692,70.35624,94.64114,6.071224,328.133228991353,323.8777,52.67496,304.554698359637,299.7346,42.23375,81.41882,81.97961,139.1579,18.91147
0.9499994,S,0.9499994,0.2639086,1.567097,0.4658324,0.2205035,801.9534,71.37238,3.470922,1.678566,70.33875,94.64114,6.075596,328.15284825253,323.8462,52.98991,307.835850852283,302.9731,42.76365,81.36963,81.96597,142.1876,19.33646
0.9599994,S,0.9599994,0.2667545,1.508321,0.4649586,0.2125293,801.6236,71.3338,3.539116,1.652376,70.32127,94.64114,6.079968,328.172307572668,323.8134,53.3099,311.117184493739,306.2112,43.29675,81.3198,81.95201,145.2497,19.76676
0.9699994,S,0.9699994,0.2696006,1.449703,0.4641086,0.2045747,801.2938,71.29525,3.608001,1.6241,70.30378,94.64114,6.08434,328.191400287178,323.7791,53.63478,314.398804724265,309.449,43.8331,81.26936,81.93776,148.3442,20.20241
0.9799994,S,0.9799994,0.2724471,1.391251,0.4632819,0.19664,800.9641,71.25671,3.677587,1.593709,70.28629,94.64114,6.088711,328.210320643278,323.7435,53.96444,317.680620282431,312.6864,44.37275,81.21831,81.92319,151.4711,20.64344
0.9899994,S,0.9899994,0.2752938,1.332967,0.4624785,0.1887261,800.6344,71.21819,3.747873,1.561181,70.26881,94.64114,6.093083,328.228968331161,323.7065,54.29878,320.962735553108,315.9235,44.91574,81.16668,81.90833,154.6303,21.08988
0.9999993,S,0.9999993,0.2781408,1.274865,0.4616981,0.1808334,800.3047,71.17969,3.818869,1.526487,70.25132,94.64114,6.097455,328.247436801908,323.6682,54.63768,324.245058881366,319.1602,45.46212,81.11449,81.89316,157.8219,21.54177
1.009999,S,1.009999,0.2809882,1.216952,0.4609405,0.1729641,799.9752,71.1412,3.890579,1.489616,70.23383,94.64114,6.101826,328.265611928468,323.6285,54.98096,327.527596504599,322.3965,46.01193,81.06178,81.87769,161.0459,21.99914
1.019999,S,1.019999,0.2838357,1.159249,0.4602056,0.1651187,799.6456,71.10272,3.963009,1.450547,70.21635,94.64114,6.106198,328.283689978227,323.5876,55.32853,330.810354798433,325.6324,46.56521,81.00856,81.86192,164.3022,22.46202
1.029999,S,1.029999,0.2866836,1.101764,0.4594934,0.1573005,799.3161,71.06426,4.036169,1.40928,70.19886,94.64114,6.11057,328.301348682978,323.5452,55.68015,334.093243182374,328.8678,47.12201,80.95487,81.84584,167.5909,22.93046
1.039999,S,1.039999,0.2895317,1.044509,0.4588034,0.1495104,798.9866,71.02582,4.110054,1.365798,70.18137,94.64114,6.114942,328.318878527818,323.5016,56.03571,337.376366062154,332.1028,47.68237,80.90073,81.82947,170.9119,23.40448
1.049999,S,1.049999,0.2923801,0.9874972,0.4581357,0.1417504,798.6572,70.9874,4.184682,1.320094,70.16389,94.64114,6.119313,328.336064866869,323.4566,56.39503,340.659728199215,335.3374,48.24632,80.84616,81.81281,174.2653,23.88412
1.059999,S,1.059999,0.2952287,0.930753,0.4574899,0.1340221,798.3278,70.94899,4.260052,1.27216,70.14639,94.64114,6.123685,328.352994968237,323.4103,56.75797,343.943238062492,338.5715,48.8139,80.79121,81.79585,177.651,24.36942
1.069999,S,1.069999,0.2980776,0.8742889,0.456866,0.1263288,797.9985,70.9106,4.336174,1.222006,70.12891,94.64114,6.128057,328.369836623911,323.3629,57.12429,347.226899999138,341.8051,49.38514,80.73589,81.7786,181.069,24.86042
1.079999,S,1.079999,0.3009267,0.8181329,0.4562636,0.1186724,797.6693,70.87222,4.413051,1.169631,70.11142,94.64114,6.132428,328.386278256079,323.3141,57.49383,350.510819607932,345.0383,49.96008,80.68025,81.76107,184.5194,25.35715
1.089999,S,1.089999,0.3037762,0.7622956,0.4556826,0.1110566,797.34,70.83386,4.490692,1.115052,70.09393,94.64114,6.1368,328.402380516671,323.264,57.86631,353.794803266822,348.2709,50.53874,80.62431,81.74326,188.0021,25.85964
1.099999,S,1.099999,0.3066258,0.7068111,0.4551227,0.1034831,797.0109,70.79552,4.569097,1.058271,70.07645,94.64114,6.141172,328.418433338172,323.2129,58.24164,357.078955477351,351.503,51.12115,80.56812,81.72515,191.5172,26.36794
1.109999,S,1.109999,0.3094756,0.6516932,0.4545836,0.09595641,796.6817,70.75719,4.648277,0.9993202,70.05896,94.64114,6.145544,328.434089313717,323.1605,58.61947,360.36328040711,354.7346,51.70734,80.5117,81.70677,195.0645,26.88208
