Time (sec),Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
14.28023,14.28023,0.2012209,0,0.5900941,0,0,5.271142,0.7266697,0,-36.57541009,-36.57541009,-2.0412E-05,220.9484293,220.9484293,0.001019234,89.99973,89.99973,8691.935,0.02020302
14.29023,14.29023,0.2008899,0,0.5901004,0,0,5.271142,0.7242245,0,-36.56050198,-36.56050198,-2.03729E-05,220.5828242,220.5828242,0.00101903,89.99973,89.99973,8694.141,0.02021321
14.30023,14.30023,0.2005591,0,0.5901065,0,0,5.271142,0.7217844,0,-36.54561025,-36.54561025,-2.03339E-05,220.2173681,220.2173681,0.001018827,89.99973,89.99973,8696.343,0.0202234
14.31023,14.31023,0.2002283,0,0.5901126,0,0,5.271142,0.7193495,0,-36.53076075,-36.53076075,-2.02948E-05,219.8520605,219.8520605,0.001018624,89.99973,89.99973,8698.541,0.02023359
14.32023,14.32023,0.1998978,0,0.5901189,0,0,5.271142,0.7169201,0,-36.51594154,-36.51594154,-2.02558E-05,219.4869011,219.4869011,0.001018421,89.99973,89.99973,8700.736,0.02024377
14.33023,14.33023,0.1995673,0,0.5901251,0,0,5.271142,0.7144961,0,-36.50115562,-36.50115562,-2.02169E-05,219.1218896,219.1218896,0.001018219,89.99973,89.99973,8702.928,0.02025396
14.34023,14.34023,0.199237,0,0.5901313,0,0,5.271142,0.712077,0,-36.48640049,-36.48640049,-2.0178E-05,218.7570256,218.7570256,0.001018017,89.99973,89.99973,8705.115,0.02026414
14.35023,14.35023,0.1989068,0,0.5901375,0,0,5.271142,0.7096633,0,-36.47167069,-36.47167069,-2.01391E-05,218.3923089,218.3923089,0.001017816,89.99973,89.99973,8707.299,0.02027432
14.36023,14.36023,0.1985767,0,0.5901436,0,0,5.271142,0.7072549,0,-36.45698112,-36.45698112,-2.01003E-05,218.0277391,218.0277391,0.001017615,89.99973,89.99973,8709.479,0.02028449
14.37023,14.37023,0.1982468,0,0.5901499,0,0,5.271142,0.7048523,0,-36.44232682,-36.44232682,-2.00615E-05,217.6633158,217.6633158,0.001017414,89.99973,89.99973,8711.656,0.02029467
14.38023,14.38023,0.197917,0,0.5901561,0,0,5.271142,0.7024542,0,-36.42770084,-36.42770084,-2.00228E-05,217.2990388,217.2990388,0.001017214,89.99973,89.99973,8713.829,0.02030484
14.39023,14.39023,0.1975873,0,0.5901622,0,0,5.271142,0.7000617,0,-36.41310267,-36.41310267,-1.99841E-05,216.9349078,216.9349078,0.001017014,89.99973,89.99973,8715.998,0.02031502
14.40023,14.40023,0.1972577,0,0.5901685,0,0,5.271142,0.6976746,0,-36.39853976,-36.39853976,-1.99454E-05,216.5709224,216.5709224,0.001016815,89.99973,89.99973,8718.164,0.02032519
14.41023,14.41023,0.1969283,0,0.5901746,0,0,5.271142,0.6952924,0,-36.38401212,-36.38401212,-1.99068E-05,216.2070823,216.2070823,0.001016616,89.99973,89.99973,8720.326,0.02033535
14.42023,14.42023,0.1965989,0,0.5901808,0,0,5.271142,0.6929157,0,-36.36950981,-36.36950981,-1.98683E-05,215.8433872,215.8433872,0.001016417,89.99973,89.99973,8722.484,0.02034552
14.43023,14.43023,0.1962698,0,0.5901871,0,0,5.271142,0.6905444,0,-36.35504178,-36.35504178,-1.98297E-05,215.4798368,215.4798368,0.001016219,89.99973,89.99973,8724.64,0.02035568
14.44024,14.44024,0.1959407,0,0.5901932,0,0,5.271142,0.6881781,0,-36.34061001,-36.34061001,-1.97912E-05,215.1164307,215.1164307,0.001016021,89.99973,89.99973,8726.791,0.02036584
14.45024,14.45024,0.1956117,0,0.5901993,0,0,5.271142,0.6858167,0,-36.32620555,-36.32620555,-1.97528E-05,214.7531687,214.7531687,0.001015823,89.99973,89.99973,8728.938,0.020376
14.46024,14.46024,0.1952829,0,0.5902056,0,0,5.271142,0.6834609,0,-36.31183139,-36.31183139,-1.97144E-05,214.3900504,214.3900504,0.001015626,89.99973,89.99973,8731.082,0.02038616
14.47024,14.47024,0.1949542,0,0.5902117,0,0,5.271142,0.6811097,0,-36.29749101,-36.29749101,-1.9676E-05,214.0270755,214.0270755,0.001015429,89.99973,89.99973,8733.223,0.02039631
14.48024,14.48024,0.1946256,0,0.5902179,0,0,5.271142,0.6787642,0,-36.28318192,-36.28318192,-1.96377E-05,213.6642437,213.6642437,0.001015233,89.99973,89.99973,8735.359,0.02040646
14.49024,14.49024,0.1942972,0,0.590224,0,0,5.271142,0.6764237,0,-36.2689086,-36.2689086,-1.95994E-05,213.3015546,213.3015546,0.001015037,89.99973,89.99973,8737.492,0.02041662
14.50024,14.50024,0.1939689,0,0.5902303,0,0,5.271142,0.6740885,0,-36.2546616,-36.2546616,-1.95611E-05,212.939008,212.939008,0.001014841,89.99973,89.99973,8739.621,0.02042677
14.51024,14.51024,0.1936406,0,0.5902364,0,0,5.271142,0.6717586,0,-36.24044291,-36.24044291,-1.95229E-05,212.5766035,212.5766035,0.001014646,89.99973,89.99973,8741.747,0.02043691
14.52024,14.52024,0.1933126,0,0.5902426,0,0,5.271142,0.6694333,0,-36.22626296,-36.22626296,-1.94847E-05,212.2143409,212.2143409,0.001014451,89.99973,89.99973,8743.869,0.02044706
14.53024,14.53024,0.1929846,0,0.5902487,0,0,5.271142,0.6671135,0,-36.21211034,-36.21211034,-1.94466E-05,211.8522198,211.8522198,0.001014257,89.99973,89.99973,8745.987,0.0204572
14.54024,14.54024,0.1926567,0,0.5902548,0,0,5.271142,0.6647987,0,-36.19799297,-36.19799297,-1.94085E-05,211.4902399,211.4902399,0.001014063,89.99973,89.99973,8748.103,0.02046734
14.55024,14.55024,0.192329,0,0.5902611,0,0,5.271142,0.6624895,0,-36.18389946,-36.18389946,-1.93705E-05,211.1284009,211.1284009,0.001013869,89.99973,89.99973,8750.214,0.02047748
14.56024,14.56024,0.1920014,0,0.5902672,0,0,5.271142,0.6601849,0,-36.16984915,-36.16984915,-1.93325E-05,210.7667024,210.7667024,0.001013676,89.99973,89.99973,8752.321,0.02048762
14.57024,14.57024,0.1916739,0,0.5902734,0,0,5.271142,0.6578856,0,-36.15581921,-36.15581921,-1.92945E-05,210.4051443,210.4051443,0.001013483,89.99973,89.99973,8754.426,0.02049776
14.58024,14.58024,0.1913466,0,0.5902795,0,0,5.271142,0.6555913,0,-36.14182106,-36.14182106,-1.92566E-05,210.0437261,210.0437261,0.00101329,89.99973,89.99973,8756.526,0.02050789
14.59024,14.59024,0.1910193,0,0.5902856,0,0,5.271142,0.653302,0,-36.12786165,-36.12786165,-1.92187E-05,209.6824474,209.6824474,0.001013098,89.99973,89.99973,8758.623,0.02051803
14.60024,14.60024,0.1906922,0,0.5902917,0,0,5.271142,0.6510177,0,-36.11392658,-36.11392658,-1.91808E-05,209.3213082,209.3213082,0.001012906,89.99973,89.99973,8760.716,0.02052816
14.61024,14.61024,0.1903652,0,0.5902979,0,0,5.271142,0.6487387,0,-36.1000228,-36.1000228,-1.9143E-05,208.960308,208.960308,0.001012715,89.99973,89.99973,8762.806,0.02053829
14.62024,14.62024,0.1900383,0,0.5903042,0,0,5.271142,0.6464647,0,-36.0861533,-36.0861533,-1.91052E-05,208.5994464,208.5994464,0.001012524,89.99973,89.99973,8764.892,0.02054841
14.63024,14.63024,0.1897115,0,0.5903103,0,0,5.271142,0.644196,0,-36.0723131,-36.0723131,-1.90675E-05,208.2387233,208.2387233,0.001012333,89.99973,89.99973,8766.974,0.02055853
14.64024,14.64024,0.1893849,0,0.5903164,0,0,5.271142,0.6419321,0,-36.05849873,-36.05849873,-1.90298E-05,207.8781383,207.8781383,0.001012143,89.99973,89.99973,8769.053,0.02056866
14.65024,14.65024,0.1890583,0,0.5903226,0,0,5.271142,0.6396731,0,-36.04472261,-36.04472261,-1.89921E-05,207.5176911,207.5176911,0.001011953,89.99973,89.99973,8771.128,0.02057878
14.66024,14.66024,0.1887319,0,0.5903287,0,0,5.271142,0.6374193,0,-36.03097579,-36.03097579,-1.89545E-05,207.1573814,207.1573814,0.001011763,89.99973,89.99973,8773.199,0.02058889
14.67024,14.67024,0.1884056,0,0.5903348,0,0,5.271142,0.6351706,0,-36.01725083,-36.01725083,-1.89169E-05,206.7972089,206.7972089,0.001011574,89.99973,89.99973,8775.268,0.02059901
14.68024,14.68024,0.1880795,0,0.590341,0,0,5.271142,0.6329268,0,-36.00356908,-36.00356908,-1.88794E-05,206.4371732,206.4371732,0.001011385,89.99973,89.99973,8777.332,0.02060912
14.69024,14.69024,0.1877534,0,0.5903471,0,0,5.271142,0.630688,0,-35.98991266,-35.98991266,-1.88419E-05,206.0772741,206.0772741,0.001011197,89.99972,89.99972,8779.393,0.02061924
14.70024,14.70024,0.1874275,0,0.5903532,0,0,5.271142,0.628454,0,-35.97628108,-35.97628108,-1.88044E-05,205.7175113,205.7175113,0.001011009,89.99972,89.99972,8781.45,0.02062935
14.71024,14.71024,0.1871016,0,0.5903593,0,0,5.271142,0.6262253,0,-35.96269171,-35.96269171,-1.8767E-05,205.3578844,205.3578844,0.001010821,89.99972,89.99972,8783.504,0.02063945
14.72024,14.72024,0.1867759,0,0.5903655,0,0,5.271142,0.6240015,0,-35.94912222,-35.94912222,-1.87296E-05,204.9983931,204.9983931,0.001010634,89.99972,89.99972,8785.554,0.02064956
14.73024,14.73024,0.1864503,0,0.5903716,0,0,5.271142,0.6217827,0,-35.93558849,-35.93558849,-1.86922E-05,204.6390373,204.6390373,0.001010447,89.99972,89.99972,8787.601,0.02065967
14.74024,14.74024,0.1861248,0,0.5903777,0,0,5.271142,0.619569,0,-35.92208207,-35.92208207,-1.86549E-05,204.2798165,204.2798165,0.00101026,89.99972,89.99972,8789.644,0.02066977
14.75024,14.75024,0.1857995,0,0.5903838,0,0,5.271142,0.6173599,0,-35.90860993,-35.90860993,-1.86176E-05,203.9207304,203.9207304,0.001010074,89.99972,89.99972,8791.683,0.02067987
14.76024,14.76024,0.1854742,0,0.59039,0,0,5.271142,0.6151561,0,-35.89516362,-35.89516362,-1.85804E-05,203.5617787,203.5617787,0.001009888,89.99972,89.99972,8793.718,0.02068997
14.77024,14.77024,0.1851491,0,0.5903961,0,0,5.271142,0.6129571,0,-35.88175158,-35.88175158,-1.85432E-05,203.2029612,203.2029612,0.001009703,89.99972,89.99972,8795.75,0.02070007
14.78024,14.78024,0.1848241,0,0.5904022,0,0,5.271142,0.610763,0,-35.86836935,-35.86836935,-1.8506E-05,202.8442775,202.8442775,0.001009518,89.99972,89.99972,8797.778,0.02071016
14.79024,14.79024,0.1844992,0,0.5904083,0,0,5.271142,0.6085741,0,-35.85501393,-35.85501393,-1.84689E-05,202.4857274,202.4857274,0.001009333,89.99972,89.99972,8799.803,0.02072026
14.80024,14.80024,0.1841744,0,0.5904145,0,0,5.271142,0.6063897,0,-35.8416913,-35.8416913,-1.84318E-05,202.1273105,202.1273105,0.001009149,89.99972,89.99972,8801.824,0.02073035
14.81024,14.81024,0.1838497,0,0.5904206,0,0,5.271142,0.6042104,0,-35.82839996,-35.82839996,-1.83948E-05,201.7690265,201.7690265,0.001008965,89.99972,89.99972,8803.842,0.02074044
14.82024,14.82024,0.1835252,0,0.5904267,0,0,5.271142,0.602036,0,-35.81513296,-35.81513296,-1.83577E-05,201.4108752,201.4108752,0.001008781,89.99972,89.99972,8805.855,0.02075053
14.83024,14.83024,0.1832007,0,0.5904329,0,0,5.271142,0.5998664,0,-35.80189974,-35.80189974,-1.83208E-05,201.0528562,201.0528562,0.001008598,89.99972,89.99972,8807.866,0.02076061
14.84024,14.84024,0.1828764,0,0.590439,0,0,5.271142,0.597702,0,-35.78869234,-35.78869234,-1.82838E-05,200.6949693,200.6949693,0.001008415,89.99971,89.99971,8809.873,0.0207707
14.85024,14.85024,0.1825522,0,0.5904451,0,0,5.271142,0.5955422,0,-35.7755212,-35.7755212,-1.82469E-05,200.3372141,200.3372141,0.001008233,89.99971,89.99971,8811.876,0.02078078
14.86024,14.86024,0.1822281,0,0.5904512,0,0,5.271142,0.5933874,0,-35.76237391,-35.76237391,-1.821E-05,199.9795904,199.9795904,0.001008051,89.99971,89.99971,8813.876,0.02079086
14.87024,14.87024,0.1819041,0,0.5904574,0,0,5.271142,0.5912373,0,-35.74926188,-35.74926188,-1.81732E-05,199.6220977,199.6220977,0.001007869,89.99971,89.99971,8815.872,0.02080094
14.88025,14.88025,0.1815802,0,0.5904633,0,0,5.271142,0.589092,0,-35.73617568,-35.73617568,-1.81364E-05,199.264736,199.264736,0.001007688,89.99971,89.99971,8817.864,0.02081102
14.89025,14.89025,0.1812564,0,0.5904695,0,0,5.271142,0.586952,0,-35.72312276,-35.72312276,-1.80996E-05,198.9075048,198.9075048,0.001007507,89.99971,89.99971,8819.854,0.02082109
14.90025,14.90025,0.1809327,0,0.5904756,0,0,5.271142,0.5848166,0,-35.71009219,-35.71009219,-1.80629E-05,198.5504039,198.5504039,0.001007326,89.99971,89.99971,8821.839,0.02083117
14.91025,14.91025,0.1806092,0,0.5904817,0,0,5.271142,0.5826861,0,-35.69709987,-35.69709987,-1.80262E-05,198.1934329,198.1934329,0.001007146,89.99971,89.99971,8823.821,0.02084124
14.92025,14.92025,0.1802858,0,0.5904878,0,0,5.271142,0.5805604,0,-35.68413238,-35.68413238,-1.79896E-05,197.8365916,197.8365916,0.001006966,89.99971,89.99971,8825.8,0.02085131
14.93025,14.93025,0.1799624,0,0.590494,0,0,5.271142,0.5784397,0,-35.67119519,-35.67119519,-1.7953E-05,197.4798796,197.4798796,0.001006786,89.99971,89.99971,8827.774,0.02086138
14.94025,14.94025,0.1796392,0,0.5905001,0,0,5.271142,0.5763234,0,-35.65828135,-35.65828135,-1.79164E-05,197.1232968,197.1232968,0.001006607,89.99971,89.99971,8829.746,0.02087145
14.95025,14.95025,0.1793161,0,0.590506,0,0,5.271142,0.574212,0,-35.64540724,-35.64540724,-1.78798E-05,196.7668427,196.7668427,0.001006428,89.99971,89.99971,8831.714,0.02088151
14.96025,14.96025,0.1789932,0,0.5905122,0,0,5.271142,0.5721056,0,-35.63256045,-35.63256045,-1.78433E-05,196.4105171,196.4105171,0.00100625,89.99971,89.99971,8833.678,0.02089158
14.97025,14.97025,0.1786703,0,0.5905183,0,0,5.271142,0.5700039,0,-35.61974148,-35.61974148,-1.78068E-05,196.0543197,196.0543197,0.001006072,89.99971,89.99971,8835.639,0.02090164
14.98025,14.98025,0.1783475,0,0.5905244,0,0,5.271142,0.5679072,0,-35.60694834,-35.60694834,-1.77704E-05,195.6982503,195.6982503,0.001005894,89.99971,89.99971,8837.596,0.0209117
14.99025,14.99025,0.1780248,0,0.5905306,0,0,5.271142,0.565815,0,-35.59418251,-35.59418251,-1.7734E-05,195.3423084,195.3423084,0.001005717,89.9997,89.9997,8839.549,0.02092176
15.00025,15.00025,0.1777023,0,0.5905365,0,0,5.271142,0.5637276,0,-35.58145344,-35.58145344,-1.76976E-05,194.9864939,194.9864939,0.00100554,89.9997,89.9997,8841.499,0.02093181
15.01025,15.01025,0.1773798,0,0.5905426,0,0,5.271142,0.561645,0,-35.56874474,-35.56874474,-1.76613E-05,194.6308065,194.6308065,0.001005363,89.9997,89.9997,8843.445,0.02094187
15.02025,15.02025,0.1770575,0,0.5905488,0,0,5.271142,0.5595672,0,-35.5560713,-35.5560713,-1.7625E-05,194.2752458,194.2752458,0.001005187,89.9997,89.9997,8845.388,0.02095192
15.03025,15.03025,0.1767353,0,0.5905549,0,0,5.271142,0.5574943,0,-35.54342965,-35.54342965,-1.75887E-05,193.9198115,193.9198115,0.001005011,89.9997,89.9997,8847.327,0.02096197
15.04025,15.04025,0.1764131,0,0.5905609,0,0,5.271142,0.5554259,0,-35.53081284,-35.53081284,-1.75525E-05,193.5645034,193.5645034,0.001004835,89.9997,89.9997,8849.263,0.02097202
15.05025,15.05025,0.1760911,0,0.590567,0,0,5.271142,0.5533621,0,-35.51822086,-35.51822086,-1.75163E-05,193.2093212,193.2093212,0.00100466,89.9997,89.9997,8851.194,0.02098207
15.06025,15.06025,0.1757692,0,0.5905731,0,0,5.271142,0.5513036,0,-35.50566316,-35.50566316,-1.74802E-05,192.8542645,192.8542645,0.001004486,89.9997,89.9997,8853.123,0.02099211
15.07025,15.07025,0.1754474,0,0.5905792,0,0,5.271142,0.5492494,0,-35.49313178,-35.49313178,-1.7444E-05,192.4993332,192.4993332,0.001004311,89.9997,89.9997,8855.048,0.02100216
15.08025,15.08025,0.1751257,0,0.5905852,0,0,5.271142,0.5472,0,-35.4806302,-35.4806302,-1.74079E-05,192.1445269,192.1445269,0.001004137,89.9997,89.9997,8856.97,0.0210122
15.09025,15.09025,0.1748042,0,0.5905913,0,0,5.271142,0.5451555,0,-35.46816091,-35.46816091,-1.73719E-05,191.7898453,191.7898453,0.001003963,89.9997,89.9997,8858.888,0.02102224
15.10025,15.10025,0.1744827,0,0.5905975,0,0,5.271142,0.5431152,0,-35.45571993,-35.45571993,-1.73359E-05,191.4352881,191.4352881,0.00100379,89.9997,89.9997,8860.802,0.02103228
15.11025,15.11025,0.1741613,0,0.5906034,0,0,5.271142,0.5410798,0,-35.44329881,-35.44329881,-1.72999E-05,191.0808552,191.0808552,0.001003617,89.9997,89.9997,8862.713,0.02104232
15.12025,15.12025,0.1738401,0,0.5906095,0,0,5.271142,0.5390494,0,-35.43091943,-35.43091943,-1.72639E-05,190.726546,190.726546,0.001003444,89.99969,89.99969,8864.62,0.02105235
15.13025,15.13025,0.1735189,0,0.5906156,0,0,5.271142,0.5370237,0,-35.41855941,-35.41855941,-1.7228E-05,190.3723604,190.3723604,0.001003272,89.99969,89.99969,8866.523,0.02106239
15.14025,15.14025,0.1731979,0,0.5906216,0,0,5.271142,0.5350021,0,-35.40623019,-35.40623019,-1.71921E-05,190.0182981,190.0182981,0.0010031,89.99969,89.99969,8868.424,0.02107242
15.15025,15.15025,0.1728769,0,0.5906277,0,0,5.271142,0.5329856,0,-35.39392928,-35.39392928,-1.71563E-05,189.6643588,189.6643588,0.001002929,89.99969,89.99969,8870.32,0.02108245
15.16025,15.16025,0.1725561,0,0.5906339,0,0,5.271142,0.5309739,0,-35.38166066,-35.38166066,-1.71205E-05,189.3105422,189.3105422,0.001002757,89.99969,89.99969,8872.214,0.02109248
15.17025,15.17025,0.1722353,0,0.5906398,0,0,5.271142,0.5289665,0,-35.36941289,-35.36941289,-1.70847E-05,188.9568481,188.9568481,0.001002586,89.99969,89.99969,8874.104,0.0211025
15.18025,15.18025,0.1719147,0,0.5906459,0,0,5.271142,0.526964,0,-35.3571999,-35.3571999,-1.70489E-05,188.6032761,188.6032761,0.001002416,89.99969,89.99969,8875.989,0.02111253
15.19025,15.19025,0.1715942,0,0.590652,0,0,5.271142,0.5249662,0,-35.34501125,-35.34501125,-1.70132E-05,188.249826,188.249826,0.001002246,89.99969,89.99969,8877.872,0.02112255
15.20025,15.20025,0.1712738,0,0.590658,0,0,5.271142,0.5229728,0,-35.3328519,-35.3328519,-1.69775E-05,187.8964975,187.8964975,0.001002076,89.99969,89.99969,8879.751,0.02113257
15.21025,15.21025,0.1709535,0,0.5906641,0,0,5.271142,0.520984,0,-35.32072087,-35.32072087,-1.69419E-05,187.5432903,187.5432903,0.001001907,89.99969,89.99969,8881.626,0.02114259
15.22025,15.22025,0.1706332,0,0.5906701,0,0,5.271142,0.519,0,-35.30862063,-35.30862063,-1.69063E-05,187.1902041,187.1902041,0.001001738,89.99969,89.99969,8883.498,0.02115261
15.23025,15.23025,0.1703131,0,0.5906762,0,0,5.271142,0.5170203,0,-35.29654125,-35.29654125,-1.68707E-05,186.8372387,186.8372387,0.001001569,89.99969,89.99969,8885.366,0.02116263
15.24025,15.24025,0.1699931,0,0.5906823,0,0,5.271142,0.5150456,0,-35.28449863,-35.28449863,-1.68351E-05,186.4843937,186.4843937,0.001001401,89.99969,89.99969,8887.231,0.02117264
15.25025,15.25025,0.1696732,0,0.5906883,0,0,5.271142,0.5130752,0,-35.27247587,-35.27247587,-1.67996E-05,186.131669,186.1316689,0.001001233,89.99969,89.99969,8889.093,0.02118265
15.26025,15.26025,0.1693534,0,0.5906944,0,0,5.271142,0.5111098,0,-35.26049186,-35.26049186,-1.67641E-05,185.779064,185.779064,0.001001065,89.99969,89.99969,8890.95,0.02119267
15.27025,15.27025,0.1690337,0,0.5907004,0,0,5.271142,0.5091488,0,-35.24852325,-35.24852325,-1.67287E-05,185.4265788,185.4265788,0.001000898,89.99969,89.99969,8892.805,0.02120268
15.28025,15.28025,0.1687141,0,0.5907065,0,0,5.271142,0.5071922,0,-35.23659288,-35.23659288,-1.66933E-05,185.0742129,185.0742129,0.001000731,89.99969,89.99969,8894.655,0.02121268
15.29025,15.29025,0.1683947,0,0.5907125,0,0,5.271142,0.5052402,0,-35.22468884,-35.22468884,-1.66579E-05,184.721966,184.721966,0.001000564,89.99969,89.99969,8896.503,0.02122269
15.30025,15.30025,0.1680753,0,0.5907186,0,0,5.271142,0.5032929,0,-35.21280963,-35.21280963,-1.66225E-05,184.3698379,184.3698379,0.001000398,89.99969,89.99969,8898.347,0.02123269
15.31026,15.31026,0.167756,0,0.5907245,0,0,5.271142,0.5013502,0,-35.20095924,-35.20095924,-1.65872E-05,184.0178283,184.0178283,0.001000232,89.99969,89.99969,8900.187,0.0212427
15.32026,15.32026,0.1674368,0,0.5907307,0,0,5.271142,0.4994118,0,-35.18913119,-35.18913119,-1.65519E-05,183.665937,183.665937,0.001000066,89.99969,89.99969,8902.023,0.0212527
15.33026,15.33026,0.1671177,0,0.5907368,0,0,5.271142,0.4974783,0,-35.17734288,-35.17734288,-1.65167E-05,183.3141636,183.3141636,0.000999901,89.99969,89.99969,8903.856,0.0212627
15.34026,15.34026,0.1667987,0,0.5907428,0,0,5.271142,0.4955491,0,-35.16557047,-35.16557047,-1.64815E-05,182.9625079,182.9625079,0.000999737,89.99969,89.99969,8905.687,0.0212727
15.35026,15.35026,0.1664798,0,0.5907489,0,0,5.271142,0.4936245,0,-35.15383183,-35.15383183,-1.64463E-05,182.6109696,182.6109696,0.000999572,89.99969,89.99969,8907.513,0.0212827
15.36026,15.36026,0.1661611,0,0.5907548,0,0,5.271142,0.4917043,0,-35.14212051,-35.14212051,-1.64111E-05,182.2595484,182.2595484,0.000999408,89.99969,89.99969,8909.335,0.02129269
15.37026,15.37026,0.1658424,0,0.5907609,0,0,5.271142,0.4897889,0,-35.13043899,-35.13043899,-1.6376E-05,181.908244,181.908244,0.000999244,89.99969,89.99969,8911.154,0.02130268
15.38026,15.38026,0.1655238,0,0.5907669,0,0,5.271142,0.4878778,0,-35.11877635,-35.11877635,-1.63409E-05,181.5570563,181.5570563,0.000999081,89.99968,89.99968,8912.97,0.02131267
15.39026,15.39026,0.1652053,0,0.590773,0,0,5.271142,0.4859713,0,-35.10715096,-35.10715096,-1.63058E-05,181.2059848,181.2059848,0.000998918,89.99968,89.99968,8914.782,0.02132266
15.40026,15.40026,0.1648869,0,0.590779,0,0,5.271142,0.4840691,0,-35.09554196,-35.09554196,-1.62708E-05,180.8550294,180.8550294,0.000998755,89.99968,89.99968,8916.591,0.02133265
15.41026,15.41026,0.1645686,0,0.590785,0,0,5.271142,0.4821717,0,-35.08397022,-35.08397022,-1.62358E-05,180.5041897,180.5041897,0.000998593,89.99968,89.99968,8918.396,0.02134264
15.42026,15.42026,0.1642505,0,0.5907911,0,0,5.271142,0.4802789,0,-35.07242927,-35.07242927,-1.62008E-05,180.1534654,180.1534654,0.000998431,89.99968,89.99968,8920.197,0.02135262
15.43026,15.43026,0.1639324,0,0.590797,0,0,5.271142,0.4783903,0,-35.06091017,-35.06091017,-1.61659E-05,179.8028563,179.8028563,0.000998269,89.99968,89.99968,8921.995,0.02136261
15.44026,15.44026,0.1636144,0,0.5908031,0,0,5.271142,0.4765062,0,-35.04941343,-35.04941343,-1.6131E-05,179.4523622,179.4523622,0.000998108,89.99968,89.99968,8923.79,0.02137259
15.45026,15.45026,0.1632965,0,0.5908091,0,0,5.271142,0.4746265,0,-35.03794798,-35.03794798,-1.60961E-05,179.1019827,179.1019827,0.000997947,89.99968,89.99968,8925.581,0.02138257
15.46026,15.46026,0.1629787,0,0.5908152,0,0,5.271142,0.4727516,0,-35.02651184,-35.02651184,-1.60613E-05,178.7517176,178.7517176,0.000997786,89.99968,89.99968,8927.368,0.02139255
15.47026,15.47026,0.162661,0,0.5908212,0,0,5.271142,0.4708807,0,-35.01510003,-35.01510003,-1.60265E-05,178.4015666,178.4015666,0.000997626,89.99968,89.99968,8929.152,0.02140252
15.48026,15.48026,0.1623434,0,0.5908272,0,0,5.271142,0.4690144,0,-35.00372001,-35.00372001,-1.59917E-05,178.0515294,178.0515294,0.000997466,89.99968,89.99968,8930.933,0.0214125
15.49026,15.49026,0.1620259,0,0.5908332,0,0,5.271142,0.4671526,0,-34.99235887,-34.99235887,-1.59569E-05,177.7016058,177.7016058,0.000997306,89.99968,89.99968,8932.71,0.02142248
15.50026,15.50026,0.1617085,0,0.5908392,0,0,5.271142,0.4652954,0,-34.98103051,-34.98103051,-1.59222E-05,177.3517955,177.3517955,0.000997147,89.99967,89.99967,8934.483,0.02143245
15.51026,15.51026,0.1613912,0,0.5908453,0,0,5.271142,0.4634424,0,-34.96972997,-34.96972997,-1.58875E-05,177.0020982,177.0020982,0.000996988,89.99967,89.99967,8936.254,0.02144242
15.52026,15.52026,0.161074,0,0.5908513,0,0,5.271142,0.461594,0,-34.95845326,-34.95845326,-1.58529E-05,176.6525137,176.6525137,0.00099683,89.99967,89.99967,8938.021,0.02145239
15.53026,15.53026,0.1607569,0,0.5908573,0,0,5.271142,0.4597499,0,-34.94720487,-34.94720487,-1.58183E-05,176.3030417,176.3030417,0.000996672,89.99967,89.99967,8939.783,0.02146235
15.54026,15.54026,0.1604399,0,0.5908634,0,0,5.271142,0.4579103,0,-34.93598629,-34.93598629,-1.57837E-05,175.9536818,175.9536818,0.000996514,89.99967,89.99967,8941.543,0.02147232
15.55026,15.55026,0.160123,0,0.5908694,0,0,5.271142,0.4560749,0,-34.92478856,-34.92478856,-1.57491E-05,175.6044339,175.6044339,0.000996356,89.99967,89.99967,8943.299,0.02148229
15.56026,15.56026,0.1598062,0,0.5908753,0,0,5.271142,0.4542441,0,-34.91362213,-34.91362213,-1.57146E-05,175.2552977,175.2552977,0.000996199,89.99967,89.99967,8945.052,0.02149225
15.57026,15.57026,0.1594895,0,0.5908814,0,0,5.271142,0.4524179,0,-34.90248301,-34.90248301,-1.56801E-05,174.9062729,174.9062729,0.000996042,89.99967,89.99967,8946.801,0.02150221
15.58026,15.58026,0.1591728,0,0.5908874,0,0,5.271142,0.4505958,0,-34.89136873,-34.89136873,-1.56456E-05,174.5573592,174.5573592,0.000995886,89.99967,89.99967,8948.546,0.02151217
15.59026,15.59026,0.1588563,0,0.5908933,0,0,5.271142,0.448778,0,-34.88027879,-34.88027879,-1.56112E-05,174.2085564,174.2085564,0.00099573,89.99967,89.99967,8950.288,0.02152213
15.60026,15.60026,0.1585399,0,0.5908995,0,0,5.271142,0.446965,0,-34.86922263,-34.86922263,-1.55768E-05,173.8598642,173.8598642,0.000995574,89.99967,89.99967,8952.026,0.02153208
15.61026,15.61026,0.1582235,0,0.5909054,0,0,5.271142,0.4451559,0,-34.85818285,-34.85818285,-1.55424E-05,173.5112824,173.5112824,0.000995418,89.99967,89.99967,8953.762,0.02154204
