Time (sec),Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.01,0.01,0.01,0,0.4964729,0,163.0716,61,0,0,79.9818,95.9453,3.990875,54.21871425,53.19581424,10.48209532,11.85276435,0.5319582,0.104821,83,83,0.002659791,0.000524105
0.02,0.02,0.01026624,0,0.5000657,0,324.2052,60.99609,0.005668888,0,79.96362,95.9453,3.995423,139.1287221,137.5589735,20.84058875,12.19928727,1.907548,0.3132269,83,83,0.01485732,0.002614344
0.03,0.03,0.01056639,0,0.5038252,0,453.5169,60.98434,0.006050348,0,79.94542,95.9453,3.999971,207.3652662,205.3049464,29.15874827,12.96078819,3.960597,0.6048144,83,83,0.04419804,0.007204551
0.04,0.04,0.01122596,0,0.5111208,0,535.0959,60.96509,0.006928152,0,79.92722,95.9453,4.004519,250.4868525,248.1114466,34.41472571,14.22687228,6.441711,0.9489617,83,83,0.09620959,0.01497343
0.05,0.05,0.01232258,0,0.5208167,0,616.6748,60.94118,0.008506171,0,79.90903,95.9453,4.009068,293.6620325,290.9692844,39.67700652,16.08043749,9.351404,1.345732,83,83,0.1751752,0.0264469
0.05999999,0.05999999,0.01392804,0,0.5309339,0,698.2538,60.9133,0.0110781,0,79.89084,95.9453,4.013616,336.8958011,333.8841297,44.94628712,18.55089444,12.69025,1.795195,83,83,0.2853834,0.04215154
0.06999999,0.06999999,0.01606783,0,0.5393748,0,779.8328,60.88146,0.0149778,0,79.87265,95.9453,4.018165,380.195994,376.8641492,50.22356977,21.62943012,16.45889,2.297431,83,83,0.4311291,0.06261466
0.07999999,0.07999999,0.01873431,0,0.5449529,0,824.1749,60.84566,0.02057192,0,79.85445,95.9453,4.022713,403.8815616,400.3743451,53.11025906,25.11663363,20.46264,2.828534,83,83,0.6157368,0.08824449
0.08999999,0.08999999,0.02175476,0,0.5474464,0,843.6925,60.80645,0.02786683,0,79.83626,95.9453,4.027261,414.4854874,410.8997142,54.40261179,28.84500096,24.57164,3.37256,83,83,0.8409082,0.11925
0.09999999,0.09999999,0.0249841,0,0.5475881,0,863.2101,60.76604,0.03676336,0,79.81807,95.9453,4.03181,425.111246,421.4467301,55.69762259,32.77268912,28.78611,3.929536,83,83,1.107697,0.1557604
0.11,0.11,0.02838609,0,0.5461659,0,882.7277,60.72468,0.04733311,0,79.79987,95.9453,4.036358,435.7575177,432.0140847,56.9951305,36.87295522,33.10625,4.499487,83,83,1.417159,0.1979056
0.12,0.12,0.03193757,0,0.5437334,0,902.2454,60.68238,0.05965045,0,79.78168,95.9453,4.040906,446.4249558,442.6024277,58.29521556,41.12823766,37.53228,5.082439,83,83,1.770351,0.2458152
0.13,0.13,0.03562333,0,0.5406634,0,903.1189,60.63913,0.07379282,0,79.76349,95.9453,4.045455,447.2220584,443.3936193,58.39236175,45.43133118,41.96622,5.666363,83,83,2.167844,0.2995592
0.14,0.14,0.03935052,0,0.5372806,0,899.3314,60.59529,0.08947744,0,79.74529,95.9453,4.050003,445.549358,441.7333228,58.18850301,49.74803406,46.38355,6.248248,83,83,2.609593,0.3591323
0.15,0.15,0.04308951,0,0.5337744,0,895.5438,60.55161,0.1065871,0,79.7271,95.9453,4.054551,443.8722438,440.0686449,57.98410624,54.07091111,50.78423,6.828089,83,83,3.095432,0.4245139
0.16,0.16,0.04683387,0,0.5302491,0,891.7563,60.50812,0.1250823,0,79.70891,95.9453,4.0591,442.1905303,438.3994012,57.7791488,58.39472669,55.16822,7.405881,83,83,3.625194,0.4956838
0.17,0.17,0.05057906,0,0.5267663,0,887.9688,60.46481,0.144926,0,79.69071,95.9453,4.063648,440.5042404,436.7256147,57.57363375,62.71569022,59.53548,7.981617,83,83,4.198712,0.5726213
0.18,0.18,0.05432179,10.62075,0.5233625,0,884.1813,60.42168,0.1660841,0,79.67252,95.9453,4.068196,438.8134879,435.0474,57.36756,67.03098108,63.88596,8.555292,83,82.37261,4.837572,0.6553058
0.19,0.19,0.05805965,10.00244,0.8103797,1.400659,880.3937,60.37874,0.2937676,0.5750846,79.65433,95.9453,4.072745,437.0625866,433.345,56.88423,71.33745928,68.21941,9.124134,82.99986,82.38207,5.519766,0.7437029
0.2,0.2,0.06178988,9.456269,0.7744659,1.322771,876.6063,60.33599,0.3179743,0.6104906,79.63613,95.9453,4.077293,435.3624315,431.6598,56.65919,75.6344984,72.53601,9.690726,82.99943,82.39041,6.245126,0.8377773
0.21,0.21,0.06551198,8.970301,0.7440903,1.253489,872.8188,60.29341,0.3434076,0.6459286,79.61794,95.9453,4.081841,433.6578389,429.9699,56.43586,79.92079794,76.83571,10.25508,82.9987,82.3978,7.013484,0.9375063
0.22,0.22,0.0692248,8.535078,0.7196953,1.191234,869.0314,60.25102,0.3708533,0.6812502,79.59975,95.9453,4.08639,431.9483221,428.2748,56.21431,84.19531254,81.11845,10.81722,82.99764,82.40437,7.824668,1.042868
0.23,0.23,0.07292743,8.142994,0.6989347,1.135186,865.244,60.20882,0.3997006,0.7165654,79.58155,95.9453,4.090938,430.2343991,426.575,55.99471,88.4572129,85.38419,11.37717,82.99625,82.41022,8.67851,1.15384
0.24,0.24,0.07661918,7.787881,0.6809204,1.084497,861.4566,60.16679,0.4298069,0.7518876,79.56336,95.9453,4.095487,428.5158873,424.8703,55.77718,92.70582604,89.6329,11.93494,82.99451,82.41548,9.574839,1.2704
0.25,0.25,0.08029944,7.464674,0.6651592,1.038432,857.6692,60.12496,0.461145,0.7872033,79.54517,95.9453,4.100035,426.7929876,423.1609,55.56174,96.94055164,93.8645,12.49056,82.9924,82.42017,10.51348,1.392528
0.26,0.26,0.08396771,7.169181,0.651265,0.9963822,853.8818,60.08331,0.4936893,0.8225014,79.52697,95.9453,4.104583,425.0656232,421.4467,55.34856,101.1609374,98.07897,13.04405,82.98991,82.42438,11.49427,1.520201
0.27,0.27,0.08762358,6.897887,0.6389326,0.9578398,850.0945,60.04184,0.5274143,0.8577685,79.50878,95.9453,4.109131,423.333904,419.7278,55.13772,105.3666119,102.2763,13.59543,82.98701,82.42815,12.51704,1.653398
0.28,0.28,0.09126676,6.647862,0.6279163,0.9223728,846.3071,60.00055,0.5622956,0.8929852,79.49059,95.9453,4.11368,421.5978458,418.0042,54.92934,109.5570878,106.4563,14.14472,82.9837,82.43151,13.5816,1.792099
0.29,0.29,0.09489681,6.416598,0.6180191,0.8896207,842.5198,59.95945,0.5983081,0.9281412,79.47239,95.9453,4.118228,419.857363,416.2758,54.72352,113.7322398,110.6191,14.69196,82.97996,82.43449,14.68779,1.936282
0.3,0.3,0.09851362,6.201975,0.6090786,0.859271,838.7325,59.91853,0.635429,0.9632141,79.4542,95.9453,4.122777,418.1126635,414.5428,54.52033,117.8916528,114.7645,15.23716,82.97577,82.43713,15.83544,2.085928
0.31,0.31,0.1021168,6.002151,0.6009626,0.8310589,834.9452,59.8778,0.6736341,0.9981891,79.436,95.9453,4.127325,416.36356,412.805,54.31985,122.0352425,118.8926,15.78036,82.97112,82.43945,17.02436,2.241016
0.32,0.32,0.1057064,5.81556,0.5935604,0.8047531,831.1579,59.83725,0.7129011,1.033042,79.41781,95.9453,4.131873,414.6101706,411.0625,54.12222,126.1626532,123.0032,16.32158,82.96599,82.44145,18.25439,2.401525
0.33,0.33,0.109282,5.640823,0.5867806,0.7801567,827.3706,59.79688,0.7532065,1.067758,79.39962,95.9453,4.136422,412.8525053,409.3153,53.92751,130.2738475,127.0964,16.86086,82.96037,82.44315,19.52536,2.567437
0.3399999,0.3399999,0.1128436,5.476756,0.5805454,0.757094,823.5834,59.7567,0.7945289,1.102311,79.38142,95.9453,4.14097,411.0907737,407.5636,53.7358,134.3685096,131.172,17.39822,82.95424,82.44458,20.83708,2.738733
0.3499999,0.3499999,0.1163909,5.322293,0.5747899,0.7354153,819.7961,59.7167,0.8368447,1.13668,79.36324,95.9453,4.145518,409.3245869,405.807,53.54714,138.4466338,135.2301,17.93369,82.94759,82.44574,22.18938,2.915392
0.3599999,0.3599999,0.1199239,5.176531,0.5694579,0.7149842,816.0089,59.67689,0.8801328,1.170838,79.34504,95.9453,4.150066,407.5542644,404.0458,53.36169,142.5080347,139.2706,18.46731,82.9404,82.44663,23.58208,3.097397
0.3699999,0.3699999,0.1234425,5.038078,0.5645024,0.6956853,815.3299,59.63726,0.9243723,1.205038,79.32684,95.9453,4.154615,407.456563,403.9441,53.38553,146.5691976,143.31,19.00117,82.93266,82.44732,25.01518,3.28474
0.3799999,0.3799999,0.1269609,4.906222,0.5598633,0.6773374,814.9962,59.59775,0.9697273,1.239145,79.30865,95.9453,4.159163,407.5437222,404.0253,53.43634,150.6320667,147.3503,19.53553,82.92435,82.44784,26.48869,3.477423
0.3899999,0.3899999,0.1304809,4.780422,0.5555066,0.6598489,814.6626,59.55825,1.016215,1.273112,79.29046,95.9453,4.163712,407.6302624,404.1053,53.49147,154.6963974,151.3913,20.07044,82.91547,82.44815,28.0026,3.675453
0.3999999,0.3999999,0.1340021,4.660166,0.5514053,0.6431504,814.329,59.51877,1.063829,1.306916,79.27226,95.9453,4.16826,407.716398,404.1843,53.55103,158.7622445,155.4331,20.60595,82.90599,82.44827,29.55693,3.878835
0.4099999,0.4099999,0.1375248,4.545,0.5475352,0.6271756,813.9954,59.47931,1.112564,1.340524,79.25407,95.9453,4.172808,407.8018488,404.262,53.61514,162.8295683,159.4757,21.1421,82.8959,82.44819,31.15169,4.087575
0.4199999,0.4199999,0.1410487,4.43451,0.5438751,0.6118659,813.6617,59.43986,1.162418,1.373906,79.23588,95.9453,4.177357,407.8866338,404.3384,53.68393,166.8983351,163.5191,21.67894,82.88519,82.44791,32.78688,4.301681
0.4299999,0.4299999,0.144574,4.328329,0.5404062,0.5971678,813.3282,59.40043,1.213383,1.407025,79.21768,95.9453,4.181905,407.9709705,404.4137,53.75753,170.9684152,167.5632,22.21651,82.87385,82.44744,34.46251,4.521158
0.4399998,0.4399998,0.1481005,4.226111,0.5371122,0.5830337,812.9946,59.36102,1.265456,1.439853,79.19949,95.9453,4.186453,408.0546787,404.4877,53.83606,175.0398814,171.6081,22.75487,82.86185,82.44676,36.17859,4.746015
0.4499998,0.4499998,0.1516282,4.127559,0.5339779,0.5694187,812.6611,59.32162,1.318632,1.472348,79.1813,95.9453,4.191001,408.1378772,404.5605,53.91965,179.1126129,175.6537,23.29407,82.84921,82.44588,37.93513,4.976259
0.4599998,0.4599998,0.1551571,4.032379,0.5309907,0.556284,812.3275,59.28223,1.372906,1.504477,79.16311,95.9453,4.19555,408.220479,404.632,54.00837,183.1865868,179.7,23.83415,82.83588,82.44479,39.73213,5.2119
0.4699998,0.4699998,0.1586871,3.940318,0.5281383,0.5435914,811.994,59.24287,1.428274,1.536199,79.14491,95.9453,4.200098,408.3026126,404.7023,54.10242,187.2617863,183.747,24.37517,82.82187,82.44348,41.5696,5.452947
0.4799998,0.4799998,0.1622183,3.851132,0.5254105,0.5313081,811.6605,59.20351,1.484732,1.567475,79.12672,95.9453,4.204647,408.3840899,404.7712,54.20185,191.3381973,187.7947,24.91719,82.80716,82.44196,43.44755,5.699409
0.4899998,0.4899998,0.1657505,3.764613,0.5227977,0.5194021,811.327,59.16418,1.542275,1.598261,79.10853,95.9453,4.209195,408.4650388,404.8388,54.30685,195.4158049,191.8431,25.46026,82.79174,82.44022,45.36598,5.951296
0.4999998,0.4999998,0.1692839,3.680549,0.5202913,0.5078459,810.9935,59.12486,1.600898,1.628516,79.09033,95.9453,4.213743,408.5454687,404.9051,54.41746,199.4945968,195.8922,26.00443,82.7756,82.43827,47.32491,6.208619
0.5099998,0.5099998,0.1728183,3.598767,0.5178836,0.4966121,810.66,59.08556,1.660599,1.65819,79.07214,95.9453,4.218292,408.6252068,404.9699,54.53384,203.5744669,199.9419,26.54977,82.75873,82.4361,49.32433,6.47139
0.5199998,0.5199998,0.1763538,3.519092,0.5155678,0.485678,810.3266,59.04628,1.721373,1.687242,79.05395,95.9453,4.22284,408.7045712,405.0335,54.65611,207.6554058,203.9922,27.09633,82.74112,82.43369,51.36425,6.739621
0.5299998,0.5299998,0.1798903,3.441363,0.5133376,0.4750204,809.9932,59.00701,1.783214,1.715623,79.03575,95.9453,4.227388,408.7832815,405.0956,54.78436,211.7375048,208.0432,27.64417,82.72275,82.43105,53.44468,7.013323
0.5399998,0.5399998,0.1834278,3.365443,0.511183,0.4646187,809.6597,58.96776,1.846107,1.743281,79.01756,95.9453,4.231936,408.861457,405.1563,54.9187,215.8206615,212.0948,28.19336,82.70363,82.42817,55.56563,7.292511
0.5499998,0.5499998,0.1869663,3.291192,0.5091072,0.4544542,809.3264,58.92852,1.910075,1.77017,78.99937,95.9453,4.236485,408.9392132,405.2157,55.05921,219.9048702,216.147,28.74395,82.68373,82.42506,57.7271,7.577198
0.5599998,0.5599998,0.1905058,3.218482,0.5071014,0.4445087,808.993,58.8893,1.975103,1.796233,78.98117,95.9453,4.241033,409.0162765,405.2735,55.20602,223.9900303,220.1997,29.29601,82.66305,82.42171,59.92909,7.867397
0.5699998,0.5699998,0.1940462,3.147203,0.5051612,0.4347656,808.6596,58.85009,2.041182,1.821417,78.96298,95.9453,4.245582,409.0928704,405.3299,55.35927,228.0762375,224.253,29.8496,82.64158,82.41811,62.17162,8.163125
0.5799997,0.5799997,0.1975876,3.077246,0.5032827,0.4252101,808.3263,58.81091,2.108312,1.845671,78.94479,95.9453,4.25013,409.1689068,405.3848,55.51899,232.1634916,228.3069,30.40479,82.61932,82.41426,64.45469,8.464397
0.5899997,0.5899997,0.20113,3.008507,0.5014625,0.4158281,807.9929,58.77174,2.176493,1.868937,78.92659,95.9453,4.254678,409.244404,405.4382,55.68526,236.2516924,232.3613,30.96164,82.59625,82.41016,66.77831,8.77123
0.5999997,0.5999997,0.2046732,2.9409,0.4996971,0.4066057,807.6596,58.73258,2.245718,1.891155,78.9084,95.9453,4.259227,409.3192923,405.49,55.85824,240.3408417,236.4162,31.52022,82.57238,82.40582,69.14246,9.083639
0.6099997,0.6099997,0.2082174,2.874338,0.4979838,0.3975316,807.3262,58.69344,2.315984,1.91227,78.89021,95.9453,4.263775,409.3936833,405.5403,56.03796,244.430941,240.4716,32.0806,82.5477,82.40121,71.54718,9.401643
0.6199997,0.6199997,0.2117625,2.808738,0.4963197,0.3885944,806.993,58.65432,2.387292,1.932225,78.87201,95.9453,4.268323,409.467595,405.5891,56.22449,248.521992,244.5275,32.64285,82.52219,82.39633,73.99245,9.72526
0.6299997,0.6299997,0.2153085,2.744021,0.4947024,0.3797829,806.6597,58.61521,2.459638,1.950957,78.85382,95.9453,4.272871,409.5409526,405.6363,56.41794,252.6139968,248.5839,33.20703,82.49586,82.3912,76.47829,10.05451
0.6399997,0.6399997,0.2188554,2.680127,0.4931295,0.3710869,806.3264,58.57612,2.533019,1.968399,78.83562,95.9453,4.27742,409.6137753,405.6819,56.61838,256.7068609,252.6407,33.77322,82.46871,82.3858,79.0047,10.38941
0.6499997,0.6499997,0.2224031,2.616982,0.491599,0.3624983,805.9931,58.53705,2.607434,1.984498,78.81743,95.9453,4.281968,409.6860802,405.7259,56.82586,260.8006852,256.698,34.34148,82.44072,82.38012,81.57168,10.72998
0.6599997,0.6599997,0.2259518,2.554529,0.490109,0.3540072,805.6599,58.49799,2.682881,1.999181,78.79924,95.9453,4.286517,409.7577925,405.7682,57.04048,264.8953753,260.7557,34.91188,82.4119,82.37417,84.17924,11.07625
0.6699997,0.6699997,0.2295013,2.492718,0.4886577,0.3456065,805.3267,58.45895,2.75936,2.012389,78.78104,95.9453,4.291065,409.8291254,405.809,57.26227,268.9909374,264.8138,35.4845,82.38224,82.36795,86.82738,11.42823
0.6799996,0.6799996,0.2330516,2.431496,0.4872435,0.3372892,804.9934,58.41992,2.836869,2.02406,78.76285,95.9453,4.295613,409.8997976,405.848,57.49126,273.087376,268.8723,36.05941,82.35175,82.36144,89.5161,11.78595
0.6899996,0.6899996,0.2366028,2.370816,0.4858651,0.3290484,804.6602,58.38091,2.915406,2.034129,78.74466,95.9453,4.300162,409.9699256,405.8853,57.72749,277.1846969,272.9312,36.63668,82.32043,82.35465,92.24541,12.14943
0.6999996,0.6999996,0.2401548,2.310637,0.484521,0.3208778,804.327,58.34192,2.994974,2.042528,78.72646,95.9453,4.30471,410.0396291,405.921,57.97102,281.282808,276.9904,37.21639,82.28827,82.34757,95.01531,12.5187
0.7099996,0.7099996,0.2437077,2.250922,0.4832101,0.312772,803.9938,58.30294,3.075569,2.049195,78.70827,95.9453,4.309258,410.1087258,405.9549,58.22187,285.3817162,281.0499,37.79861,82.25529,82.34021,97.82581,12.89377
0.7199996,0.7199996,0.2472613,2.191626,0.4819312,0.3047262,803.6607,58.26398,3.157193,2.054071,78.69008,95.9453,4.313807,410.1774242,405.9872,58.48002,289.4815253,285.1098,38.38341,82.22147,82.33256,100.6769,13.27468
0.7299996,0.7299996,0.2508158,2.132716,0.4806954,0.296734,803.3276,58.22504,3.239928,2.057076,78.67188,95.9453,4.318355,410.2454495,406.0176,58.74553,293.5821447,289.17,38.97087,82.18684,82.32461,103.5686,13.66145
0.7399996,0.7399996,0.2543711,2.07417,0.4795299,0.28879,802.9944,58.18611,3.323978,2.058141,78.65369,95.9453,4.322903,410.3128173,406.0461,59.01841,297.6835795,293.2305,39.56105,82.15139,82.31636,106.5009,14.05411
0.7499996,0.7499996,0.2579272,2.015957,0.4783936,0.2808926,802.6613,58.14719,3.409082,2.057216,78.6355,95.9453,4.327452,410.3796341,406.0728,59.29861,301.7857419,297.2912,40.15404,82.11513,82.30782,109.4738,14.45269
0.7599996,0.7599996,0.261484,1.958046,0.4772858,0.273038,802.3282,58.1083,3.495236,2.054237,78.6173,95.9453,4.332,410.4459204,406.0977,59.58617,305.8887351,301.3522,40.7499,82.07806,82.29898,112.4874,14.85721
0.7699996,0.7699996,0.2650416,1.900426,0.4762057,0.2652221,801.9951,58.06942,3.582448,2.049134,78.59911,95.9453,4.336548,410.5116904,406.1208,59.88108,309.9924697,305.4134,41.34871,82.0402,82.28983,115.5415,15.2677
0.7799996,0.7799996,0.2686,1.843073,0.4751527,0.2574434,801.662,58.03056,3.670719,2.041855,78.58092,95.9453,4.341097,410.5770483,406.1422,60.18327,314.0969536,309.4748,41.95054,82.00156,82.28038,118.6362,15.6842
0.7899995,0.7899995,0.2721592,1.785968,0.4741262,0.2496987,801.329,57.99171,3.760051,2.032333,78.56272,95.9453,4.345645,410.6417121,406.1616,60.49273,318.2021964,313.5364,42.55547,81.96214,82.27062,121.7716,16.10673
0.7999995,0.7999995,0.2757191,1.729096,0.4731257,0.2419855,800.9959,57.95287,3.850447,2.020507,78.54453,95.9453,4.350194,410.7059904,406.1793,60.80943,322.3082038,317.5982,43.16356,81.92194,82.26057,124.9476,16.53532
0.8099995,0.8099995,0.2792798,1.672454,0.4721506,0.2343019,800.6629,57.91406,3.941911,2.006317,78.52634,95.9453,4.354742,410.7695958,406.195,61.13332,326.4149863,321.6602,43.77489,81.88101,82.2502,128.1642,16.97001
0.8199995,0.8199995,0.2828413,1.616027,0.4712005,0.2266476,800.3299,57.87526,4.034451,1.989719,78.50815,95.9453,4.35929,410.8327208,406.2089,61.46425,330.5224529,325.7223,44.38953,81.83934,82.23952,131.4214,17.41084
0.8299995,0.8299995,0.2864035,1.559806,0.470275,0.2190205,799.9969,57.83648,4.128069,1.970649,78.48995,95.9453,4.363838,410.8953824,406.221,61.80222,334.6306125,329.7845,45.00755,81.79694,82.22853,134.7192,17.85782
0.8399995,0.8399995,0.2899664,1.503788,0.4693738,0.2114195,799.6639,57.79771,4.222766,1.949053,78.47176,95.9453,4.368387,410.9573896,406.2311,62.14716,338.7394743,333.8468,45.62902,81.75385,82.21723,138.0577,18.311
0.8499995,0.8499995,0.29353,1.447967,0.4684964,0.2038444,799.3309,57.75896,4.318549,1.924884,78.45357,95.9453,4.372935,411.0189367,406.2394,62.49893,342.8490464,337.9092,46.25401,81.71006,82.20562,141.4368,18.77042
0.8599995,0.8599995,0.2970944,1.392349,0.4676426,0.1962942,798.998,57.72023,4.415425,1.898092,78.43537,95.9453,4.377483,411.0800321,406.2459,62.85747,346.959337,341.9717,46.88258,81.66561,82.1937,144.8565,19.2361
0.8699995,0.8699995,0.3006595,1.336931,0.466812,0.1887699,798.665,57.68151,4.5134,1.868639,78.41718,95.9453,4.382032,411.1404652,406.2504,63.22258,351.0702565,346.0342,47.5148,81.62051,82.18147,148.3169,19.70809
0.8799995,0.8799995,0.3042252,1.281715,0.4660044,0.181271,798.3321,57.64281,4.612476,1.836479,78.39899,95.9453,4.38658,411.2004389,406.2531,63.59418,355.1818143,350.0967,48.15074,81.57478,82.16892,151.8178,20.18642
0.8899994,0.8899994,0.3077917,1.226708,0.4652195,0.173798,797.9992,57.60413,4.712662,1.801573,78.38079,95.9453,4.391129,411.2598552,406.2539,63.97216,359.2940177,354.1592,48.79046,81.52845,82.15607,155.3594,20.67112
0.8999994,0.8999994,0.3113588,1.171915,0.464457,0.166352,797.6663,57.56546,4.813962,1.763891,78.36259,95.9453,4.395677,411.3186002,406.2527,64.35631,363.4068764,358.2217,49.43402,81.48154,82.1429,158.9416,21.16225
0.9099994,0.9099994,0.3149266,1.117346,0.4637168,0.1589336,797.3334,57.52681,4.916387,1.723397,78.34441,95.9453,4.400225,411.3769673,406.2498,64.7465,367.5203989,362.2842,50.08149,81.43407,82.12942,162.5645,21.65982
0.9199994,0.9199994,0.3184951,1.063011,0.4629985,0.1515439,797.0005,57.48817,5.01994,1.680068,78.32621,95.9453,4.404773,411.4348451,406.2451,65.14254,371.6344926,366.3466,50.73291,81.38609,82.11564,166.228,22.1639
0.9299994,0.9299994,0.3220643,1.008928,0.4623019,0.144185,796.6677,57.44955,5.124629,1.633883,78.30802,95.9453,4.409322,411.4920199,406.2384,65.54422,375.7492662,370.409,51.38835,81.33761,82.10154,169.932,22.6745
0.9399994,0.9399994,0.3256341,0.955101,0.4616269,0.1368586,796.3348,57.41095,5.230463,1.58483,78.28983,95.9453,4.41387,411.5487661,406.23,65.9513,379.8646275,374.4713,52.04786,81.28866,82.08714,173.6768,23.19168
0.9499994,0.9499994,0.3292046,0.9015515,0.4609731,0.129566,796.002,57.37236,5.337444,1.532885,78.27163,95.9453,4.418418,411.6048802,406.2197,66.36364,383.980585,378.5335,52.71149,81.23927,82.07243,177.4621,23.71548
0.9599994,0.9599994,0.3327757,0.8482974,0.4603404,0.1223096,795.6692,57.33379,5.445585,1.478048,78.25344,95.9453,4.422967,411.6604332,406.2076,66.78097,388.0971468,382.5956,53.3793,81.18948,82.05743,181.2881,24.24594
0.9699994,0.9699994,0.3363475,0.7953514,0.4597284,0.1150923,795.3364,57.29524,5.554891,1.420321,78.23524,95.9453,4.427515,411.7154953,406.1938,67.20302,392.2143196,386.6576,54.05133,81.13931,82.04212,185.1546,24.78309
0.9799994,0.9799994,0.3399199,0.7427412,0.4591369,0.1079156,795.0036,57.25671,5.665367,1.359695,78.21705,95.9453,4.432064,411.7699531,406.1782,67.62961,396.332012,390.7194,54.72763,81.08881,82.02652,189.0618,25.32698
0.9899994,0.9899994,0.343493,0.6904848,0.4585657,0.1007835,794.6708,57.21819,5.777022,1.296196,78.19886,95.9453,4.436612,411.8238621,406.1609,68.06039,400.4502286,394.781,55.40823,81.038,82.01062,193.0096,25.87766
0.9999993,0.9999993,0.3470666,0.6386042,0.4580145,0.09369826,794.3381,57.17968,5.88986,1.229831,78.18066,95.9453,4.44116,411.8771924,406.1419,68.4951,404.568978,398.8424,56.09318,80.98693,81.99443,196.9981,26.43517
1.009999,1.009999,0.3506408,0.587126,0.457483,0.08666315,794.0053,57.14119,6.00389,1.160624,78.16247,95.9453,4.445708,411.9300139,406.1213,68.93349,408.6882657,402.9036,56.78252,80.93564,81.97795,201.0271,26.99955
1.019999,1.019999,0.3542157,0.5360747,0.4569709,0.07968161,793.6726,57.10271,6.119116,1.088605,78.14428,95.9453,4.450257,411.9822797,406.0991,69.37521,412.8080956,406.9646,57.47627,80.88416,81.96119,205.0967,27.57084
1.029999,1.029999,0.3577911,0.4854795,0.4564778,0.07275718,793.3399,57.06425,6.235553,1.013813,78.12608,95.9453,4.454805,412.0339434,406.0753,69.81992,416.9284748,411.0254,58.17447,80.83253,81.94415,209.207,28.1491
1.039999,1.039999,0.3613672,0.4353678,0.4560034,0.0658938,793.0072,57.02581,6.353195,0.9362924,78.10789,95.9453,4.459353,412.0849555,406.0499,70.26727,421.0493082,415.0859,58.87714,80.78081,81.92683,213.3579,28.73436
1.049999,1.049999,0.3649438,0.3857685,0.4555474,0.05909521,792.6745,56.98739,6.472053,0.8560936,78.0897,95.9453,4.463902,412.1354689,406.0231,70.71695,425.1706006,419.1461,59.58431,80.72903,81.90925,217.5493,29.32666
1.059999,1.059999,0.3685209,0.3367134,0.4551093,0.0523654,792.3418,56.94898,6.592131,0.7732758,78.0715,95.9453,4.46845,412.1852292,405.9947,71.16858,429.292355,423.206,60.29599,80.67722,81.8914,221.7814,29.92607
1.069999,1.069999,0.3720986,0.2882297,0.4546887,0.04570872,792.0092,56.91059,6.713437,0.6879085,78.05331,95.9453,4.472999,412.2345713,405.9651,71.62178,433.4146751,427.2657,61.01221,80.62545,81.87328,226.054,30.53261
1.079999,1.079999,0.375677,0.2403601,0.4542853,0.03912893,791.6765,56.87222,6.83597,0.6000571,78.03512,95.9453,4.477547,412.2832409,405.9341,72.07619,437.5373645,431.325,61.73297,80.57376,81.85491,230.3673,31.14633
1.089999,1.089999,0.3792558,0.1931324,0.4538985,0.03263183,791.3439,56.83385,6.959732,0.5098261,78.01692,95.9453,4.482095,412.3312565,405.9018,72.53133,441.6605259,435.384,62.45829,80.52219,81.8363,234.7211,31.76729
1.099999,1.099999,0.3828351,0.1465783,0.4535279,0.02622126,791.0114,56.79551,7.084731,0.4172967,77.99873,95.9453,4.486643,412.3787542,405.8684,72.98684,445.7841589,439.4427,63.18816,80.47079,81.81744,239.1156,32.39552
1.109999,1.109999,0.386415,0.1007332,0.453173,0.01990156,790.6787,56.75718,7.210969,0.3225635,77.98054,95.9453,4.491192,412.4254624,405.8337,73.44229,449.908166,443.501,63.92258,80.41962,81.79834,243.5506,33.03107
1.119999,1.119999,0.3899955,0.05563082,0.4528331,0.01367754,790.3461,56.71887,7.338447,0.2257358,77.96234,95.9453,4.49574,412.4716996,405.7981,73.89726,454.032647,447.559,64.66155,80.36871,81.77901,248.0262,33.674
1.129999,1.129999,0.3935764,0.01131261,0.4525079,0.007553853,790.0136,56.68058,7.467157,0.1269267,77.94415,95.9453,4.500288,412.5171924,405.7614,74.35133,458.1575031,451.6166,65.40507,80.31812,81.75947,252.5423,34.32433
1.139999,1.139999,0.3971578,-0.03218898,0.4521967,0.001536149,789.681,56.6423,7.597111,0.02627486,77.92596,95.9453,4.504837,412.5620424,405.7238,74.80399,462.2828313,455.6739,66.15311,80.26789,81.73972,257.0991,34.98212
1.149999,1.149999,0.4007399,-0.07483829,0.4518988,-0.004371134,789.3485,56.60403,7.728302,-0.07609466,77.90776,95.9453,4.509385,412.6062617,405.6854,75.25479,466.4084318,459.7307,66.90565,80.21809,81.71974,261.6964,35.64742
1.159999,1.159999,0.4043223,-0.1165956,0.4516138,-0.01016312,789.0159,56.56579,7.860726,-0.1800416,77.88957,95.9453,4.513934,412.6497658,405.6462,75.7033,470.534502,463.7872,67.66268,80.16875,81.69958,266.3343,36.32026
