Time (sec),Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
62.87545,62.87545,0.522933,0.04691693,0.4980777,0.000111053,0,41.62574,2.792473,0.000623247,68.54546,95.9453,6.849962,-30.23385555,-30.21981,-0.9214689,527.9173041,-472.7715,223.1763,-63.53107,-64.7299,36250.61,15949.3
62.88545,62.88545,0.5231865,0.04669464,0.4980547,0.000110538,0,41.62574,2.795955,0.000621157,68.54546,95.9453,6.849962,-30.23119622,-30.21713,-0.9221061,528.1838615,-473.0737,223.1671,-63.54677,-64.74494,36245.88,15951.53
62.89545,62.89545,0.5234401,0.0464704,0.4980318,0.000110014,0,41.62574,2.799439,0.000619015,68.54546,95.9453,6.849962,-30.22854692,-30.21446,-0.9227437,528.4504575,-473.3759,223.1579,-63.56246,-64.75996,36241.15,15953.76
62.90545,62.90545,0.5236936,0.04623445,0.4980089,0.000109486,0,41.62574,2.802928,0.000616839,68.54546,95.9453,6.849962,-30.22588765,-30.21178,-0.9233817,528.7170023,-473.678,223.1487,-63.57814,-64.77497,36236.41,15955.99
62.91545,62.91545,0.5239471,0.04599512,0.497986,0.000108931,0,41.62574,2.806419,0.000614502,68.54546,95.9453,6.849962,-30.22321842,-30.20909,-0.9240201,528.9835855,-473.9801,223.1395,-63.59381,-64.78996,36231.67,15958.22
62.92545,62.92545,0.5242006,0.0457628,0.497963,0.000108367,0,41.62574,2.809914,0.000612112,68.54546,95.9453,6.849962,-30.22055921,-30.20641,-0.9246588,529.2501665,-474.2822,223.1302,-63.60946,-64.80495,36226.93,15960.45
62.93544,62.93544,0.5244541,0.04551532,0.4979401,0.00010782,0,41.62574,2.813412,0.000609808,68.54546,95.9453,6.849962,-30.21789001,-30.20372,-0.9252973,529.5167367,-474.5842,223.121,-63.6251,-64.81991,36222.18,15962.68
62.94544,62.94544,0.5247075,0.04527638,0.4979171,0.000107237,0,41.62574,2.816913,0.000607294,68.54546,95.9453,6.849962,-30.21522087,-30.20103,-0.9259368,529.7832977,-474.8862,223.1117,-63.64073,-64.83486,36217.43,15964.92
62.95544,62.95544,0.524961,0.04503414,0.4978942,0.000106675,0,41.62574,2.820418,0.000604887,68.54546,95.9453,6.849962,-30.21255173,-30.19834,-0.9265761,530.0499037,-475.1882,223.1024,-63.65635,-64.84979,36212.68,15967.15
62.96544,62.96544,0.5252144,0.04479157,0.4978712,0.000106104,0,41.62574,2.823926,0.000602428,68.54546,95.9453,6.849962,-30.20987263,-30.19564,-0.9272158,530.316541,-475.4902,223.0931,-63.67194,-64.86472,36207.93,15969.38
62.97544,62.97544,0.5254679,0.04454139,0.4978483,0.000105533,0,41.62574,2.827436,0.000599957,68.54546,95.9453,6.849962,-30.20720353,-30.19295,-0.9278553,530.5831335,-475.7921,223.0838,-63.68753,-64.87961,36203.17,15971.61
62.98544,62.98544,0.5257213,0.04428947,0.4978254,0.000104944,0,41.62574,2.83095,0.000597377,68.54546,95.9453,6.849962,-30.20452448,-30.19025,-0.9284957,530.8497572,-476.094,223.0745,-63.70311,-64.89449,36198.41,15973.84
62.99543,62.99543,0.5259748,0.04403581,0.4978024,0.000104351,0,41.62574,2.834468,0.000594765,68.54546,95.9453,6.849962,-30.20184546,-30.18755,-0.9291363,531.1164255,-476.3959,223.0652,-63.71866,-64.90936,36193.64,15976.07
63.00543,63.00543,0.5262282,0.04378875,0.4977795,0.000103753,0,41.62574,2.837991,0.000592123,68.54546,95.9453,6.849962,-30.19915649,-30.18484,-0.9297778,531.383125,-476.6978,223.0559,-63.7342,-64.92422,36188.88,15978.3
63.01543,63.01543,0.5264817,0.04353273,0.4977565,0.000103171,0,41.62574,2.841514,0.00058956,68.54546,95.9453,6.849962,-30.19646751,-30.18213,-0.9304187,531.6497793,-476.9996,223.0466,-63.74973,-64.93906,36184.11,15980.53
63.02543,63.02543,0.5267351,0.04327653,0.4977335,0.000102569,0,41.62574,2.845042,0.000586869,68.54546,95.9453,6.849962,-30.19378858,-30.17943,-0.9310605,531.9164646,-477.3014,223.0373,-63.76524,-64.95387,36179.34,15982.76
63.03543,63.03543,0.5269885,0.04301288,0.4977106,0.000101965,0,41.62574,2.848572,0.000584168,68.54546,95.9453,6.849962,-30.19108968,-30.17671,-0.9317024,532.1831046,-477.6031,223.028,-63.78074,-64.96867,36174.56,15984.99
63.04543,63.04543,0.5272418,0.04274763,0.4976876,0.000101344,0,41.62574,2.852107,0.000581358,68.54546,95.9453,6.849962,-30.18840081,-30.174,-0.932345,532.4497821,-477.9048,223.0187,-63.79622,-64.98346,36169.78,15987.22
63.05542,63.05542,0.5274953,0.04248372,0.4976646,0.00010072,0,41.62574,2.855644,0.000578517,68.54546,95.9453,6.849962,-30.18570195,-30.17128,-0.9329875,532.7164905,-478.2065,223.0094,-63.81169,-64.99822,36165,15989.45
63.06542,63.06542,0.5277486,0.04222217,0.4976417,0.000100098,0,41.62574,2.859185,0.000575687,68.54546,95.9453,6.849962,-30.18300314,-30.16856,-0.9336306,532.983243,-478.5082,223.0001,-63.82714,-65.01298,36160.21,15991.68
63.07542,63.07542,0.5280021,0.04196055,0.4976187,9.94822E-05,0,41.62574,2.86273,0.00057288,68.54546,95.9453,6.849962,-30.18030436,-30.16584,-0.9342742,533.2500263,-478.8099,222.9908,-63.84258,-65.02772,36155.43,15993.91
63.08542,63.08542,0.5282555,0.04170192,0.4975957,9.88661E-05,0,41.62574,2.866277,0.000570063,68.54546,95.9453,6.849962,-30.1775956,-30.16311,-0.9349178,533.5167168,-479.1115,222.9814,-63.858,-65.04244,36150.63,15996.14
63.09542,63.09542,0.5285088,0.04144718,0.4975727,9.8257E-05,0,41.62574,2.869829,0.000567279,68.54546,95.9453,6.849962,-30.17489687,-30.16039,-0.9355619,533.7834447,-479.4131,222.972,-63.8734,-65.05716,36145.84,15998.37
63.10542,63.10542,0.5287622,0.04119242,0.4975498,9.7657E-05,0,41.62574,2.873383,0.00056454,68.54546,95.9453,6.849962,-30.17218814,-30.15766,-0.9362054,534.0502098,-479.7147,222.9626,-63.88879,-65.07186,36141.04,16000.6
63.11541,63.11541,0.5290155,0.04093189,0.4975268,9.70571E-05,0,41.62574,2.876941,0.000561792,68.54546,95.9453,6.849962,-30.16946946,-30.15492,-0.9368498,534.3169223,-480.0162,222.9532,-63.90416,-65.08654,36136.24,16002.83
63.12541,63.12541,0.5292688,0.04067533,0.4975038,9.64435E-05,0,41.62574,2.880501,0.000558957,68.54546,95.9453,6.849962,-30.1667608,-30.15219,-0.9374943,534.583672,-480.3177,222.9438,-63.91952,-65.1012,36131.44,16005.06
63.13541,63.13541,0.5295222,0.0404188,0.4974808,9.58393E-05,0,41.62574,2.884065,0.000556167,68.54546,95.9453,6.849962,-30.16404217,-30.14945,-0.9381391,534.8504588,-480.6192,222.9344,-63.93486,-65.11585,36126.63,16007.29
63.14541,63.14541,0.5297756,0.0401663,0.4974578,9.52351E-05,0,41.62574,2.887633,0.000553371,68.54546,95.9453,6.849962,-30.16132358,-30.14671,-0.9387845,535.1172825,-480.9207,222.925,-63.95018,-65.13049,36121.82,16009.52
63.15541,63.15541,0.5300288,0.03990956,0.4974349,9.46405E-05,0,41.62574,2.891205,0.00055062,68.54546,95.9453,6.849962,-30.15860502,-30.14397,-0.9394304,535.3840534,-481.2221,222.9156,-63.96549,-65.1451,36117.01,16011.75
63.16541,63.16541,0.5302821,0.0396569,0.4974118,9.40358E-05,0,41.62574,2.894778,0.000547804,68.54546,95.9453,6.849962,-30.15587647,-30.14122,-0.9400758,535.6508612,-481.5235,222.9062,-63.98077,-65.15971,36112.2,16013.98
63.1754,63.1754,0.5305355,0.03940293,0.4973889,9.34408E-05,0,41.62574,2.898355,0.000545035,68.54546,95.9453,6.849962,-30.15315795,-30.13848,-0.9407218,535.9177058,-481.8249,222.8968,-63.99604,-65.17429,36107.38,16016.21
63.1854,63.1854,0.5307888,0.03915593,0.4973659,9.28426E-05,0,41.62574,2.901937,0.00054224,68.54546,95.9453,6.849962,-30.15042947,-30.13573,-0.9413685,536.1845872,-482.1263,222.8874,-64.0113,-65.18887,36102.56,16018.44
63.1954,63.1954,0.5310421,0.03890195,0.4973429,9.22609E-05,0,41.62574,2.905521,0.000539533,68.54546,95.9453,6.849962,-30.14769101,-30.13297,-0.942015,536.4514154,-482.4276,222.878,-64.02654,-65.20341,36097.73,16020.67
63.2054,63.2054,0.5312954,0.03865357,0.4973198,9.16628E-05,0,41.62574,2.90911,0.000536722,68.54546,95.9453,6.849962,-30.14495261,-30.13021,-0.9426627,536.7182802,-482.7289,222.8686,-64.04176,-65.21795,36092.91,16022.89
63.2154,63.2154,0.5315487,0.03841079,0.4972969,9.10778E-05,0,41.62574,2.912699,0.000533979,68.54546,95.9453,6.849962,-30.14222419,-30.12746,-0.9433097,536.9851817,-483.0302,222.8592,-64.05695,-65.23247,36088.07,16025.12
63.2254,63.2254,0.5318021,0.03816829,0.4972738,9.0506E-05,0,41.62574,2.916296,0.000531306,68.54546,95.9453,6.849962,-30.13947585,-30.12469,-0.943958,537.252113,-483.3315,222.8498,-64.07214,-65.24697,36083.24,16027.35
63.23539,63.23539,0.5320553,0.03793306,0.4972508,8.99348E-05,0,41.62574,2.919894,0.000528629,68.54546,95.9453,6.849962,-30.13673751,-30.12193,-0.9446061,537.5189576,-483.6327,222.8403,-64.0873,-65.26147,36078.41,16029.58
63.24539,63.24539,0.5323086,0.03769616,0.4972278,8.93809E-05,0,41.62574,2.923494,0.000526045,68.54546,95.9453,6.849962,-30.13399917,-30.11917,-0.9452536,537.7858785,-483.9339,222.8309,-64.10244,-65.27595,36073.57,16031.81
63.25539,63.25539,0.5325619,0.03746836,0.4972048,8.88229E-05,0,41.62574,2.927099,0.000523429,68.54546,95.9453,6.849962,-30.13125089,-30.1164,-0.9459023,538.0527893,-484.2351,222.8214,-64.11757,-65.29041,36068.72,16034.04
63.26539,63.26539,0.5328152,0.0372434,0.4971818,8.82864E-05,0,41.62574,2.930708,0.000520933,68.54546,95.9453,6.849962,-30.12850264,-30.11363,-0.9465513,538.319743,-484.5363,222.8119,-64.13268,-65.30487,36063.88,16036.26
63.27539,63.27539,0.5330684,0.03702281,0.4971588,8.77566E-05,0,41.62574,2.934319,0.000518469,68.54546,95.9453,6.849962,-30.12575438,-30.11086,-0.9471996,538.5866364,-484.8374,222.8024,-64.14777,-65.31931,36059.03,16038.49
63.28539,63.28539,0.5333216,0.03679974,0.4971358,8.72371E-05,0,41.62574,2.937933,0.000516058,68.54546,95.9453,6.849962,-30.12299617,-30.10808,-0.9478486,538.853566,-485.1385,222.7929,-64.16284,-65.33372,36054.18,16040.72
63.29538,63.29538,0.5335748,0.03657817,0.4971128,8.67117E-05,0,41.62574,2.941551,0.000513605,68.54546,95.9453,6.849962,-30.120238,-30.1053,-0.9484982,539.1204484,-485.4395,222.7834,-64.17789,-65.34813,36049.32,16042.95
63.30538,63.30538,0.533828,0.03636246,0.4970897,8.61899E-05,0,41.62574,2.945173,0.000511167,68.54546,95.9453,6.849962,-30.11747984,-30.10252,-0.9491479,539.3873602,-485.7405,222.7739,-64.19292,-65.36251,36044.47,16045.18
63.31538,63.31538,0.5340812,0.03615113,0.4970667,8.56819E-05,0,41.62574,2.948796,0.000508802,68.54546,95.9453,6.849962,-30.1147217,-30.09974,-0.9497975,539.6543147,-486.0415,222.7644,-64.20794,-65.37688,36039.61,16047.4
63.32538,63.32538,0.5343344,0.0359471,0.4970437,8.51842E-05,0,41.62574,2.952424,0.000506492,68.54546,95.9453,6.849962,-30.11195362,-30.09695,-0.9504479,539.9212985,-486.3425,222.7549,-64.22293,-65.39124,36034.75,16049.63
63.33538,63.33538,0.5345876,0.03574328,0.4970207,8.47037E-05,0,41.62574,2.956056,0.000504278,68.54546,95.9453,6.849962,-30.10918554,-30.09416,-0.9510983,540.1882348,-486.6434,222.7454,-64.2379,-65.40559,36029.88,16051.86
63.34538,63.34538,0.5348407,0.03553998,0.4969976,8.42236E-05,0,41.62574,2.95969,0.000502059,68.54546,95.9453,6.849962,-30.1064175,-30.09137,-0.9517491,540.4552004,-486.9443,222.7359,-64.25286,-65.41991,36025.01,16054.09
63.35537,63.35537,0.535094,0.0353426,0.4969746,8.37448E-05,0,41.62574,2.963329,0.000499842,68.54546,95.9453,6.849962,-30.1036395,-30.08857,-0.9524004,540.7222017,-487.2452,222.7264,-64.2678,-65.43422,36020.14,16056.31
63.36537,63.36537,0.5353472,0.03514971,0.4969516,8.328E-05,0,41.62574,2.96697,0.000497701,68.54546,95.9453,6.849962,-30.10087151,-30.08578,-0.9530518,540.9892455,-487.5461,222.7169,-64.28271,-65.44851,36015.26,16058.54
63.37537,63.37537,0.5356004,0.03496283,0.4969285,8.28257E-05,0,41.62574,2.970616,0.000495617,68.54546,95.9453,6.849962,-30.09809356,-30.08298,-0.9537036,541.2563183,-487.847,222.7074,-64.29762,-65.46279,36010.38,16060.77
63.38537,63.38537,0.5358534,0.03477769,0.4969055,8.23856E-05,0,41.62574,2.974266,0.000493612,68.54546,95.9453,6.849962,-30.09530566,-30.08017,-0.954356,541.5233432,-488.1478,222.6979,-64.31248,-65.47706,36005.5,16063
63.39537,63.39537,0.5361066,0.03460001,0.4968824,8.19496E-05,0,41.62574,2.977917,0.000491625,68.54546,95.9453,6.849962,-30.09252775,-30.07737,-0.955008,541.790397,-488.4486,222.6884,-64.32735,-65.4913,36000.62,16065.22
63.40536,63.40536,0.5363598,0.03443568,0.4968594,8.15312E-05,0,41.62574,2.981572,0.000489737,68.54546,95.9453,6.849962,-30.08973988,-30.07456,-0.9556604,542.0574468,-488.7494,222.6788,-64.34218,-65.50555,35995.73,16067.45
63.41536,63.41536,0.5366129,0.03427461,0.4968364,8.11442E-05,0,41.62574,2.985231,0.000488034,68.54546,95.9453,6.849962,-30.08695203,-30.07175,-0.956313,542.3244419,-489.0501,222.6692,-64.35699,-65.51977,35990.84,16069.67
63.42536,63.42536,0.536866,0.03411821,0.4968133,8.07649E-05,0,41.62574,2.988892,0.00048637,68.54546,95.9453,6.849962,-30.0841642,-30.06894,-0.9569654,542.5914725,-489.3508,222.6596,-64.37179,-65.53398,35985.95,16071.9
63.43536,63.43536,0.5371191,0.03396936,0.4967903,8.03966E-05,0,41.62574,2.992557,0.000484768,68.54546,95.9453,6.849962,-30.08136641,-30.06612,-0.9576184,542.8585319,-489.6515,222.65,-64.38656,-65.54818,35981.05,16074.13
63.44536,63.44536,0.5373721,0.03382099,0.4967672,8.00461E-05,0,41.62574,2.996226,0.000483269,68.54546,95.9453,6.849962,-30.07857862,-30.06331,-0.9582713,543.1255429,-489.9521,222.6404,-64.40131,-65.56236,35976.15,16076.35
63.45536,63.45536,0.5376251,0.03367876,0.4967441,7.96967E-05,0,41.62574,2.999898,0.000481771,68.54546,95.9453,6.849962,-30.07578088,-30.06049,-0.9589247,543.3925892,-490.2527,222.6308,-64.41605,-65.57652,35971.25,16078.58
63.46535,63.46535,0.5378783,0.03354407,0.4967211,7.93618E-05,0,41.62574,3.003572,0.000480356,68.54546,95.9453,6.849962,-30.07297317,-30.05766,-0.9595783,543.6596708,-490.5533,222.6212,-64.43076,-65.59067,35966.34,16080.81
63.47535,63.47535,0.5381313,0.03341418,0.496698,7.90446E-05,0,41.62574,3.007252,0.000479045,68.54546,95.9453,6.849962,-30.07017549,-30.05484,-0.9602325,543.9267874,-490.8539,222.6116,-64.44545,-65.6048,35961.43,16083.03
63.48535,63.48535,0.5383844,0.03328494,0.496675,7.87387E-05,0,41.62574,3.010935,0.000477798,68.54546,95.9453,6.849962,-30.06736783,-30.05201,-0.9608868,544.193849,-491.1544,222.602,-64.46012,-65.61892,35956.52,16085.26
63.49535,63.49535,0.5386374,0.03316331,0.4966519,7.84344E-05,0,41.62574,3.01462,0.000476556,68.54546,95.9453,6.849962,-30.0645602,-30.04918,-0.9615412,544.4609455,-491.4549,222.5924,-64.47477,-65.63303,35951.61,16087.49
63.50535,63.50535,0.5388905,0.03304936,0.4966289,7.8148E-05,0,41.62574,3.018308,0.000475418,68.54546,95.9453,6.849962,-30.0617426,-30.04634,-0.9621957,544.7280705,-491.7554,222.5828,-64.4894,-65.64711,35946.69,16089.71
63.51535,63.51535,0.5391434,0.03293471,0.4966058,7.78798E-05,0,41.62574,3.022002,0.000474388,68.54546,95.9453,6.849962,-30.05893504,-30.04351,-0.9628513,544.9951466,-492.0558,222.5732,-64.50401,-65.66118,35941.77,16091.94
63.52534,63.52534,0.5393965,0.03282773,0.4965827,7.76098E-05,0,41.62574,3.025697,0.000473343,68.54546,95.9453,6.849962,-30.05611749,-30.04067,-0.9635065,545.2622577,-492.3562,222.5636,-64.5186,-65.67523,35936.84,16094.16
63.53534,63.53534,0.5396495,0.03272568,0.4965596,7.7358E-05,0,41.62574,3.029398,0.000472406,68.54546,95.9453,6.849962,-30.05329999,-30.03783,-0.9641624,545.5294035,-492.6566,222.554,-64.53317,-65.68928,35931.92,16096.39
63.54534,63.54534,0.5399024,0.03263404,0.4965366,7.71177E-05,0,41.62574,3.0331,0.000471536,68.54546,95.9453,6.849962,-30.0504725,-30.03498,-0.9648181,545.7964937,-492.9569,222.5444,-64.54771,-65.7033,35926.99,16098.61
63.55534,63.55534,0.5401554,0.0325575,0.4965135,0.000076902,0,41.62574,3.036805,0.000470813,68.54546,95.9453,6.849962,-30.04765504,-30.03214,-0.9654741,546.0635728,-493.2572,222.5347,-64.56223,-65.71732,35922.05,16100.84
63.56534,63.56534,0.5404083,0.03248733,0.4964904,7.67219E-05,0,41.62574,3.040515,0.000470306,68.54546,95.9453,6.849962,-30.0448276,-30.02929,-0.9661301,546.3306866,-493.5575,222.525,-64.57674,-65.73132,35917.12,16103.06
63.57534,63.57534,0.5406612,0.0324221,0.4964674,7.65567E-05,0,41.62574,3.044227,0.000469888,68.54546,95.9453,6.849962,-30.04200017,-30.02644,-0.966786,546.5978415,-493.8578,222.5153,-64.59122,-65.74532,35912.18,16105.29
63.58533,63.58533,0.5409141,0.03236061,0.4964443,7.64032E-05,0,41.62574,3.047943,0.00046954,68.54546,95.9453,6.849962,-30.03916278,-30.02358,-0.9674422,546.8649341,-494.158,222.5056,-64.60567,-65.75928,35907.24,16107.52
63.59533,63.59533,0.541167,0.03230556,0.4964212,7.62586E-05,0,41.62574,3.051662,0.000469244,68.54546,95.9453,6.849962,-30.03633541,-30.02073,-0.9680988,547.1320612,-494.4582,222.4959,-64.62011,-65.77325,35902.29,16109.74
63.60533,63.60533,0.5414199,0.03225551,0.4963981,7.61291E-05,0,41.62574,3.055386,0.000469041,68.54546,95.9453,6.849962,-30.03349809,-30.01787,-0.968756,547.3992293,-494.7584,222.4862,-64.63453,-65.78719,35897.34,16111.96
63.61533,63.61533,0.5416728,0.03220928,0.496375,7.60113E-05,0,41.62574,3.059113,0.000468908,68.54546,95.9453,6.849962,-30.03066078,-30.01501,-0.9694131,547.6663348,-495.0585,222.4765,-64.64893,-65.80112,35892.39,16114.19
63.62533,63.62533,0.5419256,0.03216954,0.4963519,7.59026E-05,0,41.62574,3.062842,0.00046883,68.54546,95.9453,6.849962,-30.02781351,-30.01214,-0.9700705,547.9334747,-495.3586,222.4668,-64.66331,-65.81503,35887.44,16116.41
63.63533,63.63533,0.5421785,0.03213352,0.4963288,7.58092E-05,0,41.62574,3.066574,0.000468845,68.54546,95.9453,6.849962,-30.02496625,-30.00927,-0.9707279,548.2006554,-495.6587,222.4571,-64.67767,-65.82893,35882.48,16118.64
63.64532,63.64532,0.5424313,0.03210276,0.4963057,7.57246E-05,0,41.62574,3.070312,0.000468914,68.54546,95.9453,6.849962,-30.02211905,-30.0064,-0.9713863,548.4677733,-495.9587,222.4474,-64.692,-65.84281,35877.52,16120.86
63.65532,63.65532,0.5426842,0.03208127,0.4962826,7.56523E-05,0,41.62574,3.074051,0.000469059,68.54546,95.9453,6.849962,-30.01927186,-30.00353,-0.9720444,548.7350158,-496.2588,222.4377,-64.70631,-65.85668,35872.56,16123.09
63.66532,63.66532,0.542937,0.03206364,0.4962595,7.56019E-05,0,41.62574,3.077794,0.000469338,68.54546,95.9453,6.849962,-30.01641469,-30.00065,-0.9727025,549.0022021,-496.5588,222.428,-64.72061,-65.87054,35867.6,16125.31
63.67532,63.67532,0.5431899,0.03204982,0.4962365,7.55606E-05,0,41.62574,3.081541,0.000469675,68.54546,95.9453,6.849962,-30.01356755,-29.99778,-0.9733612,549.2694288,-496.8588,222.4183,-64.73489,-65.88438,35862.63,16127.54
63.68532,63.68532,0.5434428,0.0320454,0.4962134,7.55282E-05,0,41.62574,3.085291,0.000470067,68.54546,95.9453,6.849962,-30.01071045,-29.9949,-0.9740205,549.5366831,-497.1588,222.4086,-64.74914,-65.8982,35857.66,16129.76
63.69532,63.69532,0.5436955,0.03205084,0.4961903,7.5518E-05,0,41.62574,3.089046,0.000470597,68.54546,95.9453,6.849962,-30.00784337,-29.99201,-0.9746795,549.8038419,-497.4587,222.3988,-64.76337,-65.91203,35852.68,16131.99
63.70531,63.70531,0.5439483,0.03205431,0.4961672,7.55311E-05,0,41.62574,3.092803,0.000471272,68.54546,95.9453,6.849962,-30.00498632,-29.98913,-0.9753388,550.0710735,-497.7586,222.3891,-64.77759,-65.92581,35847.71,16134.21
63.71531,63.71531,0.5442011,0.03207309,0.4961441,7.55395E-05,0,41.62574,3.096563,0.00047192,68.54546,95.9453,6.849962,-30.00211929,-29.98624,-0.9759983,550.3383001,-498.0585,222.3793,-64.79178,-65.93961,35842.73,16136.43
63.72531,63.72531,0.5444539,0.03209451,0.4961209,7.5584E-05,0,41.62574,3.100327,0.000472793,68.54546,95.9453,6.849962,-29.99925229,-29.98335,-0.9766579,550.6054699,-498.3583,222.3695,-64.80595,-65.95338,35837.74,16138.66
63.73531,63.73531,0.5447066,0.03212409,0.4960978,7.56347E-05,0,41.62574,3.104095,0.000473707,68.54546,95.9453,6.849962,-29.99637532,-29.98045,-0.9773178,550.8726671,-498.6581,222.3597,-64.82011,-65.96713,35832.75,16140.88
63.74531,63.74531,0.5449593,0.03215762,0.4960747,7.57046E-05,0,41.62574,3.107866,0.000474743,68.54546,95.9453,6.849962,-29.99350838,-29.97756,-0.9779781,551.1399044,-498.9579,222.3499,-64.83424,-65.98088,35827.77,16143.1
63.75531,63.75531,0.545212,0.03219523,0.4960516,7.57838E-05,0,41.62574,3.111639,0.000475839,68.54546,95.9453,6.849962,-29.99063143,-29.97466,-0.9786376,551.4070849,-499.2576,222.3401,-64.84835,-65.99461,35822.77,16145.33
63.7653,63.7653,0.5454647,0.03223961,0.4960285,7.58727E-05,0,41.62574,3.115417,0.000476997,68.54546,95.9453,6.849962,-29.98774457,-29.97175,-0.9792988,551.6742989,-499.5573,222.3303,-64.86244,-66.00832,35817.78,16147.55
63.7753,63.7753,0.5457174,0.03229089,0.4960054,7.59775E-05,0,41.62574,3.119198,0.000478258,68.54546,95.9453,6.849962,-29.98486769,-29.96885,-0.9799593,551.94154,-499.857,222.3205,-64.87651,-66.02203,35812.78,16149.77
63.7853,63.7853,0.54597,0.03234353,0.4959823,7.60986E-05,0,41.62574,3.122982,0.000479623,68.54546,95.9453,6.849962,-29.98198086,-29.96594,-0.9806204,552.2087305,-500.1566,222.3107,-64.89056,-66.03571,35807.78,16152
63.7953,63.7953,0.5462227,0.03240437,0.4959592,7.62229E-05,0,41.62574,3.12677,0.000481012,68.54546,95.9453,6.849962,-29.97909406,-29.96303,-0.9812818,552.4759545,-500.4562,222.3009,-64.90459,-66.04938,35802.77,16154.22
63.8053,63.8053,0.5464754,0.03247072,0.495936,7.63665E-05,0,41.62574,3.130561,0.000482525,68.54546,95.9453,6.849962,-29.97620728,-29.96012,-0.9819433,552.7432118,-500.7558,222.2911,-64.9186,-66.06303,35797.77,16156.44
63.8153,63.8153,0.546728,0.0325454,0.4959129,7.65231E-05,0,41.62574,3.134355,0.000484122,68.54546,95.9453,6.849962,-29.97331053,-29.9572,-0.982605,553.0104959,-501.0554,222.2813,-64.93259,-66.07667,35792.75,16158.67
63.82529,63.82529,0.5469806,0.03261471,0.4958898,7.66993E-05,0,41.62574,3.138155,0.000485848,68.54546,95.9453,6.849962,-29.97042383,-29.95429,-0.9832677,553.2777292,-501.3549,222.2715,-64.94656,-66.09029,35787.74,16160.89
63.83529,63.83529,0.5472332,0.03269095,0.4958667,7.68629E-05,0,41.62574,3.141956,0.000487496,68.54546,95.9453,6.849962,-29.96752714,-29.95137,-0.9839298,553.5449957,-501.6544,222.2617,-64.96052,-66.10391,35782.73,16163.11
63.84529,63.84529,0.5474859,0.03277413,0.4958435,7.70428E-05,0,41.62574,3.14576,0.000489252,68.54546,95.9453,6.849962,-29.96462047,-29.94844,-0.984592,553.8122954,-501.9539,222.2519,-64.97445,-66.11751,35777.71,16165.33
63.85529,63.85529,0.5477386,0.03286571,0.4958204,7.7239E-05,0,41.62574,3.14957,0.000491115,68.54546,95.9453,6.849962,-29.96172384,-29.94552,-0.9852551,554.0796217,-502.2534,222.2421,-64.98837,-66.13109,35772.68,16167.56
63.86529,63.86529,0.547991,0.03296203,0.4957972,7.74551E-05,0,41.62574,3.153383,0.000493107,68.54546,95.9453,6.849962,-29.95881727,-29.94259,-0.985919,554.3468518,-502.5528,222.2322,-65.00226,-66.14467,35767.66,16169.78
63.87529,63.87529,0.5482436,0.03306392,0.4957741,7.76823E-05,0,41.62574,3.157198,0.000495175,68.54546,95.9453,6.849962,-29.95591067,-29.93966,-0.9865816,554.6141214,-502.8522,222.2223,-65.01614,-66.15823,35762.63,16172
63.88528,63.88528,0.5484961,0.03317427,0.495751,7.79227E-05,0,41.62574,3.161017,0.000497331,68.54546,95.9453,6.849962,-29.95299412,-29.93672,-0.9872449,554.8814176,-503.1516,222.2124,-65.03,-66.17178,35757.6,16174.22
63.89528,63.89528,0.5487487,0.03328349,0.4957279,7.8183E-05,0,41.62574,3.164839,0.000499619,68.54546,95.9453,6.849962,-29.95008758,-29.93379,-0.9879081,555.1487467,-503.451,222.2025,-65.04385,-66.18532,35752.56,16176.45
63.90528,63.90528,0.5490012,0.03339711,0.4957047,7.84406E-05,0,41.62574,3.168666,0.000501895,68.54546,95.9453,6.849962,-29.94717109,-29.93085,-0.9885721,555.416018,-503.7503,222.1926,-65.05767,-66.19884,35747.52,16178.67
63.91528,63.91528,0.5492538,0.0335165,0.4956816,7.87086E-05,0,41.62574,3.172496,0.000504242,68.54546,95.9453,6.849962,-29.94425464,-29.92791,-0.9892365,555.6833221,-504.0496,222.1827,-65.07147,-66.21234,35742.48,16180.89
63.92528,63.92528,0.5495062,0.03363076,0.4956584,7.89902E-05,0,41.62574,3.176329,0.00050668,68.54546,95.9453,6.849962,-29.94132821,-29.92496,-0.9899009,555.9505747,-504.3488,222.1728,-65.08526,-66.22583,35737.44,16183.11
63.93528,63.93528,0.5497586,0.0337549,0.4956353,7.92597E-05,0,41.62574,3.180164,0.000509047,68.54546,95.9453,6.849962,-29.93840179,-29.92201,-0.9905652,556.2178536,-504.648,222.1629,-65.09903,-66.2393,35732.39,16185.33
63.94527,63.94527,0.5500111,0.03387802,0.4956121,7.95526E-05,0,41.62574,3.184004,0.000511568,68.54546,95.9453,6.849962,-29.93548541,-29.91907,-0.9912302,556.4851652,-504.9472,222.153,-65.11279,-66.25277,35727.34,16187.55
