0.325376098,0.026015648
0.382491855,0.025685309
0.438587121,0.034726166
0.50282606,0.041437265
0.58149786,0.050460736
0.66123666,0.061848739
0.784860706,0.077809331
0.900115105,0.089179948
0.997903742,0.10294987
1.068929474,0.112129817
1.194990725,0.123552593
1.313368803,0.135010142
1.456053383,0.148780064
1.614239236,0.162549986
1.759402402,0.17635468
1.93401181,0.190141988
2.09006476,0.203964068
2.398569599,0.224653724
2.70614826,0.245378151
3.159956095,0.270692553
3.627581598,0.296041727
4.023012217,0.314471168
4.462284875,0.335230368
5.122635255,0.360579542
5.394615734,0.369794263
6.193960567,0.397473196
6.753194794,0.415937409
7.36292061,0.434401623
8.165528126,0.452831063
9.058619126,0.475920023
9.792784116,0.494401623
10.95853102,0.519802956
11.94794411,0.538267169
12.8046857,0.554436395
14.32187056,0.57284845
15.48260111,0.591330049
17.62605764,0.619026369
19.3817366,0.637473196
22.25729533,0.667481889
24.06116044,0.685963489
27.39678553,0.715989568
31.44589586,0.739008983
35.4959311,0.766722689
40.75552521,0.794401623
45.98937797,0.81745581
52.80383399,0.845134744
58.55980451,0.863564184
70.7833415,0.895798319
79.84698877,0.914192988
89.30779441,0.932605042
