1.063869323,1,0.314461886
1.074759086,1,0.329509583
1.084871008,1,0.345714587
1.115984616,1,0.361922292
1.127263299,1,0.376391335
1.21010328,1,0.409388099
1.241994728,1,0.424438497
1.310833585,1,0.447016794
1.343113954,1,0.461488538
1.398340608,1,0.473069714
1.48506979,1,0.500279941
1.577243853,1,0.519389017
1.650749752,1,0.53502347
1.745646256,1,0.55008197
1.781426905,1,0.559345831
1.895769414,1,0.576721647
1.971608833,1,0.588884177
2.125621192,1,0.609737317
2.241519381,1,0.624798518
2.454647595,1,0.651446297
2.63121732,1,0.669987522
2.86845858,1,0.692008772
3.148481051,1,0.712878117
3.510954583,1,0.736072879
3.8150901,1,0.752315695
4.242513288,1,0.772625292
4.610820621,1,0.787140249
5.022298086,1,0.799924647
5.599455512,1,0.816202573
6.054492027,1,0.826677758
6.30262305,1,0.832496705
6.675986345,1,0.839489164
7.215418521,1,0.849396499
7.464716304,1,0.853479484
8.130547513,1,0.86282437
8.692537055,1,0.870419791
9.046454345,1,0.875094934
9.462987771,1,0.880356834
10.13037466,1,0.887387105
10.50568255,1,0.891486296
10.90199214,1,0.895588188
11.23568558,1,0.899103323
11.63199516,1,0.903205215
12.1745387,1,0.90848332
12.42539216,1,0.910251691
13.36502312,1,0.91847438
14.0961929,1,0.924355446
14.59751091,1,0.928470842
15.62192645,1,0.935547027
16.35387408,1,0.940270786
17.14882676,1,0.945002647
17.86016162,1,0.949145051
1.154876626,3,0.866556923
1.404563329,3,0.870061255
1.904714576,3,0.875912612
2.23763018,3,0.880585055
2.821010328,3,0.887604522
3.175705458,3,0.891122359
3.488397217,3,0.894634793
4.490255391,3,0.904022892
4.991184478,3,0.908716942
5.492502485,3,0.912832338
6.663151981,3,0.921084736
6.914005445,3,0.922853107
8.022427726,3,0.929940096
8.922388834,3,0.934685461
10.21982628,3,0.941796757
10.84793224,3,0.94477105
11.8532907,3,0.948951266
12.52378895,3,0.951352308
13.44552958,3,0.954943066
13.94879219,3,0.956165194
14.786915,3,0.959166496
15.24778532,3,0.960961875
15.70904455,3,0.962178601
16.21191824,3,0.963979382
16.88280541,3,0.96580177
17.93094508,3,0.96883008
18.64383562,3,0.970657869
18.97908474,3,0.97185839
19.7755931,3,0.974275636
21.91543149,3,0.978023044

