0.33, 0, 0, 7.742243, 3.201961, 0, 810.2675, -2511.144, -2.357685, 0.008106529, 0.101595, 41.24675, 2.280473, 1.925492, 23.1594
 
0.3399999, -0.07197686, 0, 7.873626, 3.189771, 0.6713117731096072729323, 862.0071, -2511.656, -2.357685, 0.008106529, 0.101595, 42.54419, 2.280473, 1.924961, 23.17027
 
0.3499999, -0.0740955, -0.0007197686, 8.004455, 3.177558, 0.6524729963838202029578774104, 915.1274, -2512.169, -2.357685, 0.008106529, 0.101595, 43.83643, 2.280473, 1.92443, 23.18114
 
0.3599999, -0.07619832, -0.001460724, 8.134873, 3.165474, 0.6347683029431267972342, 969.6064, -2512.682, -2.357685, 0.008106529, 0.101595, 45.12341, 2.280473, 1.9239, 23.19201
 
0.3699999, -0.07830118, -0.002222707, 8.270642, 3.158706, 0.6180902488918426654217225896, 1025.655, -2513.197, -2.357685, 0.008106529, 0.101595, 46.41035, 2.280473, 1.923369, 23.20288
 
0.3799999, -0.08039432, -0.003005719, 8.414429, 3.159858, 0.6022747597617388768391225896, 1083.297, -2513.712, -2.357685, 0.008106529, 0.101595, 47.69781, 2.280473, 1.922838, 23.21375
 
0.3899999, -0.08247551, -0.003809662, 8.558463, 3.161163, 0.5872405342357950356824, 1142.534, -2514.228, -2.357685, 0.008106529, 0.101595, 48.98577, 2.280473, 1.922308, 23.22461
 
0.3999999, -0.08454292, -0.004634417, 8.702429, 3.162312, 0.5729227415224230039409, 1203.366, -2514.744, -2.357685, 0.008106529, 0.101595, 50.2742, 2.280473, 1.921777, 23.23548
 
0.4099999, -0.08659499, -0.005479846, 8.846642, 3.163614, 0.5592627185161513296309, 1265.794, -2515.262, -2.357685, 0.008106529, 0.101595, 51.56312, 2.280473, 1.921246, 23.24635
 
0.4199999, -0.08862947, -0.006345796, 8.990785, 3.164762, 0.5462061475267293172799, 1329.818, -2515.78, -2.357685, 0.008106529, 0.101595, 52.85247, 2.280473, 1.920716, 23.25722
 
0.4299999, -0.09064456, -0.00723209, 9.135166, 3.166061, 0.5337057896854751274407225896, 1395.439, -2516.299, -2.357685, 0.008106529, 0.101595, 54.14228, 2.280473, 1.920185, 23.26809
 
0.4399998, -0.09263796, -0.008138536, 9.279478, 3.167207, 0.5217165788313134441179774104, 1462.657, -2516.819, -2.357685, 0.008106529, 0.101595, 55.43252, 2.280473, 1.919654, 23.27895
 
0.4499998, -0.09460763, -0.009064917, 9.424025, 3.168505, 0.5101999669260067443806225896, 1531.473, -2517.339, -2.357685, 0.008106529, 0.101595, 56.72317, 2.280473, 1.919124, 23.28982
 
0.4599998, -0.09655154, -0.01001099, 9.568498, 3.169649, 0.4991199991629705737865774104, 1601.888, -2517.861, -2.357685, 0.008106529, 0.101595, 58.01423, 2.280473, 1.918593, 23.30069
 
0.4699998, -0.09846704, -0.01097651, 9.713198, 3.170944, 0.4884435943166643093064225896, 1673.899, -2518.383, -2.357685, 0.008106529, 0.101595, 59.30567, 2.280473, 1.918062, 23.31156
 
0.4799998, -0.1003522, -0.01196118, 9.857824, 3.172085, 0.4781404045678849143235, 1747.51, -2518.906, -2.357685, 0.008106529, 0.101595, 60.59751, 2.280473, 1.917531, 23.32243
 
0.4899998, -0.1022043, -0.0129647, 10.00268, 3.173379, 0.4681828855911274203048, 1822.721, -2519.429, -2.357685, 0.008106529, 0.101595, 61.88974, 2.280473, 1.917001, 23.3333
 
0.4999998, -0.1040207, -0.01398674, 10.14746, 3.174518, 0.4585446144583594977406, 1899.531, -2519.953, -2.357685, 0.008106529, 0.101595, 63.18234, 2.280473, 1.91647, 23.34416
 
0.5099998, -0.1057988, -0.01502695, 10.2923, 3.175655, 0.4492025324339779481658, 1977.94, -2520.478, -2.357685, 0.008106529, 0.101595, 64.4753, 2.280473, 1.915939, 23.35503
 
0.5199998, -0.1075358, -0.01608494, 10.43753, 3.1771, 0.4401351227039092702771, 2057.949, -2521.004, -2.357685, 0.008106529, 0.101595, 65.7686, 2.280473, 1.915409, 23.3659
 
0.5299998, -0.1092295, -0.01716029, 10.58237, 3.178081, 0.4313225505502948787302225896, 2139.561, -2521.531, -2.357685, 0.008106529, 0.101595, 67.06229, 2.280473, 1.914878, 23.37677
 
0.5399998, -0.1108763, -0.01825259, 10.72758, 3.179369, 0.4227457522160382332681, 2222.771, -2522.058, -2.357685, 0.008106529, 0.101595, 68.35632, 2.280473, 1.914347, 23.38764
 
0.5499998, -0.1124734, -0.01936135, 10.87286, 3.180657, 0.4143875563022879908455, 2307.583, -2522.586, -2.357685, 0.008106529, 0.101595, 69.65068, 2.280473, 1.913817, 23.3985
 
0.5599998, -0.1140185, -0.02048609, 11.01805, 3.18179, 0.4062329641177993318689774104, 2393.997, -2523.115, -2.357685, 0.008106529, 0.101595, 70.9454, 2.280473, 1.913286, 23.40937
 
0.5699998, -0.1155077, -0.02162627, 11.16347, 3.183075, 0.3982664863599351283789, 2482.011, -2523.645, -2.357685, 0.008106529, 0.101595, 72.24043, 2.280473, 1.912755, 23.42024
 
0.5799997, -0.116938, -0.02278135, 11.30879, 3.184204, 0.3904740354728985255396774104, 2571.626, -2524.175, -2.357685, 0.008106529, 0.101595, 73.53577, 2.280473, 1.912224, 23.43111
 
0.5899997, -0.1183065, -0.02395073, 11.45418, 3.185333, 0.3828438367831935221192225896, 2662.843, -2524.707, -2.357685, 0.008106529, 0.101595, 74.83144, 2.280473, 1.911694, 23.44198
 
0.5999997, -0.1196096, -0.02513379, 11.59979, 3.186615, 0.3753633446565515586969, 2755.661, -2525.239, -2.357685, 0.008106529, 0.101595, 76.12743, 2.280473, 1.911163, 23.45285
 
0.6099997, -0.120844, -0.02632989, 11.74546, 3.187897, 0.3680213451182140048624, 2850.081, -2525.771, -2.357685, 0.008106529, 0.101595, 77.42372, 2.280473, 1.910632, 23.46371
 
0.6199997, -0.1220067, -0.02753833, 11.89103, 3.189022, 0.3608083062896329409239, 2946.104, -2526.305, -2.357685, 0.008106529, 0.101595, 78.72034, 2.280473, 1.910102, 23.47458
 
0.6299997, -0.1230939, -0.02875839, 12.03667, 3.190146, 0.3537137150694688217229774104, 3043.729, -2526.839, -2.357685, 0.008106529, 0.101595, 80.01727, 2.280473, 1.909571, 23.48545
 
0.6399997, -0.1241016, -0.02998933, 12.18252, 3.191424, 0.3467283199285455669091, 3142.956, -2527.374, -2.357685, 0.008106529, 0.101595, 81.31449, 2.280473, 1.90904, 23.49632
 
0.6499997, -0.1250268, -0.03123035, 12.32843, 3.192701, 0.3398446215212393649387, 3243.784, -2527.91, -2.357685, 0.008106529, 0.101595, 82.612, 2.280473, 1.908509, 23.50719
 
0.6599997, -0.1258661, -0.03248062, 12.47424, 3.193822, 0.3330544897158488771048, 3346.213, -2528.446, -2.357685, 0.008106529, 0.101595, 83.9098, 2.280473, 1.907979, 23.51805
 
0.6699997, -0.1266157, -0.03373928, 12.6201, 3.194941, 0.3263509157781482072174, 3450.244, -2528.984, -2.357685, 0.008106529, 0.101595, 85.20789, 2.280473, 1.907448, 23.52892
 
0.6799996, -0.1272714, -0.03500543, 12.76618, 3.196215, 0.3197261901004888694675, 3555.878, -2529.522, -2.357685, 0.008106529, 0.101595, 86.50626, 2.280473, 1.906917, 23.53979
 
0.6899996, -0.1278294, -0.03627815, 12.91231, 3.197488, 0.3131737945600407803984, 3663.111, -2530.061, -2.357685, 0.008106529, 0.101595, 87.80491, 2.280473, 1.906387, 23.55066
 
0.6999996, -0.1282868, -0.03755644, 13.05834, 3.198603, 0.3066884025187922589057, 3771.948, -2530.6, -2.357685, 0.008106529, 0.101595, 89.10384, 2.280473, 1.905856, 23.56153
 
0.7099996, -0.1286395, -0.03883931, 13.20443, 3.199719, 0.3002644770767048469993, 3882.385, -2531.141, -2.357685, 0.008106529, 0.101595, 90.40304, 2.280473, 1.905325, 23.5724
 
0.7199996, -0.1288832, -0.04012571, 13.35072, 3.200989, 0.2938964813337393858156774104, 3994.422, -2531.682, -2.357685, 0.008106529, 0.101595, 91.70251, 2.280473, 1.904794, 23.58327
 
0.7299996, -0.1290146, -0.04141454, 13.49706, 3.202257, 0.2875798596126511454516, 4108.061, -2532.224, -2.357685, 0.008106529, 0.101595, 93.00224, 2.280473, 1.904264, 23.59413
 
0.7399996, -0.1290301, -0.04270468, 13.6433, 3.203369, 0.2813100562361911907633, 4223.3, -2532.766, -2.357685, 0.008106529, 0.101595, 94.30225, 2.280473, 1.903733, 23.605
 
0.7499996, -0.1289257, -0.04399498, 13.78959, 3.204478, 0.275083006138509202834, 4340.139, -2533.31, -2.357685, 0.008106529, 0.101595, 95.6025, 2.280473, 1.903202, 23.61587
 
