<<<<<<< HEAD
0.33, 0, 0, 8.218502, 3.201961, 0, 989.171, -2511.144, -2.357685, 0.008106529, 0.101595, 45.57338, 2.280473, 1.925492, 23.1594
 
0.3399999, -0.3320881, 0, 8.341182, 3.189771, 2.56058497955736584698, 1042.693, -2511.656, -2.357685, 0.008106529, 0.101595, 46.79107, 2.280473, 1.924961, 23.17027
 
0.3499999, -0.3392949, -0.003320881, 8.46377, 3.177558, 2.4916659932938538331187741038, 1097.576, -2512.169, -2.357685, 0.008106529, 0.101595, 48.00778, 2.280473, 1.92443, 23.18114
 
0.3599999, -0.346424, -0.00671383, 8.586378, 3.165474, 2.4262562802572550503247741038, 1153.802, -2512.682, -2.357685, 0.008106529, 0.101595, 49.22318, 2.280473, 1.9239, 23.19201
 
0.3699999, -0.3535341, -0.01017807, 8.714704, 3.158706, 2.3640691832177373531612258962, 1211.586, -2513.197, -2.357685, 0.008106529, 0.101595, 50.44189, 2.280473, 1.923369, 23.20288
 
0.3799999, -0.3605832, -0.01371341, 8.851391, 3.159858, 2.304610586412340016562, 1270.959, -2513.712, -2.357685, 0.008106529, 0.101595, 51.66427, 2.280473, 1.922838, 23.21375
 
0.3899999, -0.3675596, -0.01731924, 8.988644, 3.161163, 2.247650603358481680432, 1331.919, -2514.228, -2.357685, 0.008106529, 0.101595, 52.89008, 2.280473, 1.922308, 23.22461
 
0.3999999, -0.3744541, -0.02099484, 9.12613, 3.162312, 2.193010511333394983192, 1394.468, -2514.744, -2.357685, 0.008106529, 0.101595, 54.11909, 2.280473, 1.921777, 23.23548
 
0.4099999, -0.3812581, -0.02473938, 9.264141, 3.163614, 2.140524203335926185139, 1458.606, -2515.262, -2.357685, 0.008106529, 0.101595, 55.35115, 2.280473, 1.921246, 23.24635
 
0.4199999, -0.3879624, -0.02855196, 9.402351, 3.164762, 2.0900388889599577580652258962, 1524.338, -2515.78, -2.357685, 0.008106529, 0.101595, 56.58611, 2.280473, 1.920716, 23.25722
 
0.4299999, -0.394556, -0.03243158, 9.541048, 3.166061, 2.041410889153837803873, 1591.662, -2516.299, -2.357685, 0.008106529, 0.101595, 57.82378, 2.280473, 1.920185, 23.26809
 
0.4399998, -0.401031, -0.03637714, 9.679913, 3.167207, 1.994513345828098627726, 1660.581, -2516.819, -2.357685, 0.008106529, 0.101595, 59.06406, 2.280473, 1.919654, 23.27895
 
0.4499998, -0.4073759, -0.04038745, 9.819235, 3.168505, 1.949224307007202627184, 1731.096, -2517.339, -2.357685, 0.008106529, 0.101595, 60.3068, 2.280473, 1.919124, 23.28982
 
0.4599998, -0.4135818, -0.04446121, 9.958695, 3.169649, 1.905434436437225821683, 1803.208, -2517.861, -2.357685, 0.008106529, 0.101595, 61.55189, 2.280473, 1.918593, 23.30069
 
0.4699998, -0.4196373, -0.04859703, 10.09859, 3.170944, 1.8630414065984771355832258962, 1876.919, -2518.383, -2.357685, 0.008106529, 0.101595, 62.79923, 2.280473, 1.918062, 23.31156
 
0.4799998, -0.4255329, -0.0527934, 10.2386, 3.172085, 1.82194849695861817526, 1952.23, -2518.906, -2.357685, 0.008106529, 0.101595, 64.0487, 2.280473, 1.917531, 23.32243
 
0.4899998, -0.4312569, -0.05704873, 10.37902, 3.173379, 1.7820702009601210421322258962, 2029.142, -2519.429, -2.357685, 0.008106529, 0.101595, 65.30022, 2.280473, 1.917001, 23.3333
 
0.4999998, -0.4367994, -0.06136129, 10.51953, 3.174518, 1.743323815539092126221, 2107.656, -2519.953, -2.357685, 0.008106529, 0.101595, 66.55372, 2.280473, 1.91647, 23.34416
 
0.5099998, -0.4421484, -0.06572929, 10.66029, 3.175655, 1.70563154374564500602, 2187.776, -2520.478, -2.357685, 0.008106529, 0.101595, 67.80911, 2.280473, 1.915939, 23.35503
 
