<<<<<<< HEAD
0.33, 0, 0, 8.027217, 3.201961, 0, 915.1733, -2511.144, -2.357685, 0.008106529, 0.101595, 43.83563, 2.280473, 1.925492, 23.1594
 
0.3399999, -0.2397997, 0, 8.153631, 3.189771, 1.991351004945374266798, 968.1509, -2511.656, -2.357685, 0.008106529, 0.101595, 45.08752, 2.280473, 1.924961, 23.17027
 
0.3499999, -0.2455692, -0.002397997, 8.279769, 3.177558, 1.9356266617355344202307741038, 1022.498, -2512.169, -2.357685, 0.008106529, 0.101595, 46.33674, 2.280473, 1.92443, 23.18114
 
0.3599999, -0.2512749, -0.004853689, 8.405753, 3.165474, 1.882943408306324947973, 1078.193, -2512.682, -2.357685, 0.008106529, 0.101595, 47.58307, 2.280473, 1.9239, 23.19201
 
0.3699999, -0.256963, -0.007366438, 8.537308, 3.158706, 1.8330356136305563494867741038, 1135.453, -2513.197, -2.357685, 0.008106529, 0.101595, 48.83135, 2.280473, 1.923369, 23.20288
 
0.3799999, -0.2626022, -0.009936067, 8.677081, 3.159858, 1.785477146667322171357, 1194.302, -2513.712, -2.357685, 0.008106529, 0.101595, 50.082, 2.280473, 1.922838, 23.21375
 
0.3899999, -0.2681849, -0.01256209, 8.81729, 3.161163, 1.7400640532506348169862258962, 1254.742, -2514.228, -2.357685, 0.008106529, 0.101595, 51.33488, 2.280473, 1.922308, 23.22461
 
0.3999999, -0.2737049, -0.01524394, 8.957612, 3.162312, 1.6966316281261646997067741038, 1316.775, -2514.744, -2.357685, 0.008106529, 0.101595, 52.58987, 2.280473, 1.921777, 23.23548
 
0.4099999, -0.2791553, -0.01798099, 9.09834, 3.163614, 1.655027781761251924601, 1380.4, -2515.262, -2.357685, 0.008106529, 0.101595, 53.84682, 2.280473, 1.921246, 23.24635
 
0.4199999, -0.2845301, -0.02077254, 9.239155, 3.164762, 1.6151179464587242411497741038, 1445.618, -2515.78, -2.357685, 0.008106529, 0.101595, 55.10563, 2.280473, 1.920716, 23.25722
 
0.4299999, -0.2898221, -0.02361784, 9.380353, 3.166061, 1.576776665875966142489, 1512.431, -2516.299, -2.357685, 0.008106529, 0.101595, 56.36621, 2.280473, 1.920185, 23.26809
 
0.4399998, -0.2950248, -0.02651606, 9.521619, 3.167207, 1.539887595024806725662, 1580.84, -2516.819, -2.357685, 0.008106529, 0.101595, 57.62849, 2.280473, 1.919654, 23.27895
 
