 ,Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
60.46586,60.46586,0.4802844,0,0.4576789,0,0,34.64485,2.933446,0,-29.3370328,-29.3370328,-1.47391E-05,495.1060225,-495.1060225,0.002676255,-89.99969,-89.99969,31222.43,0.1844415
60.47586,60.47586,0.4805593,0,0.457655,0,0,34.64485,2.937439,0,-29.33333929,-29.33333929,-1.47496E-05,495.3993559,-495.3993559,0.002676107,-89.99969,-89.99969,31217.48,0.1844682
60.48586,60.48586,0.4808341,0,0.4576313,0,0,34.64485,2.941436,0,-29.32964232,-29.32964232,-1.47601E-05,495.6926523,-495.6926523,0.002675959,-89.99969,-89.99969,31212.52,0.184495
60.49585,60.49585,0.4811088,0,0.4576075,0,0,34.64485,2.945437,0,-29.32593938,-29.32593938,-1.47707E-05,495.9859117,-495.9859117,0.002675812,-89.99969,-89.99969,31207.56,0.1845218
60.50585,60.50585,0.4813836,0,0.4575837,0,0,34.64485,2.949441,0,-29.32224041,-29.32224041,-1.47812E-05,496.2791341,-496.2791341,0.002675664,-89.99969,-89.99969,31202.6,0.1845485
60.51585,60.51585,0.4816582,0,0.4575599,0,0,34.64485,2.953448,0,-29.31853002,-29.31853002,-1.47917E-05,496.5723194,-496.5723194,0.002675516,-89.99969,-89.99969,31197.63,0.1845753
60.52585,60.52585,0.4819328,0,0.4575361,0,0,34.64485,2.957458,0,-29.31482013,-29.31482013,-1.48022E-05,496.8654676,-496.8654676,0.002675368,-89.99969,-89.99969,31192.67,0.184602
60.53585,60.53585,0.4822073,0,0.4575123,0,0,34.64485,2.96147,0,-29.31110974,-29.31110974,-1.48127E-05,497.1585787,-497.1585787,0.00267522,-89.99969,-89.99969,31187.7,0.1846288
60.54585,60.54585,0.4824819,0,0.4574885,0,0,34.64485,2.965486,0,-29.3073919,-29.3073919,-1.48232E-05,497.4516526,-497.4516526,0.002675072,-89.99969,-89.99969,31182.72,0.1846555
60.55584,60.55584,0.4827563,0,0.4574648,0,0,34.64485,2.969507,0,-29.30367207,-29.30367207,-1.48338E-05,497.7446893,-497.7446893,0.002674923,-89.99969,-89.99969,31177.74,0.1846823
60.56584,60.56584,0.4830306,0,0.457441,0,0,34.64485,2.97353,0,-29.29995076,-29.29995076,-1.48443E-05,498.0376888,-498.0376888,0.002674775,-89.99969,-89.99969,31172.76,0.184709
60.57584,60.57584,0.483305,0,0.4574172,0,0,34.64485,2.977556,0,-29.29622894,-29.29622894,-1.48548E-05,498.3306511,-498.3306511,0.002674626,-89.99969,-89.99969,31167.78,0.1847358
60.58584,60.58584,0.4835793,0,0.4573934,0,0,34.64485,2.981585,0,-29.29250067,-29.29250067,-1.48653E-05,498.6235761,-498.6235761,0.002674478,-89.99969,-89.99969,31162.79,0.1847625
60.59584,60.59584,0.4838535,0,0.4573697,0,0,34.64485,2.985617,0,-29.28876942,-29.28876942,-1.48759E-05,498.9164638,-498.9164638,0.002674329,-89.99969,-89.99969,31157.81,0.1847893
60.60583,60.60583,0.4841277,0,0.4573459,0,0,34.64485,2.989652,0,-29.28504066,-29.28504066,-1.48864E-05,499.2093142,-499.2093142,0.00267418,-89.99969,-89.99969,31152.81,0.184816
60.61583,60.61583,0.4844018,0,0.4573222,0,0,34.64485,2.993691,0,-29.28130096,-29.28130096,-1.48969E-05,499.5021272,-499.5021272,0.002674031,-89.99969,-89.99969,31147.82,0.1848428
60.62583,60.62583,0.4846759,0,0.4572984,0,0,34.64485,2.997733,0,-29.27756077,-29.27756077,-1.49075E-05,499.7949028,-499.7949028,0.002673882,-89.99969,-89.99969,31142.82,0.1848695
60.63583,60.63583,0.4849499,0,0.4572747,0,0,34.64485,3.001778,0,-29.27381909,-29.27381909,-1.4918E-05,500.0876409,-500.0876409,0.002673733,-89.99969,-89.99969,31137.82,0.1848962
60.64583,60.64583,0.4852239,0,0.4572509,0,0,34.64485,3.005827,0,-29.27007095,-29.27007095,-1.49285E-05,500.3803416,-500.3803416,0.002673584,-89.99969,-89.99969,31132.82,0.184923
60.65583,60.65583,0.4854978,0,0.4572272,0,0,34.64485,3.009878,0,-29.26632082,-29.26632082,-1.49391E-05,500.6730049,-500.6730048,0.002673434,-89.99969,-89.99969,31127.81,0.1849497
60.66582,60.66582,0.4857716,0,0.4572034,0,0,34.64485,3.013933,0,-29.26257169,-29.26257169,-1.49496E-05,500.9656306,-500.9656306,0.002673285,-89.99969,-89.99969,31122.8,0.1849764
60.67582,60.67582,0.4860454,0,0.4571797,0,0,34.64485,3.017991,0,-29.25882057,-29.25882057,-1.49602E-05,501.2582188,-501.2582188,0.002673135,-89.99969,-89.99969,31117.79,0.1850032
60.68582,60.68582,0.4863192,0,0.457156,0,0,34.64485,3.022052,0,-29.25506002,-29.25506002,-1.49707E-05,501.5507694,-501.5507693,0.002672985,-89.99969,-89.99969,31112.78,0.1850299
60.69582,60.69582,0.4865929,0,0.4571323,0,0,34.64485,3.026116,0,-29.25130095,-29.25130095,-1.49813E-05,501.8432824,-501.8432823,0.002672836,-89.99969,-89.99969,31107.76,0.1850566
60.70582,60.70582,0.4868666,0,0.4571086,0,0,34.64485,3.030183,0,-29.24754039,-29.24754039,-1.49918E-05,502.1357578,-502.1357577,0.002672686,-89.99969,-89.99969,31102.74,0.1850834
60.71582,60.71582,0.4871402,0,0.4570848,0,0,34.64485,3.034255,0,-29.2437709,-29.2437709,-1.50024E-05,502.4281955,-502.4281954,0.002672536,-89.99969,-89.99969,31097.71,0.1851101
60.72581,60.72581,0.4874137,0,0.4570611,0,0,34.64485,3.038329,0,-29.2400004,-29.2400004,-1.50129E-05,502.7205955,-502.7205954,0.002672385,-89.99969,-89.99969,31092.69,0.1851368
60.73581,60.73581,0.4876872,0,0.4570374,0,0,34.64485,3.042405,0,-29.23623091,-29.23623091,-1.50235E-05,503.0129578,-503.0129577,0.002672235,-89.99969,-89.99969,31087.66,0.1851635
60.74581,60.74581,0.4879606,0,0.4570137,0,0,34.64485,3.046486,0,-29.23245893,-29.23245893,-1.5034E-05,503.3052823,-503.3052823,0.002672085,-89.99969,-89.99969,31082.62,0.1851902
60.75581,60.75581,0.488234,0,0.4569899,0,0,34.64485,3.05057,0,-29.2286795,-29.2286795,-1.50446E-05,503.5975691,-503.5975691,0.002671934,-89.99969,-89.99969,31077.59,0.185217
60.76581,60.76581,0.4885073,0,0.4569663,0,0,34.64485,3.054657,0,-29.22489957,-29.22489957,-1.50551E-05,503.8898181,-503.8898181,0.002671784,-89.99969,-89.99969,31072.55,0.1852437
60.77581,60.77581,0.4887806,0,0.4569426,0,0,34.64485,3.058747,0,-29.22111914,-29.22111914,-1.50657E-05,504.1820293,-504.1820293,0.002671633,-89.99969,-89.99969,31067.51,0.1852704
60.7858,60.7858,0.4890538,0,0.4569189,0,0,34.64485,3.062841,0,-29.21733027,-29.21733027,-1.50763E-05,504.4742026,-504.4742026,0.002671482,-89.99969,-89.99969,31062.46,0.1852971
60.7958,60.7958,0.489327,0,0.4568952,0,0,34.64485,3.066938,0,-29.21353942,-29.21353942,-1.50868E-05,504.766338,-504.766338,0.002671332,-89.99969,-89.99969,31057.42,0.1853238
60.8058,60.8058,0.4896001,0,0.4568715,0,0,34.64485,3.071037,0,-29.20974707,-29.20974707,-1.50974E-05,505.0584355,-505.0584354,0.002671181,-89.99969,-89.99969,31052.37,0.1853506
60.8158,60.8158,0.4898732,0,0.4568478,0,0,34.64485,3.075139,0,-29.20594926,-29.20594926,-1.5108E-05,505.3504949,-505.3504949,0.00267103,-89.99969,-89.99969,31047.31,0.1853773
60.8258,60.8258,0.4901461,0,0.4568241,0,0,34.64485,3.079246,0,-29.20214947,-29.20214947,-1.51185E-05,505.6425164,-505.6425164,0.002670878,-89.99969,-89.99969,31042.26,0.185404
60.8358,60.8358,0.4904191,0,0.4568005,0,0,34.64485,3.083355,0,-29.19834967,-29.19834967,-1.51291E-05,505.9344999,-505.9344999,0.002670727,-89.99969,-89.99969,31037.2,0.1854307
60.84579,60.84579,0.490692,0,0.4567768,0,0,34.64485,3.087468,0,-29.19454193,-29.19454193,-1.51397E-05,506.2264453,-506.2264453,0.002670576,-89.99969,-89.99969,31032.13,0.1854574
60.85579,60.85579,0.4909649,0,0.4567531,0,0,34.64485,3.091585,0,-29.1907312,-29.1907312,-1.51503E-05,506.5183526,-506.5183526,0.002670424,-89.99969,-89.99969,31027.07,0.1854841
60.86579,60.86579,0.4912376,0,0.4567294,0,0,34.64485,3.095704,0,-29.18691998,-29.18691998,-1.51609E-05,506.8102218,-506.8102218,0.002670273,-89.99969,-89.99969,31022,0.1855108
60.87579,60.87579,0.4915104,0,0.4567057,0,0,34.64485,3.099826,0,-29.18310926,-29.18310926,-1.51714E-05,507.1020529,-507.1020529,0.002670121,-89.99969,-89.99969,31016.93,0.1855375
60.88579,60.88579,0.4917831,0,0.4566821,0,0,34.64485,3.103951,0,-29.17929059,-29.17929059,-1.5182E-05,507.3938458,-507.3938458,0.002669969,-89.99969,-89.99969,31011.86,0.1855642
60.89579,60.89579,0.4920557,0,0.4566584,0,0,34.64485,3.10808,0,-29.17546993,-29.17546993,-1.51926E-05,507.6856005,-507.6856005,0.002669817,-89.9997,-89.9997,31006.78,0.1855909
60.90578,60.90578,0.4923283,0,0.4566348,0,0,34.64485,3.112213,0,-29.17164927,-29.17164927,-1.52032E-05,507.977317,-507.977317,0.002669665,-89.9997,-89.9997,31001.7,0.1856176
60.91578,60.91578,0.4926008,0,0.4566111,0,0,34.64485,3.116348,0,-29.16781968,-29.16781968,-1.52138E-05,508.2689952,-508.2689952,0.002669513,-89.9997,-89.9997,30996.62,0.1856443
60.92578,60.92578,0.4928733,0,0.4565875,0,0,34.64485,3.120486,0,-29.16399206,-29.16399206,-1.52244E-05,508.5606351,-508.5606351,0.002669361,-89.9997,-89.9997,30991.53,0.185671
60.93578,60.93578,0.4931457,0,0.4565638,0,0,34.64485,3.124628,0,-29.16016246,-29.16016246,-1.5235E-05,508.8522367,-508.8522367,0.002669208,-89.9997,-89.9997,30986.45,0.1856977
60.94578,60.94578,0.493418,0,0.4565402,0,0,34.64485,3.128772,0,-29.15633038,-29.15633038,-1.52456E-05,509.1438,-509.1438,0.002669056,-89.9997,-89.9997,30981.35,0.1857244
60.95578,60.95578,0.4936903,0,0.4565165,0,0,34.64485,3.132921,0,-29.15249085,-29.15249085,-1.52562E-05,509.4353249,-509.4353249,0.002668903,-89.9997,-89.9997,30976.26,0.1857511
60.96577,60.96577,0.4939626,0,0.4564929,0,0,34.64485,3.137072,0,-29.14864834,-29.14864834,-1.52667E-05,509.7268114,-509.7268114,0.002668751,-89.9997,-89.9997,30971.16,0.1857777
60.97577,60.97577,0.4942348,0,0.4564693,0,0,34.64485,3.141227,0,-29.14480781,-29.14480781,-1.52773E-05,510.0182595,-510.0182595,0.002668598,-89.9997,-89.9997,30966.06,0.1858044
60.98577,60.98577,0.4945069,0,0.4564457,0,0,34.64485,3.145385,0,-29.14096132,-29.14096132,-1.52879E-05,510.3096691,-510.3096691,0.002668445,-89.9997,-89.9997,30960.96,0.1858311
60.99577,60.99577,0.4947791,0,0.456422,0,0,34.64485,3.149545,0,-29.13710888,-29.13710888,-1.52986E-05,510.6010401,-510.6010401,0.002668292,-89.9997,-89.9997,30955.85,0.1858578
61.00577,61.00577,0.495051,0,0.4563984,0,0,34.64485,3.153711,0,-29.13325891,-29.13325891,-1.53092E-05,510.8923727,-510.8923727,0.002668139,-89.9997,-89.9997,30950.74,0.1858845
61.01577,61.01577,0.495323,0,0.4563748,0,0,34.64485,3.157878,0,-29.129401,-29.129401,-1.53198E-05,511.1836667,-511.1836667,0.002667986,-89.9997,-89.9997,30945.63,0.1859112
61.02576,61.02576,0.4955949,0,0.4563512,0,0,34.64485,3.162049,0,-29.12553962,-29.12553962,-1.53304E-05,511.4749221,-511.4749221,0.002667832,-89.9997,-89.9997,30940.52,0.1859379
61.03576,61.03576,0.4958669,0,0.4563276,0,0,34.64485,3.166222,0,-29.12167873,-29.12167873,-1.5341E-05,511.7661389,-511.7661389,0.002667679,-89.9997,-89.9997,30935.4,0.1859645
61.04576,61.04576,0.4961387,0,0.456304,0,0,34.64485,3.1704,0,-29.11781833,-29.11781833,-1.53516E-05,512.0573171,-512.0573171,0.002667525,-89.9997,-89.9997,30930.28,0.1859912
61.05576,61.05576,0.4964104,0,0.4562804,0,0,34.64485,3.17458,0,-29.11395148,-29.11395148,-1.53622E-05,512.3484566,-512.3484566,0.002667372,-89.9997,-89.9997,30925.16,0.1860179
61.06576,61.06576,0.4966822,0,0.4562567,0,0,34.64485,3.178764,0,-29.11008016,-29.11008016,-1.53728E-05,512.6395574,-512.6395574,0.002667218,-89.9997,-89.9997,30920.03,0.1860445
61.07576,61.07576,0.4969537,0,0.4562331,0,0,34.64485,3.182952,0,-29.1061999,-29.1061999,-1.53834E-05,512.9306194,-512.9306194,0.002667064,-89.9997,-89.9997,30914.9,0.1860712
61.08575,61.08575,0.4972253,0,0.4562095,0,0,34.64485,3.187141,0,-29.10232957,-29.10232957,-1.53941E-05,513.2216427,-513.2216427,0.00266691,-89.9997,-89.9997,30909.77,0.1860979
61.09575,61.09575,0.4974969,0,0.4561859,0,0,34.64485,3.191334,0,-29.09844881,-29.09844881,-1.54047E-05,513.5126271,-513.5126271,0.002666756,-89.9997,-89.9997,30904.63,0.1861246
61.10575,61.10575,0.4977684,0,0.4561624,0,0,34.64485,3.195532,0,-29.0945601,-29.0945601,-1.54153E-05,513.8035727,-513.8035727,0.002666602,-89.9997,-89.9997,30899.49,0.1861512
61.11575,61.11575,0.4980398,0,0.4561388,0,0,34.64485,3.199733,0,-29.09067785,-29.09067785,-1.54259E-05,514.0944795,-514.0944795,0.002666448,-89.9997,-89.9997,30894.35,0.1861779
61.12575,61.12575,0.4983113,0,0.4561152,0,0,34.64485,3.203936,0,-29.08678865,-29.08678865,-1.54366E-05,514.3853474,-514.3853474,0.002666294,-89.9997,-89.9997,30889.21,0.1862046
61.13575,61.13575,0.4985825,0,0.4560916,0,0,34.64485,3.208142,0,-29.08289647,-29.08289647,-1.54472E-05,514.6761764,-514.6761763,0.002666139,-89.9997,-89.9997,30884.06,0.1862312
61.14574,61.14574,0.4988538,0,0.456068,0,0,34.64485,3.212351,0,-29.0790013,-29.0790013,-1.54578E-05,514.9669664,-514.9669664,0.002665984,-89.9997,-89.9997,30878.91,0.1862579
61.15574,61.15574,0.499125,0,0.4560445,0,0,34.64485,3.216565,0,-29.07510862,-29.07510862,-1.54685E-05,515.2577174,-515.2577174,0.00266583,-89.9997,-89.9997,30873.76,0.1862845
61.16574,61.16574,0.4993962,0,0.4560209,0,0,34.64485,3.22078,0,-29.07120799,-29.07120799,-1.54791E-05,515.5484295,-515.5484295,0.002665675,-89.9997,-89.9997,30868.6,0.1863112
61.17574,61.17574,0.4996673,0,0.4559973,0,0,34.64485,3.225,0,-29.06729992,-29.06729992,-1.54897E-05,515.8391025,-515.8391025,0.00266552,-89.9997,-89.9997,30863.45,0.1863378
61.18574,61.18574,0.4999384,0,0.4559738,0,0,34.64485,3.229222,0,-29.06338985,-29.06338985,-1.55004E-05,516.1297364,-516.1297364,0.002665365,-89.9997,-89.9997,30858.28,0.1863645
61.19574,61.19574,0.5002093,0,0.4559502,0,0,34.64485,3.23345,0,-29.05947979,-29.05947979,-1.5511E-05,516.4203312,-516.4203312,0.00266521,-89.9997,-89.9997,30853.12,0.1863912
61.20573,61.20573,0.5004803,0,0.4559267,0,0,34.64485,3.237679,0,-29.05556972,-29.05556972,-1.55216E-05,516.7108869,-516.7108869,0.002665055,-89.9997,-89.9997,30847.95,0.1864178
61.21573,61.21573,0.5007511,0,0.4559031,0,0,34.64485,3.241911,0,-29.05165221,-29.05165221,-1.55323E-05,517.0014034,-517.0014034,0.002664899,-89.9997,-89.9997,30842.78,0.1864445
61.22573,61.22573,0.501022,0,0.4558795,0,0,34.64485,3.246147,0,-29.04773817,-29.04773817,-1.55429E-05,517.2918808,-517.2918808,0.002664744,-89.9997,-89.9997,30837.61,0.1864711
61.23573,61.23573,0.5012928,0,0.455856,0,0,34.64485,3.250385,0,-29.04381072,-29.04381072,-1.55536E-05,517.5823189,-517.5823189,0.002664589,-89.9997,-89.9997,30832.43,0.1864977
61.24573,61.24573,0.5015635,0,0.4558325,0,0,34.64485,3.254628,0,-29.03988873,-29.03988873,-1.55642E-05,517.8727178,-517.8727177,0.002664433,-89.9997,-89.9997,30827.25,0.1865244
61.25573,61.25573,0.5018341,0,0.4558089,0,0,34.64485,3.258874,0,-29.03595979,-29.03595979,-1.55749E-05,518.1630773,-518.1630773,0.002664277,-89.99971,-89.99971,30822.07,0.186551
61.26572,61.26572,0.5021048,0,0.4557854,0,0,34.64485,3.263123,0,-29.03203085,-29.03203085,-1.55855E-05,518.4533976,-518.4533976,0.002664121,-89.99971,-89.99971,30816.89,0.1865777
61.27572,61.27572,0.5023753,0,0.4557619,0,0,34.64485,3.267373,0,-29.02809993,-29.02809993,-1.55962E-05,518.7436786,-518.7436786,0.002663965,-89.99971,-89.99971,30811.7,0.1866043
61.28572,61.28572,0.5026459,0,0.4557383,0,0,34.64485,3.271629,0,-29.02416056,-29.02416056,-1.56068E-05,519.0339202,-519.0339202,0.002663809,-89.99971,-89.99971,30806.51,0.186631
61.29572,61.29572,0.5029162,0,0.4557148,0,0,34.64485,3.275888,0,-29.02022019,-29.02022019,-1.56175E-05,519.3241224,-519.3241224,0.002663653,-89.99971,-89.99971,30801.32,0.1866576
61.30572,61.30572,0.5031866,0,0.4556913,0,0,34.64485,3.280149,0,-29.01627685,-29.01627685,-1.56282E-05,519.6142852,-519.6142852,0.002663497,-89.99971,-89.99971,30796.12,0.1866842
61.31572,61.31572,0.503457,0,0.4556678,0,0,34.64485,3.284415,0,-29.01232953,-29.01232953,-1.56388E-05,519.9044085,-519.9044085,0.00266334,-89.99971,-89.99971,30790.92,0.1867109
61.32571,61.32571,0.5037273,0,0.4556443,0,0,34.64485,3.288684,0,-29.00837824,-29.00837824,-1.56495E-05,520.1944923,-520.1944923,0.002663184,-89.99971,-89.99971,30785.72,0.1867375
61.33571,61.33571,0.5039975,0,0.4556208,0,0,34.64485,3.292955,0,-29.00443092,-29.00443092,-1.56601E-05,520.4845366,-520.4845366,0.002663027,-89.99971,-89.99971,30780.52,0.1867641
61.34571,61.34571,0.5042676,0,0.4555973,0,0,34.64485,3.297229,0,-29.00047218,-29.00047218,-1.56708E-05,520.7745413,-520.7745413,0.002662871,-89.99971,-89.99971,30775.31,0.1867907
61.35571,61.35571,0.5045378,0,0.4555737,0,0,34.64485,3.301507,0,-28.99651791,-28.99651791,-1.56815E-05,521.0645065,-521.0645064,0.002662714,-89.99971,-89.99971,30770.1,0.1868174
61.36571,61.36571,0.5048078,0,0.4555503,0,0,34.64485,3.305789,0,-28.99255718,-28.99255718,-1.56922E-05,521.354432,-521.354432,0.002662557,-89.99971,-89.99971,30764.88,0.186844
61.37571,61.37571,0.5050778,0,0.4555267,0,0,34.64485,3.310074,0,-28.98859099,-28.98859099,-1.57028E-05,521.6443179,-521.6443179,0.0026624,-89.99971,-89.99971,30759.67,0.1868706
61.3857,61.3857,0.5053477,0,0.4555033,0,0,34.64485,3.314361,0,-28.9846248,-28.9846248,-1.57135E-05,521.9341642,-521.9341642,0.002662243,-89.99971,-89.99971,30754.45,0.1868973
61.3957,61.3957,0.5056177,0,0.4554798,0,0,34.64485,3.318652,0,-28.98065711,-28.98065711,-1.57242E-05,522.2239707,-522.2239707,0.002662085,-89.99971,-89.99971,30749.23,0.1869239
61.4057,61.4057,0.5058875,0,0.4554563,0,0,34.64485,3.322947,0,-28.9766795,-28.9766795,-1.57348E-05,522.5137375,-522.5137375,0.002661928,-89.99971,-89.99971,30744,0.1869505
61.4157,61.4157,0.5061573,0,0.4554328,0,0,34.64485,3.327245,0,-28.97270238,-28.97270238,-1.57455E-05,522.8034645,-522.8034645,0.002661771,-89.99971,-89.99971,30738.77,0.1869771
61.4257,61.4257,0.506427,0,0.4554093,0,0,34.64485,3.331546,0,-28.96872128,-28.96872128,-1.57562E-05,523.0931517,-523.0931517,0.002661613,-89.99971,-89.99971,30733.54,0.1870037
61.4357,61.4357,0.5066966,0,0.4553858,0,0,34.64485,3.33585,0,-28.96474069,-28.96474069,-1.57669E-05,523.3827991,-523.3827991,0.002661455,-89.99971,-89.99971,30728.31,0.1870303
61.44569,61.44569,0.5069663,0,0.4553624,0,0,34.64485,3.340158,0,-28.9607576,-28.9607576,-1.57776E-05,523.6724067,-523.6724067,0.002661298,-89.99971,-89.99971,30723.07,0.187057
61.45569,61.45569,0.5072358,0,0.4553389,0,0,34.64485,3.344468,0,-28.95676906,-28.95676906,-1.57883E-05,523.9619744,-523.9619744,0.00266114,-89.99971,-89.99971,30717.83,0.1870836
61.46569,61.46569,0.5075054,0,0.4553154,0,0,34.64485,3.348782,0,-28.95278052,-28.95278052,-1.5799E-05,524.2515022,-524.2515022,0.002660982,-89.99971,-89.99971,30712.59,0.1871102
61.47569,61.47569,0.5077748,0,0.455292,0,0,34.64485,3.353099,0,-28.94878104,-28.94878104,-1.58096E-05,524.54099,-524.54099,0.002660824,-89.99971,-89.99971,30707.34,0.1871368
61.48569,61.48569,0.5080441,0,0.4552685,0,0,34.64485,3.357421,0,-28.94477959,-28.94477959,-1.58203E-05,524.8304378,-524.8304378,0.002660665,-89.99971,-89.99971,30702.1,0.1871634
61.49569,61.49569,0.5083136,0,0.455245,0,0,34.64485,3.361743,0,-28.94079104,-28.94079104,-1.5831E-05,525.1198457,-525.1198457,0.002660507,-89.99971,-89.99971,30696.84,0.18719
61.50568,61.50568,0.5085828,0,0.4552216,0,0,34.64485,3.366072,0,-28.93678213,-28.93678213,-1.58417E-05,525.4092135,-525.4092135,0.002660349,-89.99971,-89.99971,30691.59,0.1872166
61.51568,61.51568,0.508852,0,0.4551981,0,0,34.64485,3.370402,0,-28.93277869,-28.93277869,-1.58524E-05,525.6985413,-525.6985413,0.00266019,-89.99971,-89.99971,30686.33,0.1872432
61.52568,61.52568,0.5091212,0,0.4551747,0,0,34.64485,3.374736,0,-28.92876233,-28.92876233,-1.58631E-05,525.9878289,-525.9878289,0.002660032,-89.99971,-89.99971,30681.07,0.1872698
61.53568,61.53568,0.5093903,0,0.4551512,0,0,34.64485,3.379073,0,-28.92475938,-28.92475938,-1.58738E-05,526.2770765,-526.2770765,0.002659873,-89.99971,-89.99971,30675.81,0.1872964
61.54568,61.54568,0.5096593,0,0.4551278,0,0,34.64485,3.383412,0,-28.92074004,-28.92074004,-1.58845E-05,526.5662839,-526.5662839,0.002659714,-89.99971,-89.99971,30670.54,0.187323
61.55568,61.55568,0.5099283,0,0.4551044,0,0,34.64485,3.387756,0,-28.91671971,-28.91671971,-1.58952E-05,526.8554511,-526.8554511,0.002659555,-89.99971,-89.99971,30665.28,0.1873496
61.56567,61.56567,0.5101973,0,0.455081,0,0,34.64485,3.392102,0,-28.91269838,-28.91269838,-1.59059E-05,527.144578,-527.144578,0.002659396,-89.99971,-89.99971,30660,0.1873762
61.57567,61.57567,0.5104662,0,0.4550575,0,0,34.64485,3.396453,0,-28.9086701,-28.9086701,-1.59166E-05,527.4336647,-527.4336647,0.002659237,-89.99971,-89.99971,30654.73,0.1874028
61.58567,61.58567,0.510735,0,0.4550341,0,0,34.64485,3.400806,0,-28.90464827,-28.90464827,-1.59273E-05,527.7227112,-527.7227112,0.002659078,-89.99971,-89.99971,30649.45,0.1874294
61.59567,61.59567,0.5110037,0,0.4550107,0,0,34.64485,3.405163,0,-28.90061105,-28.90061105,-1.59381E-05,528.0117173,-528.0117173,0.002658918,-89.99971,-89.99971,30644.17,0.187456
61.60567,61.60567,0.5112724,0,0.4549872,0,0,34.64485,3.409523,0,-28.89657979,-28.89657979,-1.59488E-05,528.3006831,-528.3006831,0.002658759,-89.99971,-89.99971,30638.89,0.1874826
61.61567,61.61567,0.5115411,0,0.4549638,0,0,34.64485,3.413885,0,-28.89254058,-28.89254058,-1.59595E-05,528.5896085,-528.5896085,0.002658599,-89.99971,-89.99971,30633.61,0.1875091
61.62566,61.62566,0.5118097,0,0.4549404,0,0,34.64485,3.418251,0,-28.88850783,-28.88850783,-1.59702E-05,528.8784936,-528.8784936,0.002658439,-89.99971,-89.99971,30628.32,0.1875357
61.63566,61.63566,0.5120783,0,0.454917,0,0,34.64485,3.422621,0,-28.88445968,-28.88445968,-1.59809E-05,529.1673382,-529.1673382,0.00265828,-89.99971,-89.99971,30623.03,0.1875623
61.64566,61.64566,0.5123468,0,0.4548936,0,0,34.64485,3.426994,0,-28.88041104,-28.88041104,-1.59916E-05,529.4561423,-529.4561423,0.00265812,-89.99972,-89.99972,30617.73,0.1875889
61.65566,61.65566,0.5126153,0,0.4548702,0,0,34.64485,3.431371,0,-28.8763609,-28.8763609,-1.60024E-05,529.7449059,-529.7449059,0.00265796,-89.99972,-89.99972,30612.43,0.1876155
61.66566,61.66566,0.5128836,0,0.4548468,0,0,34.64485,3.435751,0,-28.87231077,-28.87231077,-1.60131E-05,530.033629,-530.033629,0.002657799,-89.99972,-89.99972,30607.13,0.1876421
61.67566,61.67566,0.5131519,0,0.4548234,0,0,34.64485,3.440134,0,-28.86825964,-28.86825964,-1.60238E-05,530.3223116,-530.3223116,0.002657639,-89.99972,-89.99972,30601.83,0.1876687
61.68565,61.68565,0.5134202,0,0.4548,0,0,34.64485,3.44452,0,-28.86419957,-28.86419957,-1.60345E-05,530.6109536,-530.6109536,0.002657479,-89.99972,-89.99972,30596.52,0.1876952
61.69565,61.69565,0.5136883,0,0.4547766,0,0,34.64485,3.44891,0,-28.86013851,-28.86013851,-1.60453E-05,530.8995549,-530.8995549,0.002657318,-89.99972,-89.99972,30591.21,0.1877218
61.70565,61.70565,0.5139565,0,0.4547532,0,0,34.64485,3.453303,0,-28.85607744,-28.85607744,-1.6056E-05,531.1881157,-531.1881157,0.002657158,-89.99972,-89.99972,30585.9,0.1877484
61.71565,61.71565,0.5142246,0,0.4547298,0,0,34.64485,3.457698,0,-28.85200893,-28.85200893,-1.60667E-05,531.4766358,-531.4766358,0.002656997,-89.99972,-89.99972,30580.59,0.1877749
61.72565,61.72565,0.5144927,0,0.4547064,0,0,34.64485,3.462097,0,-28.84793793,-28.84793793,-1.60775E-05,531.7651152,-531.7651152,0.002656836,-89.99972,-89.99972,30575.27,0.1878015
61.73565,61.73565,0.5147606,0,0.454683,0,0,34.64485,3.4665,0,-28.84386097,-28.84386097,-1.60882E-05,532.0535538,-532.0535538,0.002656676,-89.99972,-89.99972,30569.95,0.1878281
61.74564,61.74564,0.5150286,0,0.4546597,0,0,34.64485,3.470906,0,-28.83979097,-28.83979097,-1.60989E-05,532.3419517,-532.3419517,0.002656515,-89.99972,-89.99972,30564.62,0.1878546
61.75564,61.75564,0.5152964,0,0.4546363,0,0,34.64485,3.475316,0,-28.83571103,-28.83571103,-1.61097E-05,532.6303088,-532.6303088,0.002656353,-89.99972,-89.99972,30559.3,0.1878812
61.76564,61.76564,0.5155642,0,0.454613,0,0,34.64485,3.479728,0,-28.83161967,-28.83161967,-1.61204E-05,532.918625,-532.918625,0.002656192,-89.99972,-89.99972,30553.97,0.1879078
61.77564,61.77564,0.515832,0,0.4545896,0,0,34.64485,3.484144,0,-28.82753973,-28.82753973,-1.61311E-05,533.2069004,-533.2069004,0.002656031,-89.99972,-89.99972,30548.64,0.1879343
