 ,Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.01,0.01,0.01,0,0.449832,0,123.8549,50,0,0,47.52417351,47.52417351,0.0001391,0.4752417,0.4752417,1.391E-06,89.9999,89.9999,0.002376208,6.95498E-09
0.02,0.02,0.01,0,0.449832,0,202.4145,49.99632,8.19806E-06,0,98.08526251,98.08526251,0.000227345,1.456094,1.456094,3.66445E-06,89.9999,89.9999,0.01203289,3.22322E-08
0.03,0.03,0.01,0,0.4498319,0,280.9741,49.98845,7.69592E-05,0,148.668941,148.668941,0.00031563,2.942783,2.942783,6.82075E-06,89.9999,89.9999,0.03402727,8.46582E-08
0.04,0.04,0.01,0,0.4498318,0,359.5336,49.97668,0.000314339,0,199.2864671,199.2864671,0.000403975,4.935648,4.935648,1.08605E-05,89.9999,89.9999,0.07341942,1.73065E-07
0.05,0.05,0.01,0,0.4498316,0,438.0933,49.96101,0.000884238,0,249.9497109,249.9497109,0.000492399,7.435145,7.435145,1.57845E-05,89.9999,89.9999,0.1352734,3.06289E-07
0.05999999,0.05999999,0.01,0,0.4498314,0,516.6529,49.94144,0.00200659,0,300.6703371,300.6703371,0.000580923,10.44185,10.44185,2.15937E-05,89.9999,89.9999,0.2246584,4.9318E-07
0.06999999,0.06999999,0.01,0,0.449831,0,595.2125,49.91798,0.003957608,0,351.4601192,351.4601192,0.000669568,13.95645,13.95645,2.82894E-05,89.9999,89.9999,0.3466499,7.42596E-07
0.07999999,0.07999999,0.01208836,0,0.4720728,0,673.7722,49.89062,0.00741969,0,402.330681,402.330681,0.000758354,17.97976,17.97976,3.58729E-05,89.9999,89.9999,0.5063309,1.06341E-06
0.08999999,0.08999999,0.01557315,0,0.4914576,0,712.5076,49.85936,0.01281972,0,427.5953829,427.5953829,0.000802449,22.25571,22.25571,4.38974E-05,89.9999,89.9999,0.7075083,1.46226E-06
0.09999999,0.09999999,0.01927678,0,0.5000913,0,711.4188,49.8247,0.0199873,0,427.2074662,427.2074662,0.000801772,26.52779,26.52779,5.19152E-05,89.9999,89.9999,0.9514258,1.94132E-06
0.11,0.11,0.02297706,0,0.5029776,0,710.33,49.7896,0.02856072,0,426.822205,426.822205,0.000801099,30.79601,30.79601,5.99262E-05,89.9999,89.9999,1.238045,2.50053E-06
0.12,0.12,0.026674,0,0.5030028,0,709.2412,49.75455,0.03849228,0,426.4350337,426.4350337,0.000800424,35.06036,35.06036,6.79304E-05,89.9999,89.9999,1.567327,3.13981E-06
0.13,0.13,0.03036761,0,0.5015247,0,708.1525,49.71956,0.04974333,0,426.0459682,426.0459682,0.000799745,39.32082,39.32082,7.59278E-05,89.9999,89.9999,1.939232,3.8591E-06
0.14,0.14,0.03405786,0,0.4992389,0,707.0638,49.68462,0.06228137,0,425.655099,425.655099,0.000799062,43.57737,43.57737,8.39185E-05,89.9999,89.9999,2.353724,4.65834E-06
0.15,0.15,0.03774473,0,0.4965239,0,705.9751,49.64974,0.07607835,0,425.2623011,425.2623011,0.000798377,47.82999,47.82999,9.19022E-05,89.9999,89.9999,2.81076,5.53744E-06
0.16,0.16,0.04142822,0,0.4935949,0,704.8865,49.61491,0.09110954,0,424.8677286,424.8677286,0.000797688,52.07867,52.07867,9.98791E-05,89.9999,89.9999,3.310303,6.49635E-06
0.17,0.17,0.04510831,0,0.4905784,0,703.7979,49.58014,0.1073529,0,424.4713604,424.4713604,0.000796996,56.32338,56.32338,0.000107849,89.9999,89.9999,3.852314,7.53499E-06
0.18,0.18,0.04878497,0,0.4875497,0,702.7093,49.54542,0.1247884,0,424.0730947,424.0730947,0.000796301,60.56411,60.56411,0.000115812,89.9999,89.9999,4.436751,8.65329E-06
0.19,0.19,0.05245823,0,0.484554,0,701.9513,49.51075,0.1433979,0,423.8965844,423.8965844,0.000874346,64.80307575,64.80307575,0.000124556,89.99989,89.99989,5.084782,9.85513E-06
0.2,0.2,0.05612996,0,0.4816171,0,701.5237,49.47614,0.1631751,0,423.9243682,423.9243682,0.000878753,69.04231934,69.04231934,0.000133343,89.99989,89.99989,5.775205,1.11446E-05
0.21,0.21,0.05980197,0,0.4787531,0,701.0963,49.44154,0.1841168,0,423.9512697,423.9512697,0.00088291,73.28183194,73.28183194,0.000142172,89.99989,89.99989,6.508023,1.25222E-05
0.22,0.22,0.06347423,0,0.4759709,0,700.6689,49.40697,0.206212,0,423.9772653,423.9772653,0.000886845,77.5216045,77.5216045,0.000151041,89.99989,89.99989,7.283239,1.39883E-05
0.23,0.23,0.06714676,0,0.4732744,0,700.2415,49.37243,0.2294502,0,424.0023787,424.0023787,0.000890583,81.76162819,81.76162819,0.000159946,89.99989,89.99989,8.100856,1.55432E-05
0.24,0.24,0.07081951,0,0.4706651,0,699.8141,49.3379,0.2538222,0,424.0266577,424.0266577,0.000894142,86.00189467,86.00189467,0.000168888,89.99989,89.99989,8.960875,1.71874E-05
0.25,0.25,0.07449251,0,0.4692117,0,699.3868,49.30339,0.2799571,0,424.049673,424.049673,0.000897538,90.24239131,90.24239131,0.000177863,89.99989,89.99989,9.863298,1.89211E-05
0.26,0.26,0.07816575,0,0.4682583,0,698.9595,49.26891,0.3076101,0,424.0714565,424.0714565,0.000900786,94.48310578,94.48310578,0.000186871,89.99989,89.99989,10.80813,2.07448E-05
0.27,0.27,0.0818392,0,0.4672857,0,698.5322,49.23444,0.3364896,0,424.0922705,424.0922705,0.0009039,98.72402839,98.72402839,0.00019591,89.99989,89.99989,11.79537,2.26587E-05
0.28,0.28,0.08551287,0,0.4663019,0,698.105,49.2,0.3665894,0,424.1121864,424.1121864,0.000906889,102.9651502,102.9651502,0.000204979,89.99989,89.99989,12.82502,2.46632E-05
0.29,0.29,0.08918674,0,0.4653132,0,697.6779,49.16558,0.3979042,0,424.1311565,424.1311565,0.000909765,107.2064616,107.2064616,0.000214077,89.99989,89.99989,13.89709,2.67584E-05
0.3,0.3,0.09286083,0,0.4643243,0,697.2507,49.13118,0.4304283,0,424.1491572,424.1491571,0.000912535,111.4479531,111.4479531,0.000223202,89.99989,89.99989,15.01156,2.89448E-05
0.31,0.31,0.09653509,0,0.4633388,0,696.8235,49.0968,0.464157,0,424.1662677,424.1662677,0.000915206,115.6896157,115.6896157,0.000232354,89.99989,89.99989,16.16846,3.12226E-05
0.32,0.32,0.1002096,0,0.4623596,0,696.3965,49.06244,0.4990849,0,424.1824563,424.1824563,0.000917787,119.9314402,119.9314402,0.000241532,89.99989,89.99989,17.36777,3.3592E-05
0.33,0.33,0.1038842,0,0.4613889,0,696.6991,49.02811,0.5352078,0,424.6764914,424.6764914,0.000921248,124.178205,124.178205,0.000250744,89.99989,89.99989,18.60956,3.60534E-05
0.3399999,0.3399999,0.1075632,0,0.4604274,0,697.1841,48.99377,0.5725635,0,425.2901729,425.2901729,0.000924878,128.4311066,128.4311066,0.000259993,89.99989,89.99989,19.89387,3.86071E-05
0.3499999,0.3499999,0.1112475,0,0.459476,0,697.6692,48.95942,0.6111631,0,425.9041722,425.9041722,0.000928442,132.6901482,132.6901482,0.000269278,89.99989,89.99989,21.22077,4.12535E-05
0.3599999,0.3599999,0.1149372,0,0.4585358,0,698.1544,48.92504,0.6510074,0,426.5184418,426.5184418,0.000931943,136.9553326,136.9553326,0.000278597,89.99989,89.99989,22.59032,4.39928E-05
0.3699999,0.3699999,0.1186323,0,0.4576074,0,698.6395,48.89064,0.6920975,0,427.1329657,427.1329657,0.000935386,141.2266621,141.2266621,0.000287951,89.99989,89.99989,24.00259,4.68256E-05
0.3799999,0.3799999,0.1223327,0,0.4566915,0,699.1248,48.85622,0.7344343,0,427.7478393,427.7478393,0.000938774,145.5041404,145.5041404,0.000297339,89.99988,89.99988,25.45763,4.9752E-05
0.3899999,0.3899999,0.1260385,0,0.4557884,0,699.61,48.82177,0.7780188,0,428.3629672,428.3629672,0.000942109,149.78777,149.78777,0.00030676,89.99988,89.99988,26.95551,5.27725E-05
0.3999999,0.3999999,0.1297497,0,0.4548984,0,700.0953,48.7873,0.8228531,0,428.9784448,428.9784448,0.000945396,154.0775543,154.0775543,0.000316214,89.99988,89.99988,28.49628,5.58874E-05
0.4099999,0.4099999,0.1334663,0,0.4540217,0,700.5805,48.7528,0.8689382,0,429.5940654,429.5940654,0.000948636,158.3734949,158.3734949,0.0003257,89.99988,89.99988,30.08002,5.90969E-05
0.4199999,0.4199999,0.1371882,0,0.4531582,0,701.0659,48.71828,0.9162759,0,430.2100993,430.2100993,0.000951833,162.6755958,162.6755958,0.000335218,89.99988,89.99988,31.70677,6.24015E-05
0.4299999,0.4299999,0.1409156,0,0.4523079,0,701.5513,48.68373,0.9648681,0,430.8264908,430.8264908,0.000954988,166.9838606,166.9838606,0.000344768,89.99988,89.99988,33.37661,6.58015E-05
0.4399998,0.4399998,0.1446484,0,0.4514709,0,702.0367,48.64916,1.014715,0,431.443089,431.443089,0.000958103,171.2982914,171.2982914,0.000354349,89.99988,89.99988,35.0896,6.92971E-05
0.4499998,0.4499998,0.1483865,0,0.4506469,0,702.5221,48.61457,1.065821,0,432.0599573,432.0599573,0.000961181,175.6188909,175.6188909,0.000363961,89.99988,89.99988,36.84578,7.28886E-05
0.4599998,0.4599998,0.1521301,0,0.4498359,0,703.0076,48.57996,1.118185,0,432.6771515,432.6771515,0.000964223,179.9456623,179.9456623,0.000373603,89.99988,89.99988,38.64524,7.65764E-05
0.4699998,0.4699998,0.1558791,0,0.4490376,0,703.4932,48.54531,1.17181,0,433.2946636,433.2946636,0.000967232,184.2786088,184.2786088,0.000383276,89.99988,89.99988,40.48803,8.03608E-05
0.4799998,0.4799998,0.1596335,0,0.4482519,0,703.9786,48.51065,1.226699,0,433.9124061,433.9124061,0.000970207,188.6177328,188.6177328,0.000392978,89.99988,89.99988,42.3742,8.42421E-05
0.4899998,0.4899998,0.1633933,0,0.4474786,0,704.4642,48.47596,1.282853,0,434.530546,434.530546,0.000973152,192.9630382,192.9630382,0.000402709,89.99988,89.99988,44.30383,8.82205E-05
0.4999998,0.4999998,0.1671586,0,0.4467174,0,704.9498,48.44125,1.340275,0,435.1489403,435.1489403,0.000976066,197.3145275,197.3145275,0.00041247,89.99988,89.99988,46.27698,9.22964E-05
0.5099998,0.5099998,0.1709292,0,0.4459681,0,705.4355,48.40651,1.398965,0,435.7676524,435.7676524,0.000978953,201.6722039,201.6722039,0.000422259,89.99988,89.99988,48.2937,9.64701E-05
0.5199998,0.5199998,0.1747053,0,0.4452305,0,705.9212,48.37175,1.458929,0,436.3866427,436.3866427,0.000981812,206.0360702,206.0360702,0.000432078,89.99988,89.99988,50.35406,0.000100742
0.5299998,0.5299998,0.1784869,0,0.4445043,0,706.4069,48.33697,1.520164,0,437.0058793,437.0058793,0.000984646,210.4061289,210.4061289,0.000441924,89.99988,89.99988,52.45812,0.000105112
0.5399998,0.5399998,0.1822738,0,0.4437893,0,706.8927,48.30216,1.582677,0,437.6254418,437.6254418,0.000987454,214.7823832,214.7823832,0.000451799,89.99988,89.99988,54.60595,0.00010958
0.5499998,0.5499998,0.1860663,0,0.4430853,0,707.3785,48.26733,1.646468,0,438.2452904,438.2452904,0.000990239,219.164836,219.164836,0.000461701,89.99988,89.99988,56.79759,0.000114148
0.5599998,0.5599998,0.1898641,0,0.442392,0,707.8643,48.23247,1.71154,0,438.8655681,438.8655681,0.000993001,223.5534916,223.5534916,0.000471631,89.99988,89.99988,59.03313,0.000118815
0.5699998,0.5699998,0.1936675,0,0.4417091,0,708.3502,48.19759,1.777895,0,439.4860684,439.4860684,0.00099574,227.9483522,227.9483522,0.000481588,89.99988,89.99988,61.31261,0.000123581
0.5799997,0.5799997,0.1974763,0,0.4410364,0,708.8361,48.16268,1.845534,0,440.1067912,440.1067912,0.000998458,232.34942,232.34942,0.000491573,89.99988,89.99988,63.6361,0.000128446
0.5899997,0.5899997,0.2012905,0,0.4403699,0,709.322,48.12775,1.914446,0,440.7278716,440.7278716,0.001001156,236.7566986,236.7566986,0.000501585,89.99988,89.99988,66.00367,0.000133412
0.5999997,0.5999997,0.2051102,0,0.439717,0,709.808,48.0928,1.984665,0,441.3492699,441.3492699,0.001003834,241.1701912,241.1701912,0.000511623,89.99988,89.99988,68.41537,0.000138478
0.6099997,0.6099997,0.2089354,0,0.4390737,0,710.2939,48.05782,2.056175,0,441.970843,441.970843,0.001006493,245.5898996,245.5898996,0.000521688,89.99988,89.99988,70.87128,0.000143645
0.6199997,0.6199997,0.2127661,0,0.4384397,0,710.78,48.02282,2.128982,0,442.5928771,442.5928771,0.001009135,250.0158283,250.0158283,0.000531779,89.99988,89.99988,73.37144,0.000148912
0.6299997,0.6299997,0.2166022,0,0.4378148,0,711.2661,47.98779,2.203087,0,443.2151496,443.2151496,0.001011758,254.4479796,254.4479796,0.000541897,89.99988,89.99988,75.91592,0.000154281
0.6399997,0.6399997,0.2204439,0,0.4371988,0,711.7522,47.95274,2.278492,0,443.837748,443.837748,0.001014364,258.886357,258.886357,0.00055204,89.99988,89.99988,78.50478,0.00015975
0.6499997,0.6499997,0.224291,0,0.4365915,0,712.2383,47.91767,2.3552,0,444.4606404,444.4606404,0.001016954,263.3309633,263.3309633,0.00056221,89.99988,89.99988,81.13809,0.000165321
0.6599997,0.6599997,0.2281436,0,0.4359927,0,712.7245,47.88258,2.433215,0,445.0837632,445.0837632,0.001019528,267.7818009,267.7818009,0.000572405,89.99988,89.99988,83.81591,0.000170995
0.6699997,0.6699997,0.2320017,0,0.4354022,0,713.2108,47.84745,2.512538,0,445.7072437,445.7072437,0.001022087,272.2388732,272.2388732,0.000582626,89.99988,89.99988,86.5383,0.00017677
0.6799996,0.6799996,0.2358654,0,0.4348198,0,713.697,47.81231,2.593172,0,446.3309388,446.3309388,0.00102463,276.7021825,276.7021825,0.000592872,89.99988,89.99988,89.30532,0.000182647
0.6899996,0.6899996,0.2397345,0,0.4342453,0,714.1833,47.77714,2.67512,0,446.955063,446.955063,0.00102716,281.171733,281.171733,0.000603144,89.99988,89.99988,92.11703,0.000188627
0.6999996,0.6999996,0.2436091,0,0.4336785,0,714.6696,47.74194,2.758385,0,447.579378,447.579378,0.001029675,285.6475267,285.6475267,0.000613441,89.99988,89.99988,94.97351,0.00019471
0.7099996,0.7099996,0.2474893,0,0.4331193,0,715.156,47.70673,2.842969,0,448.2040744,448.2040744,0.001032177,290.1295673,290.1295673,0.000623762,89.99988,89.99988,97.87481,0.000200896
0.7199996,0.7199996,0.251375,0,0.4325868,0,715.6424,47.67149,2.929007,0,448.8288662,448.8288662,0.001034666,294.6178559,294.6178559,0.000634109,89.99988,89.99988,100.821,0.000207186
0.7299996,0.7299996,0.2552662,0,0.432097,0,716.1288,47.63622,3.016624,0,449.4538567,449.4538567,0.001037142,299.1123944,299.1123944,0.000644481,89.99988,89.99988,103.8121,0.000213579
0.7399996,0.7399996,0.2591629,0,0.4316142,0,716.6154,47.60093,3.105593,0,450.079165,450.079165,0.001039605,303.6131859,303.6131859,0.000654877,89.99988,89.99988,106.8483,0.000220075
0.7499996,0.7499996,0.2630652,0,0.4311385,0,717.1018,47.56562,3.195916,0,450.7046721,450.7046721,0.001042057,308.1202325,308.1202325,0.000665297,89.99988,89.99988,109.9295,0.000226676
0.7599996,0.7599996,0.2669729,0,0.4306696,0,717.5884,47.53028,3.287599,0,451.3305129,451.3305129,0.001044497,312.6335376,312.6335376,0.000675742,89.99988,89.99988,113.0558,0.000233381
0.7699996,0.7699996,0.2708863,0,0.4302073,0,718.075,47.49492,3.380642,0,451.9564968,451.9564968,0.001046926,317.1531024,317.1531024,0.000686211,89.99987,89.99987,116.2273,0.000240191
0.7799996,0.7799996,0.2748052,0,0.4297516,0,718.5616,47.45953,3.475054,0,452.5828781,452.5828781,0.001049344,321.6789311,321.6789311,0.000696705,89.99987,89.99987,119.4441,0.000247106
0.7899995,0.7899995,0.2787296,0,0.4293024,0,719.0482,47.42413,3.570833,0,453.2094659,453.2094659,0.001051752,326.2110257,326.2110257,0.000707222,89.99987,89.99987,122.7062,0.000254125
0.7999995,0.7999995,0.2826596,0,0.4288593,0,719.5349,47.38869,3.667984,0,453.8364432,453.8364432,0.001054149,330.74939,330.74939,0.000717764,89.99987,89.99987,126.0137,0.00026125
0.8099995,0.8099995,0.2865951,0,0.4284225,0,720.0216,47.35324,3.76651,0,454.4635636,454.4635636,0.001056536,335.2940255,335.2940255,0.000728329,89.99987,89.99987,129.3667,0.000268481
0.8199995,0.8199995,0.2905363,0,0.4279915,0,720.5084,47.31776,3.866417,0,455.0910257,455.0910257,0.001058913,339.8449357,339.8449357,0.000738918,89.99987,89.99987,132.7651,0.000275817
0.8299995,0.8299995,0.2944829,0,0.4275665,0,720.9952,47.28225,3.967706,0,455.7187977,455.7187977,0.001061282,344.4021236,344.4021236,0.000749531,89.99987,89.99987,136.2091,0.000283259
0.8399995,0.8399995,0.2984352,0,0.4271473,0,721.4821,47.24672,4.070383,0,456.3468558,456.3468558,0.00106364,348.965592,348.965592,0.000760168,89.99987,89.99987,139.6988,0.000290808
0.8499995,0.8499995,0.302393,0,0.4267337,0,721.9689,47.21117,4.174448,0,456.975065,456.975065,0.00106599,353.5353426,353.5353426,0.000770827,89.99987,89.99987,143.2341,0.000298463
0.8599995,0.8599995,0.3063563,0,0.4263256,0,722.4558,47.17559,4.279907,0,457.6035761,457.6035761,0.001068331,358.1113782,358.1113782,0.000781511,89.99987,89.99987,146.8152,0.000306224
0.8699995,0.8699995,0.3103254,0,0.4259229,0,722.9427,47.13999,4.386765,0,458.2323574,458.2323574,0.001070664,362.6937017,362.6937017,0.000792217,89.99987,89.99987,150.4422,0.000314093
0.8799995,0.8799995,0.3142999,0,0.4255255,0,723.4297,47.10437,4.495024,0,458.8614725,458.8614725,0.001072988,367.2823163,367.2823163,0.000802947,89.99987,89.99987,154.115,0.000322069
0.8899994,0.8899994,0.31828,0,0.4251334,0,723.9167,47.06872,4.604684,0,459.4907704,459.4907704,0.001075304,371.8772239,371.8772239,0.0008137,89.99987,89.99987,157.8338,0.000330152
0.8999994,0.8999994,0.3222658,0,0.4247463,0,724.4038,47.03304,4.715755,0,460.1204498,460.1204498,0.001077613,376.4784283,376.4784283,0.000824476,89.99987,89.99987,161.5986,0.000338343
0.9099994,0.9099994,0.3262572,0,0.4243642,0,724.8909,46.99734,4.828239,0,460.7502643,460.7502643,0.001079914,381.0859309,381.0859309,0.000835276,89.99987,89.99987,165.4094,0.000346642
0.9199994,0.9199994,0.3302541,0,0.4239871,0,725.378,46.96162,4.942136,0,461.380349,461.380349,0.001082207,385.6997343,385.6997342,0.000846098,89.99987,89.99987,169.2664,0.000355049
0.9299994,0.9299994,0.3342567,0,0.4236147,0,725.8652,46.92588,5.057453,0,462.0107834,462.0107833,0.001084493,390.319842,390.319842,0.000856943,89.99987,89.99987,173.1696,0.000363564
0.9399994,0.9399994,0.3382649,0,0.4232471,0,726.3524,46.89011,5.174193,0,462.6414402,462.6414402,0.001086772,394.9462563,394.9462563,0.00086781,89.99987,89.99987,177.1191,0.000372188
0.9499994,0.9499994,0.3422787,0,0.4228841,0,726.7426,46.85432,5.292358,0,463.2056737,463.2056737,0.001088898,399.5783129,399.5783129,0.000878699,89.99987,89.99987,181.1149,0.00038092
0.9599994,0.9599994,0.3462976,0,0.4225257,0,727.0358,46.8185,5.411935,0,463.703452,463.703452,0.00109087,404.2153473,404.2153473,0.000889608,89.99987,89.99987,185.157,0.000389762
0.9699994,0.9699994,0.3503208,0,0.4221718,0,727.329,46.78267,5.532913,0,464.201262,464.201262,0.001092834,408.8573598,408.8573598,0.000900536,89.99987,89.99987,189.2456,0.000398712
0.9799994,0.9799994,0.3543487,0,0.4218224,0,727.6222,46.74683,5.65529,0,464.6989449,464.6989449,0.00109479,413.5043492,413.5043492,0.000911484,89.99987,89.99987,193.3806,0.000407773
0.9899994,0.9899994,0.3583809,0,0.4214774,0,727.9155,46.71097,5.77907,0,465.1966278,465.1966278,0.001096739,418.1563154,418.1563154,0.000922452,89.99987,89.99987,197.5622,0.000416942
0.9999993,0.9999993,0.3624177,0,0.4211367,0,728.2089,46.67509,5.904253,0,465.6943107,465.6943107,0.001098681,422.8132584,422.8132584,0.000933438,89.99987,89.99987,201.7903,0.000426222
1.009999,1.009999,0.3664589,0,0.4208003,0,728.5023,46.63921,6.030849,0,466.191946,466.191946,0.001100617,427.4751777,427.4751777,0.000944445,89.99987,89.99987,206.0651,0.000435611
1.019999,1.019999,0.3705046,0,0.420468,0,728.7957,46.6033,6.158854,0,466.6895494,466.6895494,0.001102544,432.1420731,432.1420731,0.00095547,89.99987,89.99987,210.3865,0.000445111
1.029999,1.029999,0.3745548,0,0.4201397,0,729.0891,46.56738,6.288271,0,467.1871528,467.1871528,0.001104466,436.8139445,436.8139445,0.000966515,89.99987,89.99987,214.7546,0.000454721
1.039999,1.039999,0.3786095,0,0.4198155,0,729.3826,46.53145,6.419104,0,467.6847721,467.6847721,0.001106381,441.4907922,441.4907922,0.000977579,89.99987,89.99987,219.1695,0.000464441
1.049999,1.049999,0.3826686,0,0.4194952,0,729.6761,46.4955,6.551356,0,468.1823358,468.1823358,0.001108289,446.1726154,446.1726154,0.000988661,89.99987,89.99987,223.6313,0.000474272
1.059999,1.059999,0.3867323,0,0.4191787,0,729.9697,46.45954,6.68503,0,468.6798757,468.6798757,0.001110191,450.8594141,450.8594141,0.000999763,89.99987,89.99987,228.1399,0.000484214
1.069999,1.069999,0.3908004,0,0.4188661,0,730.2632,46.42356,6.820126,0,469.1772486,469.1772486,0.001112087,455.5511864,455.5511864,0.001010884,89.99987,89.99987,232.6954,0.000494268
1.079999,1.079999,0.3948731,0,0.4185571,0,730.5568,46.38757,6.956646,0,469.6746693,469.6746693,0.001113976,460.247933,460.247933,0.001022024,89.99987,89.99987,237.2979,0.000504432
1.089999,1.089999,0.3989502,0,0.4182518,0,730.8505,46.35157,7.094594,0,470.1720661,470.1720661,0.001115859,464.9496536,464.9496536,0.001033183,89.99987,89.99987,241.9473,0.000514708
1.099999,1.099999,0.4030318,0,0.4179502,0,731.1442,46.31555,7.233975,0,470.6693834,470.6693834,0.001117737,469.6563473,469.6563473,0.00104436,89.99987,89.99987,246.6439,0.000525096
1.109999,1.109999,0.4071179,0,0.4176521,0,731.438,46.27952,7.374789,0,471.1667722,471.1667722,0.001119609,474.3680149,474.3680149,0.001055556,89.99987,89.99987,251.3876,0.000535595
1.119999,1.119999,0.4112085,0,0.4173574,0,731.7318,46.24347,7.517039,0,471.6639704,471.6639704,0.001121475,479.0846545,479.0846545,0.001066771,89.99987,89.99987,256.1784,0.000546207
1.129999,1.129999,0.4153036,0,0.4170662,0,732.0256,46.20741,7.660725,0,472.1612559,472.1612559,0.001123335,483.806267,483.806267,0.001078004,89.99987,89.99987,261.0165,0.000556931
1.139999,1.139999,0.4194033,0,0.4167783,0,732.3195,46.17133,7.805851,0,472.6584699,472.6584699,0.001125191,488.5328516,488.5328516,0.001089256,89.99987,89.99987,265.9018,0.000567767
1.149999,1.149999,0.4235074,0,0.4164937,0,732.6133,46.13524,7.952423,0,473.1555647,473.1555647,0.00112704,493.2644071,493.2644071,0.001100526,89.99987,89.99987,270.8345,0.000578716
1.159999,1.159999,0.427616,0,0.4162124,0,732.9073,46.09913,8.100437,0,473.6526913,473.6526913,0.001128885,498.0009339,498.0009339,0.001111815,89.99987,89.99987,275.8145,0.000589778
1.169999,1.169999,0.4317291,0,0.4159343,0,733.2012,46.06301,8.249902,0,474.1496431,474.1496431,0.001130724,502.7424303,502.7424302,0.001123123,89.99987,89.99987,280.8419,0.000600953
1.179999,1.179999,0.4358468,0,0.4156593,0,733.4952,46.02688,8.400821,0,474.6466584,474.6466584,0.001132558,507.4888967,507.4888967,0.001134448,89.99987,89.99987,285.9168,0.00061224
1.189999,1.189999,0.439969,0,0.4153875,0,733.7892,45.99073,8.553188,0,475.1436499,475.1436499,0.001134387,512.2403331,512.2403331,0.001145792,89.99987,89.99987,291.0392,0.000623642
1.199999,1.199999,0.4440956,0,0.4151187,0,734.0833,45.95457,8.707011,0,475.6405063,475.6405062,0.001136211,516.9967381,516.9967381,0.001157154,89.99987,89.99987,296.2092,0.000635156
1.209999,1.209999,0.4482268,0,0.4148528,0,734.3774,45.91839,8.862294,0,476.1373547,476.1373547,0.00113803,521.7581115,521.7581115,0.001168534,89.99987,89.99987,301.4268,0.000646785
1.219999,1.219999,0.4523625,0,0.41459,0,734.6716,45.88219,9.019037,0,476.6341395,476.6341395,0.001139845,526.5244528,526.5244528,0.001179933,89.99987,89.99987,306.692,0.000658527
1.229999,1.229999,0.4565027,0,0.4143301,0,734.9658,45.84599,9.177244,0,477.1309006,477.1309006,0.001141655,531.2957617,531.2957617,0.001191349,89.99987,89.99987,312.005,0.000670384
1.239999,1.239999,0.4606475,0,0.414073,0,735.26,45.80977,9.336915,0,477.6274549,477.6274549,0.00114346,536.0720361,536.0720361,0.001202784,89.99987,89.99987,317.3657,0.000682354
1.249999,1.249999,0.4647968,0,0.4138187,0,735.5543,45.77353,9.498051,0,478.1241524,478.1241524,0.001145261,540.8532776,540.8532776,0.001214237,89.99987,89.99987,322.7742,0.000694439
1.259999,1.259999,0.4689505,0,0.4135672,0,735.8486,45.73728,9.660664,0,478.6207227,478.6207227,0.001147057,545.6394847,545.6394847,0.001225707,89.99987,89.99987,328.2306,0.000706639
1.269999,1.269999,0.4731088,0,0.4133185,0,736.1429,45.70102,9.824742,0,479.1170784,479.1170784,0.001148849,550.4306554,550.4306554,0.001237196,89.99987,89.99987,333.7349,0.000718954
1.279999,1.279999,0.4772717,0,0.4130724,0,736.4373,45.66474,9.990301,0,479.6135294,479.6135294,0.001150636,555.2267905,555.2267905,0.001248702,89.99987,89.99987,339.2872,0.000731383
1.289999,1.289999,0.4814391,0,0.412829,0,736.7317,45.62845,10.15734,0,480.1098216,480.1098216,0.001152419,560.0278887,560.0278887,0.001260226,89.99987,89.99987,344.8875,0.000743928
1.299999,1.299999,0.485611,0,0.4125882,0,737.0261,45.59214,10.32585,0,480.6061455,480.6061455,0.001154199,564.83395,564.83395,0.001271768,89.99987,89.99987,350.5358,0.000756588
1.309999,1.309999,0.4897873,0,0.41235,0,737.3206,45.55582,10.49585,0,481.1023581,481.1023581,0.001155973,569.6449735,569.6449735,0.001283328,89.99987,89.99987,356.2323,0.000769363
1.319999,1.319999,0.4939684,0,0.4121144,0,737.6152,45.51948,10.66733,0,481.5985072,481.5985072,0.001157744,574.4609584,574.4609584,0.001294905,89.99987,89.99987,361.9769,0.000782254
1.329999,1.329999,0.4981538,0,0.4118812,0,737.9097,45.48313,10.8403,0,482.0945371,482.0945371,0.001159511,579.2819037,579.2819037,0.0013065,89.99987,89.99987,367.7697,0.000795261
1.339999,1.339999,0.5023439,0,0.4116505,0,738.2043,45.44677,11.01477,0,482.5905431,482.5905431,0.001161274,584.107809,584.107809,0.001318113,89.99987,89.99987,373.6107,0.000808384
1.349999,1.349999,0.5065385,0,0.4114222,0,738.499,45.41039,11.19071,0,483.0864537,483.0864537,0.001163033,588.9386735,588.9386735,0.001329744,89.99987,89.99987,379.5001,0.000821624
1.359999,1.359999,0.5107376,0,0.4111964,0,738.7937,45.374,11.36816,0,483.5823565,483.5823565,0.001164788,593.7744969,593.7744969,0.001341391,89.99987,89.99987,385.4379,0.000834979
1.369999,1.369999,0.5149412,0,0.4109729,0,739.0884,45.33759,11.5471,0,484.0780605,484.0780605,0.001166539,598.6152774,598.6152774,0.001353057,89.99987,89.99987,391.424,0.000848452
