Time (sec),Stage Time (sec),Mach,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),Accel-R (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Vel-R (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.01,0.01,0.01,0,0.4743709,0,168.8858,75,0,0,40.70485212,39.73570989,8.829402333,11.83096881,0.3973571,0.08829401,83,83,0.001986786,0.00044147
0.02,0.02,0.01024737,0,0.477961,0,330.0193,74.99609,0.005398395,0,109.714881,108.3496649,17.25413665,12.08788608,1.480854,0.2608354,83,83,0.01137784,0.002187117
0.03,0.03,0.01046989,0,0.4810014,0,459.3311,74.98434,0.005671247,0,165.1979712,163.4425649,24.01869436,12.6273388,3.11528,0.5010223,83,83,0.03435851,0.005996405
0.04,0.04,0.01093714,0,0.4868514,0,540.91,74.96509,0.006263992,0,200.2527812,198.2441696,28.291794,13.51797594,5.097722,0.7839402,83,83,0.07542352,0.01242122
0.05,0.05,0.01170857,0,0.4951255,0,622.489,74.94118,0.00730078,0,235.344442,233.0799451,32.56908941,14.83890697,7.428521,1.109631,83,83,0.1380547,0.02188907
0.05999999,0.05999999,0.01285269,0,0.5048325,0,704.0681,74.9133,0.00896976,0,270.4757499,267.9536013,36.85103592,16.63689874,10.10806,1.478141,83,83,0.2257376,0.03482793
0.06999999,0.06999999,0.01441002,0,0.5143911,0,785.6471,74.88146,0.01148859,0,305.6516973,302.8705994,41.13830445,18.92695516,13.13677,1.889524,83,83,0.3419618,0.05166626
0.07999999,0.07999999,0.01639356,0,0.5223828,0,829.9893,74.84566,0.01510001,0,324.8715324,321.9486498,43.48079425,21.56896332,16.35626,2.324332,83,83,0.4894269,0.07273554
0.08999999,0.08999999,0.01868194,0,0.5278375,0,849.5071,74.80644,0.01981452,0,333.4505077,330.464283,44.52638247,24.4328326,19.6609,2.769596,83,83,0.6695127,0.09820518
0.09999999,0.09999999,0.02116249,0,0.5308933,0,869.0249,74.76604,0.02557274,0,342.0439826,338.9942783,45.57373447,27.48058789,23.05084,3.225333,83,83,0.8830714,0.1281798
0.11,0.11,0.02380232,0,0.5321136,0,888.5427,74.72469,0.03242468,0,350.6511668,347.5378535,46.62275374,30.68631596,26.52622,3.691561,83,83,1.130957,0.1627643
0.12,0.12,0.02657898,0,0.5319881,0,908.0607,74.68238,0.04042102,0,359.2724522,356.0953993,47.67348824,34.03210877,30.08717,4.168296,83,83,1.414024,0.2020636
0.13,0.13,0.02947697,0,0.5308979,0,908.9344,74.63913,0.04961361,0,359.8717729,356.6902882,47.74653127,37.42938048,33.65407,4.645761,83,83,1.73273,0.2461338
0.14,0.14,0.03241955,0,0.5291694,0,905.1472,74.59529,0.05981741,0,358.4641917,355.2931156,47.57498007,40.84772365,37.207,5.121511,83,83,2.087035,0.2949702
0.15,0.15,0.0353804,0,0.5270427,0,901.36,74.55161,0.07095516,0,357.0537653,353.8931182,47.40308199,44.27881164,40.74593,5.595542,83,83,2.4768,0.3485555
0.16,0.16,0.0383523,0,0.5246747,0,897.5729,74.50812,0.08300018,0,355.6403633,352.4901666,47.23082113,47.71670012,44.27083,6.06785,83,83,2.901884,0.4068724
0.17,0.17,0.0413301,0,0.5221696,0,893.7858,74.46481,0.09592761,0,354.2239359,351.0842112,47.05819139,51.15704115,47.78167,6.538432,83,83,3.362146,0.4699038
0.18,0.18,0.04431004,0,0.5195978,0,889.9987,74.42169,0.1097142,0,352.8046009,349.6753691,46.88520755,54.5965847,51.27842,7.007284,83,83,3.857447,0.5376324
0.19,0.19,0.0472893,0,0.5170059,0,886.2117,74.37875,0.1243381,0,351.3822741,348.2635566,46.71185854,58.03285431,54.76105,7.474403,83,83,4.387644,0.6100408
0.2,0.2,0.05026574,0,0.5144258,0,882.4247,74.336,0.1397787,0,349.9570952,346.8489123,46.53816219,61.4639394,58.22954,7.939785,83,83,4.952597,0.6871118
0.21,0.21,0.05323771,0,0.5118784,0,878.6378,74.29343,0.1560163,0,348.5289893,345.4313619,46.36410896,64.88832771,61.68386,8.403426,83,83,5.552164,0.7688279
0.22,0.22,0.05620389,0,0.5093776,0,874.851,74.25104,0.1730323,0,347.0979963,344.0109451,46.18970372,68.30480205,65.12397,8.865323,83,83,6.186203,0.8551716
0.23,0.23,0.05916324,0,0.5069323,0,871.0641,74.20883,0.1908085,0,345.66413,342.5876754,46.01494814,71.71239485,68.54985,9.325473,83,83,6.854572,0.9461256
0.24,0.24,0.06211491,0,0.5045479,0,867.2775,74.16681,0.2093278,0,344.22743,341.1615922,45.83984705,75.11029626,71.96146,9.783872,83,83,7.557129,1.041672
0.25,0.25,0.06505821,0,0.5022274,0,863.4908,74.12497,0.2285733,0,342.7878564,339.7326559,45.6643956,78.49785434,75.35878,10.24052,83,83,8.29373,1.141794
0.26,0.26,0.06799258,0,0.5008831,0,859.7041,74.08331,0.248982,0,341.3452609,338.3007191,45.48857609,81.87452375,78.74179,10.69541,83,83,9.064233,1.246474
0.27,0.27,0.07091752,0,0.4999624,0,855.9175,74.04184,0.2703586,0,339.8996895,336.8658277,45.31239333,85.2398247,82.11045,11.14853,83,83,9.868494,1.355694
0.28,0.28,0.07383265,0,0.4990263,0,852.1309,74.00056,0.2924842,0,338.4512754,335.4281139,45.13586437,88.59336221,85.46473,11.59989,83,83,10.70637,1.469436
0.29,0.29,0.07673761,0,0.4980812,0,848.3445,73.95946,0.3153441,0,337.0000611,333.9876196,44.95899396,91.93479245,88.8046,12.04948,83,83,11.57772,1.587683
0.3,0.3,0.07963211,0,0.4971325,0,844.558,73.91854,0.3389237,0,335.5459792,332.5442781,44.78177392,95.26382897,92.13004,12.4973,83,83,12.48239,1.710417
0.31,0.31,0.0825159,0,0.4961843,0,840.7715,73.87781,0.3632088,0,334.0890954,331.0981545,44.60421221,98.5802117,95.44102,12.94334,83,83,13.42025,1.83762
0.32,0.32,0.08538875,0,0.4952398,0,836.9852,73.83726,0.3881856,0,332.6294218,329.6492609,44.42631034,101.8837139,98.73751,13.3876,83,83,14.39114,1.969275
0.33,0.33,0.08825047,0,0.4943016,0,833.1989,73.79689,0.4138398,0,331.1670055,328.1976439,44.24807443,105.1741548,102.0195,13.83008,83,83,15.39492,2.105363
0.3399999,0.3399999,0.09110091,0,0.4933717,0,829.4127,73.75671,0.4401583,0,329.7018162,326.7432735,44.06949999,108.4512951,105.2869,14.27077,83,83,16.43146,2.245867
0.3499999,0.3499999,0.09393986,0,0.4924517,0,825.6264,73.71671,0.4671275,0,328.2338552,325.2861509,43.89058798,111.7150937,108.5398,14.70968,83,83,17.50059,2.390769
0.3599999,0.3599999,0.09676727,0,0.4915428,0,821.8402,73.6769,0.4947347,0,326.7631161,323.8262698,43.71133721,114.965334,111.7781,15.14679,83,83,18.60218,2.540052
0.3699999,0.3699999,0.09958297,6.361941,0.490646,0,821.1622,73.63727,0.5229667,0,326.6475924,323.7116,43.69725,118.2153354,115.0152,15.58376,83,82.28381,19.75233,2.693705
0.3799999,0.3799999,0.1023985,6.207743,0.5790274,0.7184907,820.8297,73.59776,0.6525331,0.8548402,326.6384894,323.7502,43.34179,121.4657978,118.2527,16.01718,82.99982,82.2863,20.93486,2.851709
0.3899999,0.3899999,0.1052145,6.061131,0.5738766,0.701423,820.4973,73.55826,0.6827565,0.8797796,326.6724092,323.7852,43.33598,124.7174685,121.4906,16.45054,82.99926,82.28871,22.14977,3.014048
0.3999999,0.3999999,0.1080315,5.921515,0.5690423,0.6851763,820.1649,73.51878,0.7137096,0.9047787,326.7059325,323.8195,43.33241,127.9701937,124.7288,16.88387,82.99831,82.29103,23.39705,3.18072
0.4099999,0.4099999,0.1108495,5.788342,0.5644951,0.6696886,819.8325,73.47931,0.7453887,0.9298308,326.7391664,323.8532,43.33114,131.22392,127.9673,17.31718,82.99698,82.29326,24.67673,3.351725
0.4199999,0.4199999,0.1136684,5.661112,0.5602084,0.6549016,819.5001,73.43987,0.7777903,0.9549265,326.7721226,323.8863,43.33226,134.4786994,131.2062,17.7505,82.99523,82.2954,25.98879,3.527064
0.4299999,0.4299999,0.1164882,5.539394,0.5561585,0.6407615,819.1678,73.40044,0.8109133,0.980054,326.8047072,323.9187,43.33581,137.7343953,134.4454,18.18386,82.99308,82.29743,27.33324,3.706735
0.4399998,0.4399998,0.1193089,5.422771,0.5523252,0.6272221,818.8356,73.36102,0.8447528,1.005203,326.8371264,323.9506,43.34185,140.9909687,137.6849,18.61728,82.99051,82.29937,28.71009,3.890741
0.4499998,0.4499998,0.1221304,5.310874,0.5486896,0.6142387,818.5034,73.32162,0.879306,1.030362,326.8690935,323.9817,43.35046,144.248386,140.9247,19.05078,82.9875,82.30119,30.11934,4.079082
0.4599998,0.4599998,0.1249526,5.203365,0.5452354,0.6017719,818.1713,73.28224,0.91457,1.055519,326.9007158,324.0121,43.3617,147.5066199,144.1648,19.4844,82.98405,82.3029,31.56098,4.271758
0.4699998,0.4699998,0.1277756,5.09993,0.5419478,0.5897848,817.8392,73.24287,0.9505419,1.08066,326.9322034,324.042,43.37566,150.765642,147.4052,19.91816,82.98016,82.3045,33.03503,4.468771
0.4799998,0.4799998,0.1305993,5.000278,0.5388135,0.5782438,817.5071,73.20352,0.9872191,1.105773,326.9632648,324.0711,43.39238,154.0254266,150.6459,20.35208,82.97579,82.30599,34.54149,4.670122
0.4899998,0.4899998,0.1334237,4.90416,0.5358205,0.5671172,817.1751,73.16418,1.024598,1.130842,326.9940111,324.0995,43.41195,157.2859544,153.8869,20.7862,82.97096,82.30736,36.08036,4.875813
0.4999998,0.4999998,0.1362488,4.81132,0.5329583,0.5563784,816.8432,73.12486,1.062676,1.155856,327.024546,324.1273,43.4344,160.547204,157.1282,21.22054,82.96564,82.3086,37.65164,5.085847
0.5099998,0.5099998,0.1390746,4.721549,0.5302168,0.5459992,816.5113,73.08556,1.10145,1.180794,327.0547855,324.1544,43.45984,163.8091602,160.3698,21.65514,82.95985,82.30972,39.25534,5.300225
0.5199998,0.5199998,0.141901,4.634638,0.5275877,0.5359571,816.1794,73.04628,1.140918,1.205644,327.0846337,324.1807,43.48829,167.0717069,163.6116,22.09002,82.95355,82.31071,40.89146,5.518951
0.5299998,0.5299998,0.144728,4.550395,0.5250627,0.5262291,815.8476,73.00701,1.181075,1.23039,327.1142011,324.2063,43.51983,170.3349303,166.8537,22.52522,82.94675,82.31156,42.55999,5.742027
0.5399998,0.5399998,0.1475556,4.468645,0.5226347,0.5167946,815.5158,72.96776,1.22192,1.255012,327.1434978,324.2312,43.55453,173.5987184,170.096,22.96077,82.93942,82.31228,44.26095,5.969457
0.5499998,0.5499998,0.1503838,4.38922,0.5202972,0.5076342,815.1841,72.92852,1.263449,1.279494,327.1724375,324.2553,43.59248,176.8630587,173.3385,23.39669,82.93158,82.31285,45.99434,6.201244
0.5599998,0.5599998,0.1532124,4.311969,0.5180439,0.4987295,814.8525,72.8893,1.305659,1.303817,327.2011259,324.2787,43.63372,180.1280418,176.5813,23.83303,82.92319,82.31329,47.76015,6.437393
0.5699998,0.5699998,0.1560417,4.236753,0.5158694,0.4900642,814.5208,72.8501,1.348549,1.327961,327.2295734,324.3014,43.67832,183.3935583,179.8243,24.26981,82.91428,82.31358,49.55839,6.677907
0.5799997,0.5799997,0.1588715,4.163436,0.5137687,0.4816229,814.1893,72.81091,1.392115,1.351908,327.2576861,324.3233,43.72631,186.6596016,183.0675,24.70707,82.9048,82.31372,51.38906,6.922792
0.5899997,0.5899997,0.1617018,4.091897,0.5117372,0.4733906,813.8577,72.77174,1.436353,1.375633,327.2854803,324.3444,43.7778,189.926166,186.3109,25.14485,82.89477,82.31371,53.25217,7.172051
0.5999997,0.5999997,0.1645326,4.022015,0.5097706,0.4653543,813.5262,72.73259,1.481262,1.399122,327.3129641,324.3647,43.83284,193.1933424,189.5546,25.58318,82.88417,82.31354,55.14772,7.425692
0.6099997,0.6099997,0.167364,3.953691,0.5078649,0.4575001,813.1948,72.69345,1.52684,1.422344,327.3401474,324.3842,43.89149,196.4609286,192.7984,26.02209,82.87299,82.31321,57.0757,7.683718
0.6199997,0.6199997,0.1701957,3.886814,0.5060168,0.4498177,812.8633,72.65433,1.573082,1.445283,327.3671365,324.403,43.95379,199.7290202,196.0424,26.46163,82.86123,82.31273,59.03613,7.946136
0.6299997,0.6299997,0.173028,3.821298,0.5042226,0.4422947,812.532,72.61522,1.619987,1.467913,327.39375,324.4209,44.01985,202.997613,199.2866,26.90183,82.84888,82.31208,61.02899,8.212954
0.6399997,0.6399997,0.1758608,3.757047,0.5024797,0.4349215,812.2007,72.57613,1.667551,1.490211,327.4200879,324.438,44.08966,206.2667037,202.531,27.34273,82.83593,82.31126,63.0543,8.484177
0.6499997,0.6499997,0.178694,3.693986,0.5007849,0.4276874,811.8694,72.53705,1.715774,1.512151,327.4461714,324.4543,44.16336,209.536191,205.7755,27.78436,82.82238,82.31027,65.11206,8.759812
0.6599997,0.6599997,0.1815277,3.632028,0.4991321,0.4205846,811.5382,72.49799,1.764637,1.533711,327.471999,324.4698,44.24092,212.8061724,209.0202,28.22677,82.80822,82.30912,67.20226,9.039868
0.6699997,0.6699997,0.1843618,3.571108,0.4975263,0.4136028,811.207,72.45895,1.814165,1.554859,327.4974878,324.4844,44.32244,216.0765473,212.265,28.66999,82.79343,82.30779,69.32491,9.324352
0.6799996,0.6799996,0.1871964,3.511146,0.4959616,0.4067352,810.8759,72.41992,1.864344,1.575577,327.5227453,324.4982,44.40796,219.3474148,215.51,29.11407,82.77803,82.30627,71.48001,9.613273
0.6899996,0.6899996,0.1900314,3.452087,0.4944357,0.3999729,810.5449,72.38091,1.915171,1.595829,327.5475873,324.511,44.49756,222.618676,218.7551,29.55905,82.76199,82.30458,73.66756,9.906638
0.6999996,0.6999996,0.1928668,3.39386,0.492947,0.3933097,810.2138,72.34192,1.966643,1.615593,327.5723171,324.5231,44.59126,225.8903293,222.0003,30.00496,82.74531,82.3027,75.88757,10.20446
0.7099996,0.7099996,0.1957026,3.33641,0.4914936,0.3867377,809.8828,72.30294,2.018757,1.634837,327.5966531,324.5342,44.68915,229.1624754,225.2457,30.45185,82.72799,82.30064,78.14002,10.50674
0.7199996,0.7199996,0.1985389,3.279686,0.4900737,0.3802509,809.5519,72.26398,2.071513,1.653531,327.6207999,324.5445,44.79125,232.4349172,228.4911,30.89976,82.71002,82.29839,80.42493,10.8135
0.7299996,0.7299996,0.2013756,3.223635,0.4886859,0.3738437,809.221,72.22504,2.124907,1.671649,327.6446708,324.5539,44.89762,235.7077567,231.7366,31.34874,82.69139,82.29594,82.7423,11.12474
0.7399996,0.7399996,0.2042126,3.168209,0.4873289,0.3675101,808.8902,72.18611,2.178939,1.689161,327.6681761,324.5623,45.0083,238.9809928,234.9822,31.79882,82.67211,82.2933,85.09212,11.44048
0.7499996,0.7499996,0.20705,3.113358,0.4860013,0.3612447,808.5594,72.1472,2.233604,1.706034,327.6914249,324.5698,45.12333,242.2546282,238.2279,32.25005,82.65217,82.29047,87.4744,11.76073
0.7599996,0.7599996,0.2098879,3.059042,0.4847017,0.3550422,808.2286,72.10831,2.288903,1.722237,327.7144287,324.5764,45.24276,245.528667,241.4737,32.70248,82.63155,82.28743,89.88914,12.08549
0.7699996,0.7699996,0.2127262,3.005224,0.4834292,0.3488978,807.8979,72.06943,2.344835,1.737739,327.7370987,324.582,45.36663,248.8030122,244.7195,33.15615,82.61027,82.28419,92.33633,12.41478
0.7799996,0.7799996,0.2155648,2.951863,0.4821827,0.3428075,807.5672,72.03056,2.401395,1.752508,327.7595445,324.5867,45.49498,252.0777638,247.9654,33.6111,82.58832,82.28074,94.81599,12.74862
0.7899995,0.7899995,0.2184038,2.898918,0.4809613,0.3367669,807.2366,71.99171,2.458585,1.766513,327.7817715,324.5905,45.62781,255.352828,251.2113,34.06738,82.56568,82.27709,97.3281,13.08701
0.7999995,0.7999995,0.2212432,2.846364,0.4797638,0.3307713,806.9061,71.95288,2.516399,1.779714,327.8037991,324.5934,45.76522,258.6282068,254.4572,34.52503,82.54237,82.27323,99.87267,13.42997
0.8099995,0.8099995,0.2240829,2.794162,0.4785897,0.3248178,806.5756,71.91407,2.57484,1.792087,327.8253331,324.5951,45.90719,261.9040035,257.7032,34.9841,82.51838,82.26916,102.4497,13.77752
0.8199995,0.8199995,0.226923,2.742284,0.4774381,0.3189022,806.2451,71.87527,2.633906,1.803592,327.8466851,324.5959,46.05378,265.1801235,260.9492,35.44464,82.4937,82.26488,105.0592,14.12966
0.8299995,0.8299995,0.2297636,2.690704,0.4763081,0.3130214,805.9147,71.83649,2.693596,1.814198,327.8678627,324.5958,46.205,268.4565691,264.1952,35.90669,82.46834,82.26037,107.7011,14.48642
0.8399995,0.8399995,0.2326044,2.639394,0.4751993,0.3071724,805.5842,71.79773,2.753908,1.823867,327.8886772,324.5946,46.36087,271.7332481,267.4411,36.3703,82.44229,82.25565,110.3756,14.8478
0.8499995,0.8499995,0.2354455,2.588331,0.474111,0.3013521,805.2539,71.75898,2.814839,1.832568,327.9092427,324.5924,46.52145,275.0102609,270.687,36.83551,82.41556,82.2507,113.0824,15.21383
0.8599995,0.8599995,0.238287,2.537496,0.4730426,0.295558,804.9236,71.72025,2.876392,1.840266,327.929661,324.5893,46.68671,278.2876145,273.9329,37.30238,82.38814,82.24553,115.8218,15.58452
0.8699995,0.8699995,0.2411289,2.486858,0.4719936,0.2897879,804.5934,71.68153,2.938567,1.846928,327.9496451,324.585,46.85667,281.5652142,277.1787,37.77095,82.36003,82.24014,118.5935,15.95989
0.8799995,0.8799995,0.243971,2.436402,0.4709634,0.2840385,804.2632,71.64282,3.001359,1.852514,327.9695081,324.5798,47.03139,284.8431617,280.4245,38.24126,82.33125,82.23452,121.3978,16.33995
0.8899994,0.8899994,0.2468136,2.386112,0.4699517,0.2783078,803.933,71.60414,3.064775,1.856992,327.9890537,324.5735,47.21083,288.1213658,283.6702,38.71337,82.30177,82.22868,124.2345,16.72472
0.8999994,0.8999994,0.2496564,2.335963,0.4689581,0.2725943,803.6029,71.56548,3.128807,1.860328,328.0082944,324.5661,47.39502,291.3999284,286.9159,39.18732,82.27161,82.2226,127.1036,17.11422
0.9099994,0.9099994,0.2524996,2.285947,0.4680163,0.2668937,803.2729,71.52682,3.193694,1.862471,328.0272396,324.5576,47.58397,294.6787566,290.1615,39.66316,82.24078,82.21629,130.0053,17.50848
0.9199994,0.9199994,0.2553431,2.236053,0.4670965,0.2612065,802.9429,71.48819,3.259246,1.863402,328.0457944,324.5479,47.77765,297.9578553,293.407,40.14093,82.20928,82.20974,132.9393,17.9075
0.9299994,0.9299994,0.258187,2.18626,0.4661938,0.2555316,802.6129,71.44957,3.32543,1.863089,328.0641638,324.5372,47.97605,301.237231,296.6524,40.62069,82.17711,82.20296,135.9059,18.31131
0.9399994,0.9399994,0.2610312,2.136564,0.4653078,0.2498666,802.283,71.41096,3.392249,1.861491,328.0823623,324.5255,48.17921,304.5168889,299.8977,41.10248,82.14426,82.19595,138.9048,18.71992
0.9499994,0.9499994,0.2638756,2.086951,0.4644382,0.244211,801.9531,71.37238,3.459703,1.858581,328.1000918,324.5125,48.38706,307.7967351,303.1428,41.58635,82.11076,82.18869,141.9363,19.13337
0.9599994,0.9599994,0.2667204,2.037413,0.4635849,0.2385636,801.6233,71.3338,3.52779,1.854322,328.117763,324.4986,48.59964,311.0768755,306.3878,42.07235,82.07661,82.1812,145.0001,19.55166
0.9699994,0.9699994,0.2695655,1.987942,0.4627475,0.2329231,801.2935,71.29525,3.596517,1.848681,328.1350812,324.4835,48.8169,314.3572157,309.6326,42.56052,82.0418,82.17346,148.0965,19.97482
0.9799994,0.9799994,0.2724108,1.93853,0.461926,0.2272889,800.9637,71.25671,3.665881,1.841627,328.1521517,324.4673,49.03882,317.6378606,312.8773,43.05091,82.00636,82.16548,151.2252,20.40288
0.9899994,0.9899994,0.2752565,1.889171,0.4611201,0.22166,800.6341,71.21819,3.735887,1.833127,328.1689811,324.45,49.26538,320.9187159,316.1218,43.54356,81.97027,82.15726,154.3865,20.83585
0.9999993,0.9999993,0.2781024,1.839861,0.4603297,0.2160358,800.3044,71.17969,3.806535,1.823149,328.1854745,324.4315,49.49654,324.1997887,319.3661,44.03852,81.93356,82.1488,157.5801,21.27376
1.009999,1.009999,0.2809487,1.790601,0.4595546,0.2104158,799.9748,71.1412,3.877828,1.811661,328.2017345,324.4119,49.73226,327.481085,322.6102,44.53584,81.89623,82.14009,160.8062,21.71663
1.019999,1.019999,0.2837952,1.741386,0.4587946,0.2048003,799.6453,71.10272,3.949769,1.79864,328.2177652,324.3912,49.9725,330.7626106,325.8541,45.03556,81.85829,82.13113,164.0648,22.16449
1.029999,1.029999,0.286642,1.692211,0.4580498,0.1991886,799.3157,71.06426,4.022357,1.784053,328.233569,324.3694,50.21721,334.0443717,329.0978,45.53773,81.81976,82.12193,167.3558,22.61736
1.039999,1.039999,0.2894891,1.64308,0.4573199,0.1935802,798.9863,71.02582,4.095597,1.76787,328.2490544,324.3464,50.46637,337.326375,332.3413,46.0424,81.78063,82.11248,170.6792,23.07526
1.049999,1.049999,0.2923365,1.593996,0.4566048,0.1879755,798.6569,70.9874,4.169495,1.750067,328.2642193,324.3222,50.7199,340.6085255,335.5845,46.5496,81.74094,82.10278,174.035,23.53822
1.059999,1.059999,0.2951841,1.544954,0.4559046,0.1823751,798.3275,70.94899,4.244046,1.730621,328.2792609,324.297,50.97773,343.8909295,338.8275,47.05938,81.70068,82.09283,177.4233,24.00626
1.069999,1.069999,0.2980321,1.495967,0.455219,0.1767782,797.9982,70.9106,4.319262,1.709502,328.2939843,324.2706,51.23981,347.1734936,342.0702,47.57178,81.65987,82.08264,180.844,24.47942
1.079999,1.079999,0.3008803,1.447029,0.4545482,0.1711865,797.6689,70.87222,4.395137,1.686695,328.3083874,324.243,51.50606,350.4562228,345.3126,48.08684,81.61852,82.0722,184.2971,24.95771
1.089999,1.089999,0.3037287,1.398154,0.4538918,0.1655993,797.3397,70.83386,4.471683,1.662171,328.3225685,324.2143,51.77641,353.7391245,348.5547,48.60461,81.57664,82.06152,187.7827,25.44117
1.099999,1.099999,0.3065773,1.349342,0.45325,0.1600182,797.0106,70.79552,4.548897,1.635919,328.3365236,324.1845,52.05077,357.0222026,351.7965,49.12512,81.53427,82.05058,191.3006,25.92982
1.109999,1.109999,0.3094262,1.300599,0.4526227,0.1544433,796.6814,70.75719,4.626787,1.607918,328.3502488,324.1536,52.32905,360.3055625,355.0381,49.64841,81.4914,82.0394,194.851,26.42368
1.119999,1.119999,0.3122755,1.251939,0.4520096,0.1488752,796.3523,70.71887,4.705356,1.578144,328.3637416,324.1216,52.61117,363.5890113,358.2793,50.17452,81.44807,82.02797,198.4338,26.9228
1.129999,1.129999,0.3151249,1.203364,0.451411,0.1433155,796.0233,70.68057,4.784606,1.546594,328.3768943,324.0884,52.89701,366.8726551,361.5202,50.70349,81.40427,82.0163,202.049,27.42719
1.139999,1.139999,0.3179746,1.154883,0.4508265,0.1377646,795.6943,70.6423,4.864541,1.513248,328.3897039,324.054,53.18649,370.1563999,364.7607,51.23536,81.36003,82.00438,205.6966,27.93688
1.149999,1.149999,0.3208244,1.10651,0.4502563,0.1322235,795.3653,70.60403,4.945165,1.478092,328.4023665,324.0186,53.47954,373.4403478,368.0009,51.77015,81.31538,81.99221,209.3766,28.45191
1.159999,1.159999,0.3236746,1.058261,0.4497002,0.1266939,795.0364,70.56579,5.026482,1.441125,328.4146636,323.982,53.77597,376.7244084,371.2407,52.30791,81.27032,81.9798,213.089,28.9723
1.169999,1.169999,0.326525,1.01014,0.4491582,0.1211774,794.7075,70.52756,5.108498,1.402345,328.4266853,323.9443,54.07567,380.0085855,374.4801,52.84867,81.22489,81.96716,216.8338,29.49809
1.179999,1.179999,0.3293755,0.9621601,0.4486302,0.1156748,794.3787,70.48934,5.191217,1.36174,328.4385279,323.9056,54.37857,383.2928838,377.7191,53.39246,81.17909,81.95426,220.611,30.02929
1.189999,1.189999,0.3322263,0.9143296,0.4481161,0.1101874,794.6337,70.45114,5.274639,1.319324,328.716607,324.1292,54.7254,386.5800371,380.9604,53.93971,81.13297,81.94113,224.4206,30.56595
1.199999,1.199999,0.3350797,0.8666661,0.4476155,0.1047164,794.8889,70.41295,5.358846,1.275091,328.9948426,324.3521,55.0756,389.8699536,384.2039,54.49046,81.08652,81.92775,228.2627,31.1081
1.209999,1.209999,0.3379355,0.8191899,0.4471285,0.09926365,795.144,70.37474,5.443835,1.229045,329.2731234,324.5742,55.42904,393.1626396,387.4496,55.04475,81.03979,81.91413,232.1372,31.65578
1.219999,1.219999,0.3407938,0.771912,0.4466549,0.09383153,795.3992,70.33652,5.529618,1.181196,329.5516279,324.7957,55.78556,396.4580981,390.6975,55.6026,80.99278,81.90028,236.0441,32.20901
1.229999,1.229999,0.3436548,0.7248464,0.4461945,0.08842143,795.6545,70.29829,5.616199,1.131546,329.8301452,325.0164,56.14503,399.7564349,393.9477,56.16405,80.94554,81.88618,239.9836,32.76785
1.239999,1.239999,0.3465182,0.6780228,0.4457474,0.08303488,795.9098,70.26004,5.703587,1.080097,330.1088597,325.2365,56.50733,403.0574574,397.2,56.72913,80.89809,81.87184,243.9556,33.33231
1.249999,1.249999,0.3493841,0.6314498,0.4453133,0.07767531,796.1652,70.22179,5.791778,1.026881,330.3876411,325.4559,56.87223,406.3613655,400.4546,57.29785,80.85044,81.85727,247.9602,33.90245
1.259999,1.259999,0.3522527,0.5851516,0.4448922,0.07234381,796.4206,70.18352,5.880788,0.9718994,330.6665706,325.6747,57.23959,409.6679679,403.7113,57.87025,80.80263,81.84247,251.9973,34.47829
1.269999,1.269999,0.3551236,0.5391451,0.444484,0.06704308,796.676,70.14523,5.970617,0.9151779,330.9456286,325.8929,57.60926,412.9773654,406.9702,58.44634,80.75468,81.82744,256.067,35.05987
1.279999,1.279999,0.3579972,0.4934527,0.4440883,0.06177517,796.9315,70.10694,6.06127,0.8567356,331.2246898,326.1104,57.98105,416.2895643,410.2313,59.02615,80.70662,81.81219,260.1693,35.64723
1.289999,1.289999,0.3608732,0.4480991,0.4437052,0.05654263,797.187,70.06863,6.152757,0.7966006,331.5039251,326.3274,58.35478,419.6045675,413.4946,59.6097,80.65849,81.79671,264.3043,36.24041
1.299999,1.299999,0.3637518,0.4030995,0.4433344,0.05134832,797.4426,70.03032,6.245077,0.7348071,331.783297,326.5439,58.73021,422.9222788,416.76,60.197,80.61031,81.78102,268.4719,36.83944
1.309999,1.309999,0.3666329,0.3584867,0.4429756,0.04619399,797.6982,69.99199,6.338233,0.6713776,332.0626886,326.7598,59.10721,426.2428012,420.0276,60.78807,80.5621,81.76511,272.6721,37.44437
1.319999,1.319999,0.3695165,0.3142748,0.4426288,0.04108346,797.9539,69.95365,6.432234,0.6063661,332.3421522,326.9752,59.4855,429.5660394,423.2973,61.38293,80.51391,81.74898,276.9051,38.05523
1.329999,1.329999,0.3724026,0.2704871,0.4422937,0.03601833,798.2097,69.9153,6.527084,0.5397981,332.6217642,327.1902,59.86494,432.8920926,426.5692,61.98158,80.46575,81.73264,281.1708,38.67205
1.339999,1.339999,0.3752913,0.2271518,0.44197,0.03100133,798.4654,69.87693,6.622783,0.4717173,332.9014858,327.4048,60.2453,436.220964,429.8433,62.58403,80.41768,81.71609,285.4692,39.29488
1.349999,1.349999,0.3781825,0.1842886,0.4416575,0.02603569,798.7213,69.83855,6.719337,0.4021781,333.1812754,327.619,60.62634,439.5525566,433.1195,63.19029,80.36971,81.69936,289.8004,39.92375
