# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
0.82143,115.02,281.37,300.81,286.14,316.19,16.452,2.0543e-4,16.452,7.154e-4,52.068,97.423,33,107,32.137,1.5121,0,0.05917,1.8789e-6,68.914,0.99447,7.7372,0.058315,37.93,27.024,4.8468,0.25951,7359728,213.17,6.9303,0.56894,0.57275,0.43607,0.0041092,0.12875,0.36998,1.7737,-4.7733e-4,0,0,0,0,0.01982,0.035243,2.25,3.9761,74.927,7.7859e-4,NaN,57.688,1000.1,1115.3,0.018558,0.015615
0.83998,120.3,286.95,296.25,291.96,309.86,17.435,2.2779e-4,17.435,7.4856e-4,53.829,90.84,33,107,32.137,0.96376,0,0.068448,1.3992e-7,68.857,0.93711,7.7282,0.058308,38.17,27.009,4.9608,0.2648,7508772,209.08,7.1917,0.56936,0.57094,0.43595,0.0042876,0.12912,0.23128,1.1218,4.069e-4,0,0,0,0,0.025475,0.035966,2.25,3.9761,75.355,8.7192e-4,NaN,57.669,999.91,1115.3,0.027837,0.015867
0.86782,128.4,295.2,287.65,300.51,298.61,18.968,2.6487e-4,18.968,8.0009e-4,56.238,80.187,33,107,32.137,0.17955,0,0.074854,-2.0065e-5,68.778,0.85876,7.7158,0.058299,38.532,26.987,5.1311,0.27249,7724973,202.03,7.6009,0.56998,0.57003,0.43577,0.0045542,0.12965,0.041884,0.1866,-8.3049e-5,0,0,0,0,0.028774,0.037027,2.25,3.9761,76.081,9.1313e-4,NaN,57.64,999.62,1115.3,0.041755,0.016024
0.90957,140.98,307.18,272.58,312.85,280.02,21.382,3.2849e-4,21.382,8.8024e-4,59.315,64.112,33,107,32.137,0.8743,0,-0.067313,-6.2618e-6,68.664,0.74464,7.6978,0.058285,38.219,26.956,5.0059,0.28351,8034758,194.73,8.256,0.5709,0.57222,0.4355,0.0049532,0.13045,0.20941,1.07,-4.4676e-4,0,0,0,0,-0.021496,0.038555,2.25,3.9761,77.175,9.8741e-4,NaN,57.595,999.17,1115.2,0.025667,0.016229
0.93524,148.95,314.26,267.48,320.1,273.31,22.925,3.7242e-4,22.925,9.3078e-4,60.887,56.181,33,107,32.137,1.4018,0,-0.052381,-3.8747e-6,68.557,0.63765,7.6808,0.058272,37.991,26.926,4.9179,0.29001,8217254,190.29,8.6752,0.57147,0.57477,0.43534,0.0051978,0.13093,0.34236,1.6959,-2.8256e-4,0,0,0,0,-0.012441,0.03945,2.25,3.9761,77.733,0.0010454,NaN,57.567,998.88,1115.2,0.015447,0.016521
0.95069,153.84,318.42,264.28,324.35,269.4,23.872,4.006e-4,23.872,9.6149e-4,61.735,52.28,33,107,32.137,1.6289,0,-0.040152,-4.7488e-6,68.494,0.57439,7.6708,0.058264,37.896,26.908,4.8836,0.29382,8323990,187.23,8.9254,0.57181,0.57623,0.43524,0.0053443,0.13122,0.40116,1.966,4.7878e-4,0,0,0,0,-0.0071219,0.039974,2.25,3.9761,77.992,0.0010922,NaN,57.549,998.71,1115.2,0.012967,0.016779
0.96366,157.99,321.85,260.37,327.84,265.03,24.677,4.2527e-4,24.677,9.8741e-4,62.401,49.486,33,107,32.137,1.7513,0,-0.028458,-5.1046e-6,68.451,0.53126,7.6639,0.058259,37.847,26.896,4.8668,0.29694,8411588,184.59,9.1299,0.57209,0.57718,0.43516,0.0054663,0.13146,0.43328,2.1119,-2.6097e-6,0,0,0,0,-0.0035029,0.040405,2.25,3.9761,78.152,0.0011752,NaN,57.534,998.56,1115.1,0.01181,0.017023
0.97547,161.81,324.93,256.86,330.98,261.22,25.417,4.4855e-4,25.417,0.0010111,62.979,47.571,33,107,32.137,1.8113,0,-0.017011,-4.7425e-6,68.414,0.49402,7.658,0.058254,37.823,26.886,4.8609,0.29974,8.49e6,182.36,9.311,0.57234,0.57778,0.43509,0.005577,0.13168,0.44915,2.1842,6.1819e-5,0,0,0,0,-0.0012284,0.040791,2.25,3.9761,78.249,0.0012616,NaN,57.521,998.42,1115.1,0.0112,0.017256
0.98667,165.46,327.81,253.43,333.9,257.63,26.126,4.7137e-4,26.126,0.0010338,63.508,46.319,33,107,32.137,1.8215,0,-0.0057341,-4.138e-6,68.38,0.4604,7.6526,0.05825,37.82,26.876,4.8638,0.30235,8563129,180.29,9.4778,0.57258,0.57808,0.43502,0.0056815,0.13188,0.45194,2.1981,4.4754e-4,0,0,0,0,-1.3717e-4,0.041151,2.25,3.9761,78.295,0.0013424,NaN,57.508,998.29,1115.1,0.010931,0.017513
0.9976,169.06,330.58,249.93,336.72,254.06,26.823,4.9435e-4,26.823,0.001056,64.014,45.627,33,107,32.137,1.7876,0,0.0054018,-3.8884e-6,68.348,0.42867,7.6476,0.058246,37.836,26.868,4.8746,0.30487,8633521,178.23,9.6355,0.57282,0.57812,0.43495,0.0057833,0.13208,0.44309,2.1595,5.3646e-5,0,0,0,0,1.1974e-4,0.041498,2.25,3.9761,78.296,0.0014266,NaN,57.495,998.16,1115.1,0.010937,0.017745
1.0085,172.69,333.31,246.32,339.5,250.45,27.525,5.1807e-4,27.525,0.0010784,64.515,45.297,33,107,32.137,1.7331,0,0.016457,-2.4197e-6,68.317,0.3973,7.6425,0.058243,37.86,26.859,4.8892,0.30738,8703738,176.17,9.7924,0.57305,0.57805,0.43488,0.0058859,0.13228,0.42883,2.0959,2.4746e-5,0,0,0,0,0.0010933,0.04184,2.25,3.9761,78.252,0.0014928,NaN,57.482,998.03,1115.1,0.01108,0.017898
1.0196,176.4,336.04,243,342.27,247.24,28.243,5.4285e-4,28.243,0.0011013,65.021,45.543,33,107,32.137,1.6416,0,0.027395,-1.3105e-6,68.285,0.36573,7.6375,0.058239,37.899,26.85,4.9108,0.30989,8774069,174.34,9.9475,0.57329,0.57779,0.43481,0.0059898,0.13248,0.40497,1.9853,3.1499e-4,0,0,0,0,0.0029807,0.042182,2.25,3.9761,78.165,0.0015343,NaN,57.469,997.9,1115.1,0.011502,0.018052
1.0311,180.28,338.83,240.87,345.11,245.35,28.994,5.6939e-4,28.994,0.0011252,65.553,46.643,33,107,32.137,1.5042,0,0.038162,-1.3798e-6,68.253,0.3338,7.6324,0.058235,37.959,26.841,4.9413,0.31247,8846136,173.3,10.104,0.57353,0.57734,0.43474,0.0060975,0.13269,0.36934,1.8197,4.0137e-4,0,0,0,0,0.0056894,0.042532,2.25,3.9761,78.029,0.0015734,NaN,57.455,997.76,1115.1,0.012337,0.018203
1.0435,184.48,341.8,238.54,348.14,243.4,29.806,5.9879e-4,29.806,0.001151,66.141,48.406,33,107,32.137,1.3132,0,0.048687,-1.5017e-6,68.22,0.30077,7.6271,0.058231,38.042,26.832,4.9824,0.31522,8922835,172.2,10.27,0.5738,0.57672,0.43467,0.0062134,0.13292,0.32033,1.5873,1.0328e-4,0,0,0,0,0.0091,0.042905,2.25,3.9761,77.836,0.001622,NaN,57.44,997.61,1115,0.01389,0.01835
1.0573,189.25,345.11,235.69,351.52,241.17,30.73,6.3307e-4,30.73,0.0011804,66.834,51.121,33,107,32.137,1.0354,0,0.058785,3.4002e-7,68.184,0.26465,7.6213,0.058227,38.165,26.822,5.0415,0.31826,9007856,170.9,10.453,0.5741,0.57593,0.43458,0.0063435,0.13317,0.25013,1.2482,-2.8462e-4,0,0,0,0,0.013014,0.043322,2.25,3.9761,77.566,0.0016624,NaN,57.423,997.44,1115,0.017317,0.018508
1.0747,195.26,349.18,216.6,355.69,222.71,31.895,6.7762e-4,31.895,0.0012173,67.759,51.823,33,107,32.137,0.62171,0,0.067786,1.998e-6,68.141,0.22166,7.6144,0.058221,38.352,26.81,5.13,0.322,9112117,154.53,10.683,0.57446,0.57514,0.43448,0.0065055,0.13348,0.14799,0.74183,-8.9268e-5,0,0,0,0,0.016906,0.043837,2.25,3.9761,77.169,0.001681,NaN,57.401,997.23,1115,0.025975,0.018735
1.1006,204.4,354.57,147.97,361.25,154.24,33.673,7.4822e-4,33.673,0.0012731,69.156,43.508,33,107,32.137,0.041634,0,-0.072459,5.9118e-5,68.089,0.16941,7.606,0.058215,38.624,26.795,5.2573,0.32699,9250963,111.26,11.01,0.57496,0.57496,0.43434,0.0067256,0.1339,0.0097042,0.070149,1.2133e-4,0,0,0,0,-0.018734,0.044526,2.25,3.9761,76.505,0.0017568,NaN,57.369,996.9,1115,0.038963,0.019033
1.1396,218.32,359.81,67.673,366.73,75.81,36.401,8.6271e-4,36.401,0.0013579,70.945,34.168,33,107,32.137,1.0174,0,-0.057488,3.8191e-6,67.981,0.061392,7.5886,0.058202,38.18,26.764,5.0738,0.33178,9383117,73.168,11.374,0.57545,0.57723,0.4342,0.0069415,0.13431,0.24589,1.2594,-1.1032e-4,0,0,0,0,-0.011455,0.045209,2.25,3.9761,75.564,0.0019039,NaN,57.319,996.4,1114.9,0.015782,0.019393
1.1554,224.01,360.87,29.602,367.88,40.217,37.525,9.1204e-4,37.525,0.0013925,71.508,27.223,33,107,32.137,1.2958,0,-0.044707,5.4353e-6,67.981,0.061392,7.5886,0.058202,38.06,26.764,5.0201,0.33278,9.41e6,53.063,11.464,0.57555,0.57841,0.43417,0.0069872,0.1344,0.31636,1.595,-2.3274e-5,0,0,0,0,-0.0068862,0.045354,2.25,3.9761,75.273,0.0019691,NaN,57.299,996.2,1114.9,0.012357,0.020143
1.1677,228.47,361.27,4.1173,368.35,22.318,38.411,9.518e-4,38.411,0.0014197,71.864,21.935,33,107,32.137,1.4356,0,-0.032952,3.868e-6,67.967,0.047346,7.5863,0.0582,38,26.76,4.9952,0.33321,9420901,36.27,11.505,0.5756,0.57908,0.43416,0.0070066,0.13443,0.35224,1.7636,-2.9108e-4,0,0,0,0,-0.0037316,0.045414,2.25,3.9761,75.099,0.0020304,NaN,57.283,996.04,1114.9,0.011146,0.020398
1.1789,232.5,361.33,-13.739,368.46,22.603,39.214,9.8849e-4,39.214,0.0014443,72.117,17.948,33,107,32.137,1.5142,0,-0.021509,3.6311e-6,67.955,0.035613,7.5844,0.058199,37.966,26.757,4.9819,0.33331,9422728,24.775,11.518,0.57561,0.57947,0.43415,0.0070112,0.13444,0.37257,1.8576,-1.098e-4,0,0,0,0,-0.001589,0.045429,2.25,3.9761,74.99,0.0020813,NaN,57.269,995.89,1114.8,0.010574,0.020639
1.1895,236.32,361.18,-18.259,368.35,24.97,39.977,0.001024,39.977,0.0014676,72.309,17.033,33,107,32.136,1.5455,0,-0.010262,4.0854e-6,67.947,0.027704,7.5831,0.058198,37.953,26.755,4.9769,0.33322,9419266,22.017,11.513,0.5756,0.57962,0.43416,0.0070072,0.13443,0.38069,1.8949,2.1001e-4,0,0,0,0,-3.6188e-4,0.045419,2.25,3.9761,74.929,0.002134,NaN,57.255,995.76,1114.8,0.010371,0.020869
1.1998,240.06,361,-22.257,368.2,27.323,40.728,0.0010595,40.728,0.0014906,72.485,15.848,33,107,32.136,1.5344,0,8.2961e-4,4.0644e-6,67.943,0.023778,7.5825,0.058197,37.958,26.754,4.9795,0.33309,9414645,19.525,11.501,0.57558,0.57955,0.43416,0.0070013,0.13442,0.3778,1.881,-2.0399e-4,0,0,0,0,2.3672e-6,0.045402,2.25,3.9761,74.912,0.0021877,NaN,57.242,995.62,1114.8,0.010457,0.021102
1.2103,243.84,360.76,-26.258,368.01,29.946,41.487,0.001096,41.487,0.0015137,72.649,14.397,33,107,32.136,1.4955,0,0.011821,5.0255e-6,67.94,0.020604,7.582,0.058197,37.974,26.753,4.9872,0.3329,9408344,16.989,11.482,0.57556,0.57934,0.43417,0.0069926,0.13441,0.36772,1.8331,3.1523e-4,0,0,0,0,4.8114e-4,0.04538,2.25,3.9761,74.936,0.0022529,NaN,57.228,995.49,1114.8,0.010743,0.02133
1.221,247.71,360.48,-30.297,367.76,32.795,42.268,0.0011342,42.268,0.0015375,72.8,12.555,33,107,32.136,1.4146,0,0.022648,4.0634e-6,67.937,0.017373,7.5815,0.058197,38.008,26.752,5.0029,0.33267,9400706,14.342,11.456,0.57554,0.57893,0.43417,0.0069819,0.13439,0.34683,1.7331,-3.5647e-4,0,0,0,0,0.0017688,0.045352,2.25,3.9761,75.003,0.0023238,NaN,57.214,995.35,1114.8,0.01138,0.021552
1.2324,251.81,360.14,-33.326,367.45,34.963,43.097,0.0011755,43.097,0.0015628,72.937,10.574,33,107,32.136,1.2867,0,0.033271,3.6043e-6,67.934,0.014002,7.5809,0.058196,38.063,26.751,5.0277,0.33237,9391347,12.298,11.423,0.57551,0.57833,0.43418,0.0069685,0.13436,0.31401,1.5752,3.7274e-4,0,0,0,0,0.003824,0.045316,2.25,3.9761,75.118,0.0023909,NaN,57.2,995.2,1114.8,0.012544,0.021893
1.245,256.33,359.72,-34.889,367.07,35.909,44.013,0.0012219,44.013,0.0015906,73.06,8.4983,33,107,32.136,1.1009,0,0.043591,4.3037e-6,67.931,0.011193,7.5805,0.058196,38.144,26.75,5.0638,0.33201,9.38e6,10.991,11.38,0.57547,0.57755,0.43419,0.006952,0.13433,0.26688,1.3445,-3.25e-4,0,0,0,0,0.0065787,0.04527,2.25,3.9761,75.292,0.002455,NaN,57.184,995.04,1114.8,0.014729,0.022232
1.2597,261.62,359.21,-36.607,366.59,36.992,45.09,0.0012776,45.09,0.0016235,73.168,5.3276,33,107,32.136,0.78682,0,0.05321,7.4357e-6,67.929,0.0089044,7.5801,0.058196,38.283,26.75,5.1259,0.33162,9367705,9.2948,11.331,0.57543,0.57651,0.4342,0.0069344,0.1343,0.18858,0.95721,2.9394e-4,0,0,0,0,0.0098257,0.045213,2.25,3.9761,75.55,0.002573,NaN,57.165,994.85,1114.7,0.02074,0.022626
1.2804,269.06,358.46,-40.832,365.86,40.832,46.608,0.0013584,46.608,0.0016698,73.234,0.15013,33,107,32.136,0.2552,0,0.060548,1.8725e-5,67.923,0.0030211,7.5791,0.058195,38.526,26.748,5.2345,0.33108,9350446,6.3098,11.271,0.57538,0.57549,0.43422,0.0069097,0.13425,0.05998,0.30086,-1.6002e-4,0,0,0,0,0.012765,0.045126,2.25,3.9761,75.979,0.0027794,NaN,57.138,994.59,1114.7,0.03111,0.022904
1.3115,280.2,357.21,-46.693,364.62,47.303,48.886,0.0014845,48.886,0.0017399,73.136,7.5754,33,107,32.136,0.5049,0,-0.057257,6.6635e-6,67.923,0.0030211,7.5791,0.058195,38.41,26.748,5.183,0.33006,9318937,1.8373,11.202,0.57527,0.57572,0.43425,0.0068637,0.13416,0.11975,0.63185,-1.0805e-4,0,0,0,0,-0.011486,0.044975,2.25,3.9761,76.654,0.0031093,NaN,57.099,994.19,1114.7,0.031735,0.023158
1.3433,291.51,355.74,-48.778,363.12,50.343,51.202,0.0016193,51.202,0.001812,72.825,12.456,33,107,32.136,1.0594,0,-0.039903,-2.9133e-6,67.921,8.8423e-4,7.5788,0.058195,38.16,26.747,5.0724,0.32871,9277765,0,11.132,0.57514,0.57706,0.43429,0.0068026,0.13405,0.25636,1.3056,-3.7626e-4,0,0,0,0,-0.0056254,0.04479,2.25,3.9761,77.219,0.0033886,NaN,57.058,993.78,1114.6,0.015491,0.023438
1.3588,297.01,354.99,-48.417,362.34,50.38,52.328,0.0016874,52.328,0.0018475,72.621,13.925,33,107,32.136,1.254,0,-0.027799,-2.4202e-6,67.92,0,7.5787,0.058194,38.075,26.747,5.0346,0.32802,9257131,0,11.096,0.57507,0.57774,0.43431,0.006772,0.13399,0.30558,1.5415,1.4926e-4,0,0,0,0,-0.0027417,0.044693,2.25,3.9761,77.409,0.0035651,NaN,57.039,993.59,1114.6,0.013177,0.025348
1.3719,301.69,354.36,-48.187,361.68,50.41,53.284,0.0017464,53.284,0.0018779,72.431,14.805,33,107,32.136,1.3717,0,-0.016157,-2.6882e-6,67.92,0,7.5787,0.058194,38.024,26.747,5.0119,0.32746,9.24e6,0,11.065,0.57501,0.5782,0.43432,0.0067468,0.13394,0.33563,1.6827,1.2454e-4,0,0,0,0,-9.2944e-4,0.044611,2.25,3.9761,77.514,0.0036783,NaN,57.022,993.42,1114.6,0.012115,0.025866
1.384,305.98,353.77,-48.05,361.07,50.398,54.161,0.0018016,54.161,0.0019059,72.249,15.206,33,107,32.136,1.4283,0,-0.0048064,-6.6421e-7,67.92,0,7.5787,0.058194,37.999,26.747,5.001,0.32694,9224325,0,11.032,0.57496,0.57841,0.43434,0.0067236,0.1339,0.35017,1.7512,-2.0799e-4,0,0,0,0,-8.2509e-5,0.044535,2.25,3.9761,77.56,0.0037415,NaN,57.007,993.27,1114.6,0.01168,0.026123
1.3957,310.1,353.21,-47.985,360.49,50.339,55.003,0.0018557,55.003,0.0019331,72.071,15.212,33,107,32.136,1.435,0,0.0063422,-9.9338e-7,67.92,0,7.5787,0.058194,37.996,26.747,4.9996,0.32644,9209201,0,10.996,0.57491,0.57839,0.43435,0.0067014,0.13385,0.35189,1.7593,-1.9892e-4,0,0,0,0,1.4411e-4,0.044463,2.25,3.9761,77.556,0.0037513,NaN,56.992,993.12,1114.5,0.011663,0.026362
1.4074,314.22,352.65,-48.004,359.91,50.22,55.843,0.0019106,55.843,0.0019603,71.895,14.754,33,107,32.136,1.3833,0,0.017279,6.3153e-7,67.92,0,7.5787,0.058194,38.018,26.747,5.0093,0.32593,9193636,0,10.955,0.57486,0.57809,0.43437,0.0066785,0.13381,0.33856,1.695,-1.1323e-4,0,0,0,0,0.001073,0.04439,2.25,3.9761,77.507,0.00373,NaN,56.977,992.97,1114.5,0.012146,0.026614
1.4195,318.5,352.07,-48.099,359.3,50.057,56.715,0.0019685,56.715,0.0019887,71.721,13.862,33,107,32.136,1.2758,0,0.027963,4.8926e-7,67.92,0,7.5787,0.058194,38.064,26.747,5.0298,0.32538,9177170,0,10.906,0.5748,0.57757,0.43438,0.0066543,0.13376,0.31106,1.5618,-2.6127e-4,0,0,0,0,0.0028199,0.044315,2.25,3.9761,77.407,0.0036677,NaN,56.962,992.82,1114.5,0.013229,0.026848
1.4328,323.15,351.43,-48.274,358.64,49.876,57.663,0.0020326,57.663,0.0020197,71.546,12.539,33,107,32.136,1.1107,0,0.038361,1.0616e-6,67.92,0,7.5787,0.058194,38.136,26.747,5.0615,0.32479,9159288,0,10.851,0.57474,0.57685,0.4344,0.006628,0.13371,0.26918,1.3568,-3.5754e-4,0,0,0,0,0.0053266,0.044233,2.25,3.9761,77.249,0.0035888,NaN,56.945,992.65,1114.5,0.015286,0.027084
1.4481,328.52,350.69,-48.56,357.88,49.715,58.755,0.0021079,58.755,0.0020556,71.369,10.654,33,107,32.136,0.86742,0,0.048264,5.4484e-6,67.92,0,7.5787,0.058194,38.243,26.747,5.1091,0.3241,9138693,0,10.787,0.57467,0.57597,0.43442,0.0065979,0.13366,0.20837,1.0558,-2.7514e-4,0,0,0,0,0.0084675,0.044139,2.25,3.9761,77.009,0.0034448,NaN,56.926,992.46,1114.5,0.01973,0.027448
1.4678,335.43,349.73,-49.112,356.9,49.684,60.161,0.0022069,60.161,0.0021018,71.189,7.5199,33,107,32.136,0.44681,0,0.056701,1.3749e-5,67.92,0,7.5787,0.058194,38.433,26.747,5.1936,0.32316,9110355,0,10.702,0.57458,0.57493,0.43445,0.0065564,0.13358,0.10569,0.53749,-1.1389e-4,0,0,0,0,0.011756,0.044018,2.25,3.9761,76.633,0.0031831,NaN,56.902,992.21,1114.4,0.029594,0.0277
1.4974,345.76,348.26,-50.084,355.43,50.158,62.265,0.0023589,62.265,0.0021707,71.038,2.7301,33,107,32.136,0.23453,0,-0.058547,3.241e-5,67.92,0,7.5787,0.058194,38.53,26.747,5.237,0.32174,9067736,0,10.597,0.57444,0.57453,0.43449,0.0064942,0.13346,0.055033,0.30082,-2.5005e-4,0,0,0,0,-0.012645,0.043838,2.25,3.9761,76.008,0.0028758,NaN,56.865,991.85,1114.4,0.044392,0.027922
1.5418,361.17,346.01,-51.088,353.23,51.116,65.418,0.0025943,65.418,0.0022722,71.023,1.6658,33,107,32.136,0.87076,0,-0.041748,1.1252e-5,67.92,0,7.5787,0.058194,38.239,26.747,5.1075,0.31994,9013208,0,10.492,0.57426,0.57557,0.43454,0.0064159,0.13331,0.20913,1.0749,2.1436e-4,0,0,0,0,-0.0065029,0.043571,2.25,3.9761,75.184,0.0028078,NaN,56.81,991.29,1114.3,0.019911,0.028146
1.5617,368.05,344.99,-51.44,352.24,51.538,66.833,0.0027026,66.833,0.0023169,71.071,3.1792,33,107,32.136,1.0875,0,-0.029403,7.0371e-6,67.92,0,7.5787,0.058194,38.143,26.747,5.0647,0.31906,8986716,0,10.443,0.57417,0.5762,0.43456,0.0063778,0.13323,0.26321,1.3358,4.3457e-4,0,0,0,0,-0.0032437,0.043451,2.25,3.9761,74.928,0.0028597,NaN,56.785,991.05,1114.3,0.016114,0.028343
1.5778,373.6,344.16,-51.641,351.44,51.806,67.978,0.0027915,67.978,0.0023528,71.13,4.1292,33,107,32.136,1.223,0,-0.017579,5.9891e-6,67.92,0,7.5787,0.058194,38.083,26.747,5.0382,0.3183,8963949,0,10.399,0.5741,0.57664,0.43458,0.0063451,0.13317,0.29745,1.5002,3.2076e-4,0,0,0,0,-0.001165,0.043355,2.25,3.9761,74.791,0.0029116,NaN,56.765,990.85,1114.3,0.01442,0.028536
1.5922,378.56,343.42,-51.685,350.72,51.883,69.004,0.002872,69.004,0.0023847,71.193,4.5316,33,107,32.136,1.2821,0,-0.0061887,6.0429e-6,67.92,0,7.5787,0.058194,38.057,26.747,5.0266,0.31762,8943598,0,10.356,0.57403,0.57682,0.4346,0.0063158,0.13311,0.31247,1.5712,-1.1802e-4,0,0,0,0,-1.4502e-4,0.043268,2.25,3.9761,74.729,0.0029865,NaN,56.748,990.67,1114.3,0.01383,0.028729
1.606,383.3,342.7,-51.532,350.03,51.707,69.989,0.0029501,69.989,0.0024151,71.256,4.2574,33,107,32.136,1.2479,0,0.0048854,5.0636e-6,67.92,0,7.5787,0.058194,38.071,26.747,5.0331,0.31701,8925445,0,10.311,0.57397,0.57662,0.43462,0.00629,0.13306,0.30374,1.5287,-1.1368e-6,0,0,0,0,9.0717e-5,0.043186,2.25,3.9761,74.726,0.0030891,NaN,56.731,990.5,1114.3,0.014271,0.02893
1.6203,388.19,341.97,-51.166,349.33,51.27,71.007,0.0030316,71.007,0.0024462,71.31,3.2604,33,107,32.136,1.1126,0,0.015411,7.5095e-6,67.92,0,7.5787,0.058194,38.13,26.747,5.0592,0.31646,8908544,0,10.263,0.57392,0.57603,0.43463,0.0062661,0.13302,0.26947,1.3629,4.5667e-4,0,0,0,0,9.0598e-4,0.043101,2.25,3.9761,74.778,0.0032329,NaN,56.713,990.33,1114.2,0.016067,0.029141
1.6364,393.68,341.15,-50.645,348.53,50.676,72.153,0.0031246,72.153,0.0024812,71.35,1.7643,33,107,32.136,0.90328,0,0.025496,8.3138e-6,67.92,0,7.5787,0.058194,38.222,26.747,5.1001,0.31583,8889597,0,10.207,0.57386,0.57526,0.43465,0.0062394,0.13297,0.21712,1.1053,3.2109e-4,0,0,0,0,0.0024895,0.043005,2.25,3.9761,74.898,0.0034617,NaN,56.694,990.13,1114.2,0.019894,0.029379
1.6563,400.45,340.15,-49.939,347.56,49.94,73.572,0.0032415,73.572,0.0025244,71.364,0.33853,33,107,32.136,0.5993,0,0.03468,1.1584e-5,67.92,0,7.5787,0.058194,38.358,26.747,5.1606,0.31503,8865491,0,10.137,0.57378,0.57441,0.43467,0.0062055,0.1329,0.14246,0.73067,-1.1429e-5,0,0,0,0,0.0046296,0.042887,2.25,3.9761,75.115,0.0038028,NaN,56.67,989.89,1114.2,0.029841,0.02978
1.6861,410.58,338.68,-48.933,346.1,49.054,75.701,0.0034209,75.701,0.0025892,71.308,3.4425,33,107,32.136,0.12941,0,0.041362,3.6796e-5,67.92,0,7.5787,0.058194,38.575,26.747,5.257,0.31375,8827035,0,10.039,0.57366,0.57369,0.43471,0.0061513,0.1328,0.030227,0.15202,4.9335e-4,0,0,0,0,0.0066397,0.04271,2.25,3.9761,75.531,0.0043393,NaN,56.634,989.53,1114.1,0.044761,0.030019
1.7309,425.69,336.52,-47.652,343.94,48.273,78.888,0.0037,78.888,0.0026873,71.054,7.7178,33,107,32.136,0.53707,0,-0.035278,4.3327e-6,67.92,0,7.5787,0.058194,38.385,26.747,5.1725,0.3118,8768601,0,9.9142,0.57347,0.57397,0.43476,0.0060694,0.13264,0.12734,0.66391,-9.6868e-5,0,0,0,0,-0.0048914,0.042444,2.25,3.9761,76.172,0.0049827,NaN,56.58,988.99,1114.1,0.03402,0.030487
1.7649,437.11,334.91,-46.955,342.3,48.033,81.301,0.0039204,81.301,0.0027628,70.75,10.118,33,107,32.136,0.90622,-5.943e-9,-0.020373,1.7538e-6,67.92,0,7.5787,0.058194,38.218,26.747,5.0982,0.31035,8725135,0,9.8314,0.57333,0.57475,0.4348,0.0060089,0.13252,0.21775,1.1114,-1.145e-4,0,0,0,0,-0.0016467,0.042243,2.25,3.9761,76.52,0.0052457,NaN,56.539,988.58,1114,0.020522,0.030765
1.7854,443.98,333.95,-46.672,341.31,47.95,82.75,0.0040568,82.75,0.0028089,70.532,10.999,33,107,32.136,1.0433,-5.0841e-9,-0.0083717,1.1701e-6,67.92,0,7.5787,0.058194,38.157,26.747,5.071,0.30951,8699860,0,9.7821,0.57325,0.57512,0.43482,0.005974,0.13245,0.25192,1.2774,-2.229e-4,0,0,0,0,-2.7957e-4,0.042121,2.25,3.9761,76.627,0.0052889,NaN,56.514,988.33,1114,0.017956,0.030992
1.8034,449.96,333.11,-46.542,340.45,47.871,84.015,0.0041782,84.015,0.0028494,70.332,11.202,33,107,32.136,1.0805,0,0.0029939,2.2629e-6,67.92,0,7.5787,0.058194,38.14,26.747,5.0636,0.30877,8677593,0,9.7342,0.57318,0.57518,0.43484,0.0059433,0.13239,0.26125,1.3224,-2.6246e-4,0,0,0,0,3.593e-5,0.042015,2.25,3.9761,76.645,0.0052601,NaN,56.493,988.12,1114,0.017433,0.031228
1.8208,455.76,332.3,-46.542,339.62,47.774,85.239,0.0042979,85.239,0.002889,70.14,10.777,33,107,32.136,1.0263,0,0.013856,1.5957e-6,67.92,0,7.5787,0.058194,38.164,26.747,5.074,0.30802,8655224,0,9.6807,0.57311,0.57492,0.43487,0.0059124,0.13233,0.24763,1.2554,-1.7985e-4,0,0,0,0,7.7333e-4,0.041912,2.25,3.9761,76.592,0.0051737,NaN,56.472,987.91,1114,0.018455,0.031463
