# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
4.1441,4166.8,778.43,-104.52,786.85,104.98,580.2,0.083888,580.2,0.0082841,114.85,9.8191,33,107,32.124,0.058979,-8.30E-08,-0.0060953,2.62E-05,82.153,0,8.7843,0.06234,39.079,29.329,4.3337,0.71666,18162378,0,51.829,0.65209,0.65209,0.41648,0.048836,0.18677,0.014615,0.063638,3.19E-04,0,0,0,0,-2.84E-05,0.096672,2.25,3.9761,81.064,0.01548,NaN,43.238,861.81,1099.4,0.05,0.11189
4.1941,4205.6,773.23,-103.31,781.64,103.76,585.93,0.085666,585.93,0.008377,114.38,9.6445,33,107,32.124,0.061029,-8.58E-08,0.0015701,3.35E-05,82.153,0,8.7843,0.06234,39.068,29.329,4.3288,0.71205,18025375,0,50.961,0.65047,0.65047,0.41677,0.047782,0.18591,0.015107,0.065128,1.23E-04,0,0,0,0,1.91E-06,0.096034,2.25,3.9761,81.027,0.017372,NaN,43.099,860.55,1099.2,0.05,0.1123
4.2441,4244.1,768.1,-101.81,776.49,102.45,591.63,0.087465,591.63,0.0084704,113.85,11.431,33,107,32.124,0.015129,-8.40E-08,-0.0038928,8.49E-05,82.153,0,8.7843,0.06234,39.08,29.329,4.3338,0.70745,17889343,0,50.11,0.64888,0.64888,0.41706,0.04676,0.18506,0.0037351,0.015845,-2.84E-04,0,0,0,0,-1.19E-05,0.095403,2.25,3.9761,81.088,0.019342,NaN,42.962,859.31,1099,0.05,0.11269
4.2941,4282.4,763.05,-100.42,771.4,101.24,597.31,0.089294,597.31,0.0085653,113.23,12.821,33,107,32.124,0.076527,-7.55E-08,0.0015089,1.81E-05,82.153,0,8.7843,0.06234,39.042,29.329,4.3169,0.70296,17756227,0,49.288,0.64736,0.64737,0.41734,0.045784,0.18424,0.018914,0.081681,3.08E-05,0,0,0,0,1.81E-06,0.094778,2.25,3.9761,81.115,0.017712,NaN,42.825,858.06,1098.9,0.05,0.11308
4.3441,4320.4,758.05,-99.619,766.37,100.17,602.96,0.091134,602.96,0.0086599,112.64,10.516,33,107,32.124,0.0082024,-6.86E-08,-0.0054095,1.61E-04,82.153,0,8.7843,0.06234,39.064,29.329,4.3267,0.69843,17622593,0,48.471,0.64585,0.64585,0.41761,0.044825,0.18341,0.0020203,0.0091235,-3.82E-04,0,0,0,0,-2.36E-05,0.094161,2.25,3.9761,81.04,0.016064,NaN,42.69,856.83,1098.7,0.05,0.11347
4.3941,4358.2,753.09,-98.774,761.4,99.154,608.58,0.092974,608.58,0.0087533,112.17,8.6627,33,107,32.124,0.077119,-5.79E-08,-4.18E-04,1.03E-05,82.153,0,8.7843,0.06234,39.023,29.329,4.3084,0.69393,1.75E+07,0,47.673,0.64438,0.6444,0.41789,0.043894,0.1826,0.019022,0.08221,3.77E-04,0,0,0,0,-1.43E-07,0.093551,2.25,3.9761,80.98,0.017496,NaN,42.555,855.61,1098.6,0.05,0.11385
4.4441,4395.7,748.18,-97.344,756.47,97.946,614.17,0.094828,614.17,0.0088465,111.69,10.84,33,107,32.124,0.017239,-5.49E-08,-0.0030059,6.51E-06,82.153,0,8.7843,0.06234,39.041,29.329,4.3167,0.68962,17362584,0,46.913,0.643,0.643,0.41815,0.043021,0.18182,0.0042389,0.018593,-2.04E-04,0,0,0,0,-7.47E-06,0.092949,2.25,3.9761,81.017,0.01834,NaN,42.421,854.39,1098.4,0.05,0.11423
4.4941,4433,743.35,-96.213,751.61,96.858,619.75,0.0967,619.75,0.0089399,111.13,11.154,33,107,32.124,0.038183,-5.28E-08,3.97E-04,5.49E-06,82.153,0,8.7843,0.06234,39.023,29.329,4.3084,0.68524,17233900,0,46.155,0.64161,0.64162,0.41842,0.042157,0.18104,0.0093868,0.040716,5.88E-05,0,0,0,0,1.32E-07,0.092352,2.25,3.9761,81.042,0.017744,NaN,42.288,853.18,1098.3,0.05,0.11461
4.5441,4470.1,738.56,-95.27,746.79,95.844,625.29,0.09858,625.29,0.009033,110.59,10.47,33,107,32.123,0.015635,-5.54E-08,0.0030773,-1.95E-05,82.153,0,8.7843,0.06234,39.024,29.329,4.3092,0.68094,17107468,0,45.418,0.64028,0.64028,0.41867,0.041326,0.18028,0.0038369,0.016381,-4.00E-04,0,0,0,0,8.03E-06,0.091761,2.25,3.9761,81.007,0.0187,NaN,42.156,851.98,1098.2,0.05,0.11499
4.5941,4506.9,733.82,-94.382,742.03,94.872,630.81,0.10048,630.81,0.0091262,110.09,9.6306,33,107,32.123,0.015329,-5.63E-08,-0.0029923,6.01E-06,82.153,0,8.7843,0.06234,39.016,29.329,4.3055,0.67671,16983067,0,44.702,0.63898,0.63898,0.41893,0.040525,0.17953,0.0037582,0.016399,-2.31E-05,0,0,0,0,-7.69E-06,0.091178,2.25,3.9761,80.949,0.017924,NaN,42.025,850.79,1098,0.05,0.11539
4.6441,4543.4,729.12,-93.487,737.32,93.912,636.3,0.10238,636.3,0.0092188,109.63,8.9188,33,107,32.123,0.040525,-5.71E-08,-1.97E-04,-1.27E-05,82.153,0,8.7843,0.06234,38.996,29.329,4.2966,0.67248,16858949,0,43.995,0.63771,0.63771,0.41918,0.039741,0.17879,0.0099358,0.042833,1.36E-04,0,0,0,0,-3.39E-08,0.0906,2.25,3.9761,80.918,0.015715,NaN,41.894,849.6,1097.9,0.05,0.11589
4.6941,4579.8,724.47,-92.416,732.65,92.898,641.77,0.10427,641.77,0.0093093,109.17,9.447,33,107,32.123,0.010635,-5.76E-08,0.0023172,-4.00E-06,82.153,0,8.7843,0.06234,39.002,29.329,4.2991,0.66829,16736277,0,43.304,0.63646,0.63646,0.41942,0.038981,0.17806,0.0026024,0.011156,4.37E-04,0,0,0,0,4.73E-06,0.090029,2.25,3.9761,80.941,0.017493,NaN,41.765,848.42,1097.7,0.05,0.11628
4.7441,4615.9,719.88,-91.231,728.04,91.885,647.21,0.10617,647.21,0.0093989,108.66,10.946,33,107,32.123,0.062474,-5.84E-08,1.91E-04,-3.52E-05,82.153,0,8.7843,0.06234,38.97,29.329,4.2849,0.66423,16617039,0,42.64,0.63528,0.63528,0.41966,0.038259,0.17736,0.015302,0.065486,1.84E-05,0,0,0,0,3.27E-08,0.089463,2.25,3.9761,80.968,0.021905,NaN,41.636,847.25,1097.6,0.05,0.11668
4.7941,4651.8,715.34,-90.447,723.47,90.993,652.63,0.1081,652.63,0.0094905,108.13,9.9588,33,107,32.123,0.023937,-5.98E-08,0.0045172,-1.13E-04,82.153,0,8.7843,0.06234,38.98,29.329,4.2894,0.66014,16497535,0,41.981,0.6341,0.6341,0.4199,0.037546,0.17665,0.0058499,0.024988,3.68E-04,0,0,0,0,1.84E-05,0.088903,2.25,3.9761,80.92,0.023636,NaN,41.508,846.09,1097.4,0.05,0.1171
4.8441,4687.4,710.83,-89.796,718.94,90.176,658.03,0.11008,658.03,0.0095848,107.68,8.2732,33,107,32.123,0.048685,-5.91E-08,-0.0031947,-5.18E-05,82.153,0,8.7843,0.06234,38.961,29.329,4.2808,0.65608,16379450,0,41.335,0.63294,0.63295,0.42013,0.036852,0.17596,0.011899,0.05101,1.79E-04,0,0,0,0,-9.34E-06,0.088349,2.25,3.9761,80.842,0.021035,NaN,41.381,844.96,1097.3,0.05,0.11752
4.8941,4722.9,706.37,-88.891,714.47,89.281,663.4,0.11208,663.4,0.0096798,107.27,8.3344,33,107,32.123,0.040909,-5.78E-08,0.0010992,-3.90E-05,82.153,0,8.7843,0.06234,38.957,29.329,4.2791,0.65208,16263884,0,40.708,0.63182,0.63182,0.42036,0.036182,0.17528,0.009987,0.042892,-1.45E-04,0,0,0,0,1.12E-06,0.0878,2.25,3.9761,80.826,0.017125,NaN,41.255,843.87,1097.2,0.05,0.11794
4.9441,4758.1,701.95,-87.847,710.03,88.345,668.76,0.11407,668.76,0.0097728,106.83,9.3642,33,107,32.123,0.014352,-5.97E-08,-0.0022014,-8.79E-05,82.153,0,8.7843,0.06234,38.962,29.329,4.2813,0.64812,16149445,0,40.093,0.63073,0.63073,0.42059,0.03553,0.17461,0.0034975,0.014917,2.50E-04,0,0,0,0,-4.55E-06,0.087257,2.25,3.9761,80.862,0.017745,NaN,41.129,842.78,1097,0.05,0.11844
4.9941,4793.1,697.58,-86.854,705.64,87.457,674.08,0.11606,674.08,0.0098646,106.33,10.253,33,107,32.122,0.063139,-6.01E-08,0.0013219,-5.60E-05,82.153,0,8.7843,0.06234,38.932,29.329,4.2681,0.64423,16037214,0,39.497,0.62967,0.62967,0.42081,0.034903,0.17395,0.015402,0.065825,4.94E-04,0,0,0,0,1.66E-06,0.086718,2.25,3.9761,80.875,0.022767,NaN,41.004,841.7,1096.9,0.05,0.11889
5.0441,4827.8,693.26,-86.187,701.29,86.672,679.39,0.11808,679.39,0.0099579,105.84,9.1583,33,107,32.122,0.015435,-6.10E-08,0.0048771,-2.67E-04,82.153,0,8.7843,0.06234,38.947,29.329,4.2748,0.64034,15925167,0,38.906,0.62862,0.62862,0.42103,0.034286,0.17331,0.0037556,0.016143,1.03E-05,0,0,0,0,2.29E-05,0.086185,2.25,3.9761,80.813,0.026096,NaN,40.88,840.63,1096.7,0.05,0.11932
5.0941,4862.4,688.96,-85.588,696.98,85.939,684.67,0.12014,684.67,0.010054,105.42,7.7608,33,107,32.122,0.049289,-6.38E-08,-0.003316,-7.02E-05,82.153,0,8.7843,0.06234,38.924,29.329,4.2648,0.63648,15814100,0,38.327,0.62759,0.6276,0.42125,0.033685,0.17266,0.011999,0.050693,5.51E-05,0,0,0,0,-1.07E-05,0.085657,2.25,3.9761,80.732,0.022558,NaN,40.757,839.57,1096.6,0.05,0.11974
5.1441,4896.7,684.7,-84.826,692.71,85.152,689.93,0.12223,689.93,0.010151,105.05,7.4421,33,107,32.122,0.060034,-6.04E-08,0.0013688,-4.00E-05,82.153,0,8.7843,0.06234,38.913,29.329,4.2595,0.63264,15703634,0,37.757,0.62659,0.62659,0.42146,0.033097,0.17203,0.014609,0.062272,3.97E-04,0,0,0,0,1.85E-06,0.085135,2.25,3.9761,80.715,0.01732,NaN,40.635,838.51,1096.5,0.05,0.12021
5.1941,4930.9,680.48,-83.826,688.48,84.277,695.17,0.12431,695.17,0.010245,104.65,8.7024,33,107,32.122,0.010469,-6.21E-08,-0.0034146,-2.62E-04,82.153,0,8.7843,0.06234,38.929,29.329,4.2668,0.62885,15594970,0,37.201,0.62561,0.62561,0.42167,0.032528,0.17141,0.0025412,0.010786,-3.28E-05,0,0,0,0,-1.16E-05,0.084617,2.25,3.9761,80.766,0.016762,NaN,40.513,837.45,1096.3,0.05,0.12061
5.2441,4964.8,676.32,-82.879,684.29,83.455,700.4,0.12636,700.4,0.010337,104.18,9.7819,33,107,32.122,0.072759,-6.78E-08,1.12E-04,-5.82E-05,82.153,0,8.7843,0.06234,38.894,29.329,4.2511,0.62513,15487991,0,36.66,0.62465,0.62466,0.42187,0.031977,0.1708,0.017688,0.075366,-4.13E-04,0,0,0,0,1.27E-08,0.084103,2.25,3.9761,80.801,0.02222,NaN,40.392,836.41,1096.2,0.05,0.12101
5.2941,4998.5,672.19,-82.228,680.14,82.73,705.59,0.12844,705.59,0.010429,103.7,9.1033,33,107,32.122,0.043108,-6.28E-08,0.0048772,-1.09E-04,82.153,0,8.7843,0.06234,38.901,29.329,4.2544,0.62142,15381810,0,36.127,0.62372,0.62372,0.42208,0.031438,0.1702,0.010461,0.044037,1.19E-04,0,0,0,0,2.43E-05,0.083594,2.25,3.9761,80.752,0.026504,NaN,40.272,835.37,1096.1,0.05,0.1214
5.3441,5032,668.09,-81.709,676.03,82.073,710.77,0.13055,710.77,0.010524,103.28,7.7288,33,107,32.122,0.025969,-6.50E-08,-0.0054374,-1.44E-04,82.153,0,8.7843,0.06234,38.903,29.329,4.2552,0.61776,15276982,0,35.606,0.6228,0.6228,0.42228,0.030915,0.16961,0.0062934,0.026679,-3.60E-04,0,0,0,0,-3.06E-05,0.08309,2.25,3.9761,80.652,0.02534,NaN,40.152,834.33,1095.9,0.05,0.12189
5.3941,5065.3,664.02,-81.072,671.95,81.39,715.92,0.1327,715.92,0.01062,102.91,7.1954,33,107,32.122,0.051403,-6.35E-08,-0.0022618,-3.02E-05,82.153,0,8.7843,0.06234,38.885,29.329,4.2473,0.61415,15173649,0,35.098,0.62191,0.62192,0.42247,0.030407,0.16903,0.01246,0.053332,4.77E-04,0,0,0,0,-5.36E-06,0.082591,2.25,3.9761,80.581,0.020633,NaN,40.033,833.31,1095.8,0.05,0.12238
5.4441,5098.4,659.99,-80.309,667.91,80.655,721.06,0.13485,721.06,0.010715,102.55,7.4658,33,107,32.122,0.031942,-6.43E-08,9.18E-04,-3.33E-05,82.153,0,8.7843,0.06234,38.888,29.329,4.2487,0.61054,15070589,0,34.595,0.62103,0.62103,0.42267,0.029908,0.16846,0.0077322,0.032707,2.14E-04,0,0,0,0,8.94E-07,0.082096,2.25,3.9761,80.571,0.017487,NaN,39.915,832.28,1095.7,0.05,0.12288
5.4941,5131.3,655.99,-79.478,663.9,79.901,726.18,0.13698,726.18,0.010808,102.16,8.2167,33,107,32.121,0.01565,-6.49E-08,-0.0014852,-9.11E-05,82.153,0,8.7843,0.06234,38.89,29.329,4.2495,0.60696,14968309,0,34.1,0.62017,0.62017,0.42286,0.029419,0.16789,0.0037837,0.01618,1.25E-05,0,0,0,0,-2.37E-06,0.081605,2.25,3.9761,80.598,0.019472,NaN,39.798,831.27,1095.6,0.05,0.12392
5.5441,5164,652.04,-78.748,659.93,79.196,731.27,0.1391,731.27,0.010899,101.74,8.4166,33,107,32.121,0.033479,-6.45E-08,4.28E-04,-4.17E-05,82.153,0,8.7843,0.06234,38.876,29.329,4.2433,0.60338,14866513,0,33.613,0.61932,0.61932,0.42305,0.028939,0.16733,0.008094,0.033859,-1.60E-04,0,0,0,0,1.99E-07,0.081118,2.25,3.9761,80.609,0.024353,NaN,39.681,830.26,1095.4,0.05,0.12434
5.5941,5196.5,648.12,-78.116,655.99,78.536,736.35,0.14125,736.35,0.010991,101.32,8.1154,33,107,32.121,0.022112,-6.69E-08,0.0024599,-6.79E-05,82.153,0,8.7843,0.06234,38.876,29.329,4.2432,0.59985,14766074,0,33.136,0.61848,0.61848,0.42323,0.028473,0.16678,0.0053401,0.022473,4.59E-04,0,0,0,0,6.65E-06,0.080636,2.25,3.9761,80.581,0.026846,NaN,39.566,829.26,1095.3,0.05,0.12475
5.6441,5228.8,644.22,-77.522,652.08,77.903,741.41,0.14344,741.41,0.011085,100.93,7.6954,33,107,32.121,0.0024353,-6.70E-08,0.0032303,-4.81E-04,82.153,0,8.7843,0.06234,38.88,29.329,4.2449,0.59638,14667278,0,32.671,0.61767,0.61767,0.42342,0.028021,0.16624,5.87E-04,0.0020742,2.72E-04,0,0,0,0,1.16E-05,0.080157,2.25,3.9761,80.528,0.02572,NaN,39.45,828.26,1095.2,0.05,0.12514
5.6941,5260.9,640.36,-76.929,648.21,77.279,746.44,0.14565,746.44,0.01118,100.55,7.3503,33,107,32.121,0.013732,-6.77E-08,-0.0028196,9.25E-06,82.153,0,8.7843,0.06234,38.869,29.329,4.2402,0.59294,1.46E+07,0,32.215,0.61688,0.61688,0.4236,0.02758,0.16571,0.0033111,0.01396,3.71E-04,0,0,0,0,-8.94E-06,0.079683,2.25,3.9761,80.472,0.022493,NaN,39.336,827.27,1095,0.05,0.12564
5.7441,5292.8,636.53,-76.373,644.37,76.675,751.46,0.14786,751.46,0.011274,100.2,6.7981,33,107,32.121,0.041325,-6.89E-08,-9.42E-04,2.73E-06,82.153,0,8.7843,0.06234,38.851,29.329,4.2321,0.58947,14471417,0,31.761,0.61609,0.61609,0.42378,0.027142,0.16517,0.0099683,0.042026,3.91E-04,0,0,0,0,-1.01E-06,0.079213,2.25,3.9761,80.436,0.019866,NaN,39.222,826.29,1094.9,0.05,0.126
5.7941,5324.6,632.73,-75.698,640.56,76.023,756.46,0.15007,756.46,0.011366,99.857,7.0262,33,107,32.121,0.022133,-7.09E-08,0.0013063,-8.17E-06,82.153,0,8.7843,0.06234,38.855,29.329,4.2338,0.58604,14374344,0,31.316,0.61532,0.61532,0.42395,0.026715,0.16465,0.005332,0.022222,9.84E-06,0,0,0,0,1.97E-06,0.078746,2.25,3.9761,80.441,0.020213,NaN,39.109,825.31,1094.8,0.05,0.12626
5.8441,5356.1,628.96,-74.99,636.78,75.365,761.45,0.15226,761.45,0.011457,99.493,7.5128,33,107,32.121,0.013946,-7.06E-08,-0.0015414,-3.27E-05,82.153,0,8.7843,0.06234,38.854,29.329,4.2333,0.58263,14277977,0,30.877,0.61455,0.61455,0.42413,0.026296,0.16413,0.0033565,0.014244,1.93E-04,0,0,0,0,-2.77E-06,0.078284,2.25,3.9761,80.47,0.023508,NaN,38.996,824.33,1094.7,0.05,0.12653
5.8941,5387.5,625.23,-74.237,633.04,74.713,766.41,0.15446,766.41,0.011548,99.093,8.4217,33,107,32.121,0.074989,-7.25E-08,0.0013883,-3.06E-05,82.153,0,8.7843,0.06234,38.82,29.329,4.2186,0.57934,14184613,0,30.457,0.61383,0.61384,0.4243,0.025898,0.16363,0.018079,0.075936,-4.58E-04,0,0,0,0,2.27E-06,0.077824,2.25,3.9761,80.476,0.026429,NaN,38.884,823.37,1094.5,0.05,0.12679
5.9441,5418.6,621.53,-73.789,629.32,74.168,771.36,0.15669,771.36,0.011639,98.69,7.4941,33,107,32.121,0.022809,-7.28E-08,0.0048135,-1.16E-04,82.153,0,8.7843,0.06234,38.84,29.329,4.2273,0.57599,1.41E+07,0,30.035,0.61309,0.61309,0.42447,0.025498,0.16313,0.0054853,0.023098,3.24E-04,0,0,0,0,2.77E-05,0.077369,2.25,3.9761,80.415,0.027688,NaN,38.773,822.4,1094.4,0.05,0.1271
5.9941,5449.6,617.85,-73.399,625.63,73.668,776.28,0.15896,776.28,0.011732,98.347,6.298,33,107,32.12,0.048614,-7.34E-08,-0.0038771,-5.19E-05,82.153,0,8.7843,0.06234,38.823,29.329,4.2198,0.57266,13996551,0,29.62,0.61237,0.61238,0.42463,0.025107,0.16263,0.011695,0.048947,5.18E-05,0,0,0,0,-1.82E-05,0.076917,2.25,3.9761,80.331,0.02608,NaN,38.663,821.45,1094.3,0.05,0.12737
6.0441,5480.4,614.19,-72.839,621.97,73.102,781.19,0.16124,781.19,0.011826,98.039,6.193,33,107,32.12,0.051572,-7.36E-08,-5.32E-04,-2.09E-05,82.153,0,8.7843,0.06234,38.817,29.329,4.2172,0.5694,13904601,0,29.216,0.61167,0.61168,0.4248,0.024728,0.16215,0.012401,0.051959,-3.06E-04,0,0,0,0,-3.46E-07,0.076469,2.25,3.9761,80.292,0.022669,NaN,38.553,820.5,1094.2,0.05,0.12763
6.0941,5511,610.57,-72.202,618.34,72.5,786.09,0.16352,786.09,0.011919,97.722,6.5677,33,107,32.12,0.021789,-7.20E-08,0.001738,-3.33E-05,82.153,0,8.7843,0.06234,38.827,29.329,4.2214,0.56613,13812669,0,28.815,0.61098,0.61098,0.42496,0.024354,0.16166,0.0052309,0.022237,-1.25E-04,0,0,0,0,3.73E-06,0.076025,2.25,3.9761,80.305,0.021862,NaN,38.444,819.55,1094.1,0.05,0.12795
6.1441,5541.5,606.98,-71.457,614.74,71.87,790.96,0.1658,790.96,0.01201,97.364,7.6978,33,107,32.12,0.057846,-7.23E-08,-6.56E-04,-3.59E-05,82.153,0,8.7843,0.06234,38.806,29.329,4.2121,0.56295,13723151,0,28.428,0.61031,0.61032,0.42512,0.023994,0.1612,0.013898,0.058445,-3.44E-04,0,0,0,0,-5.38E-07,0.075584,2.25,3.9761,80.333,0.024307,NaN,38.335,818.61,1093.9,0.05,0.12822
6.1941,5571.7,603.42,-70.944,611.16,71.334,795.82,0.16808,795.82,0.012101,96.981,7.4553,33,107,32.12,0.047923,-7.06E-08,0.0027813,-5.69E-05,82.153,0,8.7843,0.06234,38.806,29.329,4.2122,0.55972,13632834,0,28.041,0.60964,0.60964,0.42528,0.023635,0.16073,0.011503,0.048273,-2.53E-04,0,0,0,0,9.79E-06,0.075146,2.25,3.9761,80.313,0.027947,NaN,38.227,817.68,1093.8,0.05,0.12859
6.2441,5601.8,599.88,-70.486,607.61,70.831,800.66,0.17039,800.66,0.012193,96.619,6.9915,33,107,32.12,0.020728,-7.32E-08,0.0047617,-1.37E-04,82.153,0,8.7843,0.06234,38.815,29.329,4.2161,0.55658,13544541,0,27.665,0.60899,0.60899,0.42543,0.023289,0.16027,0.004968,0.02059,2.47E-04,0,0,0,0,2.90E-05,0.074711,2.25,3.9761,80.242,0.029472,NaN,38.12,816.75,1093.7,0.05,0.12899
6.2941,5631.7,596.37,-70.102,604.09,70.37,805.48,0.17273,805.48,0.012286,96.291,6.1367,33,107,32.12,0.034142,-7.34E-08,-0.0043558,-6.03E-05,82.153,0,8.7843,0.06234,38.805,29.329,4.2115,0.55343,13456403,0,27.293,0.60835,0.60835,0.42558,0.022946,0.15982,0.0081829,0.034163,2.63E-04,0,0,0,0,-2.46E-05,0.07428,2.25,3.9761,80.156,0.027525,NaN,38.013,815.83,1093.6,0.05,0.12939
6.3441,5661.5,592.87,-69.607,600.6,69.865,810.29,0.17509,810.29,0.01238,95.991,5.9976,33,107,32.12,0.040628,-7.31E-08,-0.0020559,-1.52E-05,82.153,0,8.7843,0.06234,38.798,29.329,4.2084,0.55033,1.34E+07,0,26.93,0.60772,0.60772,0.42573,0.022614,0.15937,0.0097347,0.040802,-2.43E-06,0,0,0,0,-5.54E-06,0.073852,2.25,3.9761,80.098,0.023606,NaN,37.907,814.91,1093.5,0.05,0.12978
6.3941,5691,589.41,-69.104,597.12,69.356,815.08,0.17744,815.08,0.012473,95.694,5.9039,33,107,32.12,0.042227,-7.56E-08,2.75E-04,1.68E-06,82.153,0,8.7843,0.06234,38.793,29.329,4.2064,0.54719,13282241,0,26.567,0.60709,0.6071,0.42589,0.022282,0.15892,0.010113,0.042257,1.63E-04,0,0,0,0,1.00E-07,0.073427,2.25,3.9761,80.082,0.021562,NaN,37.802,814,1093.3,0.05,0.13016
6.4441,5720.4,585.97,-68.515,593.68,68.809,819.86,0.17979,819.86,0.012564,95.389,6.3511,33,107,32.12,0.004679,-7.72E-08,0.0016428,-7.54E-05,82.153,0,8.7843,0.06234,38.807,29.329,4.2126,0.54408,13195659,0,26.21,0.60647,0.60647,0.42603,0.021957,0.15848,0.0011185,0.0048194,-1.90E-04,0,0,0,0,3.62E-06,0.073006,2.25,3.9761,80.102,0.0243,NaN,37.697,813.09,1093.2,0.05,0.13065
6.4941,5749.6,582.56,-67.839,590.26,68.244,824.62,0.18213,824.62,0.012655,95.044,7.4283,33,107,32.12,0.077801,-7.77E-08,3.68E-04,-5.08E-05,82.153,0,8.7843,0.06234,38.769,29.329,4.1958,0.54108,13111870,0,25.868,0.60588,0.6059,0.42618,0.021647,0.15806,0.018639,0.077964,-7.30E-05,0,0,0,0,1.83E-07,0.072587,2.25,3.9761,80.12,0.029249,NaN,37.593,812.19,1093.1,0.05,0.13106
6.5441,5778.7,579.18,-67.319,586.86,67.753,829.36,0.1845,829.36,0.012746,94.662,7.6534,33,107,32.119,0.098359,-7.72E-08,0.005353,-6.34E-05,82.153,0,8.7843,0.06234,38.756,29.329,4.19,0.53812,13029155,0,25.533,0.60531,0.60532,0.42632,0.021344,0.15764,0.023571,0.098761,4.00E-04,0,0,0,0,3.93E-05,0.072171,2.25,3.9761,80.069,0.032274,NaN,37.489,811.3,1093,0.05,0.13147
6.5941,5807.5,575.82,-67.13,583.49,67.392,834.09,0.18691,834.09,0.01284,94.319,5.932,33,107,32.119,0.024255,-7.78E-08,-0.0075503,-2.61E-04,82.153,0,8.7843,0.06234,38.787,29.329,4.2038,0.53506,12944233,0,25.19,0.60471,0.60472,0.42646,0.021035,0.15722,0.005794,0.024908,1.88E-04,0,0,0,0,-7.91E-05,0.071757,2.25,3.9761,79.944,0.031644,NaN,37.386,810.41,1092.9,0.05,0.13185
6.6441,5836.2,572.47,-66.916,580.14,67.063,838.8,0.18936,838.8,0.012934,94.065,4.4292,33,107,32.119,0.13285,-8.04E-08,-0.0031897,-5.13E-05,82.153,0,8.7843,0.06234,38.733,29.329,4.1798,0.53199,12859368,0,24.852,0.60413,0.60416,0.42661,0.02073,0.15679,0.031845,0.13335,-1.94E-04,0,0,0,0,-1.43E-05,0.071348,2.25,3.9761,79.84,0.026925,NaN,37.284,809.52,1092.8,0.05,0.13224
6.6941,5864.8,569.13,-66.36,576.82,66.541,843.49,0.19181,843.49,0.013029,93.838,4.9144,33,107,32.119,0.092602,-8.61E-08,0.0029804,-4.76E-05,82.153,0,8.7843,0.06234,38.749,29.329,4.1866,0.52901,12776789,0,24.524,0.60356,0.60358,0.42674,0.020437,0.15638,0.022155,0.092837,4.63E-04,0,0,0,0,1.26E-05,0.070941,2.25,3.9761,79.842,0.022858,NaN,37.182,808.64,1092.7,0.05,0.13271
6.7441,5893.2,565.83,-65.649,573.52,65.951,848.18,0.19425,848.18,0.013122,93.558,6.3073,33,107,32.119,0.020444,-8.56E-08,-0.0048257,-2.19E-04,82.153,0,8.7843,0.06234,38.779,29.329,4.2002,0.52605,12694930,0,24.202,0.60301,0.60301,0.42688,0.020149,0.15598,0.0048761,0.02013,4.63E-04,0,0,0,0,-3.34E-05,0.070538,2.25,3.9761,79.92,0.022849,NaN,37.081,807.77,1092.6,0.05,0.1331
6.7941,5921.4,562.57,-65.094,570.24,65.45,852.85,0.19668,852.85,0.013213,93.225,6.8226,33,107,32.119,0.069006,-8.53E-08,-0.0023467,-5.59E-05,82.153,0,8.7843,0.06234,38.753,29.329,4.1887,0.52304,12611830,0,23.877,0.60244,0.60245,0.42702,0.019859,0.15556,0.01648,0.069337,-3.03E-04,0,0,0,0,-8.00E-06,0.070136,2.25,3.9761,79.988,0.027043,NaN,36.981,806.89,1092.4,0.05,0.1335
6.8441,5949.4,559.32,-64.62,566.98,64.993,857.5,0.19911,857.5,0.013304,92.879,6.9522,33,107,32.119,0.086135,-8.90E-08,0.0016108,-4.69E-05,82.153,0,8.7843,0.06234,38.742,29.329,4.1838,0.52009,12530583,0,23.562,0.6019,0.60191,0.42716,0.019579,0.15516,0.020575,0.086191,3.47E-04,0,0,0,0,3.81E-06,0.069737,2.25,3.9761,79.995,0.031663,NaN,36.88,806.03,1092.3,0.05,0.13388
