# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
145.22,3231.1,-47.512,0.029652,47.527,0.17406,1062.3,1.3491,1062.3,0.072764,7.9543,0.17151,33,107,32.127,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043091,1120220,0,22.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059253,NaN,NaN,NaN,NaN,8.1307,46.49,891.38,1102.9,0.5,0.29063
145.72,3207.3,-47.496,0.031962,47.512,0.19338,1058.4,1.3487,1058.4,0.073011,7.859,0.19072,33,107,32.127,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043074,1120504,0,22.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059259,NaN,NaN,NaN,NaN,7.6812,46.575,892.15,1103,0.5,0.29074
146.22,3183.6,-47.475,0.040988,47.509,0.76433,1054.5,1.3482,1054.5,0.073252,7.4774,0.76323,33,107,32.127,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043067,1121050,0,22.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059213,NaN,NaN,NaN,NaN,6.7406,46.659,892.92,1103.1,0.5,0.29085
146.72,3159.8,-47.458,0.034177,47.486,0.69641,1050.7,1.3478,1050.7,0.073494,7.8252,0.69557,33,107,32.127,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043043,1121153,0,22.836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059083,NaN,NaN,NaN,NaN,8.5127,46.744,893.69,1103.2,0.5,0.29096
147.22,3136.1,-47.445,0.02621,47.459,0.18591,1046.8,1.3473,1046.8,0.073746,7.9172,0.18406,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043015,1121132,0,22.825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059158,NaN,NaN,NaN,NaN,8.1054,46.829,894.46,1103.3,0.5,0.29108
147.72,3112.4,-47.425,0.039551,47.459,0.78683,1042.9,1.3469,1042.9,0.073994,7.5243,0.78583,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.043011,1121761,0,22.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059169,NaN,NaN,NaN,NaN,6.7666,46.913,895.23,1103.4,0.5,0.29173
148.22,3088.7,-47.411,0.028343,47.43,0.44139,1039.2,1.3464,1039.2,0.074232,7.304,0.44047,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042981,1121694,0,22.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059036,NaN,NaN,NaN,NaN,6.8832,46.998,896,1103.5,0.5,0.29189
148.72,3065,-47.396,0.030727,47.415,0.40251,1035.6,1.346,1035.6,0.074466,7.1034,0.40133,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042964,1121968,0,22.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005896,NaN,NaN,NaN,NaN,6.7209,47.082,896.77,1103.6,0.5,0.292
149.22,3041.3,-47.375,0.040589,47.412,0.85032,1032.2,1.3455,1032.2,0.07469,6.6787,0.84935,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042958,1122531,0,22.843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058889,NaN,NaN,NaN,NaN,5.8605,47.167,897.54,1103.7,0.5,0.2921
149.72,3017.6,-47.36,0.030178,47.384,0.62458,1028.8,1.3451,1028.8,0.074914,6.9906,0.62385,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042929,1122505,0,22.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058759,NaN,NaN,NaN,NaN,7.6063,47.251,898.3,1103.8,0.5,0.2922
150.22,2993.9,-47.347,0.026957,47.361,0.21685,1025.2,1.3447,1025.2,0.075149,7.0982,0.21517,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042905,1122603,0,22.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058818,NaN,NaN,NaN,NaN,7.3161,47.336,899.09,1103.9,0.5,0.29229
150.72,2970.3,-47.331,0.031302,47.347,0.032376,1021.7,1.3443,1021.7,0.075386,7.0941,0.0082683,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042888,1122929,0,22.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058829,NaN,NaN,NaN,NaN,7.0945,47.42,899.89,1104,0.5,0.29239
151.22,2946.6,-47.312,0.037327,47.337,0.49803,1018.1,1.3439,1018.1,0.07563,7.3424,0.49663,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042875,1123365,0,22.836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058809,NaN,NaN,NaN,NaN,7.8334,47.505,900.7,1104.1,0.5,0.29249
151.72,2922.9,-47.297,0.031408,47.313,0.035194,1014.4,1.3434,1014.4,0.07588,7.3503,0.015881,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042849,1123456,0,22.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058851,NaN,NaN,NaN,NaN,7.3743,47.589,901.51,1104.2,0.5,0.29259
152.22,2899.3,-47.276,0.042551,47.31,0.77653,1010.8,1.343,1010.8,0.076125,6.9626,0.77537,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042844,1124073,0,22.843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058835,NaN,NaN,NaN,NaN,6.2189,47.673,902.31,1104.3,0.5,0.29268
152.72,2875.7,-47.262,0.02768,47.276,0.057929,1007.3,1.3426,1007.3,0.076365,6.9881,0.050888,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042809,1123915,0,22.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058709,NaN,NaN,NaN,NaN,7.046,47.758,903.12,1104.3,0.5,0.29278
153.22,2852,-47.245,0.033937,47.264,0.34582,1003.8,1.3422,1003.8,0.07661,7.1602,0.34416,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042795,1124318,0,22.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058698,NaN,NaN,NaN,NaN,7.5023,47.842,903.92,1104.4,0.5,0.29287
153.72,2828.4,-47.228,0.033194,47.246,0.25446,1000.2,1.3418,1000.2,0.076863,7.2863,0.25228,33,107,32.128,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042775,1124550,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058722,NaN,NaN,NaN,NaN,7.5393,47.926,904.73,1104.5,0.5,0.29297
154.22,2804.8,-47.209,0.038436,47.236,0.60069,996.47,1.3413,996.47,0.077126,7.586,0.59946,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042763,1124983,0,22.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058735,NaN,NaN,NaN,NaN,8.1749,48.01,905.53,1104.6,0.5,0.29306
154.72,2781.2,-47.194,0.029761,47.209,0.053984,992.68,1.3409,992.68,0.077396,7.5635,0.04504,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042734,1124991,0,22.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058793,NaN,NaN,NaN,NaN,7.5284,48.095,906.33,1104.7,0.5,0.29315
155.22,2757.6,-47.176,0.035514,47.198,0.44317,988.95,1.3405,988.96,0.077662,7.3426,0.44174,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042721,1125402,0,22.834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058769,NaN,NaN,NaN,NaN,6.9238,48.179,907.14,1104.8,0.5,0.29324
155.72,2734,-47.16,0.031616,47.177,0.11707,985.27,1.3401,985.27,0.077928,7.399,0.11272,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042698,1125545,0,22.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058688,NaN,NaN,NaN,NaN,7.5164,48.263,907.94,1104.9,0.5,0.29333
156.22,2710.5,-47.144,0.033866,47.162,0.24758,981.54,1.3396,981.54,0.078199,7.5216,0.24525,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042681,1125856,0,22.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058684,NaN,NaN,NaN,NaN,7.7671,48.347,908.74,1105,0.5,0.29342
156.72,2686.9,-47.127,0.032885,47.144,0.082789,977.79,1.3392,977.79,0.078474,7.4836,0.075978,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042661,1126081,0,22.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058696,NaN,NaN,NaN,NaN,7.4187,48.431,909.55,1105.1,0.5,0.29351
157.22,2663.3,-47.108,0.038183,47.134,0.55379,973.98,1.3388,973.98,0.078755,7.7599,0.55248,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042648,1126515,0,22.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058666,NaN,NaN,NaN,NaN,8.3015,48.515,910.35,1105.2,0.5,0.29359
157.72,2639.8,-47.093,0.030841,47.109,0.20261,970.12,1.3383,970.12,0.079042,7.6597,0.20025,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042622,1126568,0,22.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005872,NaN,NaN,NaN,NaN,7.475,48.599,911.15,1105.3,0.5,0.29368
158.22,2616.2,-47.074,0.037923,47.101,0.61958,966.37,1.3379,966.37,0.079323,7.3505,0.61842,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042611,1127041,0,22.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058673,NaN,NaN,NaN,NaN,6.7628,48.683,911.95,1105.4,0.5,0.29376
158.72,2592.7,-47.051,0.045587,47.098,1.0395,962.82,1.3375,962.82,0.079589,6.8313,1.0385,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042605,1127620,0,22.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058566,NaN,NaN,NaN,NaN,5.8395,48.767,912.76,1105.5,0.5,0.29385
159.22,2569.2,-47.04,0.022218,47.053,0.32381,959.45,1.337,959.45,0.079843,6.6698,0.32305,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042561,1127205,0,22.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058405,NaN,NaN,NaN,NaN,6.3669,48.851,913.56,1105.6,0.5,0.29393
159.72,2545.7,-47.025,0.029639,47.042,0.29436,956.08,1.3366,956.08,0.0801,6.8162,0.29286,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042547,1127587,0,22.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058352,NaN,NaN,NaN,NaN,7.1066,48.935,914.36,1105.6,0.5,0.29402
160.22,2522.2,-47.007,0.035634,47.032,0.56554,952.74,1.3362,952.74,0.080356,6.534,0.56441,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042535,1128008,0,22.836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005837,NaN,NaN,NaN,NaN,5.9994,49.019,915.16,1105.7,0.5,0.2941
160.72,2498.7,-46.989,0.035142,47.016,0.6176,949.4,1.3358,949.4,0.080615,6.8423,0.6166,33,107,32.129,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042516,1128275,0,22.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005828,NaN,NaN,NaN,NaN,7.4435,49.103,915.96,1105.8,0.5,0.2942
161.22,2475.2,-46.967,0.045411,47.015,1.0593,945.84,1.3354,945.84,0.080894,7.3715,1.0584,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042512,1128911,0,22.852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058334,NaN,NaN,NaN,NaN,8.3964,49.186,916.76,1105.9,0.5,0.2943
161.72,2451.7,-46.956,0.021351,46.969,0.35224,942.2,1.335,942.2,0.081182,7.1957,0.35159,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042467,1128465,0,22.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058443,NaN,NaN,NaN,NaN,6.8662,49.27,917.56,1106,0.5,0.29438
162.22,2428.2,-46.94,0.032872,46.964,0.59476,938.68,1.3346,938.68,0.081462,6.8987,0.59385,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042459,1128983,0,22.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058384,NaN,NaN,NaN,NaN,6.337,49.354,918.36,1106.1,0.5,0.29448
162.72,2404.7,-46.926,0.027606,46.94,0.06468,935.23,1.3342,935.24,0.081736,6.8695,0.058492,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042433,1129050,0,22.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058288,NaN,NaN,NaN,NaN,6.8217,49.438,919.16,1106.2,0.5,0.29457
163.22,2381.3,-46.91,0.031719,46.927,0.1741,931.78,1.3338,931.78,0.082015,6.9551,0.17119,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042418,1129382,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058264,NaN,NaN,NaN,NaN,7.1276,49.521,919.96,1106.3,0.5,0.29466
163.72,2357.8,-46.894,0.032189,46.91,0.091005,928.29,1.3334,928.29,0.082298,6.9976,0.085122,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.0424,1129636,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058266,NaN,NaN,NaN,NaN,7.0876,49.605,920.76,1106.4,0.5,0.29475
164.22,2334.4,-46.874,0.038868,46.903,0.6345,924.71,1.333,924.71,0.082591,7.3143,0.6333,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.04239,1130114,0,22.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058258,NaN,NaN,NaN,NaN,7.9292,49.689,921.55,1106.5,0.5,0.29485
164.72,2311,-46.86,0.02914,46.876,0.21488,921.03,1.3326,921.03,0.082896,7.4207,0.2129,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042361,1130095,0,22.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058317,NaN,NaN,NaN,NaN,7.633,49.772,922.35,1106.6,0.5,0.29494
165.22,2287.5,-46.844,0.030879,46.86,0.031833,917.32,1.3321,917.32,0.083206,7.4169,0.0077332,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042343,1130363,0,22.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058328,NaN,NaN,NaN,NaN,7.4178,49.856,923.15,1106.7,0.5,0.29502
165.72,2264.1,-46.828,0.032118,46.844,0.032302,913.61,1.3317,913.61,0.083517,7.4152,0.003446,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042326,1130635,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058309,NaN,NaN,NaN,NaN,7.4202,49.939,923.95,1106.8,0.5,0.29511
166.22,2240.7,-46.812,0.032638,46.829,0.11507,909.92,1.3313,909.92,0.083829,7.36,0.11034,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042308,1130897,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058289,NaN,NaN,NaN,NaN,7.2628,50.023,924.75,1106.8,0.5,0.29521
166.72,2217.3,-46.796,0.032716,46.813,0.14824,906.26,1.3309,906.26,0.084141,7.2877,0.14459,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.04229,1131150,0,22.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058254,NaN,NaN,NaN,NaN,7.1579,50.106,925.54,1106.9,0.5,0.2953
167.22,2193.9,-46.78,0.032323,46.796,0.071839,902.62,1.3305,902.62,0.084453,7.2556,0.064157,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042271,1131388,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058215,NaN,NaN,NaN,NaN,7.2027,50.19,926.34,1107,0.5,0.29539
167.72,2170.5,-46.757,0.045,46.798,0.90896,899.11,1.33,899.11,0.084757,6.8017,0.90785,33,107,32.13,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.04227,1132081,0,22.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058187,NaN,NaN,NaN,NaN,5.944,50.273,927.14,1107.1,0.5,0.29548
168.22,2147.2,-46.74,0.033771,46.772,0.80241,895.6,1.3296,895.61,0.085061,7.2025,0.8017,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042243,1132088,0,22.839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058044,NaN,NaN,NaN,NaN,7.9755,50.357,927.93,1107.2,0.5,0.29556
168.72,2123.8,-46.726,0.028087,46.748,0.58335,891.93,1.3292,891.93,0.085385,7.4939,0.58267,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042218,1132152,0,22.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058126,NaN,NaN,NaN,NaN,8.0577,50.44,928.73,1107.3,0.5,0.29565
169.22,2100.4,-46.712,0.028136,46.73,0.40817,888.23,1.3288,888.23,0.085714,7.2903,0.4072,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042198,1132348,0,22.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058187,NaN,NaN,NaN,NaN,6.9105,50.523,929.53,1107.4,0.5,0.29573
169.72,2077.1,-46.693,0.037224,46.725,0.75916,884.68,1.3284,884.68,0.08603,6.9112,0.75824,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.04219,1132867,0,22.841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058115,NaN,NaN,NaN,NaN,6.1975,50.607,930.32,1107.5,0.5,0.29582
170.22,2053.7,-46.681,0.024997,46.694,0.075894,881.22,1.3279,881.22,0.086341,6.947,0.071659,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042158,1132745,0,22.826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057994,NaN,NaN,NaN,NaN,7.0235,50.69,931.12,1107.6,0.5,0.2959
170.72,2030.4,-46.666,0.030759,46.682,0.24245,877.72,1.3275,877.72,0.086659,7.0672,0.24049,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042144,1133108,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057988,NaN,NaN,NaN,NaN,7.3043,50.773,931.91,1107.7,0.5,0.29599
171.22,2007.1,-46.647,0.037684,46.676,0.66407,874.1,1.3271,874.1,0.086991,7.3987,0.663,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042135,1133581,0,22.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058001,NaN,NaN,NaN,NaN,8.0373,50.856,932.71,1107.8,0.5,0.29607
171.72,1983.7,-46.633,0.02687,46.647,0.030133,870.4,1.3267,870.4,0.087334,7.3919,0.013638,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042105,1133512,0,22.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058066,NaN,NaN,NaN,NaN,7.3872,50.94,933.5,1107.9,0.5,0.29616
172.22,1960.4,-46.615,0.036185,46.642,0.60664,866.63,1.3263,866.63,0.087686,7.6947,0.60556,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042097,1134024,0,22.838,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058048,NaN,NaN,NaN,NaN,8.2781,51.023,934.29,1108,0.5,0.29626
172.72,1937.1,-46.6,0.030348,46.619,0.42607,862.73,1.3259,862.73,0.088055,7.9072,0.42499,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042074,1134113,0,22.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005811,NaN,NaN,NaN,NaN,8.319,51.106,935.09,1108,0.5,0.29637
173.22,1913.8,-46.585,0.029688,46.602,0.26916,858.74,1.3254,858.74,0.088435,8.0409,0.26752,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042054,1134314,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058152,NaN,NaN,NaN,NaN,8.3031,51.189,935.88,1108.1,0.5,0.2965
173.72,1890.5,-46.57,0.030341,46.586,0.1566,854.74,1.325,854.74,0.088819,7.9641,0.15363,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042036,1134555,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058174,NaN,NaN,NaN,NaN,7.8267,51.272,936.67,1108.2,0.5,0.29659
174.22,1867.3,-46.553,0.033596,46.574,0.41872,850.81,1.3246,850.81,0.089199,7.7554,0.41737,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042022,1134896,0,22.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058133,NaN,NaN,NaN,NaN,7.3681,51.355,937.47,1108.3,0.5,0.29668
174.72,1844,-46.538,0.030189,46.554,0.19911,846.96,1.3241,846.96,0.089575,7.657,0.19681,33,107,32.131,NaN,NaN,NaN,NaN,82.153,0,NaN,NaN,NaN,NaN,NaN,0.042001,1135043,0,22.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0058053,NaN,NaN,NaN,NaN,7.4788,51.438,938.26,1108.4,0.5,0.29677
