<<<<<<< HEAD
0.33, 0, 0, 8.43765, 3.201961, 0, 1077.482, -2511.144, -2.357685, 0.008106529, 0.101595, 47.56424, 2.280473, 1.925492, 23.1594
 
0.3399999, -0.4333805, 0, 8.556097, 3.189771, 3.079310510970436533927, 1131.509, -2511.656, -2.357685, 0.008106529, 0.101595, 48.74318, 2.280473, 1.924961, 23.17027
 
0.3499999, -0.441751, -0.004333805, 8.674641, 3.177558, 3.0002463819149397850407741038, 1186.889, -2512.169, -2.357685, 0.008106529, 0.101595, 49.92285, 2.280473, 1.92443, 23.18114
 
0.3599999, -0.4500356, -0.008751314, 8.793383, 3.165474, 2.9248961811257524359697741038, 1243.603, -2512.682, -2.357685, 0.008106529, 0.101595, 51.10283, 2.280473, 1.9239, 23.19201
 
0.3699999, -0.4583049, -0.01325167, 8.917997, 3.158706, 2.852978157486993459876, 1301.872, -2513.197, -2.357685, 0.008106529, 0.101595, 52.28756, 2.280473, 1.923369, 23.20288
 
0.3799999, -0.4665037, -0.01783472, 9.051115, 3.159858, 2.7839603480709103272042258962, 1361.723, -2513.712, -2.357685, 0.008106529, 0.101595, 53.47724, 2.280473, 1.922838, 23.21375
 
0.3899999, -0.474618, -0.02249976, 9.184936, 3.161163, 2.717614268141724804692, 1423.158, -2514.228, -2.357685, 0.008106529, 0.101595, 54.67162, 2.280473, 1.922308, 23.22461
 
0.3999999, -0.4826353, -0.02724594, 9.319124, 3.162312, 2.6537590923564227881057741038, 1486.18, -2514.744, -2.357685, 0.008106529, 0.101595, 55.87043, 2.280473, 1.921777, 23.23548
 
0.4099999, -0.4905433, -0.03207229, 9.453963, 3.163614, 2.592224508473329017497, 1550.79, -2515.262, -2.357685, 0.008106529, 0.101595, 57.07344, 2.280473, 1.921246, 23.24635
 
0.4199999, -0.4983296, -0.03697772, 9.58912, 3.164762, 2.532856324339452750483, 1616.989, -2515.78, -2.357685, 0.008106529, 0.101595, 58.28041, 2.280473, 1.920716, 23.25722
 
0.4299999, -0.5059808, -0.04196102, 9.724878, 3.166061, 2.475509459156324944665, 1684.78, -2516.299, -2.357685, 0.008106529, 0.101595, 59.49118, 2.280473, 1.920185, 23.26809
 
0.4399998, -0.5134845, -0.04702083, 9.860911, 3.167207, 2.4200493452268154019292258962, 1754.164, -2516.819, -2.357685, 0.008106529, 0.101595, 60.70554, 2.280473, 1.919654, 23.27895
 
0.4499998, -0.5208275, -0.05215567, 9.997508, 3.168505, 2.36635192795510473351, 1825.144, -2517.339, -2.357685, 0.008106529, 0.101595, 61.92332, 2.280473, 1.919124, 23.28982
 
0.4599998, -0.5279972, -0.05736395, 10.13435, 3.169649, 2.3143015632264936872092258962, 1897.722, -2517.861, -2.357685, 0.008106529, 0.101595, 63.14437, 2.280473, 1.918593, 23.30069
 
0.4699998, -0.5349784, -0.06264392, 10.27171, 3.170944, 2.2637889147870232387917741038, 1971.898, -2518.383, -2.357685, 0.008106529, 0.101595, 64.36855, 2.280473, 1.918062, 23.31156
 
0.4799998, -0.5417597, -0.06799371, 10.40928, 3.172085, 2.214715159484150304384, 2047.676, -2518.906, -2.357685, 0.008106529, 0.101595, 65.5957, 2.280473, 1.917531, 23.32243
 
0.4899998, -0.5483254, -0.07341131, 10.54736, 3.173379, 2.166984978532374660865, 2125.058, -2519.429, -2.357685, 0.008106529, 0.101595, 66.82574, 2.280473, 1.917001, 23.3333
 
0.4999998, -0.554662, -0.07889456, 10.68561, 3.174518, 2.120510762753879614594, 2204.044, -2519.953, -2.357685, 0.008106529, 0.101595, 68.05852, 2.280473, 1.91647, 23.34416
 
0.5099998, -0.5607548, -0.08444118, 10.82418, 3.175655, 2.075211210831644769767, 2284.638, -2520.478, -2.357685, 0.008106529, 0.101595, 69.29394, 2.280473, 1.915939, 23.35503
 
0.5199998, -0.5665886, -0.09004873, 10.96338, 3.1771, 2.031009927562607857913, 2366.842, -2521.004, -2.357685, 0.008106529, 0.101595, 70.53191, 2.280473, 1.915409, 23.3659
 
0.5299998, -0.5721508, -0.09571461, 11.10241, 3.178081, 1.987834722984242148275, 2450.656, -2521.531, -2.357685, 0.008106529, 0.101595, 71.77234, 2.280473, 1.914878, 23.37677
 
0.5399998, -0.5774229, -0.1014361, 11.24203, 3.179369, 1.9456204158682397975517741038, 2536.082, -2522.058, -2.357685, 0.008106529, 0.101595, 73.0151, 2.280473, 1.914347, 23.38764
 
0.5499998, -0.5823919, -0.1072104, 11.38194, 3.180657, 1.904303226733166176617, 2623.125, -2522.586, -2.357685, 0.008106529, 0.101595, 74.26015, 2.280473, 1.913817, 23.3985
 
0.5599998, -0.5870425, -0.1130343, 11.52197, 3.18179, 1.863824983084925320891, 2711.784, -2523.115, -2.357685, 0.008106529, 0.101595, 75.50742, 2.280473, 1.913286, 23.40937
 
0.5699998, -0.5913565, -0.1189047, 11.66241, 3.183075, 1.824129615049717069588, 2802.062, -2523.645, -2.357685, 0.008106529, 0.101595, 76.75681, 2.280473, 1.912755, 23.42024
 
0.5799997, -0.5953209, -0.1248183, 11.80295, 3.184204, 1.785167360614537559759, 2893.962, -2524.175, -2.357685, 0.008106529, 0.101595, 78.00829, 2.280473, 1.912224, 23.43111
 
0.5899997, -0.5989174, -0.1307715, 11.94374, 3.185333, 1.7468884577663759197207741038, 2987.483, -2524.707, -2.357685, 0.008106529, 0.101595, 79.26176, 2.280473, 1.911694, 23.44198
 
0.5999997, -0.6021295, -0.1367607, 12.08493, 3.186615, 1.709248751479630029679, 3082.629, -2525.239, -2.357685, 0.008106529, 0.101595, 80.51717, 2.280473, 1.911163, 23.45285
 
0.6099997, -0.6049416, -0.1427819, 12.22636, 3.187897, 1.6722061893489164775567741038, 3179.402, -2525.771, -2.357685, 0.008106529, 0.101595, 81.77447, 2.280473, 1.910632, 23.46371
 
0.6199997, -0.6073369, -0.1488314, 12.36785, 3.189022, 1.63571941984233051077, 3277.803, -2526.305, -2.357685, 0.008106529, 0.101595, 83.03361, 2.280473, 1.910102, 23.47458
 
0.6299997, -0.609299, -0.1549047, 12.50957, 3.190146, 1.599751296668453853309, 3377.835, -2526.839, -2.357685, 0.008106529, 0.101595, 84.29455, 2.280473, 1.909571, 23.48545
 
0.6399997, -0.6108091, -0.1609977, 12.65167, 3.191424, 1.564268177903009212196, 3479.499, -2527.374, -2.357685, 0.008106529, 0.101595, 85.55722, 2.280473, 1.90904, 23.49632
 
0.6499997, -0.6118513, -0.1671058, 12.79397, 3.192701, 1.5292371224951278666037741038, 3582.797, -2527.91, -2.357685, 0.008106529, 0.101595, 86.8216, 2.280473, 1.908509, 23.50719
 
0.6599997, -0.61241, -0.1732243, 12.93633, 3.193822, 1.494627292014236899499, 3687.731, -2528.446, -2.357685, 0.008106529, 0.101595, 88.08763, 2.280473, 1.907979, 23.51805
 
0.6699997, -0.6124664, -0.1793484, 13.07889, 3.194941, 1.4604099506499961190342258962, 3794.301, -2528.984, -2.357685, 0.008106529, 0.101595, 89.35526, 2.280473, 1.907448, 23.52892
 
0.6799996, -0.6120028, -0.1854731, 13.2218, 3.196215, 1.426559166085755691838, 3902.513, -2529.522, -2.357685, 0.008106529, 0.101595, 90.6245, 2.280473, 1.906917, 23.53979
 
0.6899996, -0.6110027, -0.1915931, 13.36491, 3.197488, 1.393048305131478238591, 4012.364, -2530.061, -2.357685, 0.008106529, 0.101595, 91.89528, 2.280473, 1.906387, 23.55066
 
