0.33, 0, 0, 9.527743, 3.507718, 0, 855.1379, -3091.156, -2.130455, 0.008269469, 0.102611, 42.05493, 2.403544, 1.95559, 24.09327
 
0.3399999, -0.1138581, 0, 9.706617, 3.494567, 1.2552430302035707756750235263, 909.938, -3092.282, -2.130455, 0.008269469, 0.102611, 43.38245, 2.245566, 1.954994, 24.10503
 
0.3499999, -0.1184899, -0.001138581, 9.884823, 3.481391, 1.2182489292057808518052884001, 966.207, -3093.409, -2.130455, 0.008269469, 0.102611, 44.70467, 2.249128, 1.954398, 24.1168
 
0.3599999, -0.1230884, -0.002323481, 10.06251, 3.468356, 1.1834113483141081513204583722, 1023.92, -3094.538, -2.130455, 0.008269469, 0.102611, 46.02151, 2.252528, 1.953801, 24.12857
 
0.3699999, -0.1276768, -0.003554365, 10.24613, 3.461141, 1.1505167055359679648304871982, 1083.302, -3095.668, -2.130455, 0.008269469, 0.102611, 47.33831, 2.255783, 1.953205, 24.14034
 
0.3799999, -0.1322428, -0.004831133, 10.43862, 3.462606, 1.1192507968103840331047097760, 1144.379, -3096.8, -2.130455, 0.008269469, 0.102611, 48.65566, 2.258915, 1.952609, 24.15211
 
0.3899999, -0.1367804, -0.006153561, 10.63147, 3.464237, 1.0894517220518372374211340798, 1207.15, -3097.933, -2.130455, 0.008269469, 0.102611, 49.97353, 2.261937, 1.952013, 24.16388
 
0.3999999, -0.1412838, -0.007521365, 10.82433, 3.465699, 1.0609896595998750971279804840, 1271.617, -3099.068, -2.130455, 0.008269469, 0.102611, 51.29189, 2.264858, 1.951417, 24.17565
 
0.4099999, -0.145747, -0.008934203, 11.01754, 3.467328, 1.0337490448718692813841529563, 1337.781, -3100.204, -2.130455, 0.008269469, 0.102611, 52.61074, 2.267684, 1.950821, 24.18741
 
0.4199999, -0.1501631, -0.01039167, 11.21075, 3.468787, 1.0076206193003631380215541421, 1405.64, -3101.342, -2.130455, 0.008269469, 0.102611, 53.93003, 2.270424, 1.950225, 24.19918
 
0.4299999, -0.1545263, -0.0118933, 11.40431, 3.470415, 0.9825113006177302543102486830, 1475.197, -3102.481, -2.130455, 0.008269469, 0.102611, 55.2498, 2.273084, 1.949628, 24.21095
 
0.4399998, -0.158829, -0.01343857, 11.59788, 3.471872, 0.9583330787859484843400764586, 1546.452, -3103.622, -2.130455, 0.008269469, 0.102611, 56.57, 2.275672, 1.949032, 24.22272
 
0.4499998, -0.1630638, -0.01502686, 11.79178, 3.473495, 0.9350054835677608193115608482, 1619.404, -3104.764, -2.130455, 0.008269469, 0.102611, 57.89062, 2.278193, 1.948436, 24.23449
 
0.4599998, -0.1672235, -0.01665749, 11.98568, 3.474952, 0.9124561328758219429621402574, 1694.055, -3105.908, -2.130455, 0.008269469, 0.102611, 59.21165, 2.280653, 1.94784, 24.24626
 
0.4699998, -0.1712998, -0.01832973, 12.17992, 3.476573, 0.8906197731616917595702629461, 1770.405, -3107.053, -2.130455, 0.008269469, 0.102611, 60.53311, 2.283057, 1.947244, 24.25802
 
0.4799998, -0.1752845, -0.02004273, 12.37415, 3.478025, 0.8694336184480910437052854351, 1848.455, -3108.199, -2.130455, 0.008269469, 0.102611, 61.85498, 2.28541, 1.946648, 24.26979
 
0.4899998, -0.1791685, -0.02179557, 12.56872, 3.479646, 0.8488413258602071127033191359, 1928.203, -3109.348, -2.130455, 0.008269469, 0.102611, 63.17722, 2.287718, 1.946052, 24.28156
 
0.4999998, -0.1829435, -0.02358726, 12.76328, 3.481095, 0.8287939552367140073917994090, 2009.654, -3110.497, -2.130455, 0.008269469, 0.102611, 64.49986, 2.289983, 1.945456, 24.29333
 
0.5099998, -0.1865993, -0.02541669, 12.958, 3.482544, 0.8092416068052724422379244995, 2092.804, -3111.648, -2.130455, 0.008269469, 0.102611, 65.82288, 2.292211, 1.94486, 24.3051
 
0.5199998, -0.1901261, -0.02728269, 13.15322, 3.484329, 0.7901423318561750397535817401, 2177.656, -3112.801, -2.130455, 0.008269469, 0.102611, 67.14627, 2.294404, 1.944264, 24.31687
 
0.5299998, -0.1935145, -0.02918395, 13.34809, 3.485607, 0.7714548671161380206233831525, 2264.208, -3113.955, -2.130455, 0.008269469, 0.102611, 68.47002, 2.296568, 1.943667, 24.32863
 
0.5399998, -0.1967528, -0.03111909, 13.54345, 3.487221, 0.7531420619304863673387419326, 2352.461, -3115.111, -2.130455, 0.008269469, 0.102611, 69.79412, 2.298705, 1.943071, 24.3404
 
0.5499998, -0.1998303, -0.03308662, 13.73897, 3.488833, 0.7351695073902750977764961354, 2442.417, -3116.268, -2.130455, 0.008269469, 0.102611, 71.11858, 2.300818, 1.942475, 24.35217
 
