# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,-6.3489,0,6.428,0,0,0,0,0,1.0056,28.61,-80.6,9.7884,81,0,0,0,28270,5317.7,39.092,0.11298,NaN,226.73,NaN,0.0065497,464483,91.592,2.678e-4,0.7466,0.0066026,0.52759,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,0.01,0.0016097
0.01,0,0,-0.041806,0,0.042327,0,0,0,0,0,0.0066214,28.61,-80.6,9.7884,81,0,0,0,28270,5317.7,39.092,0.11298,NaN,226.73,NaN,0.0066551,471958,272.11,2.7582e-4,0.7448,0.0065866,0.52579,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,0.01,0.0019968
0.02,0,0,6.2679,0,6.346,0,0,0,0,0,0.99273,28.61,-80.6,9.7884,81,0,0,0,28265,5313,39.089,0.11297,NaN,226.72,NaN,0.0067605,479433,452.64,2.8395e-4,0.74303,0.006571,0.52402,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,0.01,0.0023548
0.03,3.1348e-4,0.0627,12.58,0.063482,12.736,4.965e-5,0,4.965e-5,0,0.0099308,1.9924,28.61,-80.6,9.7884,79.448,0,0,0,28261,5308.4,39.086,0.11297,NaN,226.7,NaN,0.006898,489187,633.16,4.6666e-4,0.74078,0.010373,0.52177,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1574e-6,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,0.01,0.0027625
0.04,0.0015696,0.18853,18.893,0.19088,19.129,2.486e-4,0,2.486e-4,0,0.02986,2.9924,28.61,-80.6,9.7884,76.451,0,0,0,28256,5303.7,39.083,0.11296,NaN,226.69,NaN,0.0070826,502276,813.68,0.0010016,0.73785,0.021119,0.51884,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4528e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,0.01,0.0031352
0.05,0.0043997,0.3775,25.209,0.38221,25.524,6.9684e-4,0,6.9684e-4,0,0.05979,3.9928,28.61,-80.6,9.7884,72.186,0,0,0,28251,5299.1,39.079,0.11295,NaN,226.68,NaN,0.0073416,520642,994.21,0.0023088,0.73391,0.045306,0.5149,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9114e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,0.01,0.0034977
0.06,0.0094353,0.62964,31.527,0.63749,31.92,0.0014944,0,0.0014944,0,0.099725,4.9934,28.61,-80.6,9.7884,66.729,0,0,0,28247,5294.4,39.076,0.11295,NaN,226.66,NaN,0.0076113,539772,1174.7,0.005125,0.72999,0.093568,0.51098,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1917e-5,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,0.01,0.0038705
0.07,0.017308,0.94497,37.847,0.95675,38.319,0.0027414,0,0.0027414,0,0.14967,5.9944,28.61,-80.6,9.7884,60.491,0,0,0,28242,5289.8,39.073,0.11294,NaN,226.65,NaN,0.0080373,569978,1355.3,0.010586,0.72416,0.17332,0.50515,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2294e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,0.01,0.0042268
0.08,0.028651,1.3235,44.169,1.34,44.719,0.0045378,0,0.0045378,0,0.20962,6.9957,28.61,-80.6,9.7884,53.906,0,0,0,28237,5285.1,39.07,0.11294,NaN,226.64,NaN,0.0086593,614092,1535.8,0.020083,0.71635,0.28328,0.49733,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7219e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,0.01,0.0046316
0.09,0.044094,1.7653,50.493,1.7873,51.122,0.0069839,0,0.0069839,0,0.27959,7.9972,28.61,-80.6,9.7884,47.41,0,0,0,28233,5280.5,39.067,0.11293,NaN,226.62,NaN,0.0095078,674265,1716.3,0.035087,0.7068,0.41052,0.48778,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2966e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,0.01,0.0050019
0.1,0.064272,2.2703,53.686,2.2986,54.355,0.01018,0,0.01018,0,0.35958,8.503,28.61,-80.6,9.7884,41.343,0,0,0,28228,5275.8,39.063,0.11293,NaN,226.61,NaN,0.0106,751748,1807.3,0.056944,0.69603,0.53598,0.47701,0.099006,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9537e-4,14.016,154.28,81,0,NaN,7.0748,875.42,335.59,0.01,0.0053825
0.11,0.089659,2.8073,53.753,2.8422,54.423,0.014201,0,0.014201,0,0.44463,8.5137,28.61,-80.6,9.7884,35.87,0,0,0,28221,5268.7,39.059,0.11292,NaN,226.59,NaN,0.011803,837059,1808.8,0.085001,0.68573,0.6453,0.46671,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6523e-4,14.016,154.28,81,0,NaN,7.0746,875.42,335.59,0.01,0.0059601
0.12,0.12042,3.345,53.826,3.3867,54.497,0.019073,0,0.019073,0,0.52979,8.5252,28.61,-80.6,9.7884,31.436,0,0,0,28211,5259.3,39.052,0.11291,NaN,226.56,NaN,0.013096,928700,1810.3,0.11724,0.6761,0.72304,0.45707,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3519e-4,14.016,154.28,81,0,NaN,7.0744,875.42,335.59,0.01,0.0063324
0.13,0.15656,3.8834,53.898,3.9318,54.57,0.024797,0,0.024797,0,0.61507,8.5367,28.61,-80.6,9.7884,27.812,0,0,0,28202,5249.8,39.046,0.1129,NaN,226.54,NaN,0.014454,1025027,1811.8,0.15299,0.66722,0.77451,0.44818,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0524e-4,14.016,154.28,81,0,NaN,7.0742,875.41,335.59,0.01,0.0066974
0.14,0.19809,4.4225,53.971,4.4777,54.644,0.031375,0,0.031375,0,0.70046,8.5481,28.61,-80.6,9.7884,24.817,0,0,0,28192,5240.3,39.039,0.11288,NaN,226.51,NaN,0.015862,1124883,1813.3,0.19172,0.65909,0.80594,0.44005,0.099011,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7538e-4,14.016,154.28,81,0,NaN,7.0739,875.41,335.59,0.01,0.0070862
0.15,0.24502,4.9624,54.043,5.0243,54.717,0.038807,0,0.038807,0,0.78597,8.5596,28.61,-80.6,9.7884,22.314,0,0,0,28183,5230.8,39.032,0.11287,NaN,226.48,NaN,0.017309,1227451,1814.8,0.23305,0.65166,0.82277,0.43261,0.099012,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4562e-4,14.016,154.28,81,0,NaN,7.0736,875.4,335.59,0.01,0.0074868
0.16,0.29734,5.503,54.116,5.5716,54.79,0.047095,0,0.047095,0,0.87159,8.5711,28.61,-80.6,9.7884,20.588,0,0,0,28174,5221.3,39.026,0.11286,NaN,226.46,NaN,0.018857,1337269,1816.3,0.27789,0.64455,0.82656,0.42549,0.099014,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1595e-4,14.016,154.28,81,0,NaN,7.0733,875.4,335.59,0.01,0.0078695
0.17,0.35508,6.0444,54.188,6.1197,54.863,0.056239,0,0.056239,0,0.95733,8.5825,28.61,-80.6,9.7884,19.123,0,0,0,28164,5211.8,39.019,0.11285,NaN,226.43,NaN,0.020423,1448260,1817.8,0.3255,0.63809,0.82547,0.41902,0.099016,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.8638e-4,14.016,154.28,81,0,NaN,7.0729,875.39,335.59,0.01,0.0082369
0.18,0.41823,6.5864,54.26,6.6685,54.936,0.066242,0,0.066242,0,1.0432,8.5939,28.61,-80.6,9.7884,17.866,0,0,0,28155,5202.3,39.013,0.11284,NaN,226.4,NaN,0.022001,1560208,1819.3,0.3758,0.6322,0.82117,0.41311,0.099019,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.569e-4,14.016,154.28,81,0,NaN,7.0725,875.38,335.58,0.01,0.0093026
0.19,0.48681,7.1292,54.332,7.218,55.009,0.077103,0,0.077103,0,1.1292,8.6054,28.61,-80.6,9.7884,16.776,0,0,0,28145,5192.8,39.006,0.11283,NaN,226.37,NaN,0.023591,1672952,1820.8,0.42868,0.62678,0.81472,0.40769,0.099021,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2752e-4,14.016,154.28,81,0,NaN,7.072,875.38,335.58,0.01,0.0095645
0.2,0.56082,7.6727,54.404,7.7683,55.082,0.088825,0,0.088825,0,1.2152,8.6168,28.61,-80.6,9.7884,15.822,0,0,0,28136,5183.4,39,0.11282,NaN,226.35,NaN,0.025191,1786372,1822.3,0.48341,0.62179,0.80577,0.40268,0.099024,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9823e-4,14.016,154.28,81,0,NaN,7.0716,875.37,335.58,0.01,0.0098252
0.21,0.64027,8.2169,54.477,8.3193,55.156,0.10141,0,0.10141,0,1.3014,8.6282,28.61,-80.6,9.7884,14.833,0,0,0,28126,5173.9,38.993,0.1128,NaN,226.32,NaN,0.026768,1898195,1823.8,0.53798,0.61725,0.79417,0.39813,0.099027,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001069,14.016,154.28,81,0,NaN,7.071,875.36,335.58,0.01,0.010162
0.22,0.72516,8.7618,54.549,8.871,55.229,0.11485,0,0.11485,0,1.3877,8.6397,28.61,-80.6,9.7884,13.954,0,0,0,28117,5164.4,38.987,0.11279,NaN,226.29,NaN,0.028354,2010668,1825.3,0.59386,0.61302,0.78133,0.39389,0.09903,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011399,14.016,154.28,81,0,NaN,7.0705,875.35,335.58,0.01,0.010661
0.23,0.81551,9.3075,54.621,9.4235,55.302,0.12916,0,0.12916,0,1.4742,8.6511,28.61,-80.6,9.7884,13.166,0,0,0,28107,5154.9,38.98,0.11278,NaN,226.27,NaN,0.029949,2123712,1826.8,0.6513,0.60907,0.7681,0.38992,0.099033,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012109,14.016,154.28,81,0,NaN,7.0699,875.34,335.58,0.01,0.011042
0.24,0.91131,9.8539,54.693,9.9767,55.375,0.14434,0,0.14434,0,1.5607,8.6625,28.61,-80.6,9.7884,12.458,0,0,0,28098,5145.4,38.973,0.11277,NaN,226.24,NaN,0.03155,2237265,1828.3,0.71049,0.60536,0.755,0.38619,0.099037,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001282,14.016,154.28,81,0,NaN,7.0693,875.33,335.58,0.01,0.011403
0.25,1.0126,10.401,54.765,10.531,55.448,0.16038,0,0.16038,0,1.6473,8.674,28.61,-80.6,9.7884,11.817,0,0,0,28088,5135.9,38.967,0.11276,NaN,226.21,NaN,0.033158,2351276,1829.8,0.77157,0.60187,0.74232,0.38269,0.09904,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013532,14.016,154.28,81,0,NaN,7.0686,875.32,335.58,0.01,0.011766
0.26,1.1193,10.949,54.837,11.085,55.521,0.17729,0,0.17729,0,1.7341,8.6854,28.61,-80.6,9.7884,11.259,0,0,0,28079,5126.4,38.96,0.11275,NaN,226.18,NaN,0.034778,2466082,1831.3,0.83529,0.59857,0.73054,0.37937,0.099044,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014245,14.016,154.28,81,0,NaN,7.0679,875.31,335.58,0.01,0.012123
0.27,1.2316,11.497,54.91,11.641,55.594,0.19506,0,0.19506,0,1.821,8.6968,28.61,-80.6,9.7884,10.75,0,0,0,28069,5116.9,38.954,0.11274,NaN,226.16,NaN,0.036402,2581249,1832.8,0.90119,0.59545,0.71941,0.37623,0.099048,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014958,14.016,154.28,81,0,NaN,7.0672,875.3,335.58,0.01,0.012479
0.28,1.3493,12.047,54.982,12.197,55.667,0.21371,0,0.21371,0,1.908,8.7082,28.61,-80.6,9.7884,10.284,0,0,0,28060,5107.5,38.947,0.11272,NaN,226.13,NaN,0.038032,2696752,1834.3,0.96935,0.5925,0.70894,0.37326,0.099052,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015673,14.016,154.28,81,0,NaN,7.0664,875.29,335.58,0.01,0.012829
0.29,1.4725,12.597,55.054,12.754,55.74,0.23322,0,0.23322,0,1.9951,8.7196,28.61,-80.6,9.7884,9.8557,0,0,0,28050,5098,38.94,0.11271,NaN,226.1,NaN,0.039665,2812566,1835.8,1.0398,0.5897,0.69913,0.37044,0.099057,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016388,14.016,154.28,81,0,NaN,7.0656,875.27,335.58,0.01,0.013186
0.3,1.6012,13.147,55.126,13.311,55.813,0.25361,0,0.25361,0,2.0823,8.731,28.61,-80.6,9.7884,9.4608,0,0,0,28041,5088.5,38.934,0.1127,NaN,226.08,NaN,0.041303,2928674,1837.3,1.1137,0.58761,0.69063,0.36833,0.099062,0.12022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017105,14.016,154.28,81,0,NaN,7.0648,875.26,335.58,0.01,0.01354
0.31,1.7355,13.699,55.197,13.869,55.885,0.27487,0,0.27487,0,2.1697,8.7424,28.61,-80.6,9.7884,9.101,0,0,0,28031,5079,38.927,0.11269,NaN,226.05,NaN,0.042946,3045152,1838.7,1.1945,0.58763,0.68511,0.36832,0.099066,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017822,14.016,154.28,81,0,NaN,7.0639,875.24,335.58,0.01,0.013892
0.32,1.8752,14.251,55.269,14.428,55.958,0.297,0,0.297,0,2.2571,8.7538,28.61,-80.6,9.7884,8.7673,0,0,0,28022,5069.5,38.921,0.11268,NaN,226.02,NaN,0.044593,3161890,1840.2,1.2781,0.58765,0.67995,0.36832,0.099071,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018541,14.016,154.28,81,0,NaN,7.063,875.23,335.58,0.01,0.014243
0.33,2.0205,14.804,55.341,14.988,56.031,0.32001,0,0.32001,0,2.3447,8.7651,28.61,-80.6,9.7884,8.457,0,0,0,28012,5060,38.914,0.11267,NaN,225.99,NaN,0.046244,3278874,1841.7,1.3647,0.58767,0.67515,0.36831,0.099077,0.12028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001926,14.016,154.28,81,0,NaN,7.0621,875.21,335.58,0.01,0.014626
0.34,2.1713,15.357,55.412,15.549,56.103,0.3439,0,0.3439,0,2.4324,8.7765,28.61,-80.6,9.7884,8.1677,0,0,0,28003,5050.5,38.907,0.11266,NaN,225.97,NaN,0.047898,3396096,1843.2,1.4544,0.58769,0.67067,0.36831,0.099082,0.1203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001998,14.016,154.28,81,0,NaN,7.0611,875.2,335.58,0.01,0.014975
0.35,2.3276,15.912,55.484,16.11,56.176,0.36866,0,0.36866,0,2.5201,8.7878,28.61,-80.6,9.7884,7.8974,0,0,0,27993,5041,38.901,0.11264,NaN,225.94,NaN,0.049555,3513545,1844.7,1.5471,0.58771,0.6665,0.3683,0.099088,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020701,14.016,154.28,81,0,NaN,7.0601,875.18,335.58,0.01,0.015324
0.36,2.4895,16.467,55.342,16.672,56.265,0.3943,0,0.3943,0,2.608,10.146,28.61,-80.6,9.7884,7.6003,0,0,0,27984,5031.6,38.894,0.11263,241.22,225.91,1.0925,0.051204,3630384,1846.6,1.6404,0.58773,0.66194,0.36829,0.099094,0.12034,1.8753,2.0493,2.3253e-4,0,0,0,0,0,0.0021423,14.016,154.28,81,0,NaN,7.059,875.16,335.58,0.015,0.01575
0.375,2.7427,17.297,55.458,17.516,56.381,0.43456,2.0881e-8,0.43456,2.7532e-6,2.7603,10.158,28.61,-80.6,9.7884,7.2526,0,0.016454,-8.5428e-7,27972,5019.7,38.886,0.11262,242.01,225.88,1.1511,0.05369,3806617,1849.4,1.7891,0.58776,0.65666,0.36828,0.099103,0.12037,1.7659,2.0323,-2.6575e-4,0,0,0,0,2.3592e-6,0.0022509,14.016,154.28,81,2.904e-8,NaN,7.0574,875.14,335.58,0.0225,0.016121
0.3975,3.146,18.546,55.631,18.785,56.555,0.49924,1.3417e-7,0.49924,1.5398e-5,2.9889,10.177,28.61,-80.6,9.7884,6.7855,0,0.04384,0,27954,5001.9,38.873,0.1126,243.1,225.83,1.2328,0.057433,4071800,1853.6,2.0254,0.58781,0.64967,0.36827,0.099117,0.12043,1.6223,1.9999,3.8761e-4,0,0,0,0,1.4637e-5,0.0024142,14.016,154.28,80.999,1.2281e-7,NaN,7.0548,875.09,335.57,0.03375,0.01653
0.43125,3.8036,20.426,55.892,20.696,56.813,0.60591,5.0418e-7,0.60591,4.7676e-5,3.3323,10.19,28.61,-80.6,9.7884,6.5944,0,0.091738,3.7763e-6,27927,4975.2,38.855,0.11257,243.57,225.75,1.2713,0.063197,4480164,1859.9,2.4417,0.5879,0.64693,0.36824,0.099142,0.12052,1.5648,1.9892,2.8706e-4,0,0,0,0,5.2937e-5,0.00266,14.016,154.28,80.997,3.6867e-8,NaN,7.0505,875.02,335.57,0.05,0.016895
0.48125,4.8949,23.226,56.275,23.541,57.195,0.78526,1.5447e-6,0.78526,1.127e-4,3.8416,10.216,28.61,-80.6,9.7884,6.203,0,0.17994,-1.2905e-5,27888,4935.5,38.827,0.11252,244.54,225.63,1.3486,0.071727,5084410,1867.4,3.118,0.58805,0.64137,0.3682,0.099182,0.12067,1.4491,1.9538,1.3708e-4,0,0,0,0,1.5811e-4,0.003026,14.016,154.28,80.99,1.8686e-6,NaN,7.0434,874.91,335.57,0.05,0.017248
0.53125,6.1266,26.044,56.63,26.405,57.55,0.99012,3.2502e-6,0.99012,1.8808e-4,4.3525,10.249,28.61,-80.6,9.7884,5.7679,0,0.28919,2.1587e-6,27840,4888.1,38.793,0.11246,245.65,225.5,1.4381,0.080272,5689432,1874.9,3.868,0.58822,0.63537,0.36815,0.099227,0.12084,1.3238,1.9033,4.9727e-4,0,0,0,0,3.2607e-4,0.0033944,14.016,154.28,80.979,4.5791e-6,NaN,7.0354,874.78,335.56,0.05,0.017607
0.58125,7.4997,28.879,56.979,29.286,57.903,1.2206,5.7069e-6,1.2206,2.679e-4,4.8653,10.303,28.61,-80.6,9.7884,5.1895,0,0.41997,-8.7836e-6,27793,4840.6,38.76,0.1124,247.2,225.36,1.5585,0.088788,6292226,1882.3,4.6743,0.5884,0.62771,0.3681,0.099278,0.12102,1.1627,1.8112,4.3467e-4,0,0,0,0,5.621e-4,0.003765,14.016,154.28,80.961,8.28e-6,NaN,7.0265,874.63,335.56,0.05,0.017964
0.63125,9.0149,31.732,57.321,32.185,58.25,1.4767,9.0009e-6,1.4767,3.4923e-4,5.3813,10.363,28.61,-80.6,9.7884,4.7148,0,0.56957,-7.2789e-6,27745,4792.5,38.726,0.11235,248.54,225.22,1.6638,0.09737,6899461,1889.6,5.5678,0.58861,0.62182,0.36804,0.099334,0.12123,1.0351,1.7212,1.8109e-4,0,0,0,0,8.597e-4,0.0041379,14.016,154.28,80.936,1.4692e-5,NaN,7.0166,874.47,335.55,0.05,0.018323
0.68125,10.673,34.602,57.66,35.102,58.598,1.7588,1.3219e-5,1.7588,4.3064e-4,5.9005,10.445,28.61,-80.6,9.7884,4.206,0,0.7393,2.0699e-5,27695,4743.2,38.691,0.11229,250.03,225.07,1.7808,0.10597,7507456,1896.8,6.5305,0.58883,0.61592,0.36798,0.099395,0.12146,0.90317,1.6071,-3.5704e-4,0,0,0,0,0.001223,0.0045131,14.016,154.28,80.904,2.0685e-5,NaN,7.0058,874.29,335.54,0.05,0.018741
0.73125,12.476,37.489,57.995,38.036,58.946,2.0669,1.8446e-5,2.0669,5.1133e-4,6.4246,10.548,28.61,-80.6,9.7884,3.6831,0,0.92294,3.6373e-5,27646,4693.5,38.655,0.11223,251.64,224.92,1.9063,0.11459,8116802,1904,7.5656,0.58907,0.61037,0.36791,0.099461,0.12171,0.77261,1.4713,-1.3847e-4,0,0,0,0,0.0016301,0.0048905,14.016,154.28,80.862,2.1428e-5,NaN,6.9941,874.1,335.54,0.05,0.01918
0.78125,14.423,40.393,58.327,40.987,59.292,2.4013,2.4765e-5,2.4013,5.9089e-4,6.9539,10.651,28.61,-80.6,9.7884,3.3309,0,1.1196,2.7586e-5,27596,4643.8,38.619,0.11217,252.78,224.78,1.9977,0.12332,8733771,1911.3,8.7128,0.58934,0.60704,0.36783,0.099534,0.12198,0.68764,1.3718,-2.2909e-4,0,0,0,0,0.0020712,0.0052702,14.016,154.28,80.811,2.7284e-5,NaN,6.9815,873.89,335.53,0.05,0.019551
0.83125,16.515,43.313,58.656,43.956,59.635,2.7624,3.2261e-5,2.7624,6.6914e-4,7.4884,10.761,28.61,-80.6,9.7884,3.0764,0,1.3335,6.2788e-5,27546,4594.1,38.584,0.11211,253.62,224.63,2.0687,0.13214,9356640,1918.5,9.9661,0.58963,0.60491,0.36775,0.099613,0.12227,0.6277,1.2959,-1.483e-4,0,0,0,0,0.0025591,0.0056521,14.016,154.28,80.75,3.6414e-5,NaN,6.9679,873.67,335.52,0.05,0.019932
0.88125,18.754,46.25,58.981,46.941,59.975,3.1503,4.102e-5,3.1503,7.4605e-4,8.0286,10.874,28.61,-80.6,9.7884,2.9184,0,1.5661,2.8713e-5,27497,4544.4,38.548,0.11205,254.17,224.48,2.1179,0.14105,9985946,1925.8,11.332,0.58994,0.6038,0.36766,0.099699,0.12259,0.59114,1.2493,-4.7211e-4,0,0,0,0,0.0030978,0.0060362,14.016,154.28,80.677,5.0885e-5,NaN,6.9533,873.43,335.51,0.05,0.020289
0.93125,21.141,49.202,59.3,49.944,60.314,3.5653,5.113e-5,3.5653,8.2167e-4,8.5749,11.015,28.61,-80.6,9.7884,2.7057,0,1.8208,5.7389e-5,27447,4494.7,38.512,0.11199,254.9,224.33,2.1812,0.14999,10616307,1933,12.779,0.59028,0.6023,0.36756,0.09979,0.12292,0.54266,1.1796,4.0452e-4,0,0,0,0,0.0037034,0.0064225,14.016,154.28,80.593,7.9275e-5,NaN,6.9378,873.18,335.5,0.05,0.020608
0.98125,23.675,52.171,59.613,52.963,60.652,4.0079,6.2687e-5,4.0079,8.9615e-4,9.1289,11.177,28.61,-80.6,9.7884,2.4921,0,2.0887,5.5188e-5,27397,4445,38.476,0.11193,255.66,224.18,2.2459,0.15898,1.125e7,1940.3,14.318,0.59063,0.60094,0.36746,0.099887,0.12329,0.49483,1.1065,-3.0595e-4,0,0,0,0,0.0043386,0.006811,14.016,154.28,80.495,1.1845e-4,NaN,6.9213,872.91,335.49,0.05,0.020851
1.0313,26.358,55.155,59.922,56,60.987,4.4784,7.5792e-5,4.4784,9.6967e-4,9.6912,11.343,28.61,-80.6,9.7883,2.3656,0,2.3738,2.7178e-5,27347,4395.3,38.44,0.11187,256.12,224.03,2.2895,0.16807,1.189e7,1947.5,15.982,0.59101,0.60036,0.36735,0.099992,0.12367,0.46694,1.0644,4.2877e-4,0,0,0,0,0.0050143,0.0072017,14.016,154.28,80.384,1.687e-4,NaN,6.9039,872.63,335.48,0.05,0.021091
1.0813,29.191,58.154,60.224,59.052,61.32,4.9772,9.0556e-5,4.9772,0.0010424,10.262,11.538,28.61,-80.6,9.7883,2.2087,0,2.6797,5.4132e-5,27298,4345.6,38.403,0.11181,256.7,223.88,2.3415,0.17719,12532158,1954.7,17.736,0.59142,0.59962,0.36723,0.1001,0.12408,0.43273,1.0072,3.0714e-4,0,0,0,0,0.0057489,0.0075946,14.016,154.28,80.257,2.406e-4,NaN,6.8855,872.32,335.47,0.05,0.021336
1.1313,32.174,61.168,60.519,62.122,61.651,5.5048,1.071e-4,5.5048,0.0011147,10.844,11.761,28.61,-80.6,9.7883,2.0366,0,2.997,2.5948e-5,27248,4295.8,38.367,0.11175,257.35,223.73,2.3983,0.18636,13177089,1962,19.588,0.59184,0.59888,0.36711,0.10022,0.12451,0.39577,0.94261,2.7162e-4,0,0,0,0,0.0065015,0.0079897,14.016,154.28,80.116,3.3096e-4,NaN,6.8661,872.01,335.46,0.05,0.02156
1.1813,35.308,64.197,60.808,65.208,61.98,6.0618,1.2556e-4,6.0618,0.0011868,11.437,11.997,28.61,-80.6,9.7883,1.9111,0,3.3269,8.1861e-5,27198,4246.1,38.33,0.11169,257.83,223.58,2.4434,0.19562,13827733,1969.2,21.562,0.5923,0.59853,0.36698,0.10034,0.12497,0.36917,0.89449,1.6567e-4,0,0,0,0,0.0072714,0.0083869,14.016,154.28,79.958,4.3452e-4,NaN,6.8457,871.67,335.45,0.05,0.021781
1.2313,38.594,67.24,61.087,68.31,62.307,6.6487,1.4609e-4,6.6487,0.0012589,12.043,12.27,28.61,-80.6,9.7883,1.751,0,3.6703,7.3425e-5,27149,4196.4,38.294,0.11163,258.45,223.43,2.4985,0.20491,1.448e7,1976.5,23.63,0.59278,0.59805,0.36684,0.10047,0.12546,0.33563,0.83059,6.7545e-5,0,0,0,0,0.0080666,0.0087863,14.016,154.28,79.783,5.4791e-4,NaN,6.8243,871.32,335.43,0.05,0.022032
1.2813,42.032,70.297,61.349,71.428,62.63,7.2663,1.6884e-4,7.2663,0.0013313,12.663,12.598,28.61,-80.6,9.7883,1.5049,0,4.01,1.9669e-4,27099,4146.7,38.257,0.11157,259.41,223.28,2.5781,0.21419,15131193,1983.6,25.772,0.59327,0.59721,0.3667,0.10061,0.12596,0.285,0.7261,1.4858e-4,0,0,0,0,0.0088131,0.0091879,14.016,154.28,79.591,6.7735e-4,NaN,6.802,870.96,335.42,0.05,0.022295
