# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,-8.1487,0,8.2503,0,0,0,0,0,1.2906,28.61,-80.6,9.7884,81,0,0,0,34210,9765.2,39.658,0.12011,NaN,231.03,NaN,0.0065348,463426,48.497,2.6667e-4,0.74686,0.0066049,0.52785,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0015395
2e-3,0,0,-5.3484,0,5.4151,0,0,0,0,0,0.84711,28.61,-80.6,9.7884,81,0,0,0,34210,9765.2,39.658,0.12011,NaN,231.03,NaN,0.0065387,463708,145.49,2.6697e-4,0.74679,0.0066043,0.52778,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0020305
4e-3,0,0,-2.5476,0,2.5794,0,0,0,0,0,0.4035,28.61,-80.6,9.7884,81,0,0,0,34208,9762.8,39.657,0.12011,NaN,231.03,NaN,0.0065427,463989,242.49,2.6727e-4,0.74672,0.0066037,0.52771,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0023782
6e-3,0,0,0.25358,0,0.25674,0,0,0,0,0,0.040162,28.61,-80.6,9.7884,81,0,0,0,34206,9760.4,39.656,0.1201,NaN,231.02,NaN,0.0065467,464271,339.48,2.6757e-4,0.74665,0.0066031,0.52765,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0026742
8e-3,5.0807e-7,5.083e-4,3.0552,5.1464e-4,3.0933,8.0471e-8,0,8.0471e-8,0,8.0507e-5,0.48389,28.61,-80.6,9.7884,80.987,0,0,0,34203,9758,39.655,0.1201,NaN,231.02,NaN,0.0065509,464570,436.47,2.6903e-4,0.74658,0.0066306,0.52757,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6131e-8,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0030925
0.01,7.6362e-6,0.0066201,5.8572,0.0067026,5.9302,1.2095e-6,0,1.2095e-6,0,0.0010485,0.92768,28.61,-80.6,9.7884,80.828,0,0,0,34201,9755.6,39.654,0.1201,NaN,231.02,NaN,0.0065578,465058,533.47,2.8357e-4,0.74646,0.0069743,0.52745,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6129e-7,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0036463
0.012,3.2592e-5,0.018336,8.6595,0.018565,8.7675,5.1621e-6,0,5.1621e-6,0,0.0029042,1.3715,28.61,-80.6,9.7884,80.523,0,0,0,34198,9753.2,39.653,0.12009,NaN,231.01,NaN,0.0065675,465746,630.46,3.1252e-4,0.7463,0.0076635,0.52729,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3856e-6,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0041973
0.014,8.6585e-5,0.035657,11.462,0.036102,11.605,1.3714e-5,0,1.3714e-5,0,0.0056476,1.8155,28.61,-80.6,9.7884,80.075,0,0,0,34196,9750.7,39.652,0.12009,NaN,231.01,NaN,0.0065802,466652,727.46,3.5848e-4,0.74608,0.0087565,0.52707,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6391e-6,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0047125
0.016,1.8083e-4,0.058585,14.265,0.059315,14.443,2.864e-5,0,2.864e-5,0,0.0092789,2.2594,28.61,-80.6,9.7884,79.484,0,0,0,34194,9748.3,39.651,0.12009,NaN,231,NaN,0.0065965,467804,824.45,4.2549e-4,0.7458,0.010342,0.52679,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.622e-6,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0051542
0.018,3.2653e-4,0.087118,17.069,0.088204,17.282,5.1717e-5,0,5.1717e-5,0,0.013798,2.7035,28.61,-80.6,9.7884,78.751,0,0,0,34191,9745.9,39.65,0.12009,NaN,231,NaN,0.0066167,469238,921.45,5.1921e-4,0.74545,0.012543,0.52644,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1334e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.005637
0.02,5.3491e-4,0.12126,19.873,0.12277,20.121,8.4721e-5,0,8.4721e-5,0,0.019206,3.1476,28.61,-80.6,9.7884,77.881,0,0,0,34189,9743.5,39.649,0.12008,NaN,231,NaN,0.0066415,470999,1018.4,6.4717e-4,0.74503,0.015518,0.52602,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5776e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0061263
0.022,8.1717e-4,0.16101,22.677,0.16302,22.96,1.2943e-4,0,1.2943e-4,0,0.025501,3.5917,28.61,-80.6,9.7884,76.876,0,0,0,34186,9741.1,39.648,0.12008,NaN,230.99,NaN,0.0066717,473138,1115.4,8.1907e-4,0.74452,0.019462,0.52551,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0948e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0066395
0.024,0.0011846,0.20637,25.482,0.20894,25.8,1.8761e-4,0,1.8761e-4,0,0.032685,4.036,28.61,-80.6,9.7884,75.74,0,0,0,34184,9738.7,39.647,0.12008,NaN,230.99,NaN,0.0067081,475716,1212.4,0.001047,0.74391,0.024609,0.5249,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6849e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0076478
0.026,0.0016483,0.25734,28.287,0.26054,28.64,2.6106e-4,0,2.6106e-4,0,0.040758,4.4803,28.61,-80.6,9.7884,74.478,0,0,0,34182,9736.3,39.646,0.12007,NaN,230.99,NaN,0.0067515,478799,1309.4,0.0013457,0.74318,0.031224,0.52417,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.348e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0081577
0.028,0.0022195,0.31391,31.093,0.31783,31.48,3.5153e-4,0,3.5153e-4,0,0.049719,4.9246,28.61,-80.6,9.7884,73.097,0,0,0,34179,9733.9,39.645,0.12007,NaN,230.98,NaN,0.0068031,482458,1406.4,0.0017328,0.74233,0.039599,0.52332,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0841e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0086265
0.03,0.0029095,0.37611,33.899,0.38079,34.321,4.6082e-4,0,4.6082e-4,0,0.059569,5.369,28.61,-80.6,9.7884,71.603,0,0,0,34177,9731.5,39.645,0.12007,NaN,230.98,NaN,0.006864,486772,1503.4,0.0022291,0.74133,0.050041,0.52232,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8932e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0090538
0.032,0.0037295,0.44391,36.705,0.44944,37.163,5.907e-4,0,5.907e-4,0,0.070308,5.8135,28.61,-80.6,9.7884,70.004,0,0,0,34174,9729.1,39.644,0.12007,NaN,230.97,NaN,0.0069351,491819,1600.4,0.0028581,0.74018,0.062852,0.52117,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7753e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.0095276
0.034,0.0046908,0.51732,39.512,0.52377,40.004,7.4294e-4,0,7.4294e-4,0,0.081936,6.258,28.61,-80.6,9.7884,68.311,0,0,0,34172,9726.7,39.643,0.12006,NaN,230.97,NaN,0.0070178,497685,1697.4,0.0036467,0.73887,0.078315,0.51986,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7305e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.010002
0.036,0.0058044,0.59635,42.319,0.60379,42.846,9.1933e-4,0,9.1933e-4,0,0.094453,6.7026,28.61,-80.6,9.7884,66.533,0,0,0,34170,9724.3,39.642,0.12006,NaN,230.97,NaN,0.0071133,504451,1794.4,0.0046245,0.73738,0.096667,0.51837,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7587e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.010484
0.038,0.0070818,0.681,45.126,0.68948,45.689,0.0011216,0,0.0011216,0,0.10786,7.1473,28.61,-80.6,9.7884,64.682,0,0,0,34167,9721.8,39.641,0.12006,NaN,230.96,NaN,0.0072226,512203,1891.4,0.0058238,0.7357,0.11808,0.51669,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.8599e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.010996
0.04,0.008534,0.77125,47.934,0.78087,48.532,0.0013517,0,0.0013517,0,0.12215,7.592,28.61,-80.6,9.7884,62.771,0,0,0,34165,9719.4,39.64,0.12005,NaN,230.96,NaN,0.0073469,521021,1988.4,0.0072789,0.73383,0.14263,0.51482,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0034e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.013899
0.042,0.010172,0.86713,50.742,0.87794,51.375,0.0016112,0,0.0016112,0,0.13734,8.0368,28.61,-80.6,9.7884,60.812,0,0,0,34162,9717,39.639,0.12005,NaN,230.95,NaN,0.0074874,530985,2085.4,0.0090263,0.73177,0.17029,0.51276,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1282e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.014507
0.044,0.012008,0.96862,53.551,0.9807,54.219,0.0019019,0,0.0019019,0,0.15341,8.4817,28.61,-80.6,9.7884,58.818,0,0,0,34160,9714.6,39.638,0.12005,NaN,230.95,NaN,0.0076451,542167,2182.4,0.011103,0.72951,0.20093,0.5105,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2602e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.015046
0.046,0.014053,1.0757,56.36,1.0891,57.063,0.0022257,0,0.0022257,0,0.17038,8.9266,28.61,-80.6,9.7884,56.804,0,0,0,34158,9712.2,39.637,0.12005,NaN,230.95,NaN,0.0078209,554636,2279.4,0.013549,0.72707,0.23428,0.50806,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3995e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.015605
0.048,0.016317,1.1885,59.17,1.2033,59.907,0.0025843,0,0.0025843,0,0.18823,9.3715,28.61,-80.6,9.7884,54.781,0,0,0,34155,9709.8,39.636,0.12004,NaN,230.94,NaN,0.0080157,568452,2376.4,0.0164,0.72445,0.26997,0.50544,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5462e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.016107
0.05,0.018812,1.3068,61.979,1.3231,62.752,0.0029795,0,0.0029795,0,0.20698,9.8166,28.61,-80.6,9.7884,52.762,0,0,0,34153,9707.4,39.635,0.12004,NaN,230.94,NaN,0.0082303,583670,2473.4,0.019697,0.72165,0.30755,0.50264,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7002e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.016615
0.052,0.02155,1.4308,64.789,1.4486,65.597,0.0034131,0,0.0034131,0,0.22661,10.262,28.61,-80.6,9.7884,50.802,0,0,0,34150,9705,39.634,0.12004,NaN,230.94,NaN,0.0084763,601116,2570.3,0.023471,0.71857,0.34552,0.49955,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8615e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.017239
0.054,0.024541,1.5604,67.6,1.5798,68.443,0.0038869,0,0.0038869,0,0.24714,10.707,28.61,-80.6,9.7884,48.871,0,0,0,34148,9702.6,39.633,0.12003,NaN,230.93,NaN,0.0087428,620016,2667.3,0.027762,0.71535,0.38415,0.49634,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0301e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.017769
0.056,0.027797,1.6956,70.411,1.7167,71.289,0.0044025,0,0.0044025,0,0.26855,11.152,28.61,-80.6,9.7884,46.978,0,0,0,34145,9700.2,39.632,0.12003,NaN,230.93,NaN,0.0090302,640398,2764.3,0.032605,0.71203,0.4229,0.49301,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.206e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.018363
0.058,0.031329,1.8364,73.222,1.8593,74.135,0.004962,0,0.004962,0,0.29086,11.597,28.61,-80.6,9.7884,45.129,0,0,0,34143,9697.8,39.631,0.12003,NaN,230.92,NaN,0.0093389,662283,2861.3,0.038033,0.70861,0.46123,0.48959,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3892e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.018886
0.06,0.035148,1.9829,76.034,2.0076,76.982,0.0055669,0,0.0055669,0,0.31405,12.043,28.61,-80.6,9.7884,43.331,0,0,0,34141,9695.4,39.63,0.12002,NaN,230.92,NaN,0.0096689,685688,2958.3,0.044078,0.70511,0.49867,0.48609,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5797e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.019391
0.062,0.039266,2.1349,78.846,2.1615,79.829,0.0062191,0,0.0062191,0,0.33814,12.488,28.61,-80.6,9.7884,41.589,0,0,0,34138,9692.9,39.629,0.12002,NaN,230.92,NaN,0.010021,710623,3055.3,0.050769,0.70155,0.53477,0.48253,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7776e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.019951
0.064,0.043693,2.2926,81.659,2.3212,82.676,0.0069203,0,0.0069203,0,0.36312,12.933,28.61,-80.6,9.7884,39.906,0,0,0,34136,9690.5,39.628,0.12002,NaN,230.91,NaN,0.010394,737093,3152.3,0.058136,0.69795,0.56918,0.47893,0.099006,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9828e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.020486
0.066,0.048442,2.456,84.471,2.4866,85.524,0.0076724,0,0.0076724,0,0.38899,13.379,28.61,-80.6,9.7884,38.286,0,0,0,34133,9688.1,39.627,0.12002,NaN,230.91,NaN,0.010789,765098,3249.3,0.066206,0.69432,0.6016,0.4753,0.099006,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1953e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.020998
0.068,0.053523,2.6249,87.285,2.6576,88.373,0.0084772,0,0.0084772,0,0.41575,13.825,28.61,-80.6,9.7884,36.729,0,0,0,34131,9685.7,39.626,0.12001,NaN,230.91,NaN,0.011205,794637,3346.3,0.075003,0.69067,0.63182,0.47165,0.099006,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4151e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.021488
0.07,0.058947,2.7995,90.098,2.8344,91.221,0.0093363,0,0.0093363,0,0.4434,14.27,28.61,-80.6,9.7884,35.236,0,0,0,34129,9683.3,39.625,0.12001,NaN,230.9,NaN,0.011643,825703,3443.3,0.084552,0.68702,0.65967,0.468,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6422e-4,14.016,154.28,81,0,NaN,7.0748,875.42,335.59,2e-3,0.021986
0.072,0.064726,2.9797,92.912,3.0168,94.07,0.010252,0,0.010252,0,0.47194,14.716,28.61,-80.6,9.7884,33.807,0,0,0,34126,9680.9,39.624,0.12001,NaN,230.9,NaN,0.012103,858288,3540.3,0.094877,0.68338,0.68509,0.46436,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8767e-4,14.016,154.28,81,0,NaN,7.0748,875.42,335.59,2e-3,0.022488
0.074,0.070871,3.1655,95.726,3.205,96.92,0.011225,0,0.011225,0,0.50137,15.162,28.61,-80.6,9.7884,32.443,0,0,0,34124,9678.5,39.623,0.12,NaN,230.89,NaN,0.012584,892385,3637.3,0.106,0.67976,0.70803,0.46073,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1184e-4,14.016,154.28,81,0,NaN,7.0747,875.42,335.59,2e-3,0.022989
0.076,0.077394,3.357,98.541,3.3989,99.769,0.012258,0,0.012258,0,0.5317,15.607,28.61,-80.6,9.7884,31.141,0,0,0,34121,9676.1,39.622,0.12,NaN,230.89,NaN,0.013086,927980,3734.3,0.11794,0.67617,0.72852,0.45714,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3675e-4,14.016,154.28,81,0,NaN,7.0747,875.42,335.59,2e-3,0.023474
0.078,0.084305,3.5541,101.36,3.5984,102.62,0.013353,0,0.013353,0,0.56291,16.053,28.61,-80.6,9.7884,29.9,0,0,0,34119,9673.7,39.621,0.12,NaN,230.89,NaN,0.013608,965063,3831.3,0.13072,0.67261,0.74661,0.45358,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.624e-4,14.016,154.28,81,0,NaN,7.0747,875.42,335.59,2e-3,0.023956
0.08,0.091616,3.7568,104.17,3.8037,105.47,0.014511,0,0.014511,0,0.59502,16.499,28.61,-80.6,9.7884,28.718,0,0,0,34117,9671.3,39.62,0.12,NaN,230.88,NaN,0.014152,1003621,3928.3,0.14437,0.6691,0.7624,0.45006,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8877e-4,14.016,154.28,81,0,NaN,7.0746,875.42,335.59,2e-3,0.024447
0.082,0.099338,3.9652,106.99,4.0146,108.32,0.015734,0,0.015734,0,0.62802,16.945,28.61,-80.6,9.7884,27.593,0,0,0,34114,9668.9,39.619,0.11999,NaN,230.88,NaN,0.014717,1043643,4025.3,0.15889,0.66563,0.77599,0.44659,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1588e-4,14.016,154.28,81,0,NaN,7.0746,875.42,335.59,2e-3,0.024901
0.084,0.10748,4.1792,109.8,4.2313,111.17,0.017024,0,0.017024,0,0.66192,17.391,28.61,-80.6,9.7884,26.524,0,0,0,34112,9666.5,39.618,0.11999,NaN,230.88,NaN,0.015301,1085114,4122.3,0.17432,0.66221,0.7875,0.44317,0.09901,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4372e-4,14.016,154.28,81,0,NaN,7.0745,875.42,335.59,2e-3,0.025337
0.086,0.11606,4.3988,112.62,4.4536,114.02,0.018382,0,0.018382,0,0.6967,17.837,28.61,-80.6,9.7884,25.507,0,0,0,34109,9664,39.617,0.11999,NaN,230.87,NaN,0.015906,1128023,4219.2,0.19068,0.65885,0.79709,0.43981,0.099011,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7229e-4,14.016,154.28,81,0,NaN,7.0744,875.42,335.59,2e-3,0.026577
0.088,0.12508,4.624,115.44,4.6817,116.88,0.019811,0,0.019811,0,0.73238,18.283,28.61,-80.6,9.7884,24.54,0,0,0,34107,9661.6,39.616,0.11998,NaN,230.87,NaN,0.016532,1172358,4316.2,0.20797,0.65555,0.80488,0.4365,0.099011,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.016e-4,14.016,154.28,81,0,NaN,7.0744,875.42,335.59,2e-3,0.027077
0.09,0.13456,4.8549,118.25,4.9155,119.73,0.021313,0,0.021313,0,0.76895,18.73,28.61,-80.6,9.7884,23.622,0,0,0,34105,9659.2,39.615,0.11998,NaN,230.86,NaN,0.017177,1218106,4413.2,0.22623,0.65231,0.81103,0.43326,0.099012,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3164e-4,14.016,154.28,81,0,NaN,7.0743,875.41,335.59,2e-3,0.027569
0.092,0.14451,5.0915,121.07,5.1549,122.58,0.022888,0,0.022888,0,0.80641,19.176,28.61,-80.6,9.7884,22.749,0,0,0,34102,9656.8,39.614,0.11998,NaN,230.86,NaN,0.017842,1265256,4510.2,0.24548,0.64913,0.81566,0.43007,0.099013,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6241e-4,14.016,154.28,81,0,NaN,7.0743,875.41,335.59,2e-3,0.02806
0.094,0.15493,5.3336,123.89,5.4001,125.43,0.024539,0,0.024539,0,0.84476,19.622,28.61,-80.6,9.7884,21.919,0,0,0,34100,9654.4,39.613,0.11998,NaN,230.86,NaN,0.018526,1313797,4607.2,0.26574,0.64601,0.81894,0.42695,0.099014,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9391e-4,14.016,154.28,81,0,NaN,7.0742,875.41,335.59,2e-3,0.028725
0.096,0.16585,5.5814,126.71,5.651,128.29,0.026268,0,0.026268,0,0.88401,20.069,28.61,-80.6,9.7884,21.13,0,0,0,34097,9652,39.612,0.11997,NaN,230.85,NaN,0.01923,1363719,4704.2,0.28703,0.64295,0.82097,0.42389,0.099015,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2615e-4,14.016,154.28,81,0,NaN,7.0741,875.41,335.59,2e-3,0.02913
0.098,0.17726,5.8348,128.3,5.9076,129.9,0.028076,0,0.028076,0,0.92415,20.321,28.61,-80.6,9.7884,20.38,0,0,0,34095,9649.6,39.611,0.11997,NaN,230.85,NaN,0.019953,1415012,4758.9,0.30938,0.63996,0.82189,0.42089,0.099016,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5912e-4,14.016,154.28,81,0,NaN,7.074,875.41,335.59,2e-3,0.029437
0.1,0.18919,6.0915,128.67,6.1674,130.28,0.029965,0,0.029965,0,0.96479,20.38,28.61,-80.6,9.7884,19.674,0,0,0,34091,9645.7,39.61,0.11997,NaN,230.84,NaN,0.020689,1467173,4771.3,0.33258,0.63706,0.82183,0.41798,0.099017,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.9251e-4,14.016,154.28,81,0,NaN,7.074,875.41,335.59,2e-3,0.029721
0.102,0.20163,6.3489,129.05,6.428,130.66,0.031935,0,0.031935,0,1.0056,20.44,28.61,-80.6,9.7884,18.952,0,0,0,34086,9640.2,39.607,0.11996,NaN,230.83,NaN,0.021417,1518819,4783.6,0.35613,0.63431,0.82119,0.41523,0.099018,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.26e-4,14.016,154.28,81,0,NaN,7.0739,875.41,335.59,2e-3,0.030022
0.104,0.21459,6.607,129.43,6.6894,131.05,0.033987,0,0.033987,0,1.0464,20.5,28.61,-80.6,9.7884,18.275,0,0,0,34080,9634.8,39.605,0.11995,NaN,230.83,NaN,0.022151,1570843,4796,0.38025,0.63166,0.81969,0.41258,0.099019,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.5958e-4,14.016,154.28,81,0,NaN,7.0738,875.41,335.59,2e-3,0.030425
0.106,0.22806,6.8659,129.81,6.9515,131.43,0.036121,0,0.036121,0,1.0875,20.561,28.61,-80.6,9.7884,17.641,0,0,0,34075,9629.3,39.603,0.11995,NaN,230.82,NaN,0.02289,1623228,4808.3,0.40494,0.62911,0.81747,0.41002,0.09902,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9327e-4,14.016,154.28,81,0,NaN,7.0737,875.4,335.59,2e-3,0.030729
0.108,0.24205,7.1256,130.19,7.2144,131.82,0.038337,0,0.038337,0,1.1286,20.621,28.61,-80.6,9.7884,17.044,0,0,0,34069,9623.9,39.601,0.11994,NaN,230.81,NaN,0.023633,1675954,4820.7,0.43017,0.62664,0.81464,0.40755,0.099021,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2705e-4,14.016,154.28,81,0,NaN,7.0736,875.4,335.59,2e-3,0.031094
0.11,0.25656,7.386,130.57,7.4781,132.2,0.040636,0,0.040636,0,1.1698,20.681,28.61,-80.6,9.7884,16.483,0,0,0,34064,9618.4,39.599,0.11993,NaN,230.8,NaN,0.024381,1729007,4833.1,0.45581,0.62426,0.81103,0.40516,0.099023,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6093e-4,14.016,154.28,81,0,NaN,7.0735,875.4,335.59,2e-3,0.031401
0.112,0.2716,7.6472,130.95,7.7425,132.59,0.043017,0,0.043017,0,1.2112,20.741,28.61,-80.6,9.7884,15.953,0,0,0,34058,9613,39.596,0.11993,NaN,230.79,NaN,0.025134,1782372,4845.4,0.48169,0.62196,0.80651,0.40285,0.099024,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9491e-4,14.016,154.28,81,0,NaN,7.0734,875.4,335.59,2e-3,0.03167
0.114,0.28715,7.9091,131.33,8.0077,132.97,0.045481,0,0.045481,0,1.2527,20.801,28.61,-80.6,9.7884,15.453,0,0,0,34053,9607.5,39.594,0.11992,NaN,230.78,NaN,0.025891,1836037,4857.8,0.50784,0.61973,0.80131,0.40062,0.099025,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001029,14.016,154.28,81,0,NaN,7.0733,875.4,335.59,2e-3,0.031938
