# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
7.1142,1478.9,215.93,-20.137,225.56,20.353,395.29,0.094167,395.29,0.013649,65.211,2.9583,28.61,-80.596,9.7839,0.20957,0,-4.7363,0.004762,22832,0,34.536,0.10645,267.12,207.7,4.239,0.69249,42753916,0,245.07,0.64933,0.64942,0.35072,0.11627,0.18234,0.038389,0.16426,7.109e-5,0,0,0,0,-0.001217,0.029234,14.016,154.28,70.8,0.021382,NaN,-2.5374,728.71,329.76,0.01,0.76681
7.1242,1481,215.73,-20.144,225.36,20.348,395.95,0.094456,395.95,0.013668,65.182,2.8738,28.61,-80.596,9.7839,0.23966,0,-4.5823,0.0046013,22832,0,34.536,0.10645,266.98,207.7,4.2291,0.69193,42710652,0,244.58,0.64923,0.64935,0.35075,0.11624,0.18224,0.043968,0.18715,-3.5009e-4,0,0,0,0,-0.001141,0.029209,14.016,154.28,70.753,0.02134,NaN,-2.5514,728.51,329.75,0.01,0.76755
7.1342,1483.2,215.52,-20.15,225.16,20.343,396.6,0.094745,396.6,0.013688,65.154,2.7946,28.61,-80.596,9.7839,0.26789,0,-4.4089,0.0042165,22832,0,34.536,0.10645,266.85,207.7,4.2198,0.69137,42667447,0,244.09,0.64913,0.64927,0.35078,0.11621,0.18214,0.049216,0.20852,4.289e-4,0,0,0,0,-0.001058,0.029183,14.016,154.28,70.708,0.021309,NaN,-2.5655,728.31,329.74,0.01,0.76829
7.1442,1485.3,215.32,-20.154,224.96,20.337,397.25,0.095034,397.25,0.013707,65.126,2.7211,28.61,-80.596,9.7839,0.29408,0,-4.2177,0.003912,22832,0,34.536,0.10645,266.73,207.7,4.2112,0.69081,42624303,0,243.6,0.64903,0.6492,0.35081,0.11618,0.18204,0.054099,0.22888,2.9262e-4,0,0,0,0,-9.6989e-4,0.029157,14.016,154.28,70.665,0.021279,NaN,-2.5795,728.11,329.74,0.01,0.76903
7.1542,1487.5,215.12,-20.148,224.76,20.325,397.9,0.095323,397.9,0.013726,65.099,2.6796,28.61,-80.596,9.7839,0.30919,0,-4.0111,0.0037594,22832,0,34.536,0.10645,266.65,207.7,4.2061,0.69029,42583504,0,243.14,0.64894,0.64913,0.35084,0.11615,0.18195,0.05692,0.23993,7.1776e-6,0,0,0,0,-8.7856e-4,0.029132,14.016,154.28,70.624,0.021256,NaN,-2.5934,727.92,329.73,0.01,0.76978
7.1642,1489.6,214.92,-20.129,224.56,20.306,398.55,0.095613,398.55,0.013745,65.072,2.6792,28.61,-80.596,9.7839,0.31011,0,-3.802,0.003901,22832,0,34.536,0.10645,266.65,207.7,4.2055,0.68982,42545862,0,242.71,0.64885,0.64904,0.35086,0.11613,0.18186,0.057089,0.24121,-7.6914e-5,0,0,0,0,-7.9044e-4,0.029106,14.016,154.28,70.585,0.021239,NaN,-2.6074,727.72,329.72,0.01,0.77052
7.1742,1491.8,214.72,-20.108,224.35,20.286,399.2,0.095902,399.2,0.013764,65.046,2.6846,28.61,-80.596,9.7838,0.30891,0,-3.593,0.0038134,22832,0,34.536,0.10645,266.65,207.7,4.2055,0.68935,42508289,0,242.29,0.64877,0.64896,0.35088,0.11611,0.18178,0.056861,0.24022,-2.0529e-4,0,0,0,0,-7.0695e-4,0.02908,14.016,154.28,70.548,0.02123,NaN,-2.6214,727.52,329.71,0.01,0.77125
7.1842,1493.9,214.52,-20.084,224.15,20.265,399.85,0.096193,399.85,0.013784,65.019,2.6956,28.61,-80.596,9.7838,0.30561,0,-3.3858,0.0038604,22832,0,34.536,0.10645,266.66,207.7,4.2063,0.68889,42470786,0,241.86,0.64868,0.64887,0.35091,0.11608,0.18169,0.056241,0.23725,-1.7057e-4,0,0,0,0,-6.2863e-4,0.029055,14.016,154.28,70.513,0.021228,NaN,-2.6353,727.33,329.7,0.01,0.77199
7.1942,1496.1,214.32,-20.059,223.95,20.242,400.5,0.096483,400.5,0.013803,64.992,2.7121,28.61,-80.596,9.7838,0.30025,0,-3.1823,0.0039884,22832,0,34.536,0.10645,266.68,207.7,4.2076,0.68842,42433351,0,241.43,0.6486,0.64878,0.35093,0.11606,0.18161,0.055236,0.23255,3.2999e-4,0,0,0,0,-5.5612e-4,0.029029,14.016,154.28,70.48,0.021233,NaN,-2.6493,727.13,329.69,0.01,0.77273
7.2042,1498.2,214.12,-20.049,223.76,20.227,401.15,0.096774,401.15,0.013822,64.965,2.6813,28.61,-80.596,9.7838,0.31102,0,-2.9814,0.0038035,22832,0,34.536,0.10645,266.62,207.7,4.2039,0.68788,42391300,0,240.96,0.6485,0.64869,0.35096,0.11603,0.18151,0.057245,0.24067,-4.5694e-4,0,0,0,0,-4.8891e-4,0.029004,14.016,154.28,70.449,0.021244,NaN,-2.6632,726.94,329.69,0.01,0.77362
7.2142,1500.4,213.92,-20.058,223.56,20.224,401.8,0.097064,401.8,0.013841,64.938,2.5858,28.61,-80.596,9.7838,0.34403,0,-2.7625,0.0036242,22832,0,34.536,0.10645,266.47,207.7,4.1931,0.68723,42342972,0,240.41,0.64839,0.64862,0.35099,0.116,0.1814,0.063426,0.26641,-4.224e-4,0,0,0,0,-4.2058e-4,0.028978,14.016,154.28,70.421,0.021263,NaN,-2.6771,726.74,329.68,0.01,0.77441
7.2242,1502.5,213.72,-20.065,223.36,20.219,402.45,0.097355,402.45,0.01386,64.913,2.4973,28.61,-80.596,9.7838,0.37454,0,-2.523,0.003447,22832,0,34.536,0.10645,266.33,207.7,4.1832,0.68659,42294707,0,239.87,0.64827,0.64855,0.35102,0.11597,0.18128,0.069154,0.28989,-4.9398e-4,0,0,0,0,-3.5148e-4,0.028953,14.016,154.28,70.394,0.021291,NaN,-2.691,726.54,329.67,0.01,0.77514
7.2342,1504.6,213.51,-20.069,223.16,20.214,403.1,0.097647,403.1,0.013879,64.888,2.4161,28.61,-80.596,9.7838,0.40235,0,-2.265,0.0034327,22832,0,34.536,0.10645,266.21,207.7,4.1741,0.68594,42246505,0,239.33,0.64816,0.64848,0.35106,0.11593,0.18117,0.074392,0.31077,1.1615e-5,0,0,0,0,-2.8381e-4,0.028927,14.016,154.28,70.37,0.021328,NaN,-2.7049,726.35,329.66,0.01,0.77587
7.2442,1506.8,213.31,-20.071,222.96,20.207,403.75,0.097938,403.75,0.013898,64.865,2.3428,28.61,-80.596,9.7838,0.42732,0,-1.9903,0.0033514,22832,0,34.536,0.10645,266.09,207.7,4.166,0.6853,42198365,0,238.79,0.64804,0.6484,0.35109,0.1159,0.18105,0.079105,0.32932,1.9544e-4,0,0,0,0,-2.1958e-4,0.028902,14.016,154.28,70.349,0.021373,NaN,-2.7188,726.15,329.65,0.01,0.77661
7.2542,1508.9,213.11,-20.072,222.76,20.2,404.4,0.09823,404.4,0.013917,64.841,2.2683,28.61,-80.596,9.7838,0.45254,0,-1.7007,0.0033599,22832,0,34.536,0.10645,265.98,207.7,4.1577,0.68465,42149459,0,238.24,0.64792,0.64833,0.35112,0.11587,0.18094,0.083876,0.34933,4.0601e-4,0,0,0,0,-1.6064e-4,0.028876,14.016,154.28,70.331,0.021428,NaN,-2.7326,725.96,329.64,0.01,0.77737
7.2642,1511,212.91,-20.075,222.56,20.194,405.05,0.098523,405.05,0.013937,64.819,2.1899,28.61,-80.596,9.7838,0.47897,0,-1.3942,0.003163,22832,0,34.536,0.10645,265.86,207.7,4.1491,0.68397,42099497,0,237.69,0.64781,0.64826,0.35116,0.11583,0.18082,0.088889,0.36865,2.0497e-4,0,0,0,0,-1.0818e-4,0.028851,14.016,154.28,70.315,0.021488,NaN,-2.7465,725.76,329.63,0.01,0.77812
7.2742,1513.2,212.71,-20.074,222.36,20.185,405.69,0.098815,405.69,0.013956,64.798,2.1205,28.61,-80.596,9.7838,0.5021,0,-1.0725,0.0030111,22832,0,34.536,0.10645,265.75,207.7,4.1416,0.6833,4.205e7,0,237.13,0.64769,0.64818,0.35119,0.1158,0.1807,0.093286,0.38631,-1.6784e-4,0,0,0,0,-6.4139e-5,0.028826,14.016,154.28,70.303,0.021552,NaN,-2.7603,725.57,329.63,0.01,0.77885
7.2842,1515.3,212.51,-20.069,222.16,20.175,406.34,0.099108,406.34,0.013975,64.777,2.0605,28.61,-80.596,9.7838,0.52181,0,-0.73759,0.0030305,22832,0,34.536,0.10645,265.66,207.7,4.1351,0.68263,4.2e7,0,236.57,0.64757,0.6481,0.35122,0.11576,0.18058,0.09704,0.40173,-2.1674e-4,0,0,0,0,-3.0399e-5,0.0288,14.016,154.28,70.294,0.021624,NaN,-2.7741,725.38,329.62,0.01,0.77959
7.2942,1517.4,212.31,-20.062,221.97,20.162,406.99,0.099401,406.99,0.013994,64.756,2.0101,28.61,-80.596,9.7838,0.53802,0,-0.39188,0.003216,22832,0,34.536,0.10645,265.58,207.7,4.1297,0.68196,4.195e7,0,236.01,0.64745,0.64802,0.35126,0.11573,0.18046,0.10013,0.41353,3.6333e-4,0,0,0,0,-8.5982e-6,0.028775,14.016,154.28,70.288,0.021705,NaN,-2.7879,725.18,329.61,0.01,0.78033
7.3042,1519.5,212.11,-20.043,221.77,20.142,407.64,0.099694,407.64,0.014013,64.736,1.9914,28.61,-80.596,9.7838,0.54303,0,-0.0388,0.0031468,22832,0,34.536,0.10645,265.56,207.7,4.1277,0.68132,41902250,0,235.47,0.64733,0.64792,0.35129,0.1157,0.18035,0.10108,0.41689,3.295e-4,0,0,0,0,-8.4451e-8,0.02875,14.016,154.28,70.286,0.021795,NaN,-2.8017,724.99,329.6,0.01,0.78107
7.3142,1521.6,211.91,-20.012,221.57,20.113,408.28,0.099987,408.28,0.014032,64.716,2.0117,28.61,-80.596,9.7838,0.53425,0,0.31056,0.0030812,22832,0,34.536,0.10645,265.59,207.7,4.13,0.68072,41857176,0,234.95,0.64723,0.64779,0.35132,0.11567,0.18024,0.099395,0.41005,-1.3821e-5,0,0,0,0,5.4201e-6,0.028725,14.016,154.28,70.287,0.021889,NaN,-2.8155,724.79,329.59,0.01,0.78181
7.3242,1523.8,211.71,-19.977,221.37,20.081,408.93,0.10028,408.93,0.01405,64.696,2.0409,28.61,-80.596,9.7838,0.52208,0,0.65255,0.0029437,22832,0,34.536,0.10645,265.63,207.7,4.1333,0.68013,41812164,0,234.43,0.64712,0.64766,0.35135,0.11564,0.18014,0.097064,0.40118,3.4592e-4,0,0,0,0,2.3973e-5,0.0287,14.016,154.28,70.292,0.021987,NaN,-2.8293,724.6,329.58,0.01,0.78256
7.3342,1525.9,211.51,-19.939,221.18,20.047,409.58,0.10058,409.58,0.014069,64.676,2.0786,28.61,-80.596,9.7837,0.50664,0,0.9851,0.0030353,22832,0,34.536,0.10645,265.7,207.7,4.1377,0.67954,41767215,0,233.91,0.64702,0.64752,0.35138,0.11561,0.18003,0.094112,0.38984,2.1937e-4,0,0,0,0,5.4732e-5,0.028674,14.016,154.28,70.3,0.022088,NaN,-2.843,724.41,329.58,0.01,0.78331
7.3442,1528,211.31,-19.898,220.98,20.011,410.22,0.10087,410.22,0.014088,64.655,2.1244,28.61,-80.596,9.7837,0.48805,0,1.3059,0.0029015,22832,0,34.536,0.10645,265.77,207.7,4.143,0.67894,41722330,0,233.39,0.64691,0.64738,0.35141,0.11558,0.17993,0.090566,0.37465,3.4742e-4,0,0,0,0,9.6363e-5,0.028649,14.016,154.28,70.312,0.022193,NaN,-2.8568,724.21,329.57,0.01,0.78405
7.3542,1530.1,211.11,-19.854,220.78,19.973,410.87,0.10116,410.87,0.014107,64.633,2.1795,28.61,-80.596,9.7837,0.46587,0,1.6133,0.0028196,22832,0,34.536,0.10645,265.86,207.7,4.1494,0.67835,41677659,0,232.87,0.64681,0.64724,0.35144,0.11555,0.17982,0.086345,0.35843,-6.0896e-5,0,0,0,0,1.4732e-4,0.028624,14.016,154.28,70.326,0.022299,NaN,-2.8705,724.02,329.56,0.01,0.7848
7.3642,1532.2,210.91,-19.806,220.59,19.933,411.52,0.10146,411.52,0.014126,64.611,2.2438,28.61,-80.596,9.7837,0.44006,0,1.9045,0.002887,22832,0,34.536,0.10645,265.97,207.7,4.157,0.67777,41633256,0,232.35,0.64671,0.64709,0.35147,0.11552,0.17972,0.081446,0.3382,2.2814e-4,0,0,0,0,2.0566e-4,0.028599,14.016,154.28,70.344,0.022408,NaN,-2.8842,723.83,329.55,0.01,0.78553
7.3742,1534.3,210.72,-19.756,220.39,19.891,412.16,0.10175,412.16,0.014145,64.588,2.3146,28.61,-80.596,9.7837,0.41161,0,2.1778,0.0029622,22832,0,34.536,0.10645,266.08,207.7,4.1654,0.67718,41588917,0,231.83,0.6466,0.64694,0.3515,0.11549,0.17961,0.076063,0.31703,-8.8197e-5,0,0,0,0,2.6941e-4,0.028574,14.016,154.28,70.364,0.022521,NaN,-2.8979,723.63,329.54,0.01,0.78625
7.3842,1536.4,210.52,-19.704,220.2,19.849,412.81,0.10205,412.81,0.014164,64.565,2.3911,28.61,-80.596,9.7837,0.38073,0,2.4316,0.002999,22832,0,34.536,0.10645,266.21,207.7,4.1746,0.6766,41544641,0,231.32,0.6465,0.64679,0.35153,0.11546,0.17951,0.07024,0.29264,-4.149e-4,0,0,0,0,3.3645e-4,0.028549,14.016,154.28,70.387,0.022637,NaN,-2.9116,723.44,329.53,0.01,0.78698
7.3942,1538.5,210.32,-19.651,220,19.806,413.45,0.10235,413.45,0.014183,64.54,2.4728,28.61,-80.596,9.7837,0.34764,0,2.6643,0.0034804,22832,0,34.536,0.10645,266.35,207.7,4.1846,0.67601,4.15e7,0,230.8,0.6464,0.64664,0.35155,0.11543,0.17941,0.064021,0.26752,-4.6628e-4,0,0,0,0,4.0467e-4,0.028524,14.016,154.28,70.413,0.022761,NaN,-2.9253,723.25,329.53,0.01,0.78768
7.4042,1540.6,210.13,-19.592,219.81,19.76,414.1,0.10264,414.1,0.014202,64.515,2.5724,28.61,-80.596,9.7837,0.30771,0,2.8746,0.003882,22832,0,34.536,0.10645,266.52,207.7,4.1967,0.67545,41457508,0,230.3,0.6463,0.64649,0.35158,0.1154,0.17931,0.056547,0.23717,4.989e-4,0,0,0,0,4.7186e-4,0.028499,14.016,154.28,70.441,0.022897,NaN,-2.9389,723.06,329.52,0.01,0.78836
7.4142,1542.7,209.93,-19.526,219.61,19.711,414.74,0.10294,414.74,0.014221,64.489,2.6935,28.61,-80.596,9.7837,0.25955,0,3.0554,0.0040105,22832,0,34.536,0.10645,266.73,207.7,4.2115,0.67491,41416312,0,229.82,0.6462,0.64634,0.35161,0.11538,0.17922,0.047574,0.20031,2.7763e-4,0,0,0,0,5.3397e-4,0.028474,14.016,154.28,70.47,0.023032,NaN,-2.9526,722.86,329.51,0.01,0.78915
7.4242,1544.8,209.74,-19.46,219.42,19.663,415.39,0.10324,415.39,0.01424,64.461,2.8169,28.61,-80.596,9.7837,0.21006,0,3.2048,0.0044769,22832,0,34.536,0.10645,266.94,207.7,4.2267,0.67438,41375179,0,229.35,0.64611,0.6462,0.35164,0.11535,0.17912,0.038401,0.1621,2.7137e-4,0,0,0,0,5.8845e-4,0.02845,14.016,154.28,70.502,0.023168,NaN,-2.9662,722.67,329.5,0.01,0.78988
7.4342,1546.9,209.54,-19.394,219.22,19.615,416.03,0.10353,416.03,0.014258,64.432,2.9418,28.61,-80.596,9.7837,0.15957,0,3.3224,0.0049992,22832,0,34.536,0.10645,267.16,207.7,4.2424,0.67384,41334107,0,228.88,0.64602,0.64607,0.35166,0.11532,0.17903,0.029091,0.12253,3.4658e-4,0,0,0,0,6.3346e-4,0.028425,14.016,154.28,70.534,0.023302,NaN,-2.9799,722.48,329.49,0.01,0.79061
7.4442,1549,209.35,-19.327,219.03,19.569,416.68,0.10383,416.68,0.014277,64.402,3.0672,28.61,-80.596,9.7837,0.10839,0,3.4071,0.0064458,22832,0,34.536,0.10645,267.39,207.7,4.2584,0.67331,41293096,0,228.41,0.64592,0.64595,0.35169,0.1153,0.17893,0.019707,0.083487,-3.7962e-4,0,0,0,0,6.6724e-4,0.0284,14.016,154.28,70.568,0.023434,NaN,-2.9935,722.29,329.48,0.01,0.79135
7.4542,1551.1,209.15,-19.261,218.84,19.524,417.32,0.10413,417.32,0.014296,64.371,3.1961,28.61,-80.596,9.7837,0.055435,0,3.459,0.010995,22832,0,34.536,0.10645,267.62,207.7,4.2751,0.67278,41252506,0,227.96,0.64583,0.64584,0.35172,0.11527,0.17884,0.01005,0.042558,3.4592e-5,0,0,0,0,6.8884e-4,0.028375,14.016,154.28,70.602,0.023571,NaN,-3.0071,722.1,329.48,0.01,0.79209
7.4642,1553.2,208.96,-19.193,218.64,19.48,417.97,0.10443,417.97,0.014315,64.339,3.329,28.61,-80.596,9.7837,5.5532e-4,0,3.3621,0.88321,22832,0,34.536,0.10645,267.86,207.7,4.2924,0.67226,41212467,0,227.51,0.64574,0.64574,0.35174,0.11525,0.17875,1.0037e-4,-1.6576e-5,-2.1347e-4,0,0,0,0,6.5184e-4,0.02835,14.016,154.28,70.637,0.023708,NaN,-3.0207,721.91,329.47,0.01,0.79281
7.4742,1555.3,208.77,-19.126,218.45,19.437,418.61,0.10473,418.61,0.014334,64.305,3.4606,28.61,-80.596,9.7837,0.05401,0,-3.4586,0.0068363,22832,0,34.536,0.10645,267.62,207.7,4.2748,0.67175,41172485,0,227.07,0.64565,0.64565,0.35177,0.11522,0.17866,0.0097895,0.043011,2.9449e-4,0,0,0,0,-6.9089e-4,0.028325,14.016,154.28,70.672,0.023845,NaN,-3.0342,721.71,329.46,0.01,0.79355
7.4842,1557.4,208.58,-19.061,218.26,19.396,419.25,0.10502,419.25,0.014353,64.269,3.5909,28.61,-80.596,9.7836,0.10786,0,-3.4068,0.0022405,22832,0,34.536,0.10645,267.37,207.7,4.2572,0.67123,41132559,0,226.64,0.64556,0.64558,0.35179,0.11519,0.17857,0.019605,0.084331,3.6693e-4,0,0,0,0,-6.7142e-4,0.028301,14.016,154.28,70.706,0.023985,NaN,-3.0478,721.52,329.45,0.01,0.79424
7.4942,1559.5,208.39,-18.996,218.06,19.357,419.89,0.10532,419.89,0.014372,64.233,3.719,28.61,-80.596,9.7836,0.16069,0,-3.3215,6.8476e-4,22832,0,34.536,0.10645,267.13,207.7,4.24,0.67071,41092690,0,226.2,0.64547,0.64552,0.35182,0.11517,0.17848,0.029287,0.12498,1.2653e-5,0,0,0,0,-6.392e-4,0.028276,14.016,154.28,70.74,0.024124,NaN,-3.0614,721.33,329.44,0.01,0.79492
7.5042,1561.6,208.2,-18.933,217.87,19.32,420.54,0.10562,420.54,0.014391,64.195,3.8431,28.61,-80.596,9.7836,0.21184,0,-3.2036,2.85e-5,22832,0,34.536,0.10645,266.9,207.7,4.2235,0.67019,41052793,0,225.78,0.64538,0.64547,0.35184,0.11514,0.17839,0.038711,0.16409,4.3116e-4,0,0,0,0,-5.9559e-4,0.028251,14.016,154.28,70.772,0.02426,NaN,-3.0749,721.14,329.44,0.01,0.79563
7.5142,1563.6,208.01,-18.873,217.68,19.284,421.18,0.10592,421.18,0.014409,64.156,3.9622,28.61,-80.596,9.7836,0.2609,0,-3.055,-3.6431e-4,22832,0,34.536,0.10645,266.68,207.7,4.2076,0.66968,41012840,0,225.35,0.64529,0.64542,0.35187,0.11512,0.1783,0.047796,0.20193,4.9091e-4,0,0,0,0,-5.4248e-4,0.028226,14.016,154.28,70.804,0.02439,NaN,-3.0884,720.95,329.43,0.01,0.79633
7.5242,1565.7,207.82,-18.814,217.49,19.25,421.82,0.10622,421.82,0.014428,64.116,4.0766,28.61,-80.596,9.7836,0.30802,0,-2.8766,-6.585e-4,22832,0,34.536,0.10645,266.46,207.7,4.1925,0.66916,40972941,0,224.93,0.6452,0.64539,0.35189,0.11509,0.17821,0.056564,0.23737,-6.0164e-6,0,0,0,0,-4.8174e-4,0.028202,14.016,154.28,70.833,0.024516,NaN,-3.1019,720.76,329.42,0.01,0.79705
7.5342,1567.8,207.63,-18.757,217.3,19.218,422.46,0.10652,422.46,0.014447,64.074,4.1855,28.61,-80.596,9.7836,0.35292,0,-2.6702,-8.6037e-4,22832,0,34.536,0.10645,266.26,207.7,4.1781,0.66864,40933093,0,224.52,0.64511,0.64535,0.35192,0.11507,0.17812,0.064956,0.27161,-3.6461e-4,0,0,0,0,-4.1576e-4,0.028177,14.016,154.28,70.861,0.024634,NaN,-3.1154,720.57,329.41,0.01,0.79776
7.5442,1569.9,207.45,-18.703,217.1,19.188,423.1,0.10683,423.1,0.014466,64.032,4.2883,28.61,-80.596,9.7836,0.39533,0,-2.4374,-9.7857e-4,22832,0,34.536,0.10645,266.07,207.7,4.1646,0.66812,40893297,0,224.1,0.64502,0.64533,0.35195,0.11504,0.17803,0.07292,0.3041,-2.2971e-4,0,0,0,0,-3.4697e-4,0.028152,14.016,154.28,70.887,0.024746,NaN,-3.1289,720.38,329.4,0.01,0.79846
7.5542,1571.9,207.26,-18.654,216.91,19.16,423.74,0.10713,423.74,0.014485,63.989,4.3725,28.61,-80.596,9.7836,0.43081,0,-2.1802,-0.0010684,22832,0,34.536,0.10645,265.91,207.7,4.1532,0.66759,40852485,0,223.67,0.64492,0.64529,0.35197,0.11501,0.17794,0.079606,0.33058,3.5243e-4,0,0,0,0,-2.7808e-4,0.028128,14.016,154.28,70.91,0.02485,NaN,-3.1424,720.19,329.39,0.01,0.79918
7.5642,1574,207.07,-18.612,216.72,19.133,424.38,0.10743,424.38,0.014504,63.945,4.4335,28.61,-80.596,9.7836,0.45772,0,-1.9055,-0.0010044,22832,0,34.536,0.10645,265.79,207.7,4.1446,0.66703,4.081e7,0,223.22,0.64483,0.64524,0.352,0.11499,0.17784,0.084691,0.35165,-3.4297e-4,0,0,0,0,-2.1279e-4,0.028103,14.016,154.28,70.93,0.024946,NaN,-3.1559,720,329.39,0.01,0.7999
7.5742,1576.1,206.89,-18.574,216.53,19.108,425.02,0.10773,425.02,0.014523,63.9,4.4867,28.61,-80.596,9.7836,0.48164,0,-1.6158,-0.0010057,22832,0,34.536,0.10645,265.68,207.7,4.1368,0.66648,40768128,0,222.77,0.64473,0.64519,0.35203,0.11496,0.17774,0.089221,0.36944,-3.485e-4,0,0,0,0,-1.5327e-4,0.028078,14.016,154.28,70.948,0.025029,NaN,-3.1693,719.81,329.38,0.01,0.8006
7.5842,1578.1,206.7,-18.538,216.34,19.084,425.66,0.10803,425.66,0.014542,63.855,4.5319,28.61,-80.596,9.7836,0.50245,0,-1.3134,-8.4091e-4,22832,0,34.536,0.10645,265.59,207.7,4.1301,0.66592,40726028,0,222.32,0.64463,0.64513,0.35205,0.11493,0.17765,0.093172,0.38499,1.2714e-4,0,0,0,0,-1.0143e-4,0.028054,14.016,154.28,70.963,0.025101,NaN,-3.1828,719.62,329.37,0.01,0.80132
7.5942,1580.2,206.52,-18.504,216.15,19.06,426.3,0.10834,426.3,0.014561,63.809,4.5688,28.61,-80.596,9.7836,0.52007,0,-0.99979,-0.001092,22832,0,34.536,0.10645,265.51,207.7,4.1243,0.66537,40683981,0,221.87,0.64454,0.64507,0.35208,0.11491,0.17755,0.09652,0.39834,-4.4807e-5,0,0,0,0,-5.8881e-5,0.028029,14.016,154.28,70.974,0.025164,NaN,-3.1962,719.43,329.36,0.01,0.80202
7.6042,1582.3,206.33,-18.472,215.96,19.037,426.93,0.10864,426.93,0.01458,63.764,4.603,28.61,-80.596,9.7836,0.53647,0,-0.67712,-9.6748e-4,22832,0,34.536,0.10645,265.43,207.7,4.119,0.66482,40642509,0,221.43,0.64444,0.64501,0.35211,0.11488,0.17746,0.099642,0.41069,8.0535e-5,0,0,0,0,-2.7053e-5,0.028005,14.016,154.28,70.982,0.025219,NaN,-3.2096,719.25,329.35,0.01,0.80275
7.6142,1584.3,206.15,-18.441,215.77,19.015,427.57,0.10894,427.57,0.014599,63.717,4.6362,28.61,-80.596,9.7836,0.5523,0,-0.34492,-7.7691e-4,22832,0,34.536,0.10645,265.36,207.7,4.1138,0.66428,40601795,0,221,0.64435,0.64495,0.35213,0.11485,0.17737,0.10266,0.4222,1.162e-4,0,0,0,0,-7.0312e-6,0.02798,14.016,154.28,70.988,0.025261,NaN,-3.223,719.06,329.35,0.01,0.80347
7.6242,1586.4,205.96,-18.412,215.58,18.993,428.21,0.10925,428.21,0.014618,63.671,4.6604,28.61,-80.596,9.7836,0.56468,0,-0.004862,-6.6159e-4,22832,0,34.536,0.10645,265.3,207.7,4.1097,0.66375,40561133,0,220.56,0.64426,0.64489,0.35216,0.11483,0.17727,0.10502,0.4316,-3.4786e-4,0,0,0,0,0,0.027956,14.016,154.28,70.989,0.025288,NaN,-3.2364,718.87,329.34,0.01,0.80423
7.6342,1588.5,205.78,-18.387,215.39,18.972,428.85,0.10955,428.85,0.014637,63.624,4.6756,28.61,-80.596,9.7836,0.57358,0,0.34084,-5.5821e-4,22832,0,34.536,0.10645,265.26,207.7,4.1066,0.66322,40520525,0,220.12,0.64417,0.64481,0.35219,0.1148,0.17718,0.10672,0.43851,-3.5863e-4,0,0,0,0,6.8888e-6,0.027931,14.016,154.28,70.988,0.025302,NaN,-3.2498,718.68,329.33,0.01,0.80501
7.6442,1590.5,205.6,-18.364,215.2,18.952,429.48,0.10986,429.48,0.014656,63.577,4.6818,28.61,-80.596,9.7835,0.57898,0,0.69014,-6.3e-4,22832,0,34.536,0.10645,265.23,207.7,4.1046,0.66269,4.048e7,0,219.69,0.64408,0.64473,0.35221,0.11477,0.17709,0.10775,0.44247,4.7691e-4,0,0,0,0,2.829e-5,0.027907,14.016,154.28,70.983,0.025306,NaN,-3.2632,718.49,329.32,0.01,0.80572
7.6542,1592.6,205.41,-18.332,215.01,18.931,430.12,0.11016,430.12,0.014675,63.53,4.7235,28.61,-80.596,9.7835,0.59691,0,1.0427,-6.6402e-4,22832,0,34.536,0.10645,265.15,207.7,4.0989,0.66222,40443510,0,219.31,0.644,0.64469,0.35223,0.11475,0.17701,0.11118,0.45604,-3.7728e-4,0,0,0,0,6.4674e-5,0.027882,14.016,154.28,70.974,0.025306,NaN,-3.2765,718.3,329.31,0.01,0.80646
7.6642,1594.6,205.23,-18.286,214.82,18.909,430.75,0.11047,430.75,0.014694,63.483,4.8158,28.61,-80.596,9.7835,0.63279,0,1.4137,-6.9631e-4,22832,0,34.536,0.10645,265,207.7,4.0878,0.66184,40412579,0,219.01,0.64393,0.64471,0.35225,0.11473,0.17694,0.11808,0.483,-8.8092e-5,0,0,0,0,1.1902e-4,0.027858,14.016,154.28,70.962,0.025297,NaN,-3.2899,718.12,329.31,0.01,0.80717
