# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.02,3.2126e-4,0.080671,14.861,0.081676,15.046,5.0882e-5,0,5.0882e-5,0,0.012777,2.3537,28.61,-80.6,9.7884,80.515,0,0,0,27479,4646.9,38.536,0.11203,NaN,224.43,NaN,0.028381,2012673,679.13,0.004806,0.61295,0.0063108,0.39382,0.09903,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0495e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.017131
0.022,5.1232e-4,0.11039,17.187,0.11177,17.401,8.1144e-5,0,8.1144e-5,0,0.017485,2.7221,28.61,-80.6,9.7884,80.337,0,0,0,27478,4645.6,38.535,0.11203,NaN,224.43,NaN,0.028429,2016099,743.81,0.0050871,0.61283,0.0066573,0.39369,0.09903,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4363e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.018415
0.024,7.6749e-4,0.14477,19.513,0.14657,19.756,1.2156e-4,0,1.2156e-4,0,0.022929,3.0906,28.61,-80.6,9.7884,80.132,0,0,0,27477,4644.4,38.534,0.11203,NaN,224.42,NaN,0.02848,2019715,808.49,0.0054233,0.6127,0.0070718,0.39356,0.09903,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8835e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.019698
0.026,0.0010961,0.1838,21.84,0.18609,22.112,1.736e-4,0,1.736e-4,0,0.029111,3.459,28.61,-80.6,9.7884,79.9,0,0,0,27476,4643.1,38.533,0.11202,NaN,224.42,NaN,0.028534,2023531,873.17,0.0058199,0.61256,0.0075605,0.39342,0.09903,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3913e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.021057
0.028,0.0015073,0.22748,24.166,0.23032,24.467,2.3874e-4,0,2.3874e-4,0,0.036029,3.8276,28.61,-80.6,9.7884,79.641,0,0,0,27474,4641.8,38.532,0.11202,NaN,224.41,NaN,0.028591,2027559,937.85,0.0062836,0.61242,0.0081304,0.39328,0.09903,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9596e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.022376
0.03,0.0020106,0.27582,26.493,0.27925,26.823,3.1845e-4,0,3.1845e-4,0,0.043685,4.1961,28.61,-80.6,9.7884,79.356,0,0,0,27473,4640.5,38.531,0.11202,NaN,224.41,NaN,0.028651,2031812,1002.5,0.0068217,0.61226,0.0087897,0.39313,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5884e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.023753
0.032,0.0026152,0.3288,28.82,0.3329,29.179,4.1421e-4,0,4.1421e-4,0,0.052078,4.5647,28.61,-80.6,9.7884,79.045,0,0,0,27472,4639.2,38.53,0.11202,NaN,224.41,NaN,0.028714,2036304,1067.2,0.0074426,0.6121,0.0095475,0.39297,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2778e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.025188
0.034,0.0033305,0.38645,31.147,0.39126,31.536,5.275e-4,0,5.275e-4,0,0.061207,4.9333,28.61,-80.6,9.7884,78.707,0,0,0,27470,4637.9,38.529,0.11202,NaN,224.4,NaN,0.028781,2041050,1131.9,0.008156,0.61193,0.010414,0.3928,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0278e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.026468
0.036,0.0041657,0.44875,33.475,0.45434,33.892,6.5978e-4,0,6.5978e-4,0,0.071074,5.3019,28.61,-80.6,9.7884,78.344,0,0,0,27469,4636.6,38.528,0.11202,NaN,224.4,NaN,0.028852,2046068,1196.6,0.0089723,0.61176,0.0114,0.39262,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8383e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.027764
0.038,0.0051301,0.5157,35.803,0.52213,36.249,8.1253e-4,0,8.1253e-4,0,0.081679,5.6706,28.61,-80.6,9.7884,77.955,0,0,0,27468,4635.3,38.527,0.11201,NaN,224.4,NaN,0.028926,2051376,1261.2,0.0099036,0.61157,0.012519,0.39243,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7093e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.029205
0.04,0.0062331,0.58731,38.131,0.59463,38.606,9.8723e-4,0,9.8723e-4,0,0.09302,6.0393,28.61,-80.6,9.7884,77.541,0,0,0,27467,4634,38.526,0.11201,NaN,224.39,NaN,0.029006,2056992,1325.9,0.010963,0.61137,0.013782,0.39223,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.641e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.030541
0.042,0.007484,0.66357,40.459,0.67184,40.963,0.0011854,0,0.0011854,0,0.1051,6.408,28.61,-80.6,9.7884,77.102,0,0,0,27465,4632.7,38.525,0.11201,NaN,224.39,NaN,0.029089,2062937,1390.6,0.012165,0.61116,0.015205,0.39202,0.099031,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.6332e-5,14.016,154.28,81,0,NaN,7.0752,875.43,335.59,2e-3,0.031942
0.044,0.0088921,0.74449,42.787,0.75377,43.321,0.0014084,0,0.0014084,0,0.11792,6.7768,28.61,-80.6,9.7884,76.639,0,0,0,27464,4631.5,38.524,0.11201,NaN,224.38,NaN,0.029178,2069232,1455.3,0.013525,0.61094,0.016803,0.3918,0.099032,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.686e-5,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.033321
0.046,0.010467,0.83007,45.116,0.84042,45.678,0.0016578,0,0.0016578,0,0.13147,7.1456,28.61,-80.6,9.7884,76.153,0,0,0,27463,4630.2,38.523,0.11201,NaN,224.38,NaN,0.029272,2075900,1520,0.015062,0.61071,0.018591,0.39157,0.099032,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0799e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.034569
0.048,0.012217,0.92031,47.445,0.93178,48.036,0.001935,0,0.001935,0,0.14576,7.5145,28.61,-80.6,9.7884,75.643,0,0,0,27461,4628.9,38.522,0.11201,NaN,224.38,NaN,0.029372,2082963,1584.6,0.016793,0.61046,0.020588,0.39132,0.099032,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1973e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.035909
0.05,0.014153,1.0152,49.774,1.0279,50.394,0.0022415,0,0.0022415,0,0.16079,7.8834,28.61,-80.6,9.7884,75.11,0,0,0,27460,4627.6,38.522,0.112,NaN,224.37,NaN,0.029477,2090446,1649.3,0.018739,0.6102,0.02281,0.39106,0.099032,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3208e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.037238
0.052,0.016283,1.1148,52.103,1.1286,52.752,0.0025789,0,0.0025789,0,0.17656,8.2523,28.61,-80.6,9.7884,74.543,0,0,0,27459,4626.3,38.521,0.112,NaN,224.37,NaN,0.029537,2094690,1714,0.020897,0.61006,0.025334,0.39091,0.099032,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4503e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.038559
0.054,0.018616,1.219,54.432,1.2342,55.111,0.0029485,0,0.0029485,0,0.19306,8.6212,28.61,-80.6,9.7884,73.952,0,0,0,27457,4625,38.52,0.112,NaN,224.36,NaN,0.029604,2099413,1778.7,0.023315,0.6099,0.028138,0.39075,0.099033,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5859e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.039848
0.056,0.021163,1.3278,56.762,1.3444,57.469,0.0033519,0,0.0033519,0,0.21031,8.9902,28.61,-80.6,9.7884,73.338,0,0,0,27456,4623.7,38.519,0.112,NaN,224.36,NaN,0.029678,2104643,1843.4,0.026019,0.60972,0.031245,0.39057,0.099033,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7275e-4,14.016,154.28,81,0,NaN,7.0751,875.43,335.59,2e-3,0.041187
0.058,0.023932,1.4414,59.092,1.4593,59.828,0.0037905,0,0.0037905,0,0.22829,9.3592,28.61,-80.6,9.7884,72.702,0,0,0,27455,4622.4,38.518,0.112,NaN,224.36,NaN,0.029759,2110411,1908,0.029036,0.60952,0.034678,0.39037,0.099033,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8752e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.042425
0.06,0.026933,1.5596,61.422,1.579,62.187,0.0042658,0,0.0042658,0,0.24701,9.7282,28.61,-80.6,9.7884,72.043,0,0,0,27454,4621.1,38.517,0.112,NaN,224.35,NaN,0.029848,2116744,1972.7,0.032396,0.60931,0.03846,0.39016,0.099033,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.029e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.04374
0.062,0.030175,1.6824,63.752,1.7034,64.547,0.0047793,0,0.0047793,0,0.26647,10.097,28.61,-80.6,9.7884,71.363,0,0,0,27452,4619.8,38.516,0.112,NaN,224.35,NaN,0.029946,2123674,2037.4,0.036131,0.60907,0.042614,0.38992,0.099033,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1888e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.045246
0.064,0.033667,1.8099,66.082,1.8325,66.906,0.0053324,0,0.0053324,0,0.28666,10.466,28.61,-80.6,9.7884,70.662,0,0,0,27451,4618.5,38.515,0.11199,NaN,224.35,NaN,0.030053,2131232,2102.1,0.040272,0.60882,0.047161,0.38967,0.099033,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3547e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.04666
0.066,0.037419,1.9421,68.413,1.9663,69.266,0.0059266,0,0.0059266,0,0.3076,10.836,28.61,-80.6,9.7884,69.941,0,0,0,27450,4617.3,38.514,0.11199,NaN,224.34,NaN,0.030168,2139448,2166.8,0.044854,0.60854,0.052126,0.38939,0.099034,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5267e-4,14.016,154.28,81,0,NaN,7.075,875.43,335.59,2e-3,0.047917
0.068,0.04144,2.0789,70.744,2.1048,71.626,0.0065635,0,0.0065635,0,0.32927,11.205,28.61,-80.6,9.7884,69.2,0,0,0,27448,4616,38.513,0.11199,NaN,224.34,NaN,0.030294,2148354,2231.4,0.049916,0.60824,0.057528,0.38909,0.099034,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7047e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.049331
0.07,0.04574,2.2204,73.075,2.2481,73.986,0.0072445,0,0.0072445,0,0.35168,11.574,28.61,-80.6,9.7884,68.442,0,0,0,27447,4614.7,38.512,0.11199,NaN,224.33,NaN,0.03043,2157981,2296.1,0.055494,0.60792,0.063387,0.38877,0.099034,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8888e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.050584
0.072,0.050327,2.3666,75.406,2.3961,76.346,0.007971,0,0.007971,0,0.37483,11.943,28.61,-80.6,9.7884,67.665,0,0,0,27446,4613.4,38.511,0.11199,NaN,224.33,NaN,0.030576,2168363,2360.8,0.061629,0.60758,0.069722,0.38843,0.099035,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0789e-4,14.016,154.28,81,0,NaN,7.0749,875.42,335.59,2e-3,0.051829
0.074,0.055211,2.5174,77.738,2.5488,78.707,0.0087445,0,0.0087445,0,0.39871,12.312,28.61,-80.6,9.7884,66.873,0,0,0,27445,4612.1,38.51,0.11199,NaN,224.33,NaN,0.030734,2179531,2425.5,0.068362,0.60722,0.076548,0.38806,0.099035,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2752e-4,14.016,154.28,81,0,NaN,7.0748,875.42,335.59,2e-3,0.053076
0.076,0.060401,2.6729,80.069,2.7062,81.067,0.0095666,0,0.0095666,0,0.42334,12.682,28.61,-80.6,9.7884,66.064,0,0,0,27443,4610.8,38.509,0.11198,NaN,224.32,NaN,0.030903,2191516,2490.2,0.075736,0.60682,0.083881,0.38767,0.099035,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4774e-4,14.016,154.28,81,0,NaN,7.0748,875.42,335.59,2e-3,0.054316
0.078,0.065907,2.833,82.401,2.8683,83.428,0.010439,0,0.010439,0,0.4487,13.051,28.61,-80.6,9.7884,65.241,0,0,0,27442,4609.5,38.508,0.11198,NaN,224.32,NaN,0.031084,2204350,2554.8,0.083796,0.60641,0.091731,0.38725,0.099036,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6858e-4,14.016,154.28,81,0,NaN,7.0748,875.42,335.59,2e-3,0.055595
0.08,0.071738,2.9978,84.733,3.0352,85.789,0.011362,0,0.011362,0,0.47481,13.42,28.61,-80.6,9.7884,64.405,0,0,0,27441,4608.2,38.508,0.11198,NaN,224.31,NaN,0.031277,2218064,2619.5,0.092589,0.60597,0.10011,0.38681,0.099036,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9002e-4,14.016,154.28,81,0,NaN,7.0747,875.42,335.59,2e-3,0.05683
0.082,0.077903,3.1673,85.929,3.2068,87,0.012339,0,0.012339,0,0.50165,13.61,28.61,-80.6,9.7884,63.556,0,0,0,27439,4606.9,38.507,0.11198,NaN,224.31,NaN,0.031483,2232690,2652.6,0.10216,0.6055,0.10901,0.38634,0.099037,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1207e-4,14.016,154.28,81,0,NaN,7.0747,875.42,335.59,2e-3,0.058036
0.084,0.084409,3.3392,85.991,3.3808,87.063,0.013369,0,0.013369,0,0.52887,13.62,28.61,-80.6,9.7884,62.706,0,0,0,27437,4605,38.505,0.11198,NaN,224.3,NaN,0.0317,2248034,2654.2,0.11242,0.60502,0.11833,0.38585,0.099037,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3443e-4,14.016,154.28,81,0,NaN,7.0747,875.42,335.59,2e-3,0.059266
0.086,0.091259,3.5112,86.055,3.5549,87.128,0.014454,0,0.014454,0,0.55611,13.63,28.61,-80.6,9.7884,61.868,0,0,0,27435,4602.3,38.503,0.11197,NaN,224.3,NaN,0.031923,2263878,2655.7,0.12324,0.60453,0.12791,0.38536,0.099038,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5681e-4,14.016,154.28,81,0,NaN,7.0746,875.42,335.59,2e-3,0.060474
0.088,0.098454,3.6833,86.119,3.7292,87.193,0.015594,0,0.015594,0,0.58337,13.64,28.61,-80.6,9.7884,61.041,0,0,0,27432,4599.7,38.501,0.11197,NaN,224.29,NaN,0.032154,2280214,2657.2,0.13464,0.60402,0.13775,0.38485,0.099038,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.792e-4,14.016,154.28,81,0,NaN,7.0746,875.42,335.59,2e-3,0.066286
0.09,0.10599,3.8555,86.183,3.9036,87.258,0.016788,0,0.016788,0,0.61066,13.65,28.61,-80.6,9.7884,60.225,0,0,0,27430,4597,38.499,0.11197,NaN,224.28,NaN,0.032391,2297031,2658.8,0.14661,0.6035,0.1478,0.38433,0.099039,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0161e-4,14.016,154.28,81,0,NaN,7.0745,875.42,335.59,2e-3,0.067615
0.092,0.11388,4.0279,86.248,4.0781,87.323,0.018036,0,0.018036,0,0.63796,13.66,28.61,-80.6,9.7884,59.421,0,0,0,27427,4594.4,38.497,0.11197,NaN,224.27,NaN,0.032635,2314321,2660.3,0.15916,0.60298,0.15807,0.3838,0.099039,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2404e-4,14.016,154.28,81,0,NaN,7.0745,875.42,335.59,2e-3,0.068922
0.094,0.1221,4.2004,86.312,4.2528,87.388,0.019339,0,0.019339,0,0.66528,13.67,28.61,-80.6,9.7884,58.628,0,0,0,27424,4591.7,38.496,0.11196,NaN,224.26,NaN,0.032885,2332075,2661.9,0.17229,0.60244,0.1685,0.38326,0.09904,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4648e-4,14.016,154.28,81,0,NaN,7.0744,875.42,335.59,2e-3,0.070248
0.096,0.13068,4.3731,86.376,4.4276,87.453,0.020697,0,0.020697,0,0.69263,13.681,28.61,-80.6,9.7884,57.847,0,0,0,27422,4589.1,38.494,0.11196,NaN,224.26,NaN,0.033142,2350283,2663.4,0.18599,0.6019,0.1791,0.38272,0.09904,0.12014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6894e-4,14.016,154.28,81,0,NaN,7.0744,875.42,335.59,2e-3,0.071523
0.098,0.1396,4.5458,86.44,4.6025,87.518,0.02211,0,0.02211,0,0.71999,13.691,28.61,-80.6,9.7884,57.077,0,0,0,27419,4586.5,38.492,0.11196,NaN,224.25,NaN,0.033405,2368935,2664.9,0.20027,0.60135,0.18983,0.38216,0.099041,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9142e-4,14.016,154.28,81,0,NaN,7.0743,875.41,335.59,2e-3,0.0728
0.1,0.14886,4.7187,86.504,4.7775,87.582,0.023577,0,0.023577,0,0.74737,13.701,28.61,-80.6,9.7884,56.319,0,0,0,27416,4583.8,38.49,0.11195,NaN,224.24,NaN,0.033674,2388024,2666.5,0.21513,0.60079,0.20067,0.3816,0.099042,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1392e-4,14.016,154.28,81,0,NaN,7.0742,875.41,335.59,2e-3,0.074012
0.102,0.15847,4.8918,86.568,4.9527,87.647,0.025099,0,0.025099,0,0.77478,13.711,28.61,-80.6,9.7884,55.587,0,0,0,27414,4581.2,38.488,0.11195,NaN,224.23,NaN,0.033967,2408797,2668,0.23056,0.60019,0.21137,0.381,0.099042,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.3643e-4,14.016,154.28,81,0,NaN,7.0742,875.41,335.59,2e-3,0.07529
0.104,0.16843,5.0649,86.632,5.128,87.712,0.026676,0,0.026676,0,0.8022,13.721,28.61,-80.6,9.7884,54.866,0,0,0,27411,4578.5,38.486,0.11195,NaN,224.23,NaN,0.034265,2.43e6,2669.5,0.24657,0.59959,0.22212,0.38039,0.099043,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.5895e-4,14.016,154.28,81,0,NaN,7.0741,875.41,335.59,2e-3,0.076702
0.106,0.17873,5.2382,86.697,5.3035,87.777,0.028308,0,0.028308,0,0.82965,13.731,28.61,-80.6,9.7884,54.158,0,0,0,27408,4575.9,38.484,0.11194,NaN,224.22,NaN,0.03457,2451539,2671.1,0.26314,0.59898,0.2329,0.37978,0.099044,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.815e-4,14.016,154.28,81,0,NaN,7.074,875.41,335.59,2e-3,0.078141
0.108,0.18938,5.4116,86.761,5.479,87.842,0.029995,0,0.029995,0,0.85711,13.742,28.61,-80.6,9.7884,53.462,0,0,0,27406,4573.2,38.482,0.11194,NaN,224.21,NaN,0.034879,2473491,2672.6,0.28029,0.59836,0.24369,0.37916,0.099044,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0406e-4,14.016,154.28,81,0,NaN,7.074,875.41,335.59,2e-3,0.079776
0.11,0.20038,5.5851,86.825,5.6547,87.907,0.031737,0,0.031737,0,0.8846,13.752,28.61,-80.6,9.7884,52.778,0,0,0,27403,4570.6,38.48,0.11194,NaN,224.2,NaN,0.035194,2495818,2674.2,0.29801,0.59775,0.25448,0.37854,0.099045,0.12016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2664e-4,14.016,154.28,81,0,NaN,7.0739,875.41,335.59,2e-3,0.081255
