# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
3.1362,374.48,228.43,45.071,231.12,45.787,54.394,0.0054933,54.394,0.0057864,35.157,8.0689,28.61,-80.599,9.7873,0.077879,0,0.050098,0.0010936,22976,638.15,35.176,0.10662,267.7,209.51,4.1516,0.69174,47378868,1554.6,280.49,0.6492,0.64921,0.35076,0.11623,0.18221,0.014167,0.059272,-7.0468e-5,0,0,0,0,1.3292e-7,0.029692,14.016,154.28,81.328,0.0090914,NaN,4.6411,836.08,334.11,0.01,0.29269
3.1462,376.77,228.88,44.898,231.58,45.612,54.746,0.0055542,54.746,0.0058129,35.238,8.0353,28.61,-80.599,9.7873,0.079843,0,0.10904,0.0011052,22969,631.18,35.168,0.10661,267.7,209.48,4.1542,0.69313,47464080,1551.4,281.64,0.64945,0.64946,0.35069,0.1163,0.18246,0.014528,0.060188,2.8151e-4,0,0,0,0,6.2719e-7,0.029751,14.016,154.28,81.327,0.0090252,NaN,4.6262,835.85,334.1,0.01,0.2932
3.1562,379.06,229.33,44.726,232.03,45.436,55.099,0.0056153,55.099,0.0058392,35.318,8.0044,28.61,-80.599,9.7873,0.081185,0,0.1696,0.0011967,22962,624.21,35.16,0.1066,267.71,209.45,4.1569,0.69451,47548881,1548.1,282.8,0.6497,0.64971,0.35062,0.11637,0.18271,0.014775,0.061624,1.9641e-4,0,0,0,0,1.5114e-6,0.02981,14.016,154.28,81.326,0.0089668,NaN,4.6113,835.61,334.09,0.01,0.29372
3.1662,381.36,229.78,44.552,232.49,45.261,55.452,0.0056768,55.452,0.0058655,35.398,7.9761,28.61,-80.599,9.7873,0.081898,0,0.23126,0.0012947,22955,617.24,35.153,0.1066,267.72,209.41,4.1599,0.69589,47633268,1544.9,283.95,0.64995,0.64996,0.35055,0.11644,0.18295,0.014908,0.062092,3.4062e-4,0,0,0,0,2.7992e-6,0.029868,14.016,154.28,81.324,0.0089105,NaN,4.5964,835.38,334.08,0.01,0.29424
3.1762,383.66,230.22,44.379,232.94,45.085,55.807,0.0057386,55.807,0.0058917,35.478,7.9506,28.61,-80.599,9.7873,0.08198,0,0.29342,0.0013104,22948,610.28,35.145,0.10659,267.73,209.38,4.1631,0.69726,47717244,1541.6,285.1,0.65019,0.65021,0.35048,0.11651,0.1832,0.014926,0.061703,-1.6604e-4,0,0,0,0,4.4886e-6,0.029927,14.016,154.28,81.321,0.0088636,NaN,4.5814,835.15,334.08,0.01,0.29475
3.1862,385.96,230.66,44.205,233.39,44.91,56.162,0.0058007,56.162,0.0059178,35.558,7.9279,28.61,-80.599,9.7872,0.081437,0,0.35537,0.001177,22941,603.31,35.137,0.10658,267.75,209.35,4.1665,0.69863,47800808,1538.3,286.25,0.65044,0.65046,0.35041,0.11658,0.18345,0.014829,0.061868,1.1186e-4,0,0,0,0,6.5586e-6,0.029984,14.016,154.28,81.318,0.0088274,NaN,4.5665,834.92,334.07,0.01,0.29525
3.1962,388.27,231.11,44.03,233.84,44.735,56.518,0.0058631,56.518,0.0059438,35.637,7.9078,28.61,-80.599,9.7872,0.080276,0,0.41751,0.0012548,22934,596.34,35.129,0.10657,267.76,209.32,4.1701,0.69999,47883960,1535.1,287.4,0.65069,0.6507,0.35034,0.11665,0.1837,0.014619,0.060604,-3.6675e-4,0,0,0,0,9.0182e-6,0.030042,14.016,154.28,81.314,0.0088056,NaN,4.5514,834.68,334.06,0.01,0.29575
3.2062,390.58,231.55,43.855,234.28,44.559,56.874,0.0059259,56.874,0.0059697,35.716,7.8905,28.61,-80.599,9.7872,0.07851,0,0.47833,0.0012679,22927,589.37,35.121,0.10656,267.79,209.29,4.1739,0.70135,47966700,1531.8,288.54,0.65094,0.65095,0.35027,0.11672,0.18395,0.014298,0.059218,-4.0561e-4,0,0,0,0,1.1792e-5,0.0301,14.016,154.28,81.31,0.0087937,NaN,4.5364,834.45,334.05,0.01,0.29626
3.2162,392.9,231.98,43.68,234.73,44.384,57.232,0.0059889,57.232,0.0059955,35.795,7.8758,28.61,-80.599,9.7872,0.076158,0,0.53792,0.0016048,22920,582.4,35.113,0.10655,267.81,209.25,4.1778,0.7027,48049029,1528.6,289.69,0.65119,0.6512,0.3502,0.11679,0.18419,0.013871,0.058338,5.8778e-5,0,0,0,0,1.4857e-5,0.030157,14.016,154.28,81.305,0.0087854,NaN,4.5213,834.21,334.04,0.01,0.29677
3.2262,395.22,232.42,43.504,235.17,44.209,57.59,0.0060522,57.59,0.0060212,35.874,7.8637,28.61,-80.599,9.7872,0.07324,0,0.59582,0.0018444,22913,575.44,35.105,0.10655,267.84,209.22,4.182,0.70405,48130946,1525.3,290.82,0.65143,0.65144,0.35013,0.11686,0.18444,0.013339,0.055579,1.633e-4,0,0,0,0,1.8158e-5,0.030214,14.016,154.28,81.299,0.0087728,NaN,4.5063,833.98,334.03,0.01,0.29728
3.2362,397.55,232.86,43.328,235.62,44.034,57.949,0.0061158,57.949,0.0060468,35.953,7.854,28.61,-80.599,9.7872,0.069783,0,0.65152,0.0021085,22906,568.47,35.097,0.10654,267.86,209.19,4.1863,0.70539,48212451,1522,291.96,0.65168,0.65169,0.35006,0.11693,0.18469,0.012709,0.053327,3.1075e-4,0,0,0,0,2.163e-5,0.030271,14.016,154.28,81.293,0.0087668,NaN,4.4911,833.74,334.02,0.01,0.29775
3.2462,399.88,233.29,43.151,236.06,43.859,58.309,0.0061797,58.309,0.0060723,36.031,7.8468,28.61,-80.599,9.7872,0.065816,0,0.70458,0.0022353,22899,561.5,35.089,0.10653,267.9,209.16,4.1908,0.70673,48293546,1518.8,293.1,0.65193,0.65193,0.34999,0.11701,0.18493,0.011986,0.050403,-4.9111e-4,0,0,0,0,2.5203e-5,0.030327,14.016,154.28,81.286,0.0087651,NaN,4.476,833.51,334.01,0.01,0.29821
3.2562,402.21,233.72,42.974,236.49,43.684,58.67,0.0062439,58.67,0.0060977,36.11,7.8417,28.61,-80.599,9.7872,0.061373,0,0.7549,0.0028836,22892,554.53,35.081,0.10652,267.93,209.13,4.1955,0.70806,48374230,1515.5,294.23,0.65217,0.65218,0.34992,0.11707,0.18518,0.011176,0.046611,2.6625e-4,0,0,0,0,2.8824e-5,0.030384,14.016,154.28,81.279,0.0087623,NaN,4.4608,833.27,334,0.01,0.29867
3.2662,404.55,234.15,42.797,236.93,43.509,59.032,0.0063085,59.032,0.006123,36.188,7.8388,28.61,-80.599,9.7872,0.056491,0,0.80123,0.0031833,22885,547.57,35.074,0.10651,267.96,209.09,4.2003,0.70939,48454503,1512.3,295.36,0.65242,0.65242,0.34985,0.11714,0.18542,0.010286,0.04342,-2.9523e-4,0,0,0,0,3.2351e-5,0.03044,14.016,154.28,81.271,0.0087578,NaN,4.4456,833.03,333.99,0.01,0.29914
3.2762,406.9,234.58,42.62,237.37,43.334,59.394,0.0063733,59.394,0.0061481,36.267,7.8377,28.61,-80.599,9.7872,0.051211,0,0.84439,0.0035648,22878,540.6,35.066,0.1065,268,209.06,4.2052,0.71071,48534365,1509,296.49,0.65266,0.65267,0.34978,0.11721,0.18566,0.0093239,0.039288,-2.006e-4,0,0,0,0,3.5798e-5,0.030496,14.016,154.28,81.263,0.0087617,NaN,4.4304,832.8,333.98,0.01,0.29961
3.2862,409.25,235,42.442,237.8,43.16,59.757,0.0064383,59.757,0.0061732,36.345,7.8384,28.61,-80.599,9.7872,0.045578,0,0.88277,0.004156,22871,533.63,35.058,0.1065,268.04,209.03,4.2102,0.71203,48613817,1505.7,297.61,0.6529,0.65291,0.34971,0.11728,0.18591,0.0082971,0.035377,-9.5038e-5,0,0,0,0,3.8985e-5,0.030552,14.016,154.28,81.254,0.0087779,NaN,4.4151,832.56,333.97,0.01,0.30007
3.2962,411.6,235.43,42.264,238.23,42.985,60.121,0.0065037,60.121,0.0061981,36.424,7.8407,28.61,-80.599,9.7872,0.039638,0,0.9171,0.0050209,22864,526.66,35.05,0.10649,268.08,209,4.2153,0.71334,48692859,1502.5,298.73,0.65315,0.65315,0.34964,0.11735,0.18615,0.0072147,0.030669,-1.9717e-5,0,0,0,0,4.1923e-5,0.030607,14.016,154.28,81.245,0.0087976,NaN,4.3998,832.32,333.97,0.01,0.30052
3.3062,413.95,235.85,42.086,238.66,42.811,60.485,0.0065694,60.485,0.006223,36.502,7.8442,28.61,-80.599,9.7872,0.03344,0,0.94665,0.0061297,22857,519.69,35.042,0.10648,268.12,208.97,4.2206,0.71464,48771490,1499.2,299.85,0.65339,0.65339,0.34958,0.11742,0.18639,0.0060856,0.025735,1.6982e-4,0,0,0,0,4.4508e-5,0.030662,14.016,154.28,81.236,0.0088218,NaN,4.3845,832.08,333.96,0.01,0.30099
3.3162,416.31,236.27,41.908,239.09,42.636,60.851,0.0066353,60.851,0.0062477,36.581,7.8488,28.61,-80.599,9.7872,0.027036,0,0.97114,0.007407,22850,512.73,35.034,0.10647,268.16,208.93,4.2258,0.71594,4.885e7,1496,300.97,0.65363,0.65364,0.34951,0.11749,0.18663,0.0049193,0.020654,-3.4708e-4,0,0,0,0,4.6673e-5,0.030717,14.016,154.28,81.226,0.0088613,NaN,4.3692,831.84,333.95,0.01,0.30145
3.3262,418.68,236.69,41.729,239.51,42.462,61.217,0.0067016,61.217,0.0062723,36.659,7.8543,28.61,-80.599,9.7871,0.020479,0,0.99046,0.01024,22843,505.76,35.026,0.10646,268.2,208.9,4.2312,0.71724,48927523,1492.7,302.09,0.65388,0.65388,0.34944,0.11756,0.18688,0.0037255,0.015848,-7.9095e-5,0,0,0,0,4.8376e-5,0.030772,14.016,154.28,81.216,0.0089077,NaN,4.3538,831.6,333.94,0.01,0.3019
3.3362,421.05,237.11,41.55,239.94,42.287,61.584,0.0067682,61.584,0.0062969,36.738,7.8604,28.61,-80.599,9.7871,0.013822,0,1.0045,0.015152,22836,498.79,35.018,0.10645,268.25,208.87,4.2365,0.71853,49004925,1489.4,303.2,0.65412,0.65412,0.34937,0.11763,0.18712,0.002514,0.010827,-1.0794e-4,0,0,0,0,4.9578e-5,0.030827,14.016,154.28,81.206,0.0089564,NaN,4.3384,831.36,333.93,0.01,0.30236
3.3462,423.42,237.52,41.372,240.36,42.113,61.952,0.006835,61.952,0.0063213,36.817,7.8669,28.61,-80.599,9.7871,0.0071221,0,1.0125,0.029242,22830,491.82,35.01,0.10645,268.29,208.84,4.2419,0.71982,49081917,1486.2,304.31,0.65436,0.65436,0.3493,0.1177,0.18736,0.0012952,0.0051041,-4.7526e-4,0,0,0,0,5.0201e-5,0.030881,14.016,154.28,81.196,0.009029,NaN,4.323,831.12,333.92,0.01,0.30282
3.3562,425.8,237.94,41.193,240.78,41.939,62.32,0.0069022,62.32,0.0063457,36.896,7.8735,28.61,-80.599,9.7871,4.7667e-4,0,0.9173,0.43668,22823,484.85,35.002,0.10644,268.33,208.81,4.2473,0.7211,49158500,1482.9,305.42,0.6546,0.6546,0.34923,0.11777,0.1876,8.6667e-5,8.2124e-4,-1.7039e-4,0,0,0,0,4.1058e-5,0.030935,14.016,154.28,81.186,0.0091108,NaN,4.3075,830.88,333.91,0.01,0.30329
3.3662,428.18,238.35,41.014,241.2,41.765,62.69,0.0069696,62.69,0.0063699,36.975,7.88,28.61,-80.599,9.7871,0.006196,0,-1.0127,0.033396,22816,477.89,34.994,0.10643,268.32,208.77,4.2487,0.72237,49234674,1479.7,306.52,0.65484,0.65484,0.34917,0.11784,0.18784,0.0011271,0.0052195,-4.9442e-4,0,0,0,0,-4.9864e-5,0.030989,14.016,154.28,81.176,0.009204,NaN,4.292,830.64,333.9,0.01,0.30374
3.3762,430.57,238.76,40.836,241.62,41.59,63.06,0.0070374,63.06,0.0063941,37.054,7.8861,28.61,-80.599,9.7871,0.012694,0,-1.005,0.016408,22809,470.92,34.986,0.10642,268.3,208.74,4.2498,0.72364,4.931e7,1476.4,307.62,0.65508,0.65508,0.3491,0.1179,0.18808,0.0023103,0.0098798,4.1575e-4,0,0,0,0,-4.8948e-5,0.031043,14.016,154.28,81.166,0.0093176,NaN,4.2765,830.4,333.89,0.01,0.30419
3.3862,432.96,239.17,40.657,242.03,41.416,63.431,0.0071055,63.431,0.0064182,37.133,7.8916,28.61,-80.599,9.7871,0.019021,0,-0.99159,0.01077,22802,463.95,34.978,0.10641,268.29,208.71,4.251,0.72491,49385795,1473.1,308.72,0.65532,0.65532,0.34903,0.11797,0.18831,0.0034634,0.015011,-1.1308e-4,0,0,0,0,-4.7483e-5,0.031096,14.016,154.28,81.156,0.0094492,NaN,4.261,830.16,333.88,0.01,0.30465
3.3962,435.35,239.57,40.479,242.45,41.242,63.803,0.0071739,63.803,0.0064423,37.212,7.8962,28.61,-80.599,9.7871,0.025122,0,-0.97288,0.0081908,22795,456.98,34.97,0.1064,268.27,208.68,4.2522,0.72617,49460742,1469.9,309.82,0.65556,0.65556,0.34896,0.11804,0.18855,0.0045764,0.019893,4.1952e-4,0,0,0,0,-4.5552e-5,0.03115,14.016,154.28,81.146,0.0095992,NaN,4.2454,829.92,333.87,0.01,0.30513
3.4062,437.75,239.98,40.301,242.86,41.068,64.175,0.0072427,64.175,0.0064663,37.291,7.8997,28.61,-80.599,9.7871,0.030948,0,-0.94912,0.0065845,22788,450.02,34.962,0.1064,268.26,208.64,4.2535,0.72742,49535281,1466.6,310.91,0.65579,0.6558,0.3489,0.11811,0.18879,0.0056404,0.024532,1.6182e-4,0,0,0,0,-4.3207e-5,0.031203,14.016,154.28,81.136,0.0097617,NaN,4.2298,829.67,333.86,0.01,0.30559
3.4162,440.15,240.38,40.123,243.27,40.894,64.548,0.0073118,64.548,0.0064902,37.37,7.902,28.61,-80.599,9.7871,0.036454,0,-0.92041,0.0052751,22781,443.05,34.954,0.10639,268.25,208.61,4.255,0.72867,49609412,1463.4,312,0.65603,0.65603,0.34883,0.11818,0.18902,0.0066468,0.027856,4.9418e-4,0,0,0,0,-4.0496e-5,0.031256,14.016,154.28,81.127,0.0099292,NaN,4.2142,829.43,333.85,0.01,0.3062
3.4262,442.55,240.78,39.945,243.68,40.719,64.922,0.0073812,64.922,0.0065141,37.449,7.9027,28.61,-80.599,9.7871,0.041597,0,-0.88742,0.004586,22774,436.08,34.946,0.10638,268.24,208.58,4.2566,0.72991,49683135,1460.1,313.09,0.65627,0.65627,0.34876,0.11824,0.18926,0.0075878,0.032105,3.9264e-4,0,0,0,0,-3.7519e-5,0.031308,14.016,154.28,81.118,0.010098,NaN,4.1986,829.19,333.84,0.01,0.30676
3.4362,444.96,241.18,39.768,244.08,40.545,65.297,0.0074511,65.297,0.006538,37.528,7.9016,28.61,-80.599,9.7871,0.046335,0,-0.84974,0.0041162,22767,429.11,34.938,0.10637,268.23,208.55,4.2582,0.73115,49756450,1456.8,314.17,0.6565,0.65651,0.3487,0.11831,0.1895,0.0084557,0.035933,4.8211e-4,0,0,0,0,-3.4286e-5,0.03136,14.016,154.28,81.109,0.010279,NaN,4.1829,828.94,333.83,0.01,0.30732
3.4462,447.38,241.58,39.591,244.49,40.371,65.673,0.0075213,65.673,0.0065619,37.607,7.8986,28.61,-80.599,9.7871,0.050632,0,-0.80841,0.0036335,22760,422.14,34.93,0.10636,268.22,208.51,4.2601,0.73239,49829358,1453.6,315.26,0.65674,0.65674,0.34863,0.11838,0.18973,0.0092433,0.03896,-6.0899e-5,0,0,0,0,-3.0929e-5,0.031413,14.016,154.28,81.101,0.010468,NaN,4.1672,828.7,333.82,0.01,0.30788
3.4562,449.8,241.97,39.414,244.89,40.196,66.049,0.0075919,66.049,0.0065857,37.686,7.8935,28.61,-80.599,9.787,0.054454,0,-0.76312,0.0033242,22753,415.18,34.922,0.10635,268.22,208.48,4.2621,0.73362,49901858,1450.3,316.33,0.65697,0.65698,0.34856,0.11845,0.18997,0.0099446,0.04279,-3.4562e-4,0,0,0,0,-2.747e-5,0.031464,14.016,154.28,81.093,0.010666,NaN,4.1515,828.45,333.81,0.01,0.30844
3.4662,452.22,242.37,39.237,245.29,40.022,66.427,0.0076629,66.427,0.0066096,37.765,7.8861,28.61,-80.599,9.787,0.057772,0,-0.71478,0.0032623,22746,408.21,34.914,0.10635,268.22,208.45,4.2642,0.73484,49973951,1447.1,317.41,0.65721,0.65722,0.3485,0.11851,0.1902,0.010554,0.044736,3.1558e-4,0,0,0,0,-2.4021e-5,0.031516,14.016,154.28,81.086,0.010879,NaN,4.1358,828.21,333.81,0.01,0.30899
3.4762,454.64,242.76,39.061,245.69,39.848,66.805,0.0077343,66.805,0.0066334,37.844,7.8763,28.61,-80.599,9.787,0.060561,0,-0.6635,0.0030584,22739,401.24,34.906,0.10634,268.22,208.42,4.2665,0.73606,50045637,1443.8,318.48,0.65744,0.65745,0.34843,0.11858,0.19043,0.011067,0.046774,3.199e-4,0,0,0,0,-2.0631e-5,0.031568,14.016,154.28,81.079,0.011101,NaN,4.12,827.96,333.8,0.01,0.30953
3.4862,457.07,243.15,38.886,246.09,39.673,67.184,0.0078062,67.184,0.0066573,37.923,7.8639,28.61,-80.599,9.787,0.0628,0,-0.60948,0.0024493,22732,394.27,34.898,0.10633,268.22,208.38,4.269,0.73727,50116916,1440.5,319.55,0.65768,0.65768,0.34837,0.11865,0.19066,0.011479,0.049454,-3.2281e-4,0,0,0,0,-1.7352e-5,0.031619,14.016,154.28,81.072,0.011312,NaN,4.1042,827.72,333.79,0.01,0.31013
3.4962,459.51,243.54,38.711,246.49,39.498,67.563,0.0078785,67.563,0.0066812,38.002,7.8489,28.61,-80.599,9.787,0.06447,0,-0.55384,0.0026622,22725,387.31,34.89,0.10632,268.22,208.35,4.2717,0.73848,50187790,1437.3,320.62,0.65791,0.65792,0.3483,0.11871,0.1909,0.011787,0.050802,3.1343e-4,0,0,0,0,-1.4282e-5,0.03167,14.016,154.28,81.067,0.011522,NaN,4.0884,827.47,333.78,0.01,0.3107
3.5062,461.94,243.93,38.536,246.88,39.324,67.944,0.0079512,67.944,0.0067052,38.08,7.8312,28.61,-80.599,9.787,0.065564,0,-0.49663,0.0023623,22718,380.34,34.882,0.10631,268.23,208.32,4.2746,0.73968,50258257,1434,321.68,0.65814,0.65815,0.34823,0.11878,0.19113,0.01199,0.051449,4.3483e-4,0,0,0,0,-1.1447e-5,0.031721,14.016,154.28,81.061,0.011737,NaN,4.0726,827.23,333.77,0.01,0.31125
3.5162,464.39,244.31,38.362,247.27,39.149,68.325,0.0080245,68.325,0.0067292,38.159,7.8107,28.61,-80.599,9.787,0.066075,0,-0.43837,0.0021313,22711,373.37,34.874,0.1063,268.24,208.29,4.2776,0.74088,50328318,1430.8,322.74,0.65837,0.65838,0.34817,0.11885,0.19136,0.012086,0.051483,-1.3734e-4,0,0,0,0,-8.8908e-6,0.031771,14.016,154.28,81.057,0.01194,NaN,4.0567,826.98,333.76,0.01,0.3118
3.5262,466.83,244.7,38.188,247.67,38.974,68.707,0.0080982,68.707,0.0067532,38.237,7.7875,28.61,-80.599,9.787,0.066005,0,-0.38022,0.0018101,22704,366.4,34.866,0.1063,268.25,208.25,4.2809,0.74207,50397974,1427.5,323.8,0.6586,0.65861,0.3481,0.11891,0.19159,0.012075,0.051804,4.9909e-4,0,0,0,0,-6.6674e-6,0.031822,14.016,154.28,81.053,0.012126,NaN,4.0408,826.73,333.75,0.01,0.31236
3.5362,469.28,245.08,38.015,248.05,38.799,69.09,0.0081724,69.09,0.0067774,38.315,7.7615,28.61,-80.599,9.787,0.06536,0,-0.32188,0.001523,22697,359.43,34.858,0.10629,268.27,208.22,4.2843,0.74326,50467225,1424.2,324.85,0.65883,0.65884,0.34804,0.11898,0.19182,0.011958,0.050958,3.3399e-4,0,0,0,0,-4.7634e-6,0.031872,14.016,154.28,81.049,0.012289,NaN,4.0249,826.48,333.74,0.01,0.31292
3.5462,471.73,245.46,37.842,248.44,38.624,69.473,0.0082472,69.473,0.0068016,38.392,7.7327,28.61,-80.599,9.787,0.064149,0,-0.26438,9.8295e-4,22690,352.47,34.85,0.10628,268.29,208.19,4.2879,0.74444,50536070,1421,325.9,0.65906,0.65907,0.34797,0.11904,0.19205,0.011738,0.050725,-3.4692e-4,0,0,0,0,-3.2036e-6,0.031922,14.016,154.28,81.046,0.012423,NaN,4.0089,826.23,333.73,0.01,0.31347
3.5562,474.19,245.84,37.67,248.83,38.449,69.857,0.0083224,69.857,0.0068259,38.47,7.7012,28.61,-80.599,9.787,0.062384,0,-0.20733,0.0011827,22683,345.5,34.842,0.10627,268.31,208.16,4.2917,0.74562,50604511,1417.7,326.95,0.65929,0.6593,0.34791,0.11911,0.19227,0.011415,0.048948,3.5738e-4,0,0,0,0,-1.964e-6,0.031971,14.016,154.28,81.044,0.012541,NaN,3.993,825.99,333.72,0.01,0.31403
3.5662,476.65,246.21,37.498,249.21,38.274,70.242,0.0083982,70.242,0.0068503,38.546,7.667,28.61,-80.599,9.787,0.060083,0,-0.15199,0.0011137,22676,338.53,34.834,0.10626,268.33,208.12,4.2956,0.74679,50672547,1414.5,327.99,0.65952,0.65953,0.34784,0.11917,0.1925,0.010995,0.047379,-4.4578e-4,0,0,0,0,-1.0522e-6,0.032021,14.016,154.28,81.042,0.012651,NaN,3.977,825.74,333.71,0.01,0.31458
3.5762,479.11,246.59,37.33,249.59,38.102,70.628,0.0084744,70.628,0.0068747,38.623,7.6309,28.61,-80.599,9.787,0.057271,0,-0.098763,8.9421e-4,22669,331.56,34.826,0.10625,268.36,208.09,4.2997,0.74796,5.074e7,1411.3,329.03,0.65975,0.65975,0.34778,0.11924,0.19273,0.01048,0.04552,-1.6999e-4,0,0,0,0,-4.4293e-7,0.03207,14.016,154.28,81.041,0.012745,NaN,3.961,825.49,333.7,0.01,0.31513
3.5862,481.58,246.96,37.208,249.97,37.976,71.015,0.0085512,71.015,0.0068993,38.699,7.5994,28.61,-80.599,9.787,0.053977,0,-0.048058,9.6117e-4,22662,324.68,34.818,0.10625,268.38,208.06,4.304,0.74912,50807414,1409.1,330.07,0.65997,0.65998,0.34772,0.1193,0.19295,0.0098771,0.042732,-1.352e-4,0,0,0,0,-1.0456e-7,0.032119,14.016,154.28,81.04,0.012822,NaN,3.9449,825.24,333.69,0.01,0.31569
3.5962,484.05,247.33,37.099,250.35,37.863,71.402,0.0086286,71.402,0.0069239,38.775,7.5678,28.61,-80.599,9.7869,0.050235,0,-7.1752e-4,0.0012393,22656,318.04,34.81,0.10624,268.41,208.03,4.3083,0.75028,50874344,1407.3,331.1,0.6602,0.66021,0.34765,0.11937,0.19318,0.009192,0.039107,2.9889e-4,0,0,0,0,0,0.032168,14.016,154.28,81.04,0.012899,NaN,3.9289,824.99,333.68,0.01,0.31624
3.6062,486.53,247.7,36.991,250.73,37.75,71.79,0.0087064,71.79,0.0069486,38.851,7.534,28.61,-80.599,9.7869,0.046084,0,0.043174,0.0010611,22649,311.57,34.802,0.10623,268.44,208,4.3127,0.75144,50940998,1405.5,332.13,0.66043,0.66043,0.34759,0.11943,0.19341,0.0084319,0.036857,1.1606e-5,0,0,0,0,8.3876e-8,0.032216,14.016,154.28,81.04,0.012963,NaN,3.9128,824.74,333.67,0.01,0.31683
3.6162,489.01,248.07,36.883,251.11,37.637,72.179,0.0087848,72.179,0.0069734,38.926,7.4983,28.61,-80.599,9.7869,0.041561,0,0.083807,0.0013604,22643,305.11,34.795,0.10622,268.48,207.97,4.3172,0.75259,51007375,1403.7,333.17,0.66065,0.66066,0.34752,0.1195,0.19363,0.0076038,0.033225,2.2238e-4,0,0,0,0,3.1511e-7,0.032265,14.016,154.28,81.041,0.013021,NaN,3.8967,824.49,333.66,0.01,0.31737
3.6262,491.49,248.44,36.775,251.48,37.524,72.569,0.0088638,72.569,0.0069983,39.001,7.4608,28.61,-80.599,9.7869,0.036711,0,0.11985,0.001359,22636,298.64,34.787,0.10621,268.51,207.94,4.3218,0.75374,51073476,1401.9,334.2,0.66088,0.66088,0.34746,0.11956,0.19386,0.0067157,0.029181,7.4352e-5,0,0,0,0,6.4247e-7,0.032313,14.016,154.28,81.042,0.013071,NaN,3.8805,824.24,333.65,0.01,0.31793
3.6362,493.97,248.81,36.668,251.86,37.411,72.959,0.0089433,72.959,0.0070232,39.075,7.4218,28.61,-80.599,9.7869,0.031581,0,0.15159,0.0013693,22630,292.18,34.78,0.10621,268.55,207.91,4.3265,0.75488,51139302,1400,335.22,0.66111,0.66111,0.3474,0.11963,0.19408,0.0057766,0.025393,-3.8943e-4,0,0,0,0,1.0249e-6,0.032362,14.016,154.28,81.043,0.013099,NaN,3.8644,823.98,333.64,0.01,0.31849
3.6462,496.46,249.18,36.56,252.23,37.298,73.35,0.0090233,73.35,0.0070483,39.149,7.3816,28.61,-80.599,9.7869,0.026221,0,0.17837,0.0015169,22623,285.71,34.772,0.1062,268.58,207.88,4.3312,0.75603,51204851,1398.2,336.25,0.66133,0.66133,0.34733,0.11969,0.1943,0.0047955,0.02123,3.0304e-4,0,0,0,0,1.4147e-6,0.03241,14.016,154.28,81.045,0.013117,NaN,3.8482,823.73,333.63,0.01,0.31904
3.6562,498.96,249.54,36.453,252.61,37.185,73.742,0.0091038,73.742,0.0070734,39.223,7.3403,28.61,-80.599,9.7869,0.020681,0,0.20027,0.0016909,22617,279.24,34.765,0.10619,268.62,207.85,4.3361,0.75716,5.127e7,1396.4,337.27,0.66156,0.66156,0.34727,0.11976,0.19453,0.0037819,0.016811,-4.5537e-4,0,0,0,0,1.7781e-6,0.032458,14.016,154.28,81.047,0.01311,NaN,3.832,823.48,333.62,0.01,0.3196
3.6662,501.46,249.91,36.346,252.98,37.072,74.135,0.0091848,74.135,0.0070986,39.296,7.2982,28.61,-80.599,9.7869,0.015016,0,0.21687,0.0026074,22610,272.78,34.757,0.10618,268.66,207.82,4.341,0.7583,51335122,1394.6,338.3,0.66178,0.66178,0.34721,0.11982,0.19475,0.0027455,0.012338,-2.3578e-4,0,0,0,0,2.079e-6,0.032505,14.016,154.28,81.049,0.013097,NaN,3.8157,823.23,333.61,0.01,0.32013
3.6762,503.96,250.27,36.239,253.35,36.958,74.528,0.0092664,74.528,0.0071238,39.369,7.2555,28.61,-80.599,9.7869,0.0092779,0,0.2282,0.0041301,22604,266.31,34.75,0.10618,268.7,207.78,4.3459,0.75943,5.14e7,1392.8,339.32,0.662,0.662,0.34714,0.11989,0.19498,0.0016961,0.0072332,7.4998e-5,0,0,0,0,2.2951e-6,0.032553,14.016,154.28,81.051,0.01308,NaN,3.7995,822.97,333.6,0.01,0.32063
