0.27, 0, 0, 9.503935, 4.965753, 0, 484.0261, -3247.09, -1.353125, 0.008106529, 0.101595, 31.87527, 2.462248, 1.823642, 25.06301
 
0.28, -0.1972188, 0, 9.686285, 4.969012, 1.8257109691431949022873768711, 522.4294, -3248.859, -1.353125, 0.008106529, 0.101595, 33.11617, 2.462248, 1.822513, 25.08108
 
0.29, -0.2036284, -0.001972188, 9.869344, 4.972266, 1.7558515043925500554276231289, 562.4194, -3250.631, -1.353125, 0.008106529, 0.101595, 34.36083, 2.462248, 1.821385, 25.09914
 
0.3, -0.210009, -0.004008472, 10.05279, 4.975242, 1.6908928150364309070613768711, 603.9964, -3252.406, -1.353125, 0.008106529, 0.101595, 35.60886, 2.462248, 1.820257, 25.11721
 
0.31, -0.216353, -0.006108562, 10.23739, 4.978766, 1.630322294144408316463, 647.1606, -3254.185, -1.353125, 0.008106529, 0.101595, 36.85995, 2.462248, 1.819128, 25.13528
 
0.32, -0.2226525, -0.008272091, 10.42201, 4.981733, 1.573689986744152505631, 691.9114, -3255.966, -1.353125, 0.008106529, 0.101595, 38.11378, 2.462248, 1.818, 25.15335
 
0.33, -0.228916, -0.01049861, 10.60986, 4.987189, 1.5206073241254096892, 738.3021, -3257.75, -1.353125, 0.008106529, 0.101595, 39.37152, 2.462248, 1.816871, 25.17142
 
0.3399999, -0.2351298, -0.01278778, 10.80263, 4.996809, 1.4706737134647294799523768711, 786.352, -3259.538, -1.353125, 0.008106529, 0.101595, 40.63332, 2.462248, 1.815743, 25.18949
 
0.3499999, -0.2412854, -0.01513907, 10.99615, 5.006442, 1.423583489148033737943, 836.0681, -3261.329, -1.353125, 0.008106529, 0.101595, 41.89899, 2.462248, 1.814614, 25.20756
 
0.3599999, -0.2473746, -0.01755193, 11.19066, 5.016364, 1.3790784491658861474986231289, 887.457, -3263.123, -1.353125, 0.008106529, 0.101595, 43.16837, 2.462248, 1.813486, 25.22563
 
0.3699999, -0.2533899, -0.02002567, 11.38589, 5.0263, 1.3369276039755361756536231289, 940.5259, -3264.92, -1.353125, 0.008106529, 0.101595, 44.44132, 2.462248, 1.812358, 25.2437
 
0.3799999, -0.259323, -0.02255957, 11.58152, 5.035971, 1.296925910804794446372, 995.2816, -3266.72, -1.353125, 0.008106529, 0.101595, 45.7177, 2.462248, 1.811229, 25.26177
 
0.3899999, -0.265165, -0.0251528, 11.7781, 5.045933, 1.2588885780194719245463768711, 1051.729, -3268.523, -1.353125, 0.008106529, 0.101595, 46.99737, 2.462248, 1.810101, 25.27984
 
0.3999999, -0.2709081, -0.02780445, 11.97505, 5.055628, 1.222652330819504541776, 1109.878, -3270.33, -1.353125, 0.008106529, 0.101595, 48.28026, 2.462248, 1.808972, 25.29791
 
0.4099999, -0.2765428, -0.03051353, 12.17292, 5.065615, 1.1880652856699118907783768711, 1169.734, -3272.139, -1.353125, 0.008106529, 0.101595, 49.56628, 2.462248, 1.807844, 25.31598
 
0.4199999, -0.2820598, -0.03327896, 12.37143, 5.075617, 1.154994544477633578786, 1231.303, -3273.952, -1.353125, 0.008106529, 0.101595, 50.8553, 2.462248, 1.806715, 25.33405
 
0.4299999, -0.2874508, -0.03609956, 12.57027, 5.08535, 1.1233179675666179042993768711, 1294.593, -3275.767, -1.353125, 0.008106529, 0.101595, 52.1473, 2.462248, 1.805587, 25.35212
 
0.4399998, -0.2927046, -0.03897407, 12.77, 5.095375, 1.092924806525985425666, 1359.61, -3277.586, -1.353125, 0.008106529, 0.101595, 53.44217, 2.462248, 1.804459, 25.37019
 
0.4499998, -0.297813, -0.04190112, 12.97006, 5.105134, 1.063715071361871720982, 1426.363, -3279.408, -1.353125, 0.008106529, 0.101595, 54.73987, 2.462248, 1.80333, 25.38826
 
0.4599998, -0.3027639, -0.04487925, 13.17098, 5.115187, 1.035596366257185436934, 1494.856, -3281.233, -1.353125, 0.008106529, 0.101595, 56.04033, 2.462248, 1.802202, 25.40633
 
0.4699998, -0.3075477, -0.04790689, 13.3725, 5.125252, 1.008485788115763585063, 1565.099, -3283.062, -1.353125, 0.008106529, 0.101595, 57.34353, 2.462248, 1.801073, 25.4244
 
0.4799998, -0.3121539, -0.05098236, 13.57431, 5.135049, 0.9823067623220663058, 1637.096, -3284.893, -1.353125, 0.008106529, 0.101595, 58.64939, 2.462248, 1.799945, 25.44247
 
