Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.01,0,0.520578579,0.520578579,0.506891936,0.520578579,0.506891936,0,0,0,0,6.508793917,88.33878973,88.33878973,766972.2
0.02,0,0.548966616,0.548966616,0.535279974,0.548966616,0.535279974,0,0,0,0,6.508793917,88.33878973,88.33878973,1533944
0.03,0,0.541635448,0.541635448,0.527948805,0.541635448,0.527948805,0,0,0,0,6.508793917,88.33878973,88.33878973,2300917
0.04,0,0.530700845,0.530700845,0.517014203,0.530700845,0.517014203,0,0,0,0,6.508793917,88.33878973,88.33878973,3067889
0.05,0,0.520169732,0.520169732,0.506483089,0.520169732,0.506483089,0,0,0,0,6.508793917,88.33878973,88.33878973,3834862
0.06,0,0.515134087,0.515134087,0.501447445,0.515134087,0.501447445,0,0,0,0,6.508793917,88.33878973,88.33878973,4601834
0.07,0,0.510795079,0.510795079,0.497108436,0.510795079,0.497108436,0,0,0,0,6.508793917,88.33878973,88.33878973,5368806
0.08,0,0.506573316,0.506573316,0.492886673,0.506573316,0.492886673,0,0,0,0,6.508793917,88.33878973,88.33878973,6135778
0.09,0,0.502560426,0.502560426,0.488873784,0.502560426,0.488873784,0,0,0,0,6.508793917,88.33878973,88.33878973,6902750
0.1,0,0.498782416,0.498782416,0.485095773,0.498782416,0.485095773,0,0,0,0,6.508793917,88.33878973,88.33878973,7669723
0.11,0,0.495237982,0.495237982,0.481551339,0.495237982,0.481551339,0,0,0,0,6.508793917,88.33878973,88.33878973,8436695
0.12,0,0.491914656,0.491914656,0.478228013,0.491914656,0.478228013,0,0,0,0,6.508793917,88.33878973,88.33878973,9203667
0.13,0,0.488795979,0.488795979,0.475109336,0.488795979,0.475109336,0,0,0,0,6.508793917,88.33878973,88.33878973,9970639
0.14,0,0.485864725,0.485864725,0.472178082,0.485864725,0.472178082,0,0,0,0,6.508793917,88.33878973,88.33878973,10737610
0.15,0,0.483100681,0.483100681,0.469414039,0.483100681,0.469414039,0,0,0,0,6.508793917,88.33878973,88.33878973,11504580
0.16,0,0.480495773,0.480495773,0.466809131,0.480495773,0.466809131,0,0,0,0,6.508793917,88.33878973,88.33878973,12271560
0.17,0,0.478032528,0.478032528,0.464345885,0.478032528,0.464345885,0,0,0,0,6.508793917,88.33878973,88.33878973,13038530
0.18,0,0.475698433,0.475698433,0.46201179,0.475698433,0.46201179,0,0,0,0,6.508793917,88.33878973,88.33878973,13805500
0.19,0,0.473482338,0.473482338,0.459795696,0.473482338,0.459795696,0,0,0,0,6.508793917,88.33878973,88.33878973,14572470
0.2,0,0.471374275,0.471374275,0.457687633,0.471374275,0.457687633,0,0,0,0,6.508793917,88.33878973,88.33878973,15339450
0.21,0,0.469365429,0.469365429,0.455678786,0.469365429,0.455678786,0,0,0,0,6.508793917,88.33878973,88.33878973,16106420
0.22,0,0.467447854,0.467447854,0.453761211,0.467447854,0.453761211,0,0,0,0,6.508793917,88.33878973,88.33878973,16873390
0.23,0,0.465614468,0.465614468,0.451927826,0.465614468,0.451927826,0,0,0,0,6.508793917,88.33878973,88.33878973,17640360
0.24,0,0.463858927,0.463858927,0.450172284,0.463858927,0.450172284,0,0,0,0,6.508793917,88.33878973,88.33878973,18407330
0.25,0,0.462175505,0.462175505,0.448488862,0.462175505,0.448488862,0,0,0,0,6.508793917,88.33878973,88.33878973,19174310
0.26,0,0.46069159,0.46069159,0.447004947,0.46069159,0.447004947,0,0,0,0,6.508793917,88.33878973,88.33878973,19941280
0.27,0,0.459270069,0.459270069,0.445583427,0.459270069,0.445583427,0,0,0,0,6.508793917,88.33878973,88.33878973,20708250
0.28,0,0.457906701,0.457906701,0.444220058,0.457906701,0.444220058,0,0,0,0,6.508793917,88.33878973,88.33878973,21475220
0.29,0,0.456597682,0.456597682,0.442911039,0.456597682,0.442911039,0,0,0,0,6.508793917,88.33878973,88.33878973,22242200
0.3,0,0.45533961,0.45533961,0.441652968,0.45533961,0.441652968,0,0,0,0,6.508793917,88.33878973,88.33878973,23009170
0.31,0,0.454129264,0.454129264,0.440442621,0.454129264,0.440442621,0,0,0,0,6.508793917,88.33878973,88.33878973,23776140
0.32,0,0.453087629,0.453087629,0.439400987,0.453087629,0.439400987,0,0,0,0,6.508793917,88.33878973,88.33878973,24543110
0.33,0,0.453140912,0.453140912,0.43945427,0.453140912,0.43945427,0,0,0,0,6.508793917,88.33878973,88.33878973,25310090
0.34,0,0.453194381,0.453194381,0.439507739,0.453194381,0.439507739,0,0,0,0,6.508793917,88.33878973,88.33878973,26077060
0.35,0,0.453247988,0.453247988,0.439561346,0.453247988,0.439561346,0,0,0,0,6.508793917,88.33878973,88.33878973,26844030
0.36,0,0.453301779,0.453301779,0.439615137,0.453301779,0.439615137,0,0,0,0,6.508793917,88.33878973,88.33878973,27611000
0.37,0,0.453355707,0.453355707,0.439669065,0.453355707,0.439669065,0,0,0,0,6.508793917,88.33878973,88.33878973,28377970
0.38,0,0.453409795,0.453409795,0.439723153,0.453409795,0.439723153,0,0,0,0,6.508793917,88.33878973,88.33878973,29144950
0.39,0,0.453464042,0.453464042,0.4397774,0.453464042,0.4397774,0,0,0,0,6.508793917,88.33878973,88.33878973,29911920
0.4,0,0.453518471,0.453518471,0.439831829,0.453518471,0.439831829,0,0,0,0,6.508793917,88.33878973,88.33878973,30678890
0.41,0,0.453573034,0.453573034,0.439886392,0.453573034,0.439886392,0,0,0,0,6.508793917,88.33878973,88.33878973,31445860
0.42,0,0.453627779,0.453627779,0.439941136,0.453627779,0.439941136,0,0,0,0,6.508793917,88.33878973,88.33878973,32212830
0.43,0,0.453682656,0.453682656,0.439996014,0.453682656,0.439996014,0,0,0,0,6.508793917,88.33878973,88.33878973,32979810
0.44,0,0.45373769,0.45373769,0.440051048,0.45373769,0.440051048,0,0,0,0,6.508793917,88.33878973,88.33878973,33746780
0.45,0,0.453792879,0.453792879,0.440106237,0.453792879,0.440106237,0,0,0,0,6.508793917,88.33878973,88.33878973,34513750
0.46,0,0.453848247,0.453848247,0.440161605,0.453848247,0.440161605,0,0,0,0,6.508793917,88.33878973,88.33878973,35280720
0.47,0,0.453903746,0.453903746,0.440217104,0.453903746,0.440217104,0,0,0,0,6.508793917,88.33878973,88.33878973,36047700
0.48,0,0.453959399,0.453959399,0.440272757,0.453959399,0.440272757,0,0,0,0,6.508793917,88.33878973,88.33878973,36814670
0.49,0,0.454015229,0.454015229,0.440328587,0.454015229,0.440328587,0,0,0,0,6.508793917,88.33878973,88.33878973,37581640
0.5,0,0.454071189,0.454071189,0.440384546,0.454071189,0.440384546,0,0,0,0,6.508793917,88.33878973,88.33878973,38348610
0.51,0,0.4541273,0.4541273,0.440440658,0.4541273,0.440440658,0,0,0,0,6.508793917,88.33878973,88.33878973,39115580
0.52,0,0.454183564,0.454183564,0.440496921,0.454183564,0.440496921,0,0,0,0,6.508793917,88.33878973,88.33878973,39882560
0.53,0,0.454240002,0.454240002,0.440553359,0.454240002,0.440553359,0,0,0,0,6.508793917,88.33878973,88.33878973,40649530
0.54,0,0.454296567,0.454296567,0.440609924,0.454296567,0.440609924,0,0,0,0,6.508793917,88.33878973,88.33878973,41416500
0.55,0,0.454353282,0.454353282,0.44066664,0.454353282,0.44066664,0,0,0,0,6.508793917,88.33878973,88.33878973,42183480
0.56,0,0.454410171,0.454410171,0.440723528,0.454410171,0.440723528,0,0,0,0,6.508793917,88.33878973,88.33878973,42950450
0.57,0,0.454467185,0.454467185,0.440780542,0.454467185,0.440780542,0,0,0,0,6.508793917,88.33878973,88.33878973,43717420
0.58,0,0.454524347,0.454524347,0.440837705,0.454524347,0.440837705,0,0,0,0,6.508793917,88.33878973,88.33878973,44484390
0.59,0,0.454581681,0.454581681,0.440617339,0.454581681,0.440617339,0,0,0,0,6.508793917,88.33878973,88.33878973,45251360
0.6,0,0.454639139,0.454639139,0.440397096,0.454639139,0.440397096,0,0,0,0,6.508793917,88.33878973,88.33878973,46018340
0.61,0,0.454936481,0.454936481,0.440416738,0.454936481,0.440416738,0,0,0,0,6.508793917,88.33878973,88.33878973,46785310
0.62,0,0.455225368,0.455225368,0.440427925,0.455225368,0.440427925,0,0,0,0,6.508793917,88.33878973,88.33878973,47552280
0.63,0,0.455514401,0.455514401,0.440439258,0.455514401,0.440439258,0,0,0,0,6.508793917,88.33878973,88.33878973,48319250
0.64,0,0.455803579,0.455803579,0.440450736,0.455803579,0.440450736,0,0,0,0,6.508793917,88.33878973,88.33878973,49086220
0.65,0,0.456092925,0.456092925,0.440462383,0.456092925,0.440462383,0,0,0,0,6.508793917,88.33878973,88.33878973,49853200
0.66,0,0.456382393,0.456382393,0.44047415,0.456382393,0.44047415,0,0,0,0,6.508793917,88.33878973,88.33878973,50620170
0.67,0,0.456672004,0.456672004,0.440486061,0.456672004,0.440486061,0,0,0,0,6.508793917,88.33878973,88.33878973,51387140
0.68,0,0.456961758,0.456961758,0.440498116,0.456961758,0.440498116,0,0,0,0,6.508793917,88.33878973,88.33878973,52154120
0.69,0,0.457251656,0.457251656,0.440510314,0.457251656,0.440510314,0,0,0,0,6.508793917,88.33878973,88.33878973,52921090
0.7,0,0.457541696,0.457541696,0.440522653,0.457541696,0.440522653,0,0,0,0,6.508793917,88.33878973,88.33878973,53688060
0.71,0,0.457831877,0.457831877,0.440535135,0.457831877,0.440535135,0,0,0,0,6.508793917,88.33878973,88.33878973,54455030
0.72,0,0.4581222,0.4581222,0.440547758,0.4581222,0.440547758,0,0,0,0,6.508793917,88.33878973,88.33878973,55222000
0.73,0,0.458412664,0.458412664,0.440560522,0.458412664,0.440560522,0,0,0,0,6.508793917,88.33878973,88.33878973,55988980
0.74,0,0.458703268,0.458703268,0.440573426,0.458703268,0.440573426,0,0,0,0,6.508793917,88.33878973,88.33878973,56755950
0.75,0,0.458994012,0.458994012,0.44058647,0.458994012,0.44058647,0,0,0,0,6.508793917,88.33878973,88.33878973,57522920
0.76,0,0.459284919,0.459284919,0.440599677,0.459284919,0.440599677,0,0,0,0,6.508793917,88.33878973,88.33878973,58289890
0.77,0,0.459575942,0.459575942,0.440612999,0.459575942,0.440612999,0,0,0,0,6.508793917,88.33878973,88.33878973,59056860
0.78,0,0.459867102,0.459867102,0.44062646,0.459867102,0.44062646,0,0,0,0,6.508793917,88.33878973,88.33878973,59823840
0.79,0,0.460158401,0.460158401,0.440640059,0.460158401,0.440640059,0,0,0,0,6.508793917,88.33878973,88.33878973,60590810
0.8,0,0.460449837,0.460449837,0.440653795,0.460449837,0.440653795,0,0,0,0,6.508793917,88.33878973,88.33878973,61357780
0.81,0,0.460741411,0.460741411,0.440667668,0.460741411,0.440667668,0,0,0,0,6.508793917,88.33878973,88.33878973,62124760
0.82,0,0.46103312,0.46103312,0.440681678,0.46103312,0.440681678,0,0,0,0,6.508793917,88.33878973,88.33878973,62891720
0.83,0,0.461324966,0.461324966,0.440695824,0.461324966,0.440695824,0,0,0,0,6.508793917,88.33878973,88.33878973,63658700
0.84,0,0.461616948,0.461616948,0.440710105,0.461616948,0.440710105,0,0,0,0,6.508793917,88.33878973,88.33878973,64425670
0.85,0,0.461909064,0.461909064,0.440724522,0.461909064,0.440724522,0,0,0,0,6.508793917,88.33878973,88.33878973,65192640
0.86,0,0.462201315,0.462201315,0.440739073,0.462201315,0.440739073,0,0,0,0,6.508793917,88.33878973,88.33878973,65959620
0.87,0,0.462493724,0.462493724,0.440753782,0.462493724,0.440753782,0,0,0,0,6.508793917,88.33878973,88.33878973,66726590
0.88,0,0.462786243,0.462786243,0.440768601,0.462786243,0.440768601,0,0,0,0,6.508793917,88.33878973,88.33878973,67493560
0.89,0,0.463078896,0.463078896,0.440783553,0.463078896,0.440783553,0,0,0,0,6.508793917,88.33878973,88.33878973,68260530
0.9,0,0.463371681,0.463371681,0.440798639,0.463371681,0.440798639,0,0,0,0,6.508793917,88.33878973,88.33878973,69027500
0.91,0,0.466522608,0.466522608,0.443796069,0.466522608,0.443796069,0,0,0,0,6.750987492,88.58435323,88.16197116,69794480
0.92,0,0.475975391,0.475975391,0.452788362,0.475975391,0.452788362,0,0,0,0,6.993181068,88.82991673,87.9851526,70561450
0.93,0,0.487099018,0.487099018,0.462933943,0.487099018,0.462933943,0,0,0,0,7.235374643,89.07548023,87.80833403,71328420
0.94,0,0.495167099,0.495167099,0.469736668,0.495167099,0.469736668,0,0,0,0,7.477568219,89.32104374,87.63151546,72095390
0.95,0,0.503235179,0.503235179,0.476539393,0.503235179,0.476539393,0,0,0,0,7.719761794,89.56660724,87.45469689,72862370
0.96,0,0.51130326,0.51130326,0.483342118,0.51130326,0.483342118,0,0,0,0,7.96195537,89.81217074,87.27787832,73629340
0.97,0,0.519371341,0.519371341,0.490144843,0.519371341,0.490144843,0,0,0,0,8.204148945,90.05773424,87.10105975,74396310
0.98,0,0.527439422,0.527439422,0.496947568,0.527439422,0.496947568,0,0,0,0,8.44634252,90.30329774,86.92424118,75163290
0.99,0,0.535507503,0.535507503,0.503750293,0.535507503,0.503750293,0,0,0,0,8.688536096,90.54886124,86.74742262,75930260
1,0,0.543575584,0.543575584,0.510553018,0.543575584,0.510553018,0,0,0,0,8.930729671,90.79442474,86.57060405,76697220
1.01,0,0.551643664,0.551643664,0.517355743,0.551643664,0.517355743,0,0,0,0,9.172923247,91.03998824,86.39378548,77464200
1.02,0,0.559711745,0.559711745,0.524158468,0.559711745,0.524158468,0,0,0,0,9.415116822,91.28555174,86.21696691,78231170
1.03,0,0.567779826,0.567779826,0.530961193,0.567779826,0.530961193,0,0,0,0,9.657310398,91.53111524,86.04014834,78998140
1.04,0,0.575847907,0.575847907,0.537763918,0.575847907,0.537763918,0,0,0,0,9.899503973,91.77667874,85.86332977,79765110
1.05,0,0.583915988,0.583915988,0.544566643,0.583915988,0.544566643,0,0,0,0,10.14169755,92.02224224,85.68651121,80532090
1.06,0,0.582617396,0.582617396,0.543434978,0.582617396,0.543434978,0,0,0,0,10.1828382,92.03438015,85.72114565,81299060
1.07,0,0.581326852,0.581326852,0.542311362,0.581326852,0.542311362,0,0,0,0,10.2208242,92.04677229,85.75384689,82066040
1.08,0,0.580044209,0.580044209,0.541195647,0.580044209,0.541195647,0,0,0,0,10.25632712,92.05948032,85.78511483,82833010
1.09,0,0.578769322,0.578769322,0.540087688,0.578769322,0.540087688,0,0,0,0,10.28981349,92.07233208,85.81513611,83599980
1.1,0,0.577502053,0.577502053,0.538987346,0.577502053,0.538987346,0,0,0,0,10.32162138,92.08539652,85.84419031,84366950
1.11,0,0.576242267,0.576242267,0.537894487,0.576242267,0.537894487,0,0,0,0,10.35200594,92.09861941,85.87240896,85133920
1.12,0,0.574989833,0.574989833,0.536808982,0.574989833,0.536808982,0,0,0,0,10.38116362,92.11202727,85.89994438,85900900
1.13,0,0.573744626,0.573744626,0.535730702,0.573744626,0.535730702,0,0,0,0,10.40925164,92.12551682,85.92682503,86667860
1.14,0,0.57250652,0.57250652,0.534659523,0.57250652,0.534659523,0,0,0,0,10.43639611,92.13920367,85.9532225,87434840
1.15,0,0.571275398,0.571275398,0.533595328,0.571275398,0.533595328,0,0,0,0,10.46270128,92.15299512,85.9791374,88201810
1.16,0,0.569159541,0.569159541,0.531646399,0.569159541,0.531646399,0,0,0,0,10.4881744,92.16654158,86.00431844,88968780
1.17,0,0.567021537,0.567021537,0.529675323,0.567021537,0.529675323,0,0,0,0,10.51226797,92.1773239,86.02655587,89735750
1.18,0,0.564893976,0.564893976,0.52771469,0.564893976,0.52771469,0,0,0,0,10.53576173,92.18832964,86.04855964,90502730
1.19,0,0.562776851,0.562776851,0.525764491,0.562776851,0.525764491,0,0,0,0,10.55870792,92.19953981,86.07035068,91269700
1.2,0,0.560669956,0.560669956,0.523716021,0.560669956,0.523716021,0,0,0,0,10.58115115,92.21093616,86.09194541,92036680
1.21,0,0.558573189,0.558573189,0.521619254,0.558573189,0.521619254,0,0,0,0,10.60313102,92.22250466,86.11335992,92803650
1.22,0,0.55648655,0.55648655,0.519532615,0.55648655,0.519532615,0,0,0,0,10.62468265,92.23423403,86.13460933,93570620
1.23,0,0.554409742,0.554409742,0.517455807,0.554409742,0.517455807,0,0,0,0,10.645836,92.24611065,86.15570361,94337590
1.24,0,0.552342868,0.552342868,0.515388933,0.552342868,0.515388933,0,0,0,0,10.66661882,92.25819817,86.17670956,95104560
1.25,0,0.550285736,0.550285736,0.513331801,0.550285736,0.513331801,0,0,0,0,10.6870555,92.27034325,86.19752769,95871540
1.26,0,0.548238154,0.548238154,0.511284219,0.548238154,0.511284219,0,0,0,0,10.70716744,92.28268016,86.218274,96638500
1.27,0,0.546200133,0.546200133,0.509246199,0.546200133,0.509246199,0,0,0,0,10.72697515,92.29520423,86.2389588,97405480
1.28,0,0.544171586,0.544171586,0.507217651,0.544171586,0.507217651,0,0,0,0,10.74649599,92.30783476,86.25953275,98172450
1.29,0,0.542152424,0.542152424,0.50519849,0.542152424,0.50519849,0,0,0,0,10.7657461,92.32056579,86.28000221,98939420
1.3,0,0.54014314,0.54014314,0.503189206,0.54014314,0.503189206,0,0,0,0,10.78474066,92.33346455,86.30042837,99706390
1.31,0,0.538155856,0.538155856,0.501201922,0.538155856,0.501201922,0,0,0,0,10.80349321,92.34652556,86.32081625,100473400
1.32,0,0.536186013,0.536186013,0.499232079,0.536186013,0.499232079,0,0,0,0,10.82201609,92.35967315,86.34111678,101240300
1.33,0,0.534231367,0.534231367,0.497277433,0.534231367,0.497277433,0,0,0,0,10.84032054,92.37290157,86.36133318,102007300
1.34,0,0.532290685,0.532290685,0.495336751,0.532290685,0.495336751,0,0,0,0,10.85841718,92.38627896,86.38152437,102774300
1.35,0,0.530363534,0.530363534,0.4934096,0.530363534,0.4934096,0,0,0,0,10.86759883,92.36528268,86.37062752,103541300
1.36,0,0.528449271,0.528449271,0.491495336,0.528449271,0.491495336,0,0,0,0,10.86020779,92.27946751,86.30128961,104308200
1.37,0,0.52654766,0.52654766,0.489593725,0.52654766,0.489593725,0,0,0,0,10.8528522,92.19445863,86.23260662,105075200
1.38,0,0.52465843,0.52465843,0.487704495,0.52465843,0.487704495,0,0,0,0,10.84553008,92.11021793,86.16454803,105842200
1.39,0,0.522781357,0.522781357,0.485827422,0.522781357,0.485827422,0,0,0,0,10.83823904,92.02685169,86.09719287,106609100
1.4,0,0.520916148,0.520916148,0.483962214,0.520916148,0.483962214,0,0,0,0,10.83097756,91.9441842,86.03040633,107376100
1.41,0,0.519062637,0.519062637,0.482108702,0.519062637,0.482108702,0,0,0,0,10.82374366,91.86225385,85.96421607,108143100
1.42,0,0.517220672,0.517220672,0.480266737,0.517220672,0.480266737,0,0,0,0,10.81653588,91.78096189,85.89854594,108910100
1.43,0,0.515390219,0.515390219,0.478436284,0.515390219,0.478436284,0,0,0,0,10.80935215,91.70042085,85.83347987,109677000
1.44,0,0.513571055,0.513571055,0.476617121,0.513571055,0.476617121,0,0,0,0,10.79602272,91.62046064,85.77942615,110444000
1.45,0,0.51176307,0.51176307,0.474809135,0.51176307,0.474809135,0,0,0,0,10.77930522,91.5410602,85.73160284,111211000
1.46,0,0.509966156,0.509966156,0.473012221,0.509966156,0.473012221,0,0,0,0,10.76260716,91.46233394,85.68425956,111978000
1.47,0,0.508180116,0.508180116,0.471226182,0.508180116,0.471226182,0,0,0,0,10.74592826,91.38412261,85.63727565,112744900
1.48,0,0.506405062,0.506405062,0.469451127,0.506405062,0.469451127,0,0,0,0,10.72926681,91.30647454,85.59068751,113511900
1.49,0,0.504640705,0.504640705,0.46768677,0.504640705,0.46768677,0,0,0,0,10.71262135,91.22936837,85.54447865,114278900
1.5,0,0.502886964,0.502886964,0.465933029,0.502886964,0.465933029,0,0,0,0,10.69599169,91.15278926,85.49863823,115045800
1.51,0,0.501143862,0.501143862,0.464189927,0.501143862,0.464189927,0,0,0,0,10.67937603,91.07664532,85.45309569,115812800
1.52,0,0.499411226,0.499411226,0.462457291,0.499411226,0.462457291,0,0,0,0,10.66277405,91.00106445,85.40794897,116579800
1.53,0,0.497689085,0.497689085,0.460735151,0.497689085,0.460735151,0,0,0,0,10.64618409,90.92588559,85.36307471,117346800
1.54,0,0.495977173,0.495977173,0.459023238,0.495977173,0.459023238,0,0,0,0,10.6296059,90.8511674,85.31851804,118113700
1.55,0,0.494275624,0.494275624,0.457321689,0.494275624,0.457321689,0,0,0,0,10.61303849,90.7768244,85.27421348,118880700
1.56,0,0.492584176,0.492584176,0.455630242,0.492584176,0.455630242,0,0,0,0,10.59648114,90.70298447,85.23025896,119647700
1.57,0,0.49090297,0.49090297,0.453949036,0.49090297,0.453949036,0,0,0,0,10.57993343,90.62949401,85.18653711,120414600
1.58,0,0.489231749,0.489231749,0.452277814,0.489231749,0.452277814,0,0,0,0,10.56339332,90.55647684,85.14314216,121181600
1.59,0,0.487570556,0.487570556,0.450616621,0.487570556,0.450616621,0,0,0,0,10.54686185,90.48378759,85.0999636,121948600
1.6,0,0.485919236,0.485919236,0.448965302,0.485919236,0.448965302,0,0,0,0,10.53033724,90.41147991,85.05704204,122715600
1.61,0,0.484277841,0.484277841,0.447323906,0.484277841,0.447323906,0,0,0,0,10.51381945,90.33954544,85.01437143,123482500
1.62,0,0.482646216,0.482646216,0.445692282,0.482646216,0.445692282,0,0,0,0,10.49730756,90.26790288,84.97188915,124249500
1.63,0,0.481024415,0.481024415,0.44407048,0.481024415,0.44407048,0,0,0,0,10.48080113,90.19668229,84.92969536,125016500
1.64,0,0.479412189,0.479412189,0.442458255,0.479412189,0.442458255,0,0,0,0,10.46429957,90.12580415,84.88772899,125783400
1.65,0,0.477809692,0.477809692,0.440855757,0.477809692,0.440855757,0,0,0,0,10.44780257,90.05519128,84.84593074,126550400
1.66,0,0.47621678,0.47621678,0.439262845,0.47621678,0.439262845,0,0,0,0,10.4313095,89.98490305,84.80434635,127317400
1.67,0,0.474633307,0.474633307,0.437679372,0.474633307,0.437679372,0,0,0,0,10.4148195,89.91492942,84.76296795,128084400
1.68,0,0.473059433,0.473059433,0.436105498,0.473059433,0.436105498,0,0,0,0,10.398333,89.84526681,84.72179335,128851300
1.69,0,0.471494916,0.471494916,0.434540981,0.471494916,0.434540981,0,0,0,0,10.38184887,89.77590465,84.6808141,129618300
1.7,0,0.469939813,0.469939813,0.432985879,0.469939813,0.432985879,0,0,0,0,10.36536656,89.70683412,84.64002346,130385300
1.71,0,0.468393988,0.468393988,0.431440054,0.468393988,0.431440054,0,0,0,0,10.34888633,89.637982,84.59936516,131152300
1.72,0,0.466857402,0.466857402,0.429903468,0.466857402,0.429903468,0,0,0,0,10.33240697,89.56947603,84.55893775,131919200
1.73,0,0.465330117,0.465330117,0.428376182,0.465330117,0.428376182,0,0,0,0,10.31592928,89.50117681,84.51863395,132686200
1.74,0,0.463811995,0.463811995,0.426858061,0.463811995,0.426858061,0,0,0,0,10.29945183,89.43321191,84.47855221,133453200
1.75,0,0.462303104,0.462303104,0.425349169,0.462303104,0.425349169,0,0,0,0,10.28297461,89.36543715,84.43858098,134220100
1.76,0,0.460803207,0.460803207,0.423849272,0.460803207,0.423849272,0,0,0,0,10.26649715,89.29791629,84.39876971,134987100
1.77,0,0.459312369,0.459312369,0.422358434,0.459312369,0.422358434,0,0,0,0,10.25001943,89.23064376,84.35911434,135754100
1.78,0,0.457830558,0.457830558,0.420876624,0.457830558,0.420876624,0,0,0,0,10.23354076,89.16361304,84.3196097,136521100
1.79,0,0.456357743,0.456357743,0.419403808,0.456357743,0.419403808,0,0,0,0,10.21706184,89.09682337,84.28025578,137288000
1.8,0,0.454893792,0.454893792,0.417939857,0.454893792,0.417939857,0,0,0,0,10.20058101,89.03026316,84.24104303,138055000
1.81,0,0.453438773,0.453438773,0.416484838,0.453438773,0.416484838,0,0,0,0,10.18409874,88.96393107,84.20197084,138822000
1.82,0,0.451992656,0.451992656,0.415038721,0.451992656,0.415038721,0,0,0,0,10.16761435,88.89781889,84.16303272,139589000
1.83,0,0.450555313,0.450555313,0.413601378,0.450555313,0.413601378,0,0,0,0,10.15112849,88.83185925,84.12417657,140355900
1.84,0,0.449126713,0.449126713,0.412172779,0.449126713,0.412172779,0,0,0,0,10.13464001,88.76618033,84.08550215,141122900
1.85,0,0.447706832,0.447706832,0.410752897,0.447706832,0.410752897,0,0,0,0,10.11814861,88.70063973,84.04689828,141889900
1.86,0,0.446295639,0.446295639,0.409341704,0.446295639,0.409341704,0,0,0,0,10.10165473,88.63530508,84.00841817,142656800
1.87,0,0.444893109,0.444893109,0.407939174,0.444893109,0.407939174,0,0,0,0,10.0851578,88.57023949,83.97011121,143423800
1.88,0,0.443499215,0.443499215,0.406545281,0.443499215,0.406545281,0,0,0,0,10.06865744,88.50530105,83.93186628,144190800
1.89,0,0.442113934,0.442113934,0.405159999,0.442113934,0.405159999,0,0,0,0,10.05215354,88.44055441,83.89373415,144957800
1.9,0,0.440737238,0.440737238,0.403783304,0.440737238,0.403783304,0,0,0,0,10.03564584,88.37599634,83.85571234,145724700
1.91,0,0.439369006,0.439369006,0.402415071,0.439369006,0.402415071,0,0,0,0,10.01913439,88.31162366,83.81779855,146491700
1.92,0,0.438009312,0.438009312,0.401055377,0.438009312,0.401055377,0,0,0,0,10.00261903,88.24743292,83.77999019,147258700
1.93,0,0.436658034,0.436658034,0.3997041,0.436658034,0.3997041,0,0,0,0,9.986099318,88.18342006,83.74228403,148025600
1.94,0,0.43531515,0.43531515,0.398361216,0.43531515,0.398361216,0,0,0,0,9.969574857,88.11958028,83.70467629,148792600
1.95,0,0.433980738,0.433980738,0.397026804,0.433980738,0.397026804,0,0,0,0,9.953046245,88.05591385,83.66716761,149559600
1.96,0,0.432654578,0.432654578,0.395700643,0.432654578,0.395700643,0,0,0,0,9.936512237,87.99241328,83.6297517,150326600
1.97,0,0.431336846,0.431336846,0.394382911,0.431336846,0.394382911,0,0,0,0,9.919973669,87.92901102,83.59237574,151093500
1.98,0,0.430027425,0.430027425,0.392978824,0.430027425,0.392978824,0,0,0,0,9.903430051,87.86583939,83.55514411,151860500
1.99,0,0.428726193,0.428726193,0.391582926,0.428726193,0.391582926,0,0,0,0,9.8868806,87.80275615,83.51794426,152627500
2,0,0.427433233,0.427433233,0.3901953,0.427433233,0.3901953,0,0,0,0,9.870326213,87.73990007,83.48088643,153394400
2.01,0,0.426300693,0.426300693,0.388968095,0.426300693,0.388968095,0,0,0,0,9.853766122,87.67712862,83.44385767,154161400
2.02,0,0.425170271,0.425170271,0.387743007,0.425170271,0.387743007,0,0,0,0,9.837200053,87.61457412,83.40696274,154928400
2.03,0,0.424051225,0.424051225,0.386529295,0.424051225,0.386529295,0,0,0,0,9.820628175,87.55210012,83.37009375,155695400
2.04,0,0.42294339,0.42294339,0.385326794,0.42294339,0.385326794,0,0,0,0,9.804050167,87.48977184,83.33330235,156462300
2.05,0,0.421846703,0.421846703,0.384135441,0.421846703,0.384135441,0,0,0,0,9.787466459,87.42765605,83.29664189,157229300
2.06,0,0.420761102,0.420761102,0.382955174,0.420761102,0.382955174,0,0,0,0,9.770876123,87.36561134,83.2599998,157996300
2.07,0,0.41968663,0.41968663,0.381786036,0.41968663,0.381786036,0,0,0,0,9.754279519,87.30370554,83.22343019,158763200
2.08,0,0.418623029,0.418623029,0.380627769,0.418623029,0.380627769,0,0,0,0,9.737675959,87.24193332,83.18692866,159530200
2.09,0,0.417570443,0.417570443,0.379480517,0.417570443,0.379480517,0,0,0,0,9.721066021,87.1802957,83.15049636,160297200
2.1,0,0.41652862,0.41652862,0.378344029,0.41652862,0.378344029,0,0,0,0,9.704449759,87.11879199,83.11413288,161064200
