Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.01,0.01,0,0.5542961,0,168.3015,62.8,0,0,73.77596,95.31544,5.384871,54.43227466,53.40833713,10.50818964,0.544322776,0.5340834,0.1050819,83,83,0.002670417,0.00052541
0.02,0.01,0,0.5542961,0,329.4351,62.79609,1.33336E-05,0,73.75192,95.31544,5.390881,136.9102637,135.3561619,20.57011753,1.913057703,1.887645,0.3107831,83,83,0.01477906,0.002604735
0.03,0.01,0,0.554296,0,458.7468,62.78435,0.000164698,0,73.72788,95.31544,5.396891,203.1895562,201.1596052,28.64976439,3.944721104,3.899241,0.5972807,83,83,0.04371349,0.007145054
0.04,0.01,0,0.554296,0,540.3258,62.76509,0.000700269,0,73.70384,95.31544,5.402901,245.0731269,242.737401,33.75487591,6.39530792,6.326615,0.9348294,83,83,0.09484276,0.0148056
0.05,0.01,0,0.5542957,0,621.9048,62.74118,0.001840579,0,73.6798,95.31544,5.408911,287.0076629,284.363913,38.86596893,9.265267477,9.170254,1.323489,83,83,0.1723271,0.0260972
0.05999999,0.01,0,0.5542954,0,703.4838,62.7133,0.003863189,0,73.65576,95.31544,5.414922,328.9976798,326.0443361,43.98368129,12.55514322,12.4307,1.763326,83,83,0.2803319,0.04153127
0.06999999,0.01082594,0,0.5653955,0,785.0629,62.68147,0.007235743,0,73.63172,95.31544,5.420932,371.0506535,367.7864819,49.10897241,16.26554938,16.10856,2.254416,83,83,0.4230282,0.06161998
0.07999999,0.01402532,0,0.5918556,0,829.4053,62.64567,0.01271272,0,73.60767,95.31544,5.426942,394.0505634,390.6161542,51.9121039,20.20597743,20.01472,2.773537,83,83,0.6036445,0.08675975
0.08999999,0.01742305,0,0.6043321,0,848.9231,62.60645,0.02003173,0,73.58363,95.31544,5.432952,404.3435145,400.8328762,53.16655954,24.24935652,24.02305,3.305202,83,83,0.8238334,0.1171534
0.09999999,0.02090956,0,0.6094199,0,868.4409,62.56604,0.02909356,0,73.55959,95.31544,5.438962,414.6570094,411.0699653,54.42351611,28.39588094,28.13375,3.849437,83,83,1.084617,0.1529266
0.11,0.02448501,0,0.610617,0,887.9588,62.52468,0.039972,0,73.53555,95.31544,5.444973,424.989851,421.3262349,55.68282758,32.64573824,32.34701,4.406265,83,83,1.387021,0.1942052
0.12,0.02814958,0,0.6096433,0,907.4769,62.48238,0.05274737,0,73.51151,95.31544,5.450983,435.342621,431.6022639,56.94456529,36.9991278,36.66303,4.97571,83,83,1.732071,0.241115
0.13,0.03190343,0,0.607416,0,908.3507,62.43913,0.06750505,0,73.48747,95.31544,5.456993,436.1089379,432.3628996,57.03795969,41.36019117,40.98666,5.54609,83,83,2.12032,0.293724
0.14,0.03566391,0,0.6045234,0,904.5635,62.39529,0.08395372,0,73.46343,95.31544,5.463003,434.4764828,430.7425468,56.83900542,45.70493906,45.29409,6.11448,83,83,2.551723,0.3520269
0.15,0.03941034,0,0.6013074,0,900.7765,62.35162,0.1019715,0,73.43939,95.31544,5.469013,432.8398146,429.1180116,56.63953756,50.03331979,49.58527,6.680875,83,83,3.02612,0.4160036
0.16,0.04314267,0,0.5979548,0,896.9894,62.30812,0.1215168,0,73.41535,95.31544,5.475023,431.1986957,427.4890583,56.43952716,54.34529206,53.86016,7.24527,83,83,3.543347,0.4856344
0.17,0.04686087,0,0.5945734,0,893.2025,62.26481,0.1425514,0,73.39131,95.31544,5.481034,429.5532122,425.8557722,56.23898494,58.64081489,58.11872,7.80766,83,83,4.103242,0.560899
0.18,0.0505649,0,0.591226,0,889.4156,62.22169,0.1650394,0,73.36727,95.31544,5.487044,427.9033271,424.2181166,56.03790615,62.91983731,62.3609,8.368039,83,83,4.70564,0.6417775
0.19,0.05425474,0,0.587949,0,885.6287,62.17875,0.1889474,0,73.34323,95.31544,5.493054,426.2490948,422.5761455,55.83629742,67.18231869,66.58666,8.926402,83,83,5.350378,0.7282497
0.2,0.05793033,0,0.5847629,0,881.842,62.13599,0.2142431,0,73.31919,95.31544,5.499064,424.5905411,420.9298845,55.63416189,71.42821832,70.79596,9.482743,83,83,6.037291,0.8202955
0.21,0.06159164,0,0.5816783,0,878.0552,62.09341,0.2408961,0,73.29515,95.31544,5.505075,422.9277069,419.2793741,55.43150478,75.65748605,74.98875,10.03706,83,83,6.766214,0.9178945
0.22,0.06523863,0,0.5786998,0,874.2686,62.05103,0.2688775,0,73.27111,95.31544,5.511085,421.2605939,417.6246161,55.22832606,79.87008055,79.16499,10.58934,83,83,7.536983,1.021026
0.23,0.06887127,0,0.5774,0,870.482,62.00882,0.2989728,0,73.24706,95.31544,5.517095,419.5887654,415.965177,55.02457253,84.06597272,83.32465,11.13959,83,83,8.349431,1.129671
0.24,0.07248954,0,0.5761315,0,866.6955,61.9668,0.3304741,0,73.22302,95.31544,5.523105,417.9126577,414.3014898,54.82029732,88.24510031,87.46767,11.68779,83,83,9.203393,1.243808
0.25,0.07609339,0,0.5748522,0,862.9091,61.92496,0.3633297,0,73.19898,95.31544,5.529115,416.2322703,412.633554,54.61550063,92.40741381,91.594,12.23394,83,83,10.0987,1.363417
0.26,0.07968277,0,0.5735719,0,859.1226,61.88331,0.3975142,0,73.17494,95.31544,5.535125,414.5475928,410.9613593,54.41018095,96.55288329,95.70361,12.77804,83,83,11.03519,1.488477
0.27,0.08325765,0,0.5722978,0,855.3362,61.84184,0.4330027,0,73.1509,95.31544,5.541135,412.8586763,409.2849565,54.20434451,100.6814678,99.79646,13.32008,83,83,12.01269,1.618967
0.28,0.086818,0,0.5710351,0,851.55,61.80055,0.4697712,0,73.12686,95.31544,5.547145,411.1655718,407.604396,53.99799752,104.7931177,103.8725,13.86006,83,83,13.03103,1.754868
0.29,0.09036379,0,0.569788,0,847.7638,61.75945,0.507796,0,73.10282,95.31544,5.553156,409.4682644,405.9196633,53.7911384,108.8878019,107.9317,14.39797,83,83,14.09006,1.896158
0.3,0.09389499,0,0.568559,0,843.9776,61.71854,0.5470535,0,73.07878,95.31544,5.559166,407.7667437,404.2307476,53.58376564,112.9654609,111.974,14.93381,83,83,15.18958,2.042817
0.31,0.09741154,0,0.5673502,0,840.1915,61.6778,0.5875204,0,73.05474,95.31544,5.565176,406.0610921,402.5377311,53.37588928,117.0260934,115.9994,15.46757,83,83,16.32945,2.194824
0.32,0.1009134,0,0.5661631,0,836.4054,61.63725,0.6291752,0,73.0307,95.31544,5.571186,404.3512575,400.8405619,53.16750323,121.0696001,120.0078,15.99925,83,83,17.50949,2.352158
0.33,0.1044006,0,0.5649983,0,832.6194,61.59689,0.6719941,0,73.00666,95.31544,5.577197,402.6373617,399.1393609,52.95862207,125.0959796,123.9992,16.52884,83,83,18.72952,2.514798
0.3399999,0.1078731,0,0.5638565,0,828.8336,61.5567,0.7159564,0,72.98262,95.31544,5.583207,400.9677105,396.8580653,57.26063976,129.105431,127.9677806,17.10144638,82.38817,82.38817,20.0092,2.68295
0.3499999,0.111331,0,0.5627381,0,825.0477,61.5167,0.7610425,0,72.95858,95.31544,5.589217,399.2467614,395.1317955,57.17377592,133.0976707,131.9190984,17.67318413,82.36953,82.36953,21.32839,2.856823
0.3599999,0.1147741,0,0.5616428,0,821.2619,61.47689,0.8072281,0,72.93454,95.31544,5.595227,397.5218185,393.4022316,57.08134898,137.072659,135.8531207,18.24399761,82.35139,82.35139,22.68692,3.036409
0.3699999,0.1182023,0,0.5605708,0,820.5843,61.43726,0.8544933,0,72.9105,95.31544,5.601237,397.4201943,393.2822276,57.20052748,141.0466299,139.7859428,18.81600287,82.33374,82.33374,24.08478,3.221709
0.3799999,0.1216298,0,0.5595175,0,820.2521,61.39775,0.9030175,0,72.88646,95.31544,5.607247,397.4980688,393.3405924,57.34015235,145.0213784,143.7193487,19.38940438,82.31653,82.31653,25.52198,3.412736
0.3899999,0.1250579,0,0.5592429,0,819.9201,61.35825,0.9541166,0,72.86241,95.31544,5.613257,397.5744794,393.3979321,57.4763748,148.9968901,147.6533279,19.96416812,82.29975,82.29975,26.99851,3.609504
0.3999999,0.1284868,0,0.5592172,0,819.5881,61.31877,1.007051,0,72.83837,95.31544,5.619268,397.6500351,393.4548347,57.60940442,152.9731564,151.5878762,20.54026215,82.28338,82.28338,28.51439,3.812026
0.4099999,0.1319163,0,0.5591915,0,819.2561,61.27931,1.061418,0,72.81433,95.31544,5.625278,397.7247356,393.5112763,57.73942103,156.9501688,155.5229888,21.11765634,82.2674,82.2674,30.06962,4.020315
0.4199999,0.1353466,0,0.5591657,0,818.9242,61.23986,1.117218,0,72.79029,95.31544,5.631288,397.7986662,393.5673245,57.86656966,160.9279194,159.458662,21.69632203,82.25178,82.25178,31.66421,4.234385
0.4299999,0.1387775,0,0.55914,0,818.5923,61.20043,1.174451,0,72.76625,95.31544,5.637298,397.8717679,393.6229039,57.99097548,164.9064004,163.394891,22.27623177,82.23652,82.23652,33.29815,4.454248
0.4399998,0.1422091,0,0.5591143,0,818.2606,61.16102,1.233118,0,72.74221,95.31544,5.643309,397.9441711,393.6781296,58.11276665,168.8856044,167.3316722,22.85735942,82.22159,82.22159,34.97147,4.679916
0.4499998,0.1456414,0,0.5590886,0,817.9288,61.12162,1.293218,0,72.71817,95.31544,5.649319,398.0157223,393.7328307,58.23206336,172.8655232,171.2690004,23.43968004,82.20699,82.20699,36.68416,4.911401
0.4599998,0.1490744,0,0.5590629,0,817.5971,61.08224,1.35475,0,72.69413,95.31544,5.655329,398.0865426,393.7871187,58.34895503,176.8461493,175.2068715,24.02316958,82.19268,82.19268,38.43623,5.148715
0.4699998,0.1525081,0,0.5590372,0,817.2655,61.04287,1.417717,0,72.67009,95.31544,5.661339,398.1566418,393.8409893,58.46354893,180.8274755,179.1452813,24.60780506,82.17867,82.17867,40.22768,5.39187
0.4799998,0.1559424,0,0.5590116,0,816.934,61.00352,1.482116,0,72.64605,95.31544,5.667349,398.2260105,393.8944189,58.57595237,184.8094947,183.0842254,25.19356457,82.16494,82.16494,42.05852,5.640877
0.4899998,0.1593773,0,0.5589859,0,816.6024,60.96418,1.547949,0,72.62201,95.31544,5.673359,398.2944849,393.9472366,58.68621202,188.7921975,187.0236977,25.78042668,82.15148,82.15148,43.92876,5.895747
0.4999998,0.1628129,0,0.5589602,0,816.271,60.92487,1.615215,0,72.59797,95.31544,5.679369,398.3622728,393.999637,58.79444214,192.7755779,190.963694,26.36837108,82.13828,82.13828,45.83839,6.156491
0.5099998,0.1662492,0,0.5589346,0,815.9396,60.88557,1.683913,0,72.57393,95.31544,5.68538,398.4291816,394.0514176,58.9007053,196.7596263,194.904208,26.95737812,82.12533,82.12533,47.78744,6.42312
0.5199998,0.1696861,0,0.5589089,0,815.6083,60.84628,1.754044,0,72.54989,95.31544,5.69139,398.4954394,394.1027968,59.00509092,200.7443365,198.8452359,27.54742902,82.11262,82.11262,49.77589,6.695644
0.5299998,0.1731236,0,0.5588832,0,815.277,60.80701,1.825609,0,72.52585,95.31544,5.6974,398.5608193,394.1535402,59.1076427,204.7297001,202.7867712,28.13850543,82.10014,82.10014,51.80376,6.974073
0.5399998,0.1765618,0,0.5588576,0,814.9458,60.76776,1.898606,0,72.5018,95.31544,5.70341,398.625445,394.2037631,59.20843316,208.7157088,206.7288088,28.73058975,82.08787,82.08787,53.87104,7.258419
0.5499998,0.1800006,0,0.5588282,0,814.6146,60.72852,1.973022,0,72.47776,95.31544,5.70942,398.689393,394.253533,59.30753582,212.7023567,210.671344,29.3236651,82.07583,82.07583,55.97776,7.54869
0.5599998,0.18344,0,0.5588026,0,814.2836,60.6893,2.048882,0,72.45372,95.31544,5.715431,398.752527,394.3027068,59.40499339,216.689635,214.614371,29.91771502,82.06399,82.06399,58.1239,7.844897
0.5699998,0.18688,0,0.558777,0,813.9525,60.6501,2.126174,0,72.42968,95.31544,5.721441,398.8147941,394.351225,59.50085157,220.6775354,218.5578832,30.51272352,82.05235,82.05235,60.30948,8.14705
0.5799997,0.1903207,0,0.5587514,0,813.6215,60.61091,2.204898,0,72.40564,95.31544,5.727451,398.8763298,394.3992147,59.59518387,224.6660502,222.5018752,31.10867535,82.04089,82.04089,62.5345,8.455157
0.5899997,0.1937619,0,0.5587258,0,813.2906,60.57174,2.285053,0,72.3816,95.31544,5.733461,398.9370537,394.4465924,59.68801016,228.6551718,226.4463411,31.70555543,82.02963,82.02963,64.79896,8.769228
0.5999997,0.1972037,0,0.5587001,0,812.9597,60.53259,2.366639,0,72.35756,95.31544,5.739471,398.9970104,394.493394,59.77939799,232.6448922,230.3912749,32.3033494,82.01855,82.01855,67.10287,9.089272
0.6099997,0.2006461,0,0.5586746,0,812.6288,60.49345,2.449656,0,72.33352,95.31544,5.745481,399.0561688,394.5395836,59.86938114,236.6352036,234.3366707,32.9020432,82.00763,82.00763,69.44624,9.415299
0.6199997,0.2040891,0,0.558649,0,812.2981,60.45432,2.534103,0,72.30948,95.31544,5.751492,399.1145949,394.5852209,59.95801325,240.626099,238.2825228,33.50162332,81.99689,81.99689,71.82906,9.747317
0.6299997,0.2075327,0,0.5586234,0,811.9674,60.41521,2.61998,0,72.28544,95.31544,5.757502,399.1722077,394.6302184,60.04533405,244.6175695,242.2288249,34.10207664,81.98631,81.98631,74.25135,10.08534
0.6399997,0.2109769,0,0.5585978,0,811.6367,60.37613,2.707287,0,72.2614,95.31544,5.763512,399.2290514,394.6746199,60.13135548,248.6096079,246.175571,34.70339019,81.97588,81.97588,76.7131,10.42936
0.6499997,0.2144216,0,0.5585722,0,811.3062,60.33705,2.796023,0,72.23736,95.31544,5.769522,399.285123,394.7184134,60.21614011,252.6022064,250.122755,35.30555157,81.96561,81.96561,79.21433,10.77941
0.6599997,0.2178669,0,0.5585467,0,810.9756,60.29799,2.886187,0,72.21332,95.31544,5.775532,399.3403458,394.7615195,60.29970582,256.5953565,254.0703701,35.90854862,81.9555,81.9555,81.75504,11.13548
0.6699997,0.2213128,0,0.5585212,0,810.6451,60.25895,2.97778,0,72.18928,95.31544,5.781542,399.3947956,394.8040097,60.38208938,260.5890504,258.0184101,36.5123695,81.94552,81.94552,84.33522,11.49758
0.6799996,0.2247592,0,0.5584956,0,810.3147,60.21992,3.0708,0,72.16524,95.31544,5.787553,399.4484652,394.845872,60.46332554,264.5832806,261.9668688,37.11700274,81.93568,81.93568,86.95489,11.86573
0.6899996,0.2282062,0,0.5584701,0,809.9843,60.18092,3.165248,0,72.1412,95.31544,5.793563,399.5013039,394.8870509,60.54344611,268.5780385,265.9157392,37.72243719,81.92597,81.92597,89.61404,12.23993
0.6999996,0.2316537,0,0.5584445,0,809.6541,60.14192,3.261122,0,72.11715,95.31544,5.799573,399.5534482,394.9276814,60.62247491,272.5733171,269.8650159,38.32866192,81.9164,81.9164,92.31269,12.62018
0.7099996,0.2351017,0,0.558419,0,809.3238,60.10294,3.358421,0,72.09311,95.31544,5.805583,399.6047982,394.9676602,60.70042984,276.5691086,273.8146924,38.93566621,81.90696,81.90696,95.05083,13.0065
0.7199996,0.2385503,0,0.5583935,0,808.9936,60.06398,3.457149,0,72.06907,95.31544,5.811594,399.6553441,395.0069714,60.77735262,280.5654051,277.7647621,39.54343972,81.89764,81.89764,97.82848,13.3989
0.7299996,0.2419994,0,0.558368,0,808.6635,60.02504,3.557298,0,72.04503,95.31544,5.817604,399.7050089,395.0455357,60.85325715,284.5621982,281.7152173,40.15197228,81.88845,81.88845,100.6456,13.79738
0.7399996,0.2454491,0,0.5583425,0,808.3334,59.98611,3.658874,0,72.02099,95.31544,5.823614,399.7539125,395.083468,60.92818615,288.5594791,285.6660519,40.76125413,81.87936,81.87936,103.5023,14.20194
0.7499996,0.2488992,0,0.5583169,0,808.0034,59.9472,3.761873,0,71.99695,95.31544,5.829624,399.8020223,395.1207368,61.00213366,292.5572412,289.6172592,41.37127545,81.87041,81.87041,106.3985,14.61261
0.7599996,0.2523499,0,0.5583231,0,807.6734,59.9083,3.866515,0,71.97291,95.31544,5.835634,399.8492639,395.1572626,61.07513147,296.5554744,293.5688317,41.98202675,81.86155,81.86155,109.3342,15.02937
0.7699996,0.255801,0,0.5583441,0,807.3435,59.86942,3.972697,0,71.94887,95.31544,5.841644,399.8955709,395.1929777,61.14718355,300.5541708,297.5207614,42.59349857,81.85281,81.85281,112.3094,15.45225
0.7799996,0.2592527,0,0.558365,0,807.0136,59.83056,4.080317,0,71.92483,95.31544,5.847654,399.9410717,395.2280053,61.21833561,304.5533213,301.4730414,43.20568191,81.84418,81.84418,115.3241,15.88124
0.7899995,0.2627048,0,0.5583861,0,806.6838,59.79171,4.189375,0,71.90079,95.31544,5.853664,399.9858783,395.2624568,61.28860452,308.5529199,305.4256659,43.81856795,81.83565,81.83565,118.3784,16.31637
0.7999995,0.2661575,0,0.5584071,0,806.3541,59.75288,4.299874,0,71.87675,95.31544,5.859675,400.0297502,395.2960858,61.35801214,312.5529561,309.3786266,44.43214805,81.82722,81.82722,121.4721,16.75762
0.8099995,0.2696106,0,0.5584281,0,806.0244,59.71407,4.411811,0,71.85271,95.31544,5.865685,400.0728274,395.3290352,61.42655053,316.5534228,313.3319169,45.04641355,81.81889,81.81889,124.6055,17.20501
0.8199995,0.2730642,0,0.5584491,0,805.6948,59.67527,4.525187,0,71.82867,95.31544,5.871695,400.1150902,395.3612774,61.49427432,320.5543119,317.2855296,45.66135627,81.81065,81.81065,127.7783,17.65855
0.8299995,0.2765182,0,0.5584702,0,805.3652,59.63648,4.639999,0,71.80463,95.31544,5.877705,400.1565966,395.3928718,61.56117855,324.5556154,321.2394582,46.27696805,81.80251,81.80251,130.9907,18.11824
0.8399995,0.2799727,0,0.5584913,0,805.0357,59.59772,4.756248,0,71.78059,95.31544,5.883716,400.1972474,395.4237152,61.62728507,328.5573247,325.1936953,46.89324088,81.79446,81.79446,134.2426,18.5841
0.8499995,0.2834277,0,0.5585123,0,804.7062,59.55897,4.873934,0,71.75655,95.31544,5.889726,400.2370484,395.4538116,61.69260779,332.5594313,329.1482333,47.51016695,81.78649,81.78649,137.5341,19.05611
0.8599995,0.2868831,0,0.5585334,0,804.3768,59.52023,4.993055,0,71.7325,95.31544,5.895736,400.2760759,395.4832364,61.75715863,336.5619283,333.1030656,48.12773852,81.77863,81.77863,140.8652,19.5343
0.8699995,0.290339,0,0.5585546,0,804.0475,59.48151,5.113612,0,71.70846,95.31544,5.901746,400.3142929,395.51195,61.82095547,340.5648067,337.058185,48.74594806,81.77084,81.77084,144.2357,20.01867
0.8799995,0.2937953,0,0.5585757,0,803.7182,59.44281,5.235605,0,71.68442,95.31544,5.907756,400.3516076,395.5398569,61.88401519,344.5680577,341.0135835,49.3647882,81.76314,81.76314,147.6459,20.50922
0.8899994,0.2972521,0,0.5585968,0,803.389,59.40413,5.35903,0,71.66038,95.31544,5.913766,400.3881571,395.5670962,61.94633781,348.5716741,344.9692543,49.98425156,81.75552,81.75552,151.0956,21.00597
0.8999994,0.3007093,0,0.558618,0,803.0598,59.36546,5.48389,0,71.63634,95.31544,5.919776,400.4238635,395.5935845,62.00795412,352.5756468,348.9251901,50.60433109,81.74797,81.74797,154.5848,21.50891
0.9099994,0.3041669,0,0.5586392,0,802.7307,59.32681,5.610181,0,71.6123,95.31544,5.925787,400.4587425,395.6193377,62.06886609,356.579968,352.8813834,51.22501974,81.74052,81.74052,158.1136,22.01806
0.9199994,0.3076249,0,0.5586603,0,802.4017,59.28818,5.737907,0,71.58826,95.31544,5.931797,400.4928493,395.6444074,62.12910155,360.5846293,356.8378274,51.84631074,81.73313,81.73313,161.682,22.53342
0.9299994,0.3110833,0,0.5586815,0,802.0726,59.24956,5.867061,0,71.56422,95.31544,5.937807,400.526055,395.6686665,62.18864163,364.5896227,360.794514,52.46819714,81.72581,81.72581,165.2899,23.05499
0.9399994,0.3145422,0,0.5587028,0,801.7437,59.21095,5.997649,0,71.54018,95.31544,5.943817,400.5584864,395.6922381,62.24752009,368.5949398,364.7514362,53.09067233,81.71858,81.71858,168.9375,23.58278
0.9499994,0.3180014,0,0.558724,0,801.4148,59.17237,6.129665,0,71.51614,95.31544,5.949828,400.5900586,395.7150349,62.30574787,372.6005724,368.7085865,53.71372979,81.71142,81.71142,172.6245,24.1168
0.9599994,0.3214611,0,0.5587452,0,801.086,59.1338,6.263113,0,71.4921,95.31544,5.955838,400.6207886,395.7370727,62.3633349,376.6065118,372.6659571,54.33736313,81.70432,81.70432,176.3512,24.65706
0.9699994,0.3249211,0,0.5587665,0,800.7572,59.09525,6.397985,0,71.46806,95.31544,5.961848,400.6507067,395.7583834,62.42027522,380.6127499,376.6235409,54.96156587,81.6973,81.6973,180.1174,25.20355
0.9799994,0.3283815,0,0.5587877,0,800.4285,59.05671,6.534287,0,71.44402,95.31544,5.967858,400.6797666,395.7789152,62.47660061,384.6192778,380.58133,55.58633186,81.69034,81.69034,183.9232,25.75629
0.9899994,0.3318422,0,0.558809,0,800.0999,59.01819,6.672016,0,71.41998,95.31544,5.973868,400.7080532,395.7987556,62.53230314,388.6260886,384.5393174,56.21165488,81.68345,81.68345,187.7686,26.31528
0.9999993,0.3353034,0,0.5588303,0,799.7712,58.97968,6.811173,0,71.39594,95.31544,5.979878,400.7354559,395.8177893,62.58740466,392.6331728,388.4974952,56.83752891,81.67663,81.67663,191.6536,26.88053
1.009999,0.338765,0,0.5588516,0,799.4427,58.94119,6.951753,0,71.37189,95.31544,5.985888,400.7620266,395.8360681,62.64191211,396.6405224,392.4558558,57.46394802,81.66986,81.66986,195.5782,27.45204
1.019999,0.3422268,0,0.5588729,0,799.1142,58.90272,7.093754,0,71.34785,95.31544,5.991899,400.7877551,395.8535799,62.69583644,400.6481292,396.4143915,58.09090637,81.66316,81.66316,199.5423,28.02981
1.029999,0.3456891,0,0.5588942,0,798.7858,58.86426,7.237183,0,71.32381,95.31544,5.997909,400.8127676,395.870452,62.74918259,404.6559852,400.373096,58.71839818,81.65653,81.65653,203.5461,28.61386
1.039999,0.3491516,0,0.5589156,0,798.4574,58.82582,7.382031,0,71.29977,95.31544,6.003919,400.8367648,395.8863824,62.80194463,408.6640806,404.3319597,59.34641761,81.64996,81.64996,207.5894,29.20418
1.049999,0.3526146,0,0.558937,0,798.129,58.78739,7.528299,0,71.27573,95.31544,6.009929,400.8600049,395.9016292,62.85414439,412.6724087,408.2909759,59.97495904,81.64343,81.64343,211.6723,29.80079
1.059999,0.3560778,0,0.5589583,0,797.8008,58.74899,7.675988,0,71.25169,95.31544,6.015939,400.8823763,395.9160774,62.90579678,416.6809592,412.2501366,60.60401699,81.63697,81.63697,215.7948,30.40369
1.069999,0.3595414,0,0.5589797,0,797.4726,58.71059,7.825098,0,71.22765,95.31544,6.02195,400.9039338,395.9297825,62.95690181,420.6897256,416.2094343,61.233586,81.63057,81.63057,219.9569,31.01287
1.079999,0.3630053,0,0.5590011,0,797.1444,58.67222,7.975628,0,71.20361,95.31544,6.02796,400.9245985,395.942665,63.00745747,424.6986978,420.1688609,61.86366056,81.62422,81.62422,224.1586,31.62836
1.089999,0.3664695,0,0.5590225,0,796.8163,58.63386,8.127571,0,71.17957,95.31544,6.03397,400.944512,395.9548641,63.0574916,428.7078693,424.1284094,62.49423546,81.61793,81.61793,228.3999,32.25015
1.099999,0.3699341,0,0.5590439,0,796.4883,58.59551,8.280931,0,71.15553,95.31544,6.03998,400.9635649,395.9662685,63.10700915,432.7172305,428.088072,63.12530554,81.61169,81.61169,232.6808,32.87825
1.109999,0.3733989,0,0.5590653,0,796.1604,58.55719,8.435709,0,71.13148,95.31544,6.04599,400.9817465,395.9768702,63.15599225,436.7267734,432.0478406,63.75686545,81.6055,81.6055,237.0012,33.51266
1.119999,0.3768641,0,0.5590869,0,795.8325,58.51888,8.591898,0,71.10744,95.31544,6.052001,400.9990244,395.9866334,63.20445977,440.7364882,436.0077069,64.38891003,81.59937,81.59937,241.3613,34.15339
1.129999,0.3803295,0,0.5591083,0,795.5046,58.48058,8.749495,0,71.0834,95.31544,6.058011,401.0155098,395.9956695,63.25242164,444.7463675,439.9676635,65.02143423,81.59329,81.59329,245.761,34.80044
1.139999,0.3837953,0,0.5591298,0,795.1768,58.4423,8.90851,0,71.05936,95.31544,6.064021,401.0311704,396.0039426,63.29989773,448.7564039,443.9277028,65.6544332,81.58726,81.58726,250.2003,35.45382
1.149999,0.3872613,0,0.5591512,0,794.849,58.40404,9.068933,0,71.03532,95.31544,6.070031,401.045905,396.0113534,63.34686918,452.7665867,447.8878163,66.28790187,81.58128,81.58128,254.6791,36.11353
1.159999,0.3907276,0,0.5591727,0,794.5213,58.36579,9.230765,0,71.01128,95.31544,6.076041,401.0598062,396.0179934,63.39335186,456.7769082,451.8479961,66.92183538,81.57534,81.57534,259.1976,36.77958
1.169999,0.3941941,0,0.5591943,0,794.1937,58.32756,9.394002,0,70.98724,95.31544,6.082051,401.0728996,396.0238863,63.4393587,460.7873599,455.8082349,67.55622895,81.56945,81.56945,263.7557,37.45197
1.179999,0.3976609,0,0.5592158,0,793.8661,58.28934,9.558646,0,70.9632,95.31544,6.088061,401.0852157,396.029064,63.48488572,464.7979347,459.7685255,68.19107779,81.56361,81.56361,268.3534,38.1307
1.189999,0.401128,0,0.5592373,0,794.1223,58.25114,9.724698,0,70.93916,95.31544,6.094072,401.4188973,396.3521967,63.57725504,468.8118462,463.7320473,68.82685033,81.55782,81.55782,272.9907,38.81579
1.199999,0.4045981,0,0.5592589,0,794.3787,58.21295,9.892286,0,70.91512,95.31544,6.100082,401.7522878,396.675083,63.66929654,472.8290918,467.6987981,69.46354328,81.55208,81.55208,277.6677,39.50724
1.209999,0.4080713,0,0.5592805,0,794.6352,58.17474,10.06142,0,70.89108,95.31544,6.106092,402.0854334,396.9977666,63.76103107,476.8496673,471.6687757,70.10115358,81.54637,81.54637,282.3844,40.20507
1.219999,0.4115475,0,0.5593022,0,794.8916,58.13652,10.2321,0,70.86703,95.31544,6.112102,402.4181453,397.3200609,63.85243082,480.8735712,475.6419762,70.73967787,81.54071,81.54071,287.1408,40.90927
1.229999,0.4150267,0,0.5593238,0,795.1482,58.09829,10.40432,0,70.84299,95.31544,6.118113,402.750659,397.6421962,63.94354645,484.9007996,479.618398,71.37911332,81.5351,81.5351,291.937,41.61987
1.239999,0.4185089,0,0.5593455,0,795.4048,58.06005,10.57809,0,70.81895,95.31544,6.124123,403.0828701,397.9640732,64.03433923,488.9313499,483.5980387,72.0194567,81.52953,81.52953,296.7729,42.33686
1.249999,0.4219942,0,0.5593672,0,795.6614,58.02179,10.75341,0,70.79491,95.31544,6.130133,403.4147164,398.2856243,64.12483796,492.965219,487.5808948,72.66070506,81.52399,81.52399,301.6488,43.06026
1.259999,0.4254825,0,0.5593889,0,795.9182,57.98352,10.93029,0,70.77087,95.31544,6.136143,403.7463004,398.606953,64.21504562,497.0024036,491.5669643,73.30285551,81.51851,81.51851,306.5645,43.79007
1.269999,0.4289738,0,0.5594108,0,796.175,57.94524,11.10872,0,70.74683,95.31544,6.142153,404.0775838,398.9280194,64.30496916,501.042901,495.5562444,73.94590518,81.51306,81.51306,311.52,44.52632
1.279999,0.4324682,0,0.5594325,0,796.4318,57.90694,11.28872,0,70.72279,95.31544,6.148163,404.4085676,399.2488275,64.3945907,505.0867075,499.5487326,74.58985108,81.50765,81.50765,316.5155,45.269
1.289999,0.4359656,0,0.5594544,0,796.6886,57.86864,11.47027,0,70.69875,95.31544,6.154173,404.7391504,399.569274,64.48391423,509.1338198,503.5444252,75.2346902,81.50228,81.50228,321.5509,46.01812
