Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
38.06962,0.3160052,0,0.5857805,0,0,43.42574,1.244373,0,58.66396,95.31544,9.162871,-32.78549381,-32.78075083,-0.557655535,320.8855828,255.3502876,194.3290693,52.7278,52.7278,36066.4,8474.031
38.07962,0.3157485,0,0.5858058,0,0,43.42574,1.242195,0,58.66396,95.31544,9.162871,-32.78386124,-32.7791271,-0.557121538,320.621423,255.0224963,194.323498,52.69312,52.69312,36068.95,8475.975
38.08961,0.3154919,0,0.5858312,0,0,43.42574,1.240019,0,58.66396,95.31544,9.162871,-32.7822257,-32.77750039,-0.556588216,320.3573939,254.6947213,194.3179322,52.65838,52.65838,36071.5,8477.918
38.09961,0.3152355,0,0.5858565,0,0,43.42574,1.237847,0,58.66396,95.31544,9.162871,-32.78059565,-32.77587914,-0.556055135,320.0935049,254.3669625,194.3123716,52.62358,52.62358,36074.04,8479.861
38.10961,0.3149792,0,0.5858818,0,0,43.42574,1.235679,0,58.66396,95.31544,9.162871,-32.77896709,-32.77425939,-0.555522706,319.8297469,254.03922,194.3068164,52.58873,52.58873,36076.58,8481.805
38.11961,0.314723,0,0.585907,0,0,43.42574,1.233514,0,58.66396,95.31544,9.162871,-32.77733707,-32.77263814,-0.554990719,319.5661204,253.7114936,194.3012665,52.55383,52.55383,36079.12,8483.748
38.12961,0.314467,0,0.5859323,0,0,43.42574,1.231351,0,58.66396,95.31544,9.162871,-32.77571103,-32.77102087,-0.554458903,319.3026255,253.3837834,194.2957219,52.51886,52.51886,36081.65,8485.691
38.13961,0.314211,0,0.5859575,0,0,43.42574,1.229193,0,58.66396,95.31544,9.162871,-32.77408898,-32.76940757,-0.553927793,319.0392718,253.0560893,194.2901826,52.48384,52.48384,36084.18,8487.635
38.1496,0.3139552,0,0.5859827,0,0,43.42574,1.227038,0,58.66396,95.31544,9.162871,-32.77247042,-32.76779775,-0.553397303,318.7760596,252.7284113,194.2846486,52.44876,52.44876,36086.71,8489.578
38.1596,0.3136995,0,0.586008,0,0,43.42574,1.224885,0,58.66396,95.31544,9.162871,-32.77085238,-32.76618842,-0.552866993,318.5129705,252.4007495,194.27912,52.41363,52.41363,36089.23,8491.521
38.1696,0.3134439,0,0.5860331,0,0,43.42574,1.222737,0,58.66396,95.31544,9.162871,-32.76923435,-32.76457909,-0.552337311,318.2500234,252.0731037,194.2735966,52.37844,52.37844,36091.75,8493.463
38.1796,0.3131884,0,0.5860583,0,0,43.42574,1.220592,0,58.66396,95.31544,9.162871,-32.76761634,-32.76296977,-0.551808126,317.9872187,251.745474,194.2680785,52.34319,52.34319,36094.27,8495.405
38.1896,0.3129331,0,0.5860834,0,0,43.42574,1.218449,0,58.66396,95.31544,9.162871,-32.76600926,-32.76137137,-0.551279026,317.7245471,251.4178603,194.2625657,52.30788,52.30788,36096.79,8497.348
38.1996,0.3126779,0,0.5861086,0,0,43.42574,1.216311,0,58.66396,95.31544,9.162871,-32.76439823,-32.759769,-0.550750617,317.4620091,251.0902626,194.2570582,52.27252,52.27252,36099.3,8499.29
38.20959,0.3124228,0,0.5861337,0,0,43.42574,1.214175,0,58.66396,95.31544,9.162871,-32.76279118,-32.7581706,-0.550222696,317.1996048,250.7626809,194.251556,52.23709,52.23709,36101.8,8501.232
38.21959,0.3121679,0,0.5861588,0,0,43.42574,1.212044,0,58.66396,95.31544,9.162871,-32.76119062,-32.75657866,-0.549695397,316.9373439,250.4351151,194.246059,52.20162,52.20162,36104.31,8503.175
38.22959,0.311913,0,0.5861838,0,0,43.42574,1.209914,0,58.66396,95.31544,9.162871,-32.75958509,-32.75498175,-0.549168307,316.6752174,250.1075653,194.2405674,52.16608,52.16608,36106.81,8505.117
38.23959,0.3116584,0,0.5862089,0,0,43.42574,1.207789,0,58.66396,95.31544,9.162871,-32.75798704,-32.7533923,-0.548641722,316.4132254,249.7800314,194.2350809,52.13049,52.13049,36109.3,8507.06
38.24959,0.3114038,0,0.5862339,0,0,43.42574,1.205667,0,58.66396,95.31544,9.162871,-32.75638701,-32.75180085,-0.54811582,316.1513776,249.4525134,194.2295998,52.09484,52.09484,36111.8,8509.002
38.25959,0.3111493,0,0.5862589,0,0,43.42574,1.203548,0,58.66396,95.31544,9.162871,-32.75478898,-32.75021139,-0.547590088,315.889665,249.1250113,194.2241239,52.05912,52.05912,36114.29,8510.944
38.26958,0.310895,0,0.5862839,0,0,43.42574,1.201432,0,58.66396,95.31544,9.162871,-32.75319991,-32.74863088,-0.547064915,315.6280972,248.797525,194.2186532,52.02335,52.02335,36116.78,8512.887
38.27958,0.3106408,0,0.5863089,0,0,43.42574,1.199319,0,58.66396,95.31544,9.162871,-32.75161185,-32.74705136,-0.546540123,315.3666556,248.4700545,194.2131878,51.98753,51.98753,36119.27,8514.829
38.28958,0.3103867,0,0.5863339,0,0,43.42574,1.19721,0,58.66396,95.31544,9.162871,-32.75002181,-32.74546985,-0.546015664,315.1053688,248.1425998,194.2077277,51.95164,51.95164,36121.75,8516.771
38.29958,0.3101328,0,0.5863588,0,0,43.42574,1.195105,0,58.66396,95.31544,9.162871,-32.74843378,-32.74389032,-0.545491942,314.8442088,247.8151609,194.2022727,51.9157,51.9157,36124.22,8518.714
38.30958,0.3098789,0,0.5863838,0,0,43.42574,1.193003,0,58.66396,95.31544,9.162871,-32.7468547,-32.74231974,-0.544968811,314.5831948,247.4877377,194.1968231,51.8797,51.8797,36126.7,8520.656
38.31958,0.3096253,0,0.5864087,0,0,43.42574,1.190903,0,58.66396,95.31544,9.162871,-32.74527415,-32.74074767,-0.544445811,314.3223175,247.1603302,194.1913786,51.84364,51.84364,36129.17,8522.599
38.32957,0.3093717,0,0.5864336,0,0,43.42574,1.188807,0,58.66396,95.31544,9.162871,-32.74368914,-32.73917112,-0.543923362,314.0615867,246.8329385,194.1859394,51.80752,51.80752,36131.64,8524.54
38.33957,0.3091183,0,0.5864584,0,0,43.42574,1.186715,0,58.66396,95.31544,9.162871,-32.74211805,-32.73760849,-0.543401418,313.8009932,246.5055625,194.1805054,51.77134,51.77134,36134.11,8526.481
38.34957,0.308865,0,0.5864833,0,0,43.42574,1.184625,0,58.66396,95.31544,9.162871,-32.74053755,-32.73603642,-0.542879823,313.5405375,246.1782021,194.1750766,51.7351,51.7351,36136.57,8528.423
38.35957,0.3086118,0,0.5865082,0,0,43.42574,1.182539,0,58.66396,95.31544,9.162871,-32.7389645,-32.73447179,-0.542358694,313.2802196,245.8508574,194.169653,51.6988,51.6988,36139.02,8530.364
38.36957,0.3083587,0,0.586533,0,0,43.42574,1.180457,0,58.66396,95.31544,9.162871,-32.73739694,-32.73291264,-0.541838302,313.0200493,245.5235283,194.1642346,51.66245,51.66245,36141.48,8532.306
38.37957,0.3081059,0,0.5865577,0,0,43.42574,1.178377,0,58.66396,95.31544,9.162871,-32.73582691,-32.73135099,-0.541318135,312.760027,245.1962148,194.1588214,51.62603,51.62603,36143.93,8534.247
38.38956,0.3078531,0,0.5865825,0,0,43.42574,1.176301,0,58.66396,95.31544,9.162871,-32.73426931,-32.72980177,-0.540798534,312.500134,244.8689168,194.1534134,51.58955,51.58955,36146.38,8536.188
38.39956,0.3076004,0,0.5866073,0,0,43.42574,1.174227,0,58.66396,95.31544,9.162871,-32.7326998,-32.72824063,-0.540279182,312.2403895,244.5416344,194.1480106,51.55302,51.55302,36148.83,8538.13
38.40956,0.3073479,0,0.586632,0,0,43.42574,1.172157,0,58.66396,95.31544,9.162871,-32.73113875,-32.72668792,-0.539760389,311.9807843,244.2143675,194.142613,51.51642,51.51642,36151.27,8540.071
38.41956,0.3070955,0,0.5866567,0,0,43.42574,1.170091,0,58.66396,95.31544,9.162871,-32.72958119,-32.7251387,-0.539242077,311.7213282,243.8871161,194.1372206,51.47977,51.47977,36153.71,8542.013
38.42956,0.3068432,0,0.5866815,0,0,43.42574,1.168028,0,58.66396,95.31544,9.162871,-32.72802663,-32.72359246,-0.538724231,311.4620121,243.5598802,194.1318334,51.44305,51.44305,36156.14,8543.954
38.43956,0.3065911,0,0.5867062,0,0,43.42574,1.165968,0,58.66396,95.31544,9.162871,-32.72647407,-32.7220482,-0.538207106,311.2028361,243.2326597,194.1264513,51.40628,51.40628,36158.58,8545.896
38.44955,0.3063391,0,0.5867308,0,0,43.42574,1.163911,0,58.66396,95.31544,9.162871,-32.72491954,-32.72050196,-0.537689911,310.9438101,242.9054547,194.1210744,51.36944,51.36944,36161.01,8547.837
38.45955,0.3060873,0,0.5867555,0,0,43.42574,1.161857,0,58.66396,95.31544,9.162871,-32.72337098,-32.71896167,-0.537173346,310.6849249,242.5782651,194.1157027,51.33255,51.33255,36163.43,8549.778
38.46955,0.3058355,0,0.5867801,0,0,43.42574,1.159808,0,58.66396,95.31544,9.162871,-32.72182889,-32.71742785,-0.536657571,310.4261807,242.2510908,194.1103361,51.29559,51.29559,36165.86,8551.72
38.47955,0.3055839,0,0.5868047,0,0,43.42574,1.15776,0,58.66396,95.31544,9.162871,-32.72028135,-32.71588856,-0.53614165,310.1675874,241.9239319,194.1049747,51.25857,51.25857,36168.27,8553.661
38.48955,0.3053325,0,0.5868293,0,0,43.42574,1.155717,0,58.66396,95.31544,9.162871,-32.71874228,-32.71435771,-0.53562697,309.9091358,241.5967884,194.0996184,51.22149,51.22149,36170.69,8555.603
38.49955,0.3050812,0,0.5868539,0,0,43.42574,1.153676,0,58.66396,95.31544,9.162871,-32.71719527,-32.71281892,-0.535112228,309.6508261,241.2696602,194.0942673,51.18436,51.18436,36173.1,8557.544
38.50954,0.3048299,0,0.5868784,0,0,43.42574,1.151639,0,58.66396,95.31544,9.162871,-32.71565772,-32.71128956,-0.534598177,309.3926682,240.9425473,194.0889213,51.14716,51.14716,36175.51,8559.484
38.51954,0.3045789,0,0.5869029,0,0,43.42574,1.149605,0,58.66396,95.31544,9.162871,-32.71412812,-32.70976815,-0.534084366,309.1346528,240.6154496,194.0835805,51.1099,51.1099,36177.92,8561.425
38.52954,0.3043279,0,0.5869274,0,0,43.42574,1.147573,0,58.66396,95.31544,9.162871,-32.71259357,-32.70824178,-0.533571122,308.8767803,240.2883672,194.0782447,51.07257,51.07257,36180.32,8563.365
38.53954,0.3040771,0,0.586952,0,0,43.42574,1.145546,0,58.66396,95.31544,9.162871,-32.71106202,-32.70671838,-0.533058444,308.6190605,239.9613,194.0729142,51.03519,51.03519,36182.72,8565.306
38.54954,0.3038265,0,0.5869764,0,0,43.42574,1.143522,0,58.66396,95.31544,9.162871,-32.70953594,-32.70520045,-0.532546015,308.3614744,239.634248,194.0675887,50.99775,50.99775,36185.11,8567.246
38.55954,0.303576,0,0.5870008,0,0,43.42574,1.141501,0,58.66396,95.31544,9.162871,-32.70800591,-32.70367854,-0.532034393,308.1040513,239.3072113,194.0622684,50.96024,50.96024,36187.51,8569.187
38.56953,0.3033256,0,0.5870253,0,0,43.42574,1.139483,0,58.66396,95.31544,9.162871,-32.70647987,-32.70216061,-0.53152281,307.8467626,238.9801897,194.0569531,50.92267,50.92267,36189.9,8571.127
38.57953,0.3030753,0,0.5870497,0,0,43.42574,1.137468,0,58.66396,95.31544,9.162871,-32.70496079,-32.70064963,-0.531011801,307.5896279,238.6531832,194.051643,50.88504,50.88504,36192.29,8573.067
38.58953,0.3028252,0,0.587074,0,0,43.42574,1.135456,0,58.66396,95.31544,9.162871,-32.70344222,-32.69913915,-0.530501188,307.3326473,238.3261918,194.046338,50.84735,50.84735,36194.67,8575.008
38.59953,0.3025752,0,0.5870984,0,0,43.42574,1.133448,0,58.66396,95.31544,9.162871,-32.70192516,-32.69763016,-0.529991382,307.0758021,237.9992155,194.0410381,50.8096,50.8096,36197.05,8576.948
38.60953,0.3023254,0,0.5871228,0,0,43.42574,1.131443,0,58.66396,95.31544,9.162871,-32.70040861,-32.69612167,-0.529481731,306.8191118,237.6722543,194.0357433,50.77179,50.77179,36199.42,8578.889
38.61953,0.3020757,0,0.5871471,0,0,43.42574,1.129442,0,58.66396,95.31544,9.162871,-32.69889655,-32.69461764,-0.528972941,306.5625766,237.3453081,194.0304535,50.73391,50.73391,36201.8,8580.829
38.62952,0.3018261,0,0.5871714,0,0,43.42574,1.127443,0,58.66396,95.31544,9.162871,-32.69738449,-32.69311362,-0.528464075,306.3061776,237.018377,194.0251689,50.69596,50.69596,36204.17,8582.77
38.63952,0.3015767,0,0.5871957,0,0,43.42574,1.125447,0,58.66396,95.31544,9.162871,-32.6958804,-32.69161754,-0.527955906,306.0499343,236.6914608,194.0198893,50.65796,50.65796,36206.54,8584.71
38.64952,0.3013273,0,0.58722,0,0,43.42574,1.123455,0,58.66396,95.31544,9.162871,-32.69437334,-32.69011849,-0.527448134,305.7938473,236.3645596,194.0146149,50.6199,50.6199,36208.9,8586.65
38.65952,0.3010782,0,0.5872442,0,0,43.42574,1.121466,0,58.66396,95.31544,9.162871,-32.69286779,-32.68862092,-0.526940943,305.5378973,236.0376734,194.0093454,50.58177,50.58177,36211.26,8588.591
38.66952,0.3008292,0,0.5872685,0,0,43.42574,1.11948,0,58.66396,95.31544,9.162871,-32.6913697,-32.6871308,-0.526434141,305.282104,235.7108021,194.0040811,50.54358,50.54358,36213.61,8590.531
38.67952,0.3005803,0,0.5872927,0,0,43.42574,1.117498,0,58.66396,95.31544,9.162871,-32.68986568,-32.68563473,-0.52592806,305.0264678,235.3839458,193.9988218,50.50533,50.50533,36215.97,8592.472
38.68951,0.3003316,0,0.5873168,0,0,43.42574,1.115518,0,58.66396,95.31544,9.162871,-32.68837407,-32.68415107,-0.525422196,304.7709696,235.0571043,193.9935676,50.46701,50.46701,36218.32,8594.412
38.69951,0.300083,0,0.587341,0,0,43.42574,1.113542,0,58.66396,95.31544,9.162871,-32.68687305,-32.68265797,-0.52491683,304.5156291,234.7302777,193.9883184,50.42863,50.42863,36220.67,8596.352
38.70951,0.2998345,0,0.5873652,0,0,43.42574,1.111569,0,58.66396,95.31544,9.162871,-32.68537949,-32.68117233,-0.524411711,304.2604467,234.403466,193.9830743,50.39018,50.39018,36223.01,8598.291
38.71951,0.2995862,0,0.5873893,0,0,43.42574,1.109599,0,58.66396,95.31544,9.162871,-32.6838929,-32.67969363,-0.523907323,304.0054031,234.0766691,193.9778352,50.35168,50.35168,36225.35,8600.23
38.72951,0.299338,0,0.5874134,0,0,43.42574,1.107633,0,58.66396,95.31544,9.162871,-32.68240781,-32.67821643,-0.523403337,303.7505182,233.7498869,193.9726012,50.3131,50.3131,36227.69,8602.17
38.73951,0.29909,0,0.5874375,0,0,43.42574,1.105669,0,58.66396,95.31544,9.162871,-32.68091529,-32.67673178,-0.522899818,303.4957924,233.4231196,193.9673722,50.27447,50.27447,36230.02,8604.109
38.7495,0.2988421,0,0.5874615,0,0,43.42574,1.103709,0,58.66396,95.31544,9.162871,-32.6794347,-32.67525905,-0.522396919,303.2412063,233.096367,193.9621482,50.23577,50.23577,36232.36,8606.049
38.7595,0.2985943,0,0.5874856,0,0,43.42574,1.101752,0,58.66396,95.31544,9.162871,-32.67794965,-32.67378185,-0.521893958,302.9867799,232.7696292,193.9569293,50.19701,50.19701,36234.68,8607.988
38.7695,0.2983467,0,0.5875096,0,0,43.42574,1.099798,0,58.66396,95.31544,9.162871,-32.67647108,-32.6723111,-0.521391999,302.7325135,232.4429061,193.9517154,50.15818,50.15818,36237.01,8609.928
38.7795,0.2980992,0,0.5875336,0,0,43.42574,1.097847,0,58.66396,95.31544,9.162871,-32.67499252,-32.67084036,-0.520890187,302.4783879,232.1161977,193.9465065,50.11929,50.11929,36239.33,8611.867
38.7895,0.2978519,0,0.5875576,0,0,43.42574,1.0959,0,58.66396,95.31544,9.162871,-32.67351398,-32.66936961,-0.520389034,302.2244229,231.789504,193.9413026,50.08034,50.08034,36241.64,8613.807
38.7995,0.2976047,0,0.5875815,0,0,43.42574,1.093956,0,58.66396,95.31544,9.162871,-32.67204737,-32.66791079,-0.51988851,301.9706091,231.4628249,193.9361037,50.04132,50.04132,36243.96,8615.746
38.80949,0.2973577,0,0.5876054,0,0,43.42574,1.092015,0,58.66396,95.31544,9.162871,-32.67057928,-32.66645048,-0.519388095,301.7169565,231.1361604,193.9309098,50.00224,50.00224,36246.27,8617.686
38.81949,0.2971108,0,0.5876293,0,0,43.42574,1.090077,0,58.66396,95.31544,9.162871,-32.66910823,-32.66498718,-0.518888293,301.4634557,230.8095106,193.9257209,49.96309,49.96309,36248.58,8619.625
38.82949,0.296864,0,0.5876532,0,0,43.42574,1.088142,0,58.66396,95.31544,9.162871,-32.66764216,-32.66352885,-0.518388709,301.2101071,230.4828753,193.9205371,49.92387,49.92387,36250.89,8621.564
38.83949,0.2966174,0,0.5876771,0,0,43.42574,1.08621,0,58.66396,95.31544,9.162871,-32.66617759,-32.66207202,-0.517889939,300.9569208,230.1562546,193.9153582,49.88459,49.88459,36253.19,8623.504
38.84949,0.2963709,0,0.587701,0,0,43.42574,1.084281,0,58.66396,95.31544,9.162871,-32.66471701,-32.66061915,-0.517391394,300.7038873,229.8296484,193.9101842,49.84525,49.84525,36255.48,8625.443
38.85949,0.2961246,0,0.5877247,0,0,43.42574,1.082356,0,58.66396,95.31544,9.162871,-32.66325297,-32.65916281,-0.51689368,300.4510069,229.5030568,193.9050153,49.80584,49.80584,36257.78,8627.383
38.86948,0.2958785,0,0.5877485,0,0,43.42574,1.080434,0,58.66396,95.31544,9.162871,-32.66180136,-32.65771889,-0.51639595,300.1982898,229.1764796,193.8998513,49.76637,49.76637,36260.07,8629.322
38.87948,0.2956324,0,0.5877723,0,0,43.42574,1.078515,0,58.66396,95.31544,9.162871,-32.66034331,-32.65626851,-0.51589912,299.9457264,228.8499169,193.8946924,49.72683,49.72683,36262.36,8631.262
38.88948,0.2953866,0,0.5877961,0,0,43.42574,1.076599,0,58.66396,95.31544,9.162871,-32.65888874,-32.65482161,-0.515402415,299.6933172,228.5233687,193.8895383,49.68722,49.68722,36264.65,8633.2
38.89948,0.2951408,0,0.5878198,0,0,43.42574,1.074686,0,58.66396,95.31544,9.162871,-32.65744015,-32.65338067,-0.514906268,299.4410624,228.1968349,193.8843893,49.64755,49.64755,36266.93,8635.139
38.90948,0.2948952,0,0.5878435,0,0,43.42574,1.072777,0,58.66396,95.31544,9.162871,-32.65599208,-32.65194022,-0.514410634,299.1889723,227.8703155,193.8792452,49.60782,49.60782,36269.21,8637.077
38.91948,0.2946497,0,0.5878673,0,0,43.42574,1.07087,0,58.66396,95.31544,9.162871,-32.6545455,-32.65050127,-0.513915395,298.9370373,227.5438105,193.874106,49.56802,49.56802,36271.48,8639.016
38.92947,0.2944044,0,0.5878909,0,0,43.42574,1.068967,0,58.66396,95.31544,9.162871,-32.6531054,-32.64906877,-0.513420832,298.6852675,227.2173198,193.8689718,49.52815,49.52815,36273.76,8640.954
38.93947,0.2941593,0,0.5879145,0,0,43.42574,1.067066,0,58.66396,95.31544,9.162871,-32.65165935,-32.64763031,-0.512926393,298.4336536,226.8908435,193.8638425,49.48821,49.48821,36276.03,8642.893
38.94947,0.2939143,0,0.5879382,0,0,43.42574,1.065169,0,58.66396,95.31544,9.162871,-32.65021977,-32.64619831,-0.51243259,298.1821958,226.5643815,193.8587182,49.44821,49.44821,36278.29,8644.831
38.95947,0.2936694,0,0.5879617,0,0,43.42574,1.063276,0,58.66396,95.31544,9.162871,-32.64878269,-32.64476879,-0.511939416,297.9308944,226.2379339,193.8535988,49.40814,49.40814,36280.55,8646.77
38.96947,0.2934247,0,0.5879853,0,0,43.42574,1.061385,0,58.66396,95.31544,9.162871,-32.64734563,-32.64333927,-0.511446708,297.6797597,225.9115005,193.8484843,49.36801,49.36801,36282.81,8648.708
38.97947,0.2931802,0,0.5880089,0,0,43.42574,1.059497,0,58.66396,95.31544,9.162871,-32.64590857,-32.64190975,-0.510954247,297.4287822,225.5850814,193.8433748,49.32781,49.32781,36285.07,8650.646
38.98946,0.2929358,0,0.5880324,0,0,43.42574,1.057613,0,58.66396,95.31544,9.162871,-32.64448147,-32.64049017,-0.510462268,297.177972,225.2586765,193.8382702,49.28754,49.28754,36287.32,8652.585
38.99946,0.2926915,0,0.588056,0,0,43.42574,1.055732,0,58.66396,95.31544,9.162871,-32.64305338,-32.63906959,-0.509971019,296.9273197,224.9322858,193.8331705,49.24721,49.24721,36289.57,8654.523
39.00946,0.2924474,0,0.5880795,0,0,43.42574,1.053854,0,58.66396,95.31544,9.162871,-32.6416268,-32.6376505,-0.509479925,296.6768255,224.6059093,193.8280757,49.2068,49.2068,36291.82,8656.462
39.01946,0.2922034,0,0.5881029,0,0,43.42574,1.051978,0,58.66396,95.31544,9.162871,-32.64020122,-32.63623241,-0.50898925,296.4264898,224.279547,193.8229858,49.16634,49.16634,36294.06,8658.4
39.02946,0.2919596,0,0.5881263,0,0,43.42574,1.050107,0,58.66396,95.31544,9.162871,-32.63877914,-32.63481779,-0.508499351,296.1763229,223.9531988,193.8179008,49.1258,49.1258,36296.3,8660.339
39.03946,0.291716,0,0.5881497,0,0,43.42574,1.048238,0,58.66396,95.31544,9.162871,-32.63736353,-32.63340963,-0.508009856,295.9263151,223.6268647,193.8128207,49.08519,49.08519,36298.53,8662.277
39.04945,0.2914725,0,0.5881732,0,0,43.42574,1.046372,0,58.66396,95.31544,9.162871,-32.63594496,-32.63199849,-0.507520903,295.6764669,223.3005448,193.8077455,49.04453,49.04453,36300.77,8664.216
39.05945,0.2912291,0,0.5881965,0,0,43.42574,1.044509,0,58.66396,95.31544,9.162871,-32.63452192,-32.63058288,-0.507032029,295.4267886,222.9742389,193.8026752,49.00379,49.00379,36303,8666.154
39.06945,0.2909859,0,0.5882198,0,0,43.42574,1.04265,0,58.66396,95.31544,9.162871,-32.63311181,-32.62918019,-0.506543884,295.1772705,222.6479471,193.7976097,48.96298,48.96298,36305.22,8668.093
39.07945,0.2907429,0,0.5882432,0,0,43.42574,1.040794,0,58.66396,95.31544,9.162871,-32.63170371,-32.62777948,-0.506056445,294.9279229,222.3216694,193.7925492,48.92211,48.92211,36307.45,8670.03
39.08945,0.2905,0,0.5882665,0,0,43.42574,1.03894,0,58.66396,95.31544,9.162871,-32.63028866,-32.62637181,-0.505569022,294.6787263,221.9954056,193.7874935,48.88116,48.88116,36309.66,8671.968
39.09945,0.2902572,0,0.5882897,0,0,43.42574,1.037091,0,58.66396,95.31544,9.162871,-32.62888108,-32.6249716,-0.505082522,294.429701,221.6691559,193.7824426,48.84015,48.84015,36311.88,8673.905
39.10944,0.2900146,0,0.588313,0,0,43.42574,1.035244,0,58.66396,95.31544,9.162871,-32.62748096,-32.62357884,-0.504596162,294.1808372,221.3429202,193.7773967,48.79908,48.79908,36314.09,8675.843
39.11944,0.2897722,0,0.5883362,0,0,43.42574,1.0334,0,58.66396,95.31544,9.162871,-32.6260744,-32.62217962,-0.504110416,293.9321455,221.0166984,193.7723556,48.75793,48.75793,36316.3,8677.78
39.12944,0.2895299,0,0.5883594,0,0,43.42574,1.031559,0,58.66396,95.31544,9.162871,-32.62467629,-32.62078885,-0.503625088,293.6836162,220.6904905,193.7673193,48.71671,48.71671,36318.51,8679.718
39.13944,0.2892878,0,0.5883826,0,0,43.42574,1.029721,0,58.66396,95.31544,9.162871,-32.6232782,-32.61939807,-0.503140109,293.4352494,220.3642965,193.7622879,48.67543,48.67543,36320.71,8681.655
39.14944,0.2890458,0,0.5884058,0,0,43.42574,1.027887,0,58.66396,95.31544,9.162871,-32.62188211,-32.61800928,-0.502655946,293.1870558,220.0381164,193.7572614,48.63407,48.63407,36322.91,8683.593
39.15944,0.288804,0,0.5884289,0,0,43.42574,1.026055,0,58.66396,95.31544,9.162871,-32.62048455,-32.616619,-0.502171984,292.9390257,219.7119502,193.7522396,48.59265,48.59265,36325.11,8685.53
39.16943,0.2885623,0,0.588452,0,0,43.42574,1.024227,0,58.66396,95.31544,9.162871,-32.61908997,-32.61523171,-0.501688449,292.6911593,219.3857979,193.7472228,48.55116,48.55116,36327.3,8687.468
39.17943,0.2883208,0,0.5884751,0,0,43.42574,1.022402,0,58.66396,95.31544,9.162871,-32.61770088,-32.61384987,-0.501205651,292.4434671,219.0596594,193.7422107,48.5096,48.5096,36329.5,8689.405
39.18943,0.2880795,0,0.5884982,0,0,43.42574,1.020579,0,58.66396,95.31544,9.162871,-32.61631179,-32.61246804,-0.500722838,292.1959293,218.7335348,193.7372035,48.46797,48.46797,36331.68,8691.343
39.19943,0.2878383,0,0.5885212,0,0,43.42574,1.01876,0,58.66396,95.31544,9.162871,-32.61492769,-32.61109117,-0.500240995,291.9485765,218.4074239,193.7322011,48.42627,48.42627,36333.87,8693.28
39.20943,0.2875973,0,0.5885442,0,0,43.42574,1.016944,0,58.66396,95.31544,9.162871,-32.61354708,-32.60971778,-0.499759238,291.7013788,218.0813267,193.7272035,48.38449,48.38449,36336.05,8695.218
39.21943,0.2873564,0,0.5885672,0,0,43.42574,1.015131,0,58.66396,95.31544,9.162871,-32.612164,-32.60834191,-0.499278217,291.4543568,217.7552433,193.7222107,48.34266,48.34266,36338.22,8697.155
39.22942,0.2871157,0,0.5885901,0,0,43.42574,1.013322,0,58.66396,95.31544,9.162871,-32.61078491,-32.60697001,-0.498797725,291.2075007,217.4291736,193.7172227,48.30075,48.30075,36340.4,8699.093
39.23942,0.2868751,0,0.5886131,0,0,43.42574,1.011515,0,58.66396,95.31544,9.162871,-32.60940483,-32.60559711,-0.498317504,290.9608109,217.1031176,193.7122395,48.25877,48.25877,36342.57,8701.03
39.24942,0.2866347,0,0.588636,0,0,43.42574,1.009711,0,58.66396,95.31544,9.162871,-32.60803222,-32.60423167,-0.497837803,290.7142979,216.7770753,193.7072612,48.21672,48.21672,36344.74,8702.968
39.25942,0.2863944,0,0.5886589,0,0,43.42574,1.00791,0,58.66396,95.31544,9.162871,-32.60665466,-32.60286126,-0.497358583,290.467952,216.4510467,193.7022876,48.1746,48.1746,36346.9,8704.905
39.26942,0.2861544,0,0.5886818,0,0,43.42574,1.006113,0,58.66396,95.31544,9.162871,-32.60528654,-32.60150029,-0.496879906,290.2217734,216.1250317,193.6973188,48.13241,48.13241,36349.06,8706.842
39.27942,0.2859145,0,0.5887046,0,0,43.42574,1.004319,0,58.66396,95.31544,9.162871,-32.60391596,-32.60013683,-0.496401695,289.9757728,215.7990304,193.6923548,48.09015,48.09015,36351.22,8708.778
39.28941,0.2856747,0,0.5887274,0,0,43.42574,1.002527,0,58.66396,95.31544,9.162871,-32.60255334,-32.59878132,-0.495923935,289.7299404,215.4730425,193.6873955,48.04782,48.04782,36353.38,8710.715
39.29941,0.2854351,0,0.5887502,0,0,43.42574,1.000739,0,58.66396,95.31544,9.162871,-32.60118477,-32.59741985,-0.495446484,289.4842764,215.1470684,193.6824411,48.00542,48.00542,36355.53,8712.651
39.30941,0.2851956,0,0.588773,0,0,43.42574,0.9989536,0,58.66396,95.31544,9.162871,-32.59982664,-32.59606881,-0.494969709,289.2387915,214.8211077,193.6774914,47.96295,47.96295,36357.68,8714.588
39.31941,0.2849564,0,0.5887957,0,0,43.42574,0.9971713,0,58.66396,95.31544,9.162871,-32.59846952,-32.59471877,-0.494493315,288.9934759,214.4951605,193.6725464,47.9204,47.9204,36359.82,8716.524
39.32941,0.2847172,0,0.5888184,0,0,43.42574,0.9953924,0,58.66396,95.31544,9.162871,-32.59710398,-32.59336028,-0.494017541,288.7483299,214.1692269,193.6676063,47.87779,47.87779,36361.96,8718.461
