0,0
0.01,0
0.02,7.721e-5
0.03,0.0082475
0.04,0.040352
0.05,0.10648
0.06,0.20924
0.07,0.34934
0.08,0.52789
0.09,0.74843
0.1,1.0111
0.11,1.3138
0.12,1.6572
0.13,2.0417
0.14,2.4674
0.15,2.9347
0.16,3.444
0.17,3.9954
0.18,4.5895
0.19,5.2263
0.2,5.9063
0.21,6.6297
0.22,7.3969
0.23,8.2082
0.245,9.5082
0.2675,11.648
0.30125,15.289
0.35125,21.66
0.40125,29.224
0.45125,38.011
0.50125,48.043
0.55125,59.335
0.60125,71.904
0.65125,85.763
0.70125,100.93
0.75125,117.4
0.80125,135.17
0.85125,154.24
0.90125,174.59
0.95125,196.22
1.0013,219.1
1.0513,243.22
1.1013,268.57
1.1513,295.12
1.2013,322.82
1.2513,351.66
1.3013,381.58
1.3513,412.53
1.4013,444.47
1.4513,477.34
1.5002,510.1
1.5418,538.05
1.5846,566.66
1.6346,599.85
1.6846,632.8
1.7346,665.52
1.7846,698.01
1.8306,727.67
1.8727,754.67
1.9164,782.52
1.9664,814.17
2.0164,845.6
2.0664,876.8
2.1164,907.79
2.1664,938.56
2.214,967.67
2.264,998.03
2.314,1028.2
2.364,1058.1
2.414,1087.8
2.464,1117.4
2.514,1146.7
2.564,1175.8
2.614,1204.7
2.664,1233.4
2.714,1262
2.764,1290.3
2.814,1318.4
2.864,1346.4
2.914,1374.1
2.964,1401.7
3.014,1429.1
3.064,1456.3
3.114,1483.3
3.164,1510.1
3.214,1536.8
3.264,1563.3
3.314,1589.6
3.364,1615.7
3.414,1641.6
3.464,1667.4
3.514,1693
3.564,1718.4
3.614,1743.7
3.664,1768.8
3.714,1793.7
3.764,1818.4
3.814,1843
3.864,1867.5
3.914,1891.7
3.964,1915.8
4.014,1939.8
4.064,1963.6
4.114,1987.2
4.164,2010.7
4.214,2034
4.264,2057.2
4.314,2080.2
4.364,2103.1
4.414,2125.8
4.464,2148.3
4.514,2170.7
4.564,2193
4.614,2215.1
4.664,2237.1
4.714,2258.9
4.764,2280.6
4.814,2302.1
4.864,2323.5
4.914,2344.7
4.964,2365.8
5.014,2386.8
5.064,2407.6
5.114,2428.3
5.164,2448.9
5.214,2469.3
5.264,2489.6
5.314,2509.7
5.364,2529.7
5.414,2549.6
5.464,2569.3
5.514,2589
5.564,2608.4
5.614,2627.8
5.664,2647
5.714,2666.1
5.764,2685
5.814,2703.8
5.864,2722.5
5.914,2741.1
5.964,2759.6
6.014,2777.9
6.064,2796.1
6.114,2814.1
6.164,2832.1
6.214,2849.9
6.264,2867.6
6.314,2885.2
6.364,2902.7
6.414,2920
6.464,2937.2
6.514,2954.3
6.564,2971.3
6.614,2988.2
6.664,3004.9
6.714,3021.6
6.764,3038.1
6.814,3054.5
6.864,3070.8
6.914,3086.9
6.964,3103
7.014,3118.9
7.064,3134.7
7.114,3150.4
7.164,3166
7.214,3181.5
7.264,3196.9
7.314,3212.2
7.364,3227.3
7.414,3242.4
7.464,3257.3
7.514,3272.1
7.564,3286.8
7.614,3301.4
7.664,3315.9
7.714,3330.3
7.764,3344.6
7.814,3358.8
7.864,3372.9
7.914,3386.8
7.964,3400.7
8.014,3414.4
8.064,3428.1
8.114,3441.6
8.164,3455.1
8.214,3468.4
8.264,3481.6
8.314,3494.8
8.364,3507.8
8.414,3520.7
8.464,3533.5
8.514,3546.2
8.564,3558.9
8.614,3571.4
8.664,3583.8
8.714,3596.1
8.764,3608.3
8.814,3620.4
8.864,3632.5
8.914,3644.4
8.964,3656.2
9.014,3667.9
9.064,3679.5
9.114,3691.1
9.164,3702.5
9.214,3713.8
9.264,3725.1
9.314,3736.2
9.364,3747.3
9.414,3758.2
9.464,3769.1
9.514,3779.8
9.564,3790.5
9.614,3801
9.664,3811.5
9.714,3821.9
9.764,3832.2
9.814,3842.4
9.864,3852.5
9.914,3862.5
9.964,3872.4
10.014,3882.2
10.064,3891.9
10.114,3901.6
10.164,3911.1
10.214,3920.5
10.264,3929.9
10.314,3939.2
10.364,3948.3
10.414,3957.4
10.464,3966.4
10.514,3975.3
10.564,3984.1
10.614,3992.8
10.664,4001.4
10.714,4010
10.764,4018.4
10.814,4026.8
10.864,4035
10.914,4043.2
10.964,4051.3
11.014,4059.3
11.064,4067.2
11.114,4075
11.164,4082.8
11.214,4090.4
11.264,4098
11.314,4105.5
11.364,4112.8
11.414,4120.1
11.464,4127.4
11.514,4134.5
11.564,4141.5
11.614,4148.5
11.664,4155.3
11.714,4162.1
11.764,4168.8
11.814,4175.4
11.864,4182
11.914,4188.4
11.964,4194.7
12.014,4201
12.064,4207.2
12.114,4213.3
12.164,4219.3
12.214,4225.2
12.264,4231.1
12.314,4236.8
12.364,4242.5
12.414,4248.1
12.464,4253.6
12.514,4259
12.564,4264.4
12.614,4269.6
12.664,4274.8
12.714,4279.9
12.764,4284.9
12.814,4289.8
12.864,4294.6
12.914,4299.4
12.964,4304
13.014,4308.6
13.064,4313.1
13.114,4317.5
13.164,4321.8
13.214,4326.1
13.264,4330.3
13.314,4334.3
13.364,4338.3
13.414,4342.3
13.464,4346.1
13.514,4349.8
13.564,4353.5
13.614,4357.1
13.664,4360.6
13.714,4364
13.764,4367.4
13.814,4370.6
13.864,4373.8
13.914,4376.9
13.964,4379.9
14.014,4382.9
14.064,4385.7
14.114,4388.5
14.164,4391.2
14.214,4393.8
14.264,4396.3
14.314,4398.8
14.364,4401.2
14.414,4403.5
14.464,4405.7
14.514,4407.8
14.564,4409.8
14.614,4411.8
14.664,4413.7
14.714,4415.5
14.764,4417.2
14.814,4418.9
14.864,4420.5
14.914,4421.9
14.964,4423.4
15.014,4424.7
15.064,4425.9
15.114,4427.1
15.164,4428.2
15.214,4429.2
15.264,4430.2
15.314,4431
15.364,4431.8
15.414,4432.5
15.464,4433.1
15.514,4433.7
15.564,4434.2
15.614,4434.6
15.664,4434.9
15.714,4435.1
15.764,4435.3
15.814,4435.4
15.864,4435.4
15.914,4435.3
15.967,4435.2
16.018,4435
16.07,4434.6
16.122,4434.2
16.175,4433.7
16.228,4433.2
16.282,4432.5
16.337,4431.7
16.392,4430.8
16.448,4429.9
16.504,4428.8
16.561,4427.6
16.619,4426.4
16.678,4425
16.738,4423.4
16.799,4421.8
16.861,4420
16.924,4418.1
16.988,4416.1
17.053,4413.9
17.121,4411.6
17.189,4409
17.26,4406.3
17.333,4403.5
17.408,4400.4
17.485,4397
17.565,4393.5
17.648,4389.7
17.735,4385.6
17.824,4381.2
17.918,4376.4
18.017,4371.3
18.121,4365.7
18.232,4359.6
18.35,4352.9
18.475,4345.6
18.611,4337.6
18.757,4328.6
18.913,4318.9
19.088,4307.7
19.285,4294.9
19.522,4279.1
19.814,4259.2
20.163,4235
20.585,4205.2
20.931,4180.4
21.322,4152.3
21.822,4116.1
22.322,4079.7
22.822,4043.3
23.322,4006.8
23.822,3970.2
24.322,3933.7
24.822,3897.2
25.322,3860.7
25.822,3824.2
26.322,3787.7
26.822,3751.2
27.322,3714.8
27.822,3678.3
28.322,3641.9
28.822,3605.5
29.322,3569.2
29.822,3532.8
30.322,3496.5
30.822,3460.2
31.322,3423.9
31.822,3387.6
32.322,3351.3
32.822,3315.1
33.322,3278.9
33.822,3242.7
34.322,3206.5
34.822,3170.3
35.322,3134.2
35.822,3098.1
36.322,3061.9
36.822,3025.9
37.322,2989.8
37.822,2953.7
38.322,2917.7
38.822,2881.7
39.322,2845.7
