# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,-8.3051,0,8.3674,0,0,0,0,0,1.0197,28.61,-80.6,9.7884,0,0,0,0,25878,3652,38.095,0.11011,NaN,221.26,NaN,0,0,34.885,0,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.0049317
2e-3,0,0,-5.6291,0,5.6714,0,0,0,0,0,0.69116,28.61,-80.6,9.7884,0,0,0,0,25878,3652,38.095,0.11011,NaN,221.26,NaN,0,0,104.65,0,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.0063825
4e-3,0,0,-2.9528,0,2.975,0,0,0,0,0,0.36256,28.61,-80.6,9.7884,0,0,0,0,25877,3650.8,38.094,0.1101,NaN,221.26,NaN,0,0,174.42,0,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.0074704
6e-3,0,0,-0.27628,0,0.27835,0,0,0,0,0,0.033923,28.61,-80.6,9.7884,0,0,0,0,25876,3649.6,38.093,0.1101,NaN,221.26,NaN,0,0,244.19,0,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.0085604
8e-3,0,0,2.4005,0,2.4185,0,0,0,0,0,0.29474,28.61,-80.6,9.7884,0,0,0,0,25875,3648.4,38.092,0.1101,NaN,221.25,NaN,0,0,313.96,0,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.0093256
0.01,4.8017e-6,0.0048019,5.0775,0.0048379,5.1156,5.8957e-7,0,5.8957e-7,0,5.896e-4,0.62344,28.61,-80.6,9.7884,0,0,0,0,25874,3647.3,38.091,0.1101,NaN,221.25,NaN,1.4416e-5,1022.4,383.73,3.4261e-7,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2079e-7,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.010117
0.012,2.4561e-5,0.014958,7.7547,0.01507,7.813,3.0158e-6,0,3.0158e-6,0,0.0018366,0.95216,28.61,-80.6,9.7884,0,0,0,0,25872,3646.1,38.09,0.1101,NaN,221.24,NaN,4.4907e-5,3184.7,453.5,3.3245e-6,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9338e-6,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.01097
0.014,6.9988e-5,0.030469,10.432,0.030698,10.511,8.5934e-6,0,8.5934e-6,0,0.0037411,1.2809,28.61,-80.6,9.7884,0,0,0,0,25871,3644.9,38.089,0.1101,NaN,221.24,NaN,9.1474e-5,6487.1,523.27,1.3794e-5,1.7436,1.7436,1.5246,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.939e-6,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.011804
0.016,1.5179e-4,0.051335,13.11,0.05172,13.208,1.8638e-5,0,1.8638e-5,0,0.0063031,1.6097,28.61,-80.6,9.7884,0,0,0,0,25870,3643.8,38.088,0.1101,NaN,221.24,NaN,1.5412e-4,10930,593.04,3.8107e-5,1.6968,1.6968,1.4778,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6366e-6,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.012681
0.018,2.8068e-4,0.077556,15.788,0.078139,15.906,3.4463e-5,0,3.4463e-5,0,0.0095227,1.9385,28.61,-80.6,9.7884,0,0,0,0,25869,3642.6,38.087,0.11009,NaN,221.23,NaN,2.3284e-4,16513,662.81,7.6884e-5,1.4999,1.4999,1.2809,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0027e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.013495
0.02,4.6737e-4,0.10913,18.466,0.10995,18.605,5.7386e-5,0,5.7386e-5,0,0.0134,2.2674,28.61,-80.6,9.7884,0,0,0,0,25868,3641.4,38.086,0.11009,NaN,221.23,NaN,3.2765e-4,23236,732.58,1.3856e-4,1.3652,1.3652,1.1462,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4109e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.014364
0.022,7.2257e-4,0.14607,21.145,0.14717,21.303,8.8721e-5,0,8.8721e-5,0,0.017935,2.5962,28.61,-80.6,9.7884,0,0,0,0,25867,3640.3,38.084,0.11009,NaN,221.22,NaN,4.3853e-4,31099,802.35,2.3025e-4,1.2663,1.2663,1.0473,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8884e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.015234
0.024,0.001057,0.18836,23.823,0.18977,24.002,1.2978e-4,0,1.2978e-4,0,0.023128,2.9251,28.61,-80.6,9.7884,0,0,0,0,25865,3639.1,38.083,0.11009,NaN,221.22,NaN,5.655e-4,40104,872.12,3.5986e-4,1.1902,1.1902,0.97119,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4351e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.016052
0.026,0.0014814,0.23601,26.502,0.23778,26.701,1.8189e-4,0,1.8189e-4,0,0.028978,3.2541,28.61,-80.6,9.7884,0,0,0,0,25864,3637.9,38.082,0.11009,NaN,221.21,NaN,7.0856e-4,50249,941.89,5.361e-4,1.1294,1.1294,0.91041,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0512e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.016833
0.028,0.0020064,0.28902,29.181,0.29119,29.401,2.4635e-4,0,2.4635e-4,0,0.035487,3.583,28.61,-80.6,9.7884,0,0,0,0,25863,3636.8,38.081,0.11009,NaN,221.21,NaN,8.677e-4,61534,1011.7,7.6846e-4,1.0795,1.0795,0.86053,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7364e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.017604
0.03,0.0026428,0.34738,31.861,0.34999,32.1,3.2449e-4,0,3.2449e-4,0,0.042653,3.912,28.61,-80.6,9.7884,0,0,0,0,25862,3635.6,38.08,0.11009,NaN,221.21,NaN,0.0010429,73961,1081.4,0.0010672,1.0377,1.0377,0.81872,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.491e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.018454
0.032,0.0034013,0.41111,34.54,0.41419,34.8,4.1762e-4,0,4.1762e-4,0,0.050478,4.241,28.61,-80.6,9.7884,0,0,0,0,25861,3634.4,38.079,0.11008,NaN,221.2,NaN,0.0012342,87529,1151.2,0.0014432,1.002,1.002,0.78304,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3148e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.019228
0.034,0.0042926,0.48019,37.22,0.4838,37.5,5.2706e-4,0,5.2706e-4,0,0.05896,4.5701,28.61,-80.6,9.7884,0,0,0,0,25860,3633.2,38.078,0.11008,NaN,221.2,NaN,0.0014416,102237,1221,0.0019084,0.97118,0.97118,0.75217,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.208e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.019998
0.036,0.0053274,0.55464,39.901,0.5588,40.2,6.5412e-4,0,6.5412e-4,0,0.068101,4.8992,28.61,-80.6,9.7884,0,0,0,0,25858,3632.1,38.077,0.11008,NaN,221.19,NaN,0.0016651,118087,1290.7,0.0024751,0.94414,0.94414,0.72514,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1704e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.020821
0.038,0.0065165,0.63444,42.581,0.6392,42.901,8.0012e-4,0,8.0012e-4,0,0.077899,5.2283,28.61,-80.6,9.7884,0,0,0,0,25857,3630.9,38.076,0.11008,NaN,221.19,NaN,0.0019047,135079,1360.5,0.0031565,0.92021,0.92021,0.70121,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2021e-5,14.016,154.28,83,0,NaN,7.0752,875.43,335.59,2e-3,0.021551
0.04,0.0078705,0.71961,45.261,0.72501,45.601,9.6638e-4,0,9.6638e-4,0,0.088356,5.5574,28.61,-80.6,9.7884,0,0,0,0,25856,3629.7,38.075,0.11008,NaN,221.18,NaN,0.0021604,153211,1430.3,0.0039666,0.89885,0.89885,0.67985,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3031e-5,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.022632
0.042,0.0094003,0.81013,47.942,0.81622,48.302,0.0011542,0,0.0011542,0,0.099472,5.8866,28.61,-80.6,9.7884,0,0,0,0,25855,3628.6,38.074,0.11008,NaN,221.18,NaN,0.0024322,172485,1500.1,0.0049199,0.87963,0.87963,0.66063,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0473e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.023622
0.044,0.011116,0.90602,50.623,0.91283,51.004,0.0013649,0,0.0013649,0,0.11125,6.2158,28.61,-80.6,9.7884,0,0,0,0,25854,3627.4,38.073,0.11008,NaN,221.18,NaN,0.0027201,192901,1569.8,0.0060317,0.86223,0.86223,0.64323,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1713e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.024497
0.046,0.01303,1.0073,53.305,1.0148,53.705,0.0015998,0,0.0015998,0,0.12368,6.545,28.61,-80.6,9.7884,0,0,0,0,25853,3626.2,38.072,0.11008,NaN,221.17,NaN,0.0030241,214458,1639.6,0.0073181,0.84638,0.84638,0.62737,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3022e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.025436
0.048,0.015151,1.1139,55.986,1.1223,56.407,0.0018603,0,0.0018603,0,0.13677,6.8742,28.61,-80.6,9.7884,0,0,0,0,25851,3625.1,38.071,0.11007,NaN,221.17,NaN,0.0033442,237157,1709.4,0.0087957,0.83186,0.83186,0.61285,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.44e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.026193
0.05,0.017491,1.2259,58.668,1.2351,59.109,0.0021476,0,0.0021476,0,0.15052,7.2035,28.61,-80.6,9.7884,0,0,0,0,25850,3623.9,38.07,0.11007,NaN,221.16,NaN,0.0036803,260998,1779.1,0.010482,0.81849,0.81849,0.59949,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5848e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.026999
0.052,0.02006,1.3432,61.35,1.3533,61.811,0.002463,0,0.002463,0,0.16492,7.5328,28.61,-80.6,9.7884,0,0,0,0,25849,3622.7,38.069,0.11007,NaN,221.16,NaN,0.0040326,285981,1848.9,0.012395,0.80615,0.80615,0.58714,0.099002,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7365e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.027793
0.054,0.022869,1.4659,64.032,1.4769,64.513,0.0028079,0,0.0028079,0,0.17999,7.8622,28.61,-80.6,9.7884,0,0,0,0,25848,3621.5,38.068,0.11007,NaN,221.16,NaN,0.004401,312106,1918.7,0.014553,0.79469,0.79469,0.57569,0.099003,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8951e-4,14.016,154.28,83,0,NaN,7.0751,875.43,335.59,2e-3,0.028626
0.056,0.025929,1.594,66.715,1.606,67.216,0.0031836,0,0.0031836,0,0.19572,8.1915,28.61,-80.6,9.7884,0,0,0,0,25847,3620.4,38.067,0.11007,NaN,221.15,NaN,0.0047855,339374,1988.4,0.016976,0.78403,0.78403,0.56502,0.099003,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0607e-4,14.016,154.28,83,0,NaN,7.075,875.43,335.59,2e-3,0.029404
0.058,0.02925,1.7274,69.398,1.7404,69.919,0.0035915,0,0.0035915,0,0.2121,8.5209,28.61,-80.6,9.7884,0,0,0,0,25846,3619.2,38.066,0.11007,NaN,221.15,NaN,0.0051861,367783,2058.2,0.019684,0.77407,0.77407,0.55506,0.099003,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2332e-4,14.016,154.28,83,0,NaN,7.075,875.43,335.59,2e-3,0.030218
0.06,0.032844,1.8662,72.08,1.8802,72.622,0.0040327,0,0.0040327,0,0.22914,8.8504,28.61,-80.6,9.7884,0,0,0,0,25844,3618,38.065,0.11007,NaN,221.14,NaN,0.0056028,397335,2128,0.022698,0.76474,0.76474,0.54574,0.099003,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4127e-4,14.016,154.28,83,0,NaN,7.075,875.43,335.59,2e-3,0.03114
0.062,0.03672,2.0104,74.764,2.0255,75.325,0.0045087,0,0.0045087,0,0.24684,9.1798,28.61,-80.6,9.7884,0,0,0,0,25843,3616.9,38.063,0.11006,NaN,221.14,NaN,0.0060357,428030,2197.8,0.026038,0.75598,0.75598,0.53698,0.099003,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.599e-4,14.016,154.28,83,0,NaN,7.075,875.43,335.59,2e-3,0.031968
0.064,0.040891,2.1599,77.447,2.1761,78.029,0.0050207,0,0.0050207,0,0.2652,9.5093,28.61,-80.6,9.7884,0,0,0,0,25842,3615.7,38.062,0.11006,NaN,221.13,NaN,0.0064846,459866,2267.5,0.029728,0.74774,0.74774,0.52873,0.099003,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7924e-4,14.016,154.28,83,0,NaN,7.0749,875.42,335.59,2e-3,0.033187
0.066,0.045365,2.3148,80.131,2.3322,80.732,0.0055702,0,0.0055702,0,0.28422,9.8388,28.61,-80.6,9.7884,0,0,0,0,25841,3614.5,38.061,0.11006,NaN,221.13,NaN,0.0069496,492846,2337.3,0.033789,0.73995,0.73995,0.52094,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9926e-4,14.016,154.28,83,0,NaN,7.0749,875.42,335.59,2e-3,0.034198
0.068,0.050155,2.4751,82.815,2.4937,83.436,0.0061583,0,0.0061583,0,0.3039,10.168,28.61,-80.6,9.7884,0,0,0,0,25840,3613.4,38.06,0.11006,NaN,221.13,NaN,0.0074308,526968,2407.1,0.038246,0.73259,0.73259,0.51358,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1998e-4,14.016,154.28,83,0,NaN,7.0749,875.42,335.59,2e-3,0.035152
0.07,0.055271,2.6407,84.173,2.6606,84.805,0.0067864,0,0.0067864,0,0.32424,10.335,28.61,-80.6,9.7884,0,0,0,0,25839,3612.2,38.059,0.11006,NaN,221.12,NaN,0.0079281,562233,2442.3,0.043121,0.72562,0.72562,0.50661,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.414e-4,14.016,154.28,83,0,NaN,7.0748,875.42,335.59,2e-3,0.036279
0.072,0.060721,2.8091,84.209,2.8302,84.841,0.0074556,0,0.0074556,0,0.34491,10.34,28.61,-80.6,9.7884,0,0,0,0,25837,3610.4,38.058,0.11006,NaN,221.11,NaN,0.0084335,598078,2443.1,0.048356,0.7191,0.7191,0.50008,0.099004,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6316e-4,14.016,154.28,83,0,NaN,7.0748,875.42,335.59,2e-3,0.03706
0.074,0.066507,2.9775,84.246,2.9999,84.879,0.0081661,0,0.0081661,0,0.36559,10.344,28.61,-80.6,9.7884,0,0,0,0,25834,3608.1,38.056,0.11005,NaN,221.11,NaN,0.0089392,633938,2443.8,0.053873,0.71306,0.71306,0.49405,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8494e-4,14.016,154.28,83,0,NaN,7.0748,875.42,335.59,2e-3,0.03793
0.076,0.072631,3.146,84.284,3.1696,84.917,0.008918,0,0.008918,0,0.38628,10.349,28.61,-80.6,9.7884,0,0,0,0,25832,3605.7,38.053,0.11005,NaN,221.1,NaN,0.0094451,669814,2444.6,0.059671,0.70746,0.70746,0.48845,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0672e-4,14.016,154.28,83,0,NaN,7.0747,875.42,335.59,2e-3,0.038774
0.078,0.079092,3.3146,84.321,3.3395,84.954,0.0097112,0,0.0097112,0,0.40698,10.353,28.61,-80.6,9.7884,0,0,0,0,25830,3603.3,38.051,0.11005,NaN,221.09,NaN,0.0099512,705706,2445.4,0.065748,0.70224,0.70224,0.48322,0.099005,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2851e-4,14.016,154.28,83,0,NaN,7.0747,875.42,335.59,2e-3,0.040373
0.08,0.085889,3.4833,84.359,3.5094,84.992,0.010546,0,0.010546,0,0.42769,10.358,28.61,-80.6,9.7884,0,0,0,0,25827,3601,38.049,0.11004,NaN,221.08,NaN,0.010458,741614,2446.1,0.072104,0.69735,0.69735,0.47833,0.099006,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5032e-4,14.016,154.28,83,0,NaN,7.0746,875.42,335.59,2e-3,0.041584
0.082,0.093025,3.652,84.396,3.6794,85.03,0.011422,0,0.011422,0,0.44841,10.363,28.61,-80.6,9.7884,0,0,0,0,25825,3598.6,38.047,0.11004,NaN,221.07,NaN,0.010964,777538,2446.9,0.078737,0.69276,0.69276,0.47374,0.099006,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7213e-4,14.016,154.28,83,0,NaN,7.0746,875.42,335.59,2e-3,0.042666
0.084,0.1005,3.8208,84.434,3.8495,85.068,0.01234,0,0.01234,0,0.46913,10.367,28.61,-80.6,9.7884,0,0,0,0,25823,3596.2,38.045,0.11004,NaN,221.06,NaN,0.011471,813478,2447.6,0.085646,0.68844,0.68844,0.46941,0.099006,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9396e-4,14.016,154.28,83,0,NaN,7.0745,875.42,335.59,2e-3,0.043591
0.086,0.10831,3.9897,84.471,4.0196,85.106,0.013299,0,0.013299,0,0.48987,10.372,28.61,-80.6,9.7884,0,0,0,0,25820,3593.9,38.043,0.11004,NaN,221.06,NaN,0.011978,849434,2448.4,0.092831,0.68435,0.68435,0.46533,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1579e-4,14.016,154.28,83,0,NaN,7.0745,875.42,335.59,2e-3,0.044412
0.088,0.11646,4.1586,84.509,4.1899,85.143,0.014299,0,0.014299,0,0.51062,10.376,28.61,-80.6,9.7884,0,0,0,0,25818,3591.5,38.041,0.11003,NaN,221.05,NaN,0.012485,885405,2449.2,0.10029,0.68049,0.68049,0.46146,0.099007,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3763e-4,14.016,154.28,83,0,NaN,7.0744,875.42,335.59,2e-3,0.045265
0.09,0.12494,4.3277,84.546,4.3602,85.181,0.015341,0,0.015341,0,0.53137,10.381,28.61,-80.6,9.7884,0,0,0,0,25815,3589.1,38.039,0.11003,NaN,221.04,NaN,0.012993,921393,2449.9,0.10802,0.67682,0.67682,0.45779,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5948e-4,14.016,154.28,83,0,NaN,7.0744,875.42,335.59,2e-3,0.04617
0.092,0.13377,4.4968,84.584,4.5305,85.219,0.016425,0,0.016425,0,0.55213,10.386,28.61,-80.6,9.7884,0,0,0,0,25813,3586.8,38.036,0.11003,NaN,221.03,NaN,0.0135,957396,2450.7,0.11603,0.67333,0.67333,0.4543,0.099008,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8135e-4,14.016,154.28,83,0,NaN,7.0743,875.41,335.59,2e-3,0.046954
0.094,0.14293,4.6659,84.621,4.701,85.257,0.01755,0,0.01755,0,0.57291,10.39,28.61,-80.6,9.7884,0,0,0,0,25811,3584.4,38.034,0.11002,NaN,221.02,NaN,0.014008,993416,2451.4,0.12431,0.67001,0.67001,0.45097,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0322e-4,14.016,154.28,83,0,NaN,7.0743,875.41,335.59,2e-3,0.04782
0.096,0.15243,4.8352,84.659,4.8715,85.295,0.018716,0,0.018716,0,0.59369,10.395,28.61,-80.6,9.7884,0,0,0,0,25808,3582,38.032,0.11002,NaN,221.01,NaN,0.014516,1029451,2452.2,0.13286,0.66684,0.66684,0.4478,0.099009,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.251e-4,14.016,154.28,83,0,NaN,7.0742,875.41,335.59,2e-3,0.048652
0.098,0.16227,5.0045,84.696,5.0421,85.332,0.019924,0,0.019924,0,0.61448,10.399,28.61,-80.6,9.7884,0,0,0,0,25806,3579.7,38.03,0.11002,NaN,221,NaN,0.015025,1065502,2453,0.14168,0.66381,0.66381,0.44477,0.09901,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4699e-4,14.016,154.28,83,0,NaN,7.0741,875.41,335.59,2e-3,0.049505
0.1,0.17245,5.1739,84.734,5.2128,85.37,0.021174,0,0.021174,0,0.63528,10.404,28.61,-80.6,9.7884,0,0,0,0,25804,3577.3,38.028,0.11002,NaN,221,NaN,0.015533,1101569,2453.7,0.15077,0.6609,0.6609,0.44186,0.09901,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6889e-4,14.016,154.28,83,0,NaN,7.0741,875.41,335.59,2e-3,0.050374
0.102,0.18297,5.3434,84.771,5.3836,85.408,0.022465,0,0.022465,0,0.65609,10.409,28.61,-80.6,9.7884,0,0,0,0,25801,3575,38.026,0.11001,NaN,220.99,NaN,0.016042,1137652,2454.5,0.16013,0.65812,0.65812,0.43908,0.099011,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.908e-4,14.016,154.28,83,0,NaN,7.074,875.41,335.59,2e-3,0.051142
0.104,0.19382,5.513,84.809,5.5544,85.446,0.023798,0,0.023798,0,0.67691,10.413,28.61,-80.6,9.7884,0,0,0,0,25799,3572.6,38.024,0.11001,NaN,220.98,NaN,0.016551,1173750,2455.2,0.16976,0.65545,0.65545,0.4364,0.099011,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1272e-4,14.016,154.28,83,0,NaN,7.0739,875.41,335.59,2e-3,0.052015
0.106,0.20502,5.6826,84.846,5.7253,85.483,0.025173,0,0.025173,0,0.69774,10.418,28.61,-80.6,9.7884,0,0,0,0,25797,3570.2,38.021,0.11001,NaN,220.97,NaN,0.017061,1209865,2456,0.17966,0.65288,0.65288,0.43383,0.099012,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3465e-4,14.016,154.28,83,0,NaN,7.0739,875.41,335.59,2e-3,0.052783
0.108,0.21655,5.8523,84.884,5.8963,85.521,0.026589,0,0.026589,0,0.71857,10.422,28.61,-80.6,9.7884,0,0,0,0,25794,3567.9,38.019,0.11001,NaN,220.96,NaN,0.01757,1245995,2456.7,0.18983,0.65041,0.65041,0.43135,0.099013,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5659e-4,14.016,154.28,83,0,NaN,7.0738,875.41,335.59,2e-3,0.053675
0.11,0.22843,6.0221,84.921,6.0673,85.559,0.028047,0,0.028047,0,0.73942,10.427,28.61,-80.6,9.7884,0,0,0,0,25792,3565.5,38.017,0.11,NaN,220.95,NaN,0.01808,1282142,2457.5,0.20027,0.64802,0.64802,0.42897,0.099013,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7854e-4,14.016,154.28,83,0,NaN,7.0737,875.4,335.59,2e-3,0.054692
0.112,0.24064,6.192,84.959,6.2385,85.597,0.029547,0,0.029547,0,0.76028,10.432,28.61,-80.6,9.7884,0,0,0,0,25789,3563.1,38.015,0.11,NaN,220.94,NaN,0.01859,1318304,2458.3,0.21098,0.64573,0.64573,0.42667,0.099014,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.005e-4,14.016,154.28,83,0,NaN,7.0736,875.4,335.59,2e-3,0.055911
0.114,0.2532,6.3619,84.996,6.4097,85.634,0.031089,0,0.031089,0,0.78114,10.436,28.61,-80.6,9.7884,0,0,0,0,25787,3560.8,38.013,0.11,NaN,220.94,NaN,0.0191,1354482,2459,0.22195,0.64351,0.64351,0.42444,0.099015,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.2247e-4,14.016,154.28,83,0,NaN,7.0736,875.4,335.59,2e-3,0.057135
0.116,0.26609,6.5319,85.033,6.5809,85.672,0.032672,0,0.032672,0,0.80202,10.441,28.61,-80.6,9.7884,0,0,0,0,25785,3558.4,38.011,0.10999,NaN,220.93,NaN,0.01961,1390676,2459.8,0.23319,0.64136,0.64136,0.4223,0.099015,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4445e-4,14.016,154.28,83,0,NaN,7.0735,875.4,335.59,2e-3,0.058048
